CVE_MUN,GM,IM,SOM labels
15091,Muy bajo,58.8909145602834,1
15092,Muy bajo,58.2626334105002,1
15093,Muy bajo,57.1654846883447,1
15094,Bajo,56.3165283563294,1
15095,Muy bajo,58.1570885980362,1
15096,Muy bajo,58.5875685555793,1
15097,Medio,53.5437211461746,0
15098,Muy bajo,58.6034447832486,1
15099,Muy bajo,57.6734713635661,1
15100,Bajo,55.8593612094664,1
15101,Muy bajo,57.0256828517235,1
15102,Bajo,55.5768463252931,0
15103,Muy bajo,59.0269357545096,1
15104,Muy bajo,60.0298154572752,1
15105,Alto,52.1900800672599,0
15106,Muy bajo,59.2839719834847,1
15107,Muy bajo,57.0838983356463,1
15108,Muy bajo,59.7177324368111,1
15109,Muy bajo,59.9872455123799,1
15110,Muy bajo,56.8107855470385,1
15111,Alto,52.5274688610171,0
15112,Medio,53.6074728043998,0
15113,Medio,54.2232743522467,0
15114,Alto,50.4215142696938,0
15115,Muy bajo,58.1416849347648,1
15116,Bajo,55.5199407529248,0
15117,Alto,49.69306767009,2
15118,Muy bajo,58.3289806504099,1
15119,Alto,52.2106690237787,2
15120,Muy bajo,58.5428109545988,1
15121,Muy bajo,60.6330017215897,1
15122,Muy bajo,57.842075197698,1
15123,Alto,51.4452145772518,2
15124,Alto,51.3136757810849,2
15125,Muy bajo,58.0334425267733,1
16001,Bajo,55.5208332560494,1
16002,Medio,54.4348356055634,1
16003,Bajo,56.1158987511239,1
16004,Bajo,55.3719219297881,0
16005,Bajo,54.7175607291958,0
16006,Bajo,56.2239695713675,1
16007,Medio,54.1394548649169,0
16008,Muy alto,45.8029235033452,3
16009,Bajo,56.1161324946162,1
16010,Medio,54.3086513354042,1
16011,Bajo,56.1030893074492,0
16012,Medio,54.5733475130326,1
16013,Alto,52.0859439168709,2
16014,Bajo,55.4922993564759,0
16015,Bajo,55.0523571202414,1
16016,Medio,54.3965679715301,0
16017,Medio,53.7837857127363,0
16018,Bajo,54.9168003125041,0
16019,Bajo,56.5040598607912,1
16020,Bajo,55.4465030805843,0
16021,Alto,49.7210255264174,3
16022,Bajo,55.4545219728321,0
16023,Bajo,56.1907594320442,1
16024,Medio,54.522100470383,1
16025,Medio,54.1673981306571,0
16026,Medio,52.6845548614317,0
16027,Medio,53.0979527872902,0
16028,Bajo,56.1250554840738,0
16029,Alto,50.2026295240015,3
16030,Bajo,55.0513164689742,0
16031,Medio,54.1069094021507,0
16032,Bajo,54.9513810967818,0
16033,Bajo,55.554996717429,1
16034,Bajo,55.7161615923254,1
16035,Medio,53.0841076746778,2
16036,Bajo,56.5076200133437,1
16037,Medio,54.3165695782266,0
16038,Medio,54.1138169169195,1
16039,Bajo,55.5738548543853,0
16040,Bajo,54.7452629609255,0
16041,Medio,54.1609900707135,0
16042,Bajo,55.2016207148845,0
16043,Muy bajo,57.2443166684179,1
16044,Bajo,55.2772616698879,0
16045,Muy bajo,57.5414570062574,1
16046,Medio,54.2766564374441,0
16047,Bajo,54.8261275467996,0
16048,Bajo,54.8630144847708,0
16049,Alto,52.08992382041,2
16050,Bajo,55.1878311554661,1
16051,Muy bajo,58.7936730414104,1
16052,Muy bajo,58.5704777395138,1
16053,Muy bajo,59.3944378250976,1
16054,Bajo,54.6421978559205,0
16055,Bajo,55.521034975099,1
16056,Alto,52.1288602183374,1
16057,Alto,50.6171391980445,2
16058,Muy bajo,57.3236910088425,1
16059,Medio,54.3380688688435,0
16060,Bajo,55.4871855410346,0
16061,Medio,53.6838880176803,0
16062,Bajo,55.3950634417834,1
16063,Bajo,55.1031659080392,0
16064,Medio,54.0615146534101,0
16065,Medio,54.1371733923324,1
16066,Muy bajo,56.7188892104449,1
16067,Bajo,54.8867932882303,0
16068,Muy bajo,57.3084270374388,1
16069,Muy bajo,58.2799022326766,1
16070,Muy bajo,57.7734164944307,1
16071,Bajo,56.1135345519464,1
16072,Bajo,55.8600085888221,1
16073,Bajo,55.3159955022962,1
16074,Bajo,56.2208238524918,1
16075,Bajo,55.8296249599325,1
16076,Muy bajo,57.8040980680807,1
16077,Alto,51.9636423498246,2
16078,Bajo,55.9891267666508,1
16079,Bajo,54.7056721893059,1
16080,Medio,53.9194023375889,0
16081,Alto,50.2818045098911,3
16082,Bajo,56.2759492599652,1
16083,Bajo,55.9180696016468,0
16084,Medio,54.2513248442696,1
16085,Bajo,55.2643211761604,1
16086,Muy bajo,56.8193987991662,1
16087,Muy bajo,56.6534560818137,1
16088,Muy bajo,57.8355474082491,1
16089,Bajo,56.4405324427355,1
16090,Bajo,56.2074394192865,1
16091,Muy bajo,56.896149072051,1
16092,Alto,50.4110654756438,2
16093,Medio,53.2808423535473,0
16094,Bajo,54.6605429720598,0
16095,Bajo,56.1137722418496,1
16096,Alto,51.9390523450763,0
16097,Alto,51.7136160943774,2
16098,Bajo,54.9490922131266,0
16099,Alto,51.9060997469425,2
16100,Medio,54.35921924879,0
16101,Alto,48.781870097246,3
16102,Muy bajo,58.3570321766065,1
16103,Bajo,56.2651132511765,1
16104,Bajo,54.6564283252631,0
16105,Muy bajo,56.6624752994663,1
16106,Bajo,56.3826286444353,1
16107,Muy bajo,57.6541687032487,1
16108,Muy bajo,57.8827980507358,1
16109,Bajo,56.0782728068268,0
16110,Bajo,55.8575084383995,0
16111,Bajo,55.744150794406,0
16112,Bajo,56.199890625095,1
16113,Bajo,55.6952749999113,0
17001,Bajo,55.5938630597967,0
17002,Bajo,54.9390370623568,1
17003,Medio,54.3530576543147,1
17004,Bajo,55.5629529988975,1
17005,Bajo,55.1114422959897,0
17006,Muy bajo,57.9580385580829,1
17007,Muy bajo,59.8665562109064,1
17008,Muy bajo,58.7152993650159,1
17009,Bajo,55.9324009093389,1
17010,Bajo,55.7685412410388,1
17011,Muy bajo,59.2033181473043,1
17012,Muy bajo,57.6666492097488,1
17013,Bajo,56.1381289761248,1
17014,Bajo,55.9424011163551,0
17015,Muy bajo,56.5617138008141,1
17016,Bajo,55.272686546171,0
17017,Muy bajo,56.7295573982754,1
17018,Muy bajo,57.6801965323474,1
17019,Bajo,55.0676136184833,1
17020,Bajo,55.8013241636197,1
17021,Bajo,55.9889657770181,0
17022,Bajo,56.417741353284,1
17023,Medio,52.7432378319901,0
17024,Bajo,56.4150412871134,1
17025,Bajo,56.3191714903408,1
17026,Bajo,55.389973766087,1
17027,Medio,52.9232765906559,1
17028,Muy bajo,57.0851818212047,1
17029,Muy bajo,57.0586872662098,1
17030,Bajo,55.8864974298262,1
17031,Muy bajo,58.8472052044298,1
17032,Muy bajo,57.0924123849299,1
17033,Bajo,55.5609322725122,1
17034,Medio,53.3693711847824,1
17035,Medio,54.0726502137528,1
17036,Bajo,55.4327259116483,1
18001,Bajo,56.165745740119,1
18002,Muy bajo,57.7746965284034,1
18003,Muy bajo,56.8523963832021,0
18004,Muy bajo,57.8620063955865,1
18005,Muy alto,42.2200364320564,3
18006,Muy bajo,58.6716456142859,1
18007,Bajo,55.3940101245822,0
18008,Muy bajo,59.4733172465226,1
18009,Muy alto,28.6701418337889,3
18010,Bajo,54.7731710810543,0
18011,Medio,54.510692957507,1
18012,Muy bajo,56.5786284653895,0
18013,Muy bajo,56.9067881999424,0
18014,Bajo,55.6729153793905,0
18015,Bajo,56.2647291568377,0
18016,Muy bajo,56.6217048398928,0
18017,Muy bajo,59.7486066662693,1
18018,Muy bajo,57.5716189405415,1
18019,Muy alto,44.530128008145,3
18020,Muy bajo,59.2065953930185,1
19001,Muy bajo,57.8922147023813,0
19002,Muy bajo,56.8913155547347,0
19003,Bajo,56.5281380197767,0
19004,Muy bajo,60.0097557224487,1
19005,Muy bajo,57.1751867771236,1
19006,Muy bajo,61.3158744625493,1
19007,Medio,53.296098088029,0
19008,Muy bajo,56.6006742074039,0
19009,Muy bajo,59.767262390742,1
19010,Muy bajo,60.1044131726998,1
19011,Muy bajo,58.6900188399041,1
19012,Muy bajo,59.9217571493614,1
19013,Muy bajo,57.6166377237497,1
19014,Alto,52.5439331621611,0
19015,Bajo,56.2347007194277,0
19016,Bajo,56.4874196311441,0
19017,Medio,54.5057656132915,0
19018,Muy bajo,60.543075032281,1
19019,Muy bajo,61.8455481380873,1
19020,Bajo,56.4888154858245,0
19021,Muy bajo,60.5509876000487,1
19022,Muy bajo,57.4049844553771,1
19023,Muy bajo,57.3486740036643,0
19024,Alto,51.2709062520955,2
19025,Muy bajo,60.2088128359033,1
19026,Muy bajo,60.8387938850653,1
19027,Bajo,56.3835891175231,0
19028,Bajo,56.3506364625816,0
19029,Muy bajo,58.582075385999,1
19030,Bajo,54.635254326208,0
19031,Muy bajo,60.5213603751719,1
19032,Muy bajo,58.3003119506381,1
19033,Muy bajo,58.558022896057,1
19034,Muy bajo,57.4302787463471,0
19035,Muy bajo,57.6715004535845,0
19036,Alto,51.5321109691824,2
19037,Muy bajo,57.6908332769658,1
19038,Muy bajo,59.3540013320125,1
19039,Muy bajo,60.8656861715213,1
19040,Muy bajo,57.3372711605445,0
19041,Muy bajo,59.9509701172737,1
19042,Muy bajo,56.7572397960533,0
19043,Medio,53.3936582609935,0
19044,Muy bajo,59.4284903205512,1
19045,Muy bajo,59.9372261452636,1
19046,Muy bajo,61.4183833011539,1
19047,Muy bajo,59.7832048523983,1
19048,Muy bajo,60.716763289923,1
19049,Muy bajo,60.0346286701757,1
19050,Bajo,56.1667834594014,0
19051,Muy bajo,56.8595408974011,0
20001,Alto,52.0519309696566,3
20002,Medio,52.9517543076979,0
20003,Alto,49.9452112764873,3
20004,Medio,54.5721862280029,0
20005,Bajo,56.0071673204713,1
20006,Medio,54.4235055062135,1
20007,Muy alto,46.2793385733478,3
20008,Medio,52.9604097461335,0
20009,Alto,52.363232373329,3
20010,Bajo,56.3840902019967,0
20011,Alto,49.4330332422244,3
20012,Muy alto,46.4378539508505,3
20013,Bajo,55.1931427584009,0
20014,Muy bajo,57.5381281435036,1
20015,Muy alto,46.8164476004183,3
20016,Muy alto,42.7035649065283,3
20017,Alto,49.5829310975747,3
20018,Alto,52.2675794930567,3
20019,Alto,51.3476181462567,3
20020,Alto,49.4834304538451,3
20021,Medio,54.5627964611284,1
20022,Medio,53.5573084083406,0
20023,Alto,52.2434812009097,1
20024,Alto,49.1341171361685,3
20025,Medio,53.6924403727217,1
20026,Alto,52.2214633481974,2
20027,Alto,49.0854309662761,3
20028,Alto,51.7203855917761,2
20029,Muy alto,47.9189906835789,3
20030,Muy bajo,58.9714012676972,1
20031,Alto,50.8077075578229,3
20032,Alto,49.7147578829851,3
20033,Muy bajo,57.039077308998,0
20034,Medio,53.5983944392237,0
20035,Muy bajo,58.3074890662247,0
20036,Alto,51.4617247633691,3
20037,Alto,49.398571498117,3
20038,Alto,51.4303754229554,3
20039,Muy bajo,56.8521328652982,1
20040,Muy alto,43.5287807792635,3
20041,Muy alto,47.7315580287063,2
20042,Medio,54.4054205882527,0
20043,Bajo,56.3006741044853,1
20044,Bajo,55.2200491214133,1
20045,Muy bajo,57.450212015802,0
20046,Alto,52.2477761719831,0
20047,Bajo,55.36313447737,0
20048,Alto,49.1580545375327,3
20049,Alto,51.6503021314666,2
20050,Alto,49.561155262575,3
20051,Muy alto,44.7347354370376,3
20052,Medio,53.2211787067924,0
20053,Bajo,55.2606686539478,0
20054,Medio,53.8866753846931,0
20055,Medio,53.631643676255,0
20056,Alto,51.1777475639707,3
20057,Medio,54.5662482990294,1
20058,Muy alto,45.9454381527939,3
20059,Medio,53.8487919240351,1
20060,Alto,50.7016429442465,3
20061,Muy alto,48.1697305044766,3
20062,Bajo,55.6141811255855,0
20063,Muy bajo,56.8758399017886,0
20064,Medio,52.9341703715452,0
20065,Alto,49.8898988786068,3
20066,Medio,53.7049721755946,0
20067,Muy bajo,58.6802535451019,1
20068,Medio,53.7176072907667,1
20069,Alto,51.0443385174192,3
20070,Alto,51.2388780696729,1
20071,Alto,48.9623664960151,3
20072,Alto,50.7456443679553,2
20073,Medio,53.7122986438932,0
20074,Medio,53.9709881759041,2
20075,Bajo,54.7239925437443,0
20076,Medio,53.0221582544358,2
20077,Bajo,54.7552363824369,0
20078,Bajo,56.3340682489814,0
20079,Muy bajo,57.4234987738464,1
20080,Alto,50.7699913151665,3
20081,Alto,51.1694163495146,3
20082,Alto,51.9709118474639,2
20083,Muy bajo,57.4191093230082,1
20084,Muy bajo,57.7558189861148,0
20085,Muy alto,45.6364988947621,3
20086,Alto,52.1562937600981,0
20087,Alto,51.6854796929552,0
20088,Alto,50.4378716663702,3
20089,Medio,53.7912024038994,0
20090,Alto,50.214059158291,2
20091,Muy bajo,59.6069046409014,1
20092,Medio,53.8980277956531,0
20093,Medio,54.3316861075621,0
20094,Medio,52.946088571782,0
20095,Alto,48.7904353620807,3
20096,Bajo,55.7596518882316,0
20097,Medio,52.6781018236657,3
20098,Alto,50.314929345097,3
20099,Muy alto,48.3984626321626,3
20100,Alto,50.0842628400557,3
20101,Alto,49.5264191262107,3
20102,Medio,53.6555622753586,0
20103,Alto,49.8695121912607,1
20104,Alto,51.9315629637717,3
20105,Medio,53.1879020415157,2
20106,Medio,53.5690449158839,0
20107,Muy bajo,57.097601682762,1
20108,Alto,51.715462134898,2
20109,Medio,54.5196452641362,0
20110,Muy alto,45.8780899973498,3
20111,Muy alto,48.2163800352858,3
20112,Alto,52.4204519350181,2
20113,Medio,53.1585043861825,3
20114,Medio,53.2828345727823,2
20115,Bajo,56.430270864509,0
20116,Muy alto,47.7122020004302,3
20117,Alto,49.514607877209,3
20118,Alto,51.1229095126086,3
20119,Alto,52.1509442527787,3
20120,Medio,53.4949759474877,0
20121,Medio,53.697321132963,0
20122,Medio,53.4842135833253,2
20123,Alto,51.9427063945541,2
20124,Muy alto,47.5153390418427,2
20125,Alto,48.877043561317,3
20126,Muy alto,48.2919554450303,3
20127,Alto,49.8872444442766,3
20128,Medio,54.5860113680138,0
20129,Bajo,55.9626870393986,0
20130,Muy alto,48.6974246547803,3
20131,Alto,50.5400808484444,2
20132,Medio,53.3074795817417,0
20133,Alto,49.6828463440692,3
20134,Muy alto,47.5773503641158,3
20135,Medio,53.3269090157916,0
20136,Alto,52.3091673192806,2
20137,Alto,49.3932188858618,3
20138,Medio,53.5417399646662,2
20139,Alto,49.4760041170334,3
20140,Medio,54.284787448249,0
20141,Alto,49.9974742666701,1
20142,Alto,49.1642373230957,3
20143,Bajo,54.6074943315048,1
20144,Alto,51.8874337335198,2
20145,Muy bajo,56.8535980147554,1
20146,Alto,50.1101566351824,3
20147,Medio,54.1663772463591,0
20148,Alto,49.8568091417192,3
20149,Alto,49.4663248596582,3
20150,Muy bajo,56.6986109343695,1
20151,Alto,51.8376351069472,3
20152,Muy alto,46.0605155508224,3
20153,Medio,53.4679774006205,2
20154,Alto,51.7905043555149,3
20155,Muy alto,47.4517287226026,3
20156,Medio,54.2831951643502,0
20157,Muy bajo,59.6943416023054,1
20158,Alto,51.6142592890443,3
20159,Alto,49.3702005081557,3
20160,Medio,53.4188966771846,0
20161,Alto,52.2098020371041,0
20162,Muy alto,48.7225000159212,3
20163,Alto,50.3106392009844,3
20164,Alto,50.8624705483086,3
20165,Alto,51.3122143802363,3
20166,Medio,53.4490745653694,0
20167,Alto,49.8142867665551,3
20168,Alto,50.7133724460325,2
20169,Muy alto,42.1285692489624,3
20170,Muy alto,44.8309808837109,3
20171,Muy alto,37.9560375879217,3
20172,Bajo,54.9727124026363,0
20173,Medio,53.5576564047212,0
20174,Muy bajo,56.9821162572956,0
20175,Alto,52.1829034826534,3
20176,Alto,51.0510220524862,0
20177,Bajo,54.6717567502474,1
20178,Bajo,55.9700562511271,0
20179,Medio,52.9014141484512,3
20180,Medio,53.0735355247974,0
20181,Medio,52.7766854844928,2
20182,Alto,49.2832779081029,3
20183,Alto,51.4231342883384,3
20184,Bajo,56.135935257653,1
20185,Medio,53.0479493437922,0
20186,Medio,53.0379743767515,0
20187,Alto,49.9259166065363,3
20188,Alto,49.4912542042221,2
20189,Muy alto,48.2565535365573,3
20190,Alto,50.9969745902309,2
20191,Medio,54.135791987488,0
20192,Muy bajo,56.5687442185092,0
20193,Bajo,54.9030641250815,0
20194,Medio,54.298486097845,0
20195,Muy alto,47.3753170226969,3
20196,Bajo,55.3169588176331,0
20197,Medio,52.8631145952429,2
20198,Alto,49.5751735858624,3
20199,Alto,48.9076056980293,3
20200,Alto,49.1404262712266,3
20201,Alto,51.5074033294485,3
20202,Alto,51.4831929117262,3
20203,Muy alto,48.0855781463302,3
20204,Medio,53.7930692446964,0
20205,Muy alto,48.6989356950029,3
20206,Alto,52.4906952044865,2
20207,Alto,49.5292201899631,3
20208,Alto,49.3422758102582,3
20209,Alto,49.2679108534208,3
20210,Alto,51.6398072439143,3
20211,Alto,49.0059938617294,3
20212,Muy alto,47.7686084921693,3
20213,Alto,50.6135779119906,3
20214,Alto,51.7290127691255,3
20215,Bajo,55.4548652282207,0
20216,Medio,53.176117230939,2
20217,Muy alto,43.8823527879406,3
20218,Alto,51.7912704973914,3
20219,Alto,51.2801858919568,3
20220,Medio,52.9061923977213,3
20221,Medio,53.2931925348868,0
20222,Medio,53.1902719802369,3
20223,Bajo,54.8478552839259,0
20224,Medio,54.3424849984449,0
20225,Muy alto,46.2536051198448,3
20226,Medio,53.6587989749911,2
20227,Muy bajo,57.7714847193374,1
20228,Alto,49.4558796892282,3
20229,Muy alto,47.1001042680882,3
20230,Medio,53.3438821462574,0
20231,Muy alto,47.1670388270881,3
20232,Muy alto,48.1592038155556,2
20233,Alto,50.6224125901472,3
20234,Muy alto,46.4117693086444,3
20235,Alto,50.5611646956697,3
20236,Muy alto,46.3304756754335,3
20237,Bajo,54.6729777518524,0
20238,Medio,52.9297214400769,2
20239,Medio,52.7846713896631,0
20240,Muy alto,45.6994653019075,3
20241,Medio,53.2235242465546,0
20242,Muy alto,44.9684577332552,3
20243,Bajo,55.1909726983336,0
20244,Alto,52.4573367132723,2
20245,Alto,48.7736475645481,3
20246,Medio,52.9864585900361,3
20247,Muy bajo,57.6974997126782,0
20248,Muy alto,38.5469763638553,3
20249,Alto,50.5870982469375,3
20250,Medio,54.0389472848692,0
20251,Alto,49.6894717289195,3
20252,Alto,50.046044323747,3
20253,Muy alto,44.950677296844,3
20254,Alto,51.4580981482366,2
20255,Alto,51.0976839718127,3
20256,Medio,54.1803790601044,0
20257,Alto,50.5228974367453,3
20258,Alto,52.5189117034454,3
20259,Alto,48.8923983586943,3
20260,Alto,51.6430011775482,3
20261,Alto,49.7764240023264,3
20262,Bajo,54.8612656957314,0
20263,Alto,49.6306110506632,3
20264,Alto,49.5193260765046,3
20265,Alto,49.4017980791693,3
20266,Alto,50.828917715961,3
20267,Bajo,54.9865774015841,0
20268,Medio,52.899233702561,0
20269,Medio,53.1428375914754,0
20270,Muy alto,46.8971516543939,3
20271,Muy alto,48.523345268306,3
20272,Alto,51.7386771961527,1
20273,Muy alto,47.269059327979,3
20274,Alto,48.9661426242979,3
20275,Alto,49.0606703594234,3
20276,Muy alto,47.2418640853462,3
20277,Alto,49.4468624814672,3
20278,Alto,49.7756830096573,2
20279,Medio,53.0972058717847,2
20280,Medio,54.34150637698,0
20281,Bajo,55.5490683855603,0
20282,Alto,51.9027207537724,0
20283,Medio,53.6719929226672,2
20284,Muy alto,46.3475384588448,3
20285,Alto,50.709168331092,2
20286,Alto,51.9604872808828,3
20287,Medio,53.550859906398,0
20288,Alto,52.5196819263618,3
20289,Alto,51.0491183760023,3
20290,Medio,53.2467117267401,0
20291,Alto,52.589636983477,3
20292,Muy alto,48.6992771711282,3
20293,Muy bajo,58.8988536274167,1
20294,Muy bajo,57.2850570323075,1
20295,Muy bajo,57.0414850344605,1
20296,Medio,54.5513714183356,0
20297,Muy alto,47.5669384478965,3
20298,Medio,53.4313866494277,1
20299,Medio,53.6068943318134,2
20300,Alto,50.8011468272046,3
20301,Medio,52.7893927924627,2
20302,Muy alto,48.3996098124331,3
20303,Medio,52.9416250443961,3
20304,Alto,51.5914795658191,3
20305,Bajo,56.4557380770907,0
20306,Muy alto,48.1619717003709,3
20307,Alto,52.2420864602107,0
20308,Alto,51.9926821720513,2
20309,Muy alto,46.9858139705765,3
20310,Muy alto,48.7265683301703,2
20311,Muy alto,47.8230109057491,3
20312,Muy alto,46.9607271736682,3
20313,Alto,50.634721241479,3
20314,Medio,54.0939934127565,0
20315,Muy alto,47.1380611251779,3
20316,Medio,53.5344254027423,0
20317,Alto,51.8538626620502,0
20318,Bajo,55.0903064133824,1
20319,Alto,51.0560128139934,3
20320,Medio,53.1293059271352,0
20321,Alto,52.5285452980084,2
20322,Muy alto,47.4097094203431,3
20323,Alto,51.6506203606087,3
20324,Alto,52.178716970936,2
20325,Muy alto,48.661800040139,3
20326,Alto,49.0109646846964,3
20327,Medio,52.9007482096349,1
20328,Alto,49.7217061954916,3
20329,Alto,50.8827202143745,3
20330,Alto,51.7173019635777,3
20331,Alto,51.4319658423504,3
20332,Medio,54.2764232252853,0
20333,Bajo,54.9787896226522,0
20334,Medio,52.894359256912,2
20335,Alto,51.8210830994088,3
20336,Medio,52.8351803080602,3
20337,Muy alto,47.2293319903789,3
20338,Muy bajo,56.9821096412451,1
20339,Bajo,55.6341582780187,0
20340,Medio,52.7085208072624,0
20341,Medio,53.3629336470293,0
20342,Muy bajo,56.631783852539,0
20343,Medio,54.1368791854952,0
20344,Alto,50.82088666831,3
20345,Alto,51.878152700038,2
20346,Alto,52.5098698457851,2
20347,Medio,52.9561460213299,2
20348,Alto,50.7964080029673,3
20349,Alto,52.0470251628168,0
20350,Muy bajo,60.7781072895856,1
20351,Alto,51.7344870163757,3
20352,Muy alto,46.0418417009038,3
20353,Alto,52.5033612783691,2
20354,Muy alto,48.4828729146059,3
20355,Alto,50.806467074437,3
20356,Medio,53.019420174159,2
20357,Medio,52.8052412759881,2
20358,Alto,52.2896594214521,3
20359,Alto,50.9479658597759,3
20360,Alto,52.0155293004577,2
20361,Alto,50.2577499095684,3
20362,Medio,53.3564225932454,0
20363,Medio,54.5242268769378,0
20364,Alto,52.2277125755336,2
20365,Medio,53.4915531468688,0
20366,Alto,50.2459886096789,3
20367,Muy alto,48.4107011491627,3
20368,Alto,52.2256656395788,2
20369,Medio,54.1772143001168,0
20370,Bajo,54.5908214866612,0
20371,Alto,50.954892999416,3
20372,Muy alto,48.2717177281597,3
20373,Alto,50.8057522501962,3
20374,Muy alto,47.6036316714101,3
20375,Muy bajo,58.5347969918961,1
20376,Alto,52.244526200821,3
20377,Alto,49.3177498894513,3
20378,Alto,51.9025439579238,2
20379,Alto,51.6825946306106,3
20380,Medio,54.0630639684229,0
20381,Medio,54.5356858134997,0
20382,Alto,52.4884961070652,3
20383,Medio,53.1442585592703,2
20384,Alto,50.8953733456253,3
20385,Muy bajo,56.6961261437307,1
20386,Muy alto,47.3549432350158,3
20387,Medio,53.9889097519205,0
20388,Alto,49.2878599922242,3
20389,Alto,50.6267966410976,3
20390,Muy bajo,59.2376750764187,1
20391,Muy alto,46.2649006059431,3
20392,Muy alto,47.4820780115397,3
20393,Alto,51.8444318706952,3
20394,Alto,51.357334555443,2
20395,Muy alto,45.9089767935002,3
20396,Muy alto,44.8422391340918,3
20397,Medio,54.5630199976586,1
20398,Alto,52.6369304103301,2
20399,Bajo,55.8540974297137,1
20400,Medio,53.1680311710493,0
20401,Medio,53.756400468584,1
20402,Alto,51.4295469223902,2
20403,Bajo,56.1721848198107,0
20404,Bajo,55.6239920102871,0
20405,Medio,53.394499444537,2
20406,Muy alto,40.8112840713157,3
20407,Alto,48.8081408183251,3
20408,Medio,53.3651955720257,0
20409,Muy bajo,59.1520989315474,1
20410,Medio,52.8262604843605,0
20411,Bajo,55.279739345339,0
20412,Alto,50.3096351600402,3
20413,Bajo,55.610652529718,1
20414,Medio,52.80277783685,2
20415,Medio,52.7107982916197,2
20416,Alto,50.8390377886686,3
20417,Alto,51.4458804966845,2
20418,Bajo,54.7900826274877,1
20419,Bajo,55.413818795446,0
20420,Alto,50.0945324757257,3
20421,Bajo,54.7177461520833,0
20422,Medio,54.4357959993165,0
20423,Alto,51.8901631445987,3
20424,Alto,50.1231360769611,3
20425,Alto,51.4299964218825,3
20426,Muy alto,48.6004743002607,3
20427,Medio,53.0481071216159,0
20428,Alto,50.2302012319628,3
20429,Alto,50.7899803118819,3
20430,Medio,53.0337428951625,2
20431,Medio,53.9154945203507,0
20432,Bajo,54.9434987781757,0
20433,Muy alto,47.6199911986166,3
20434,Alto,49.7014575104752,3
20435,Muy alto,48.4845928358274,3
20436,Muy alto,45.092783383954,3
20437,Alto,50.3660609714925,3
20438,Alto,50.2964176637473,3
20439,Alto,48.7982205220227,3
20440,Alto,52.541761775247,2
20441,Medio,53.262042239936,1
20442,Medio,53.756333386356,2
20443,Bajo,55.8759046278587,0
20444,Medio,53.7290543995454,0
20445,Medio,53.5535314203014,0
20446,Alto,52.5173177386999,2
20447,Alto,51.8377854330154,2
20448,Muy alto,48.3442703894791,3
20449,Alto,52.1495671686957,3
20450,Muy alto,44.1186431724611,3
20451,Muy alto,44.4291367505471,3
20452,Muy alto,48.4040264456717,3
20453,Alto,52.2569610942902,0
20454,Alto,50.1776973947895,3
20455,Alto,49.9234229838912,3
20456,Alto,52.1929545013752,2
20457,Alto,51.7341915541368,3
20458,Medio,54.5213860391446,0
20459,Medio,54.1773430228497,0
20460,Alto,49.4988304758647,3
20461,Alto,49.6208829508289,3
20462,Bajo,54.7586371979169,0
20463,Medio,53.0819304203056,0
20464,Medio,53.0205289183895,0
20465,Alto,50.2138824372691,3
20466,Muy alto,43.7481213509579,3
20467,Medio,52.8457154791546,1
20468,Alto,49.8649844722351,3
20469,Alto,49.1408928451377,2
20470,Alto,50.6875641619017,3
20471,Medio,54.1298786487458,0
20472,Bajo,55.1268808613649,0
20473,Bajo,54.6516242189044,0
20474,Alto,52.3542038367847,2
20475,Alto,51.3465944047261,3
20476,Medio,53.6561067159525,0
20477,Alto,50.7690022916533,3
20478,Medio,52.98765344698,0
20479,Medio,53.2512253219745,3
20480,Muy alto,48.0230459550292,3
20481,Alto,52.3134293543232,2
20482,Alto,52.519989421088,1
20483,Bajo,55.8357156701387,1
20484,Alto,51.6063108661805,2
20485,Muy alto,48.1332158058393,3
20486,Medio,53.6505596835076,0
20487,Medio,53.0426663947868,0
20488,Medio,54.4258691471755,0
20489,Alto,50.6875080323753,3
20490,Alto,50.2237078805819,3
20491,Alto,52.0912398392836,3
20492,Alto,49.3792887808089,3
20493,Bajo,54.949829315233,0
20494,Muy alto,48.5927597890768,3
20495,Muy alto,47.5692714238263,3
20496,Bajo,55.9422894145845,0
20497,Muy alto,46.8524520228997,3
20498,Muy alto,47.5112566808134,3
20499,Bajo,55.648676519915,0
20500,Alto,51.0794466846879,3
20501,Alto,52.5539267132105,3
20502,Muy alto,45.7940075417243,3
20503,Bajo,55.0567640353756,0
20504,Medio,53.671572928247,2
20505,Bajo,56.2139112768298,1
20506,Medio,53.177916491188,2
20507,Alto,50.7852211460312,3
20508,Bajo,55.1514138561123,0
20509,Muy alto,47.1044270182945,3
20510,Alto,50.7343198802279,3
20511,Muy alto,48.2469529241055,3
20512,Alto,50.9489728844747,3
20513,Medio,53.1250978241592,1
20514,Muy alto,47.4991211588905,3
20515,Bajo,55.2154760768848,1
20516,Alto,51.8718498461093,3
20517,Muy alto,46.6709890286738,3
20518,Bajo,55.0780817116493,0
20519,Medio,54.5397240877879,0
20520,Medio,52.7208836589929,2
20521,Medio,53.1254366960545,2
20522,Alto,50.1929983998036,3
20523,Medio,54.5164901319105,0
20524,Bajo,55.0360332770858,0
20525,Medio,53.8857244800083,1
20526,Alto,51.7194107270272,2
20527,Alto,50.8722696747953,3
20528,Alto,50.9613356433133,3
20529,Muy alto,47.591830827377,3
