CVE_MUN,GM,IM,IMN,Component 1,Component 2
7120,Alto,50.038163850557,0.783528006510743,-0.001294063305684096,0.0008825318480121676
7121,Alto,49.8625241675954,0.780777733517792,-0.0005580642345206109,0.005256977016334836
7122,Medio,53.5005063060139,0.837743470732887,-0.0025011862430571346,0.002336851684804085
7123,Medio,53.2020823971516,0.83307056764427,0.0003351519715612067,0.003099972739725381
7124,Alto,51.2981525524098,0.803257676023342,-0.00036501851435705006,0.003122040415379628
7125,Alto,50.0151909816176,0.78316828335508,-0.002759103886227077,0.0004950744773522063
8001,Muy bajo,57.8792460709196,0.906308441447489,0.0009992613070422653,0.0031306394990293124
8002,Muy bajo,59.6189434907829,0.933549681861274,0.0013518200166408318,0.002350114908992842
8003,Muy bajo,57.199977652043,0.895672043363067,0.00080566516978436,0.0053293156585861945
8004,Muy bajo,59.7382969251766,0.93541859053666,0.0013094941558700623,0.0022863934498297167
8005,Muy bajo,57.103885926836,0.89416738067963,0.0021215997973435827,0.003948257843347533
8006,Bajo,56.4884627618087,0.884530710415418,-0.0008591697952647803,0.0044739120614382824
8007,Muy alto,37.0071329897794,0.579480198849004,-0.1046884489364395,-0.15969375301451275
8008,Muy alto,21.4066346942113,0.335198107151815,-0.22103332648270263,-0.20912600053215352
8009,Alto,51.0463984941947,0.799315557844239,0.007082089218539948,0.0090438009672769
8010,Muy bajo,57.6734348889874,0.903085724771102,0.0007294372305368557,0.0031037411372911157
8011,Muy bajo,59.1702578267324,0.926523888809526,0.0013981471611760944,0.0028652846513527795
8012,Muy alto,36.2118547830645,0.567027248940815,-0.07295059727536873,-0.15274499519228904
8013,Muy bajo,57.3475230143538,0.897982398394209,-4.497313939889554e-05,0.0033538201122307754
8014,Bajo,56.5218322717029,0.885053230499164,-0.0003438307496945103,0.004885465893149592
8015,Bajo,55.9134308710109,0.875526511292076,-0.0027858612841714704,0.003458188249225994
8016,Muy bajo,57.2047721222766,0.895747118094339,7.391119754306425e-05,0.005070388053673367
8017,Muy bajo,59.7550793825456,0.935681380462485,0.0006758314626029039,0.001646108187610004
8018,Bajo,55.5399045676485,0.869677609227504,-0.0017961672094433366,0.003716418752989018
8019,Muy bajo,61.1241347126691,0.957118881582995,0.0010350482769500107,0.0014705828004732996
8020,Muy alto,46.9759049848856,0.735577294498103,-0.09808802250221715,-0.05964807323379065
8021,Muy bajo,59.8239321190413,0.936759518491897,0.0012003537480737032,0.002059527847258688
8022,Bajo,55.1876973474337,0.864162534334713,-0.00322231656647895,0.0028613926278228596
8023,Bajo,56.0690248832298,0.877962896979267,0.000299664060635589,0.0048627993511300635
8024,Muy bajo,57.73560443975,0.904059213413096,0.000361729825003238,0.004572042220626139
8025,Muy bajo,57.0518593120914,0.893352716299496,-0.0010286232596188186,0.004254424051659668
8026,Bajo,56.1824495534136,0.87973896945834,-0.0017993043239272698,0.0038651231271399243
8027,Muy alto,40.5223159301178,0.634523071524942,-0.1046400906342646,-0.1233879563067099
8028,Bajo,56.2443673197374,0.880708515506436,-0.0018491653214176584,0.00449367975791381
8029,Muy alto,39.3476294612872,0.616129116264177,-0.09817608082406339,-0.099851204956283
8030,Muy alto,45.9632185719232,0.719720034652625,-0.09216772149526797,-0.07003002089968595
8031,Bajo,55.9626734119232,0.876297580950661,0.0005064740888102433,0.003074209004368331
8032,Muy bajo,59.787543846929,0.936189728793106,0.0012331660941892414,0.00215630226686333
8033,Bajo,56.1289051917859,0.878900539274304,-0.0026160932052844204,0.0034909860939994985
8034,Muy bajo,56.6376640852616,0.886866995493405,-0.0023920134451574974,0.003417453336243919
8035,Bajo,55.7900940274089,0.8735952279723,-0.0019098741769967948,0.0035516319151973467
8036,Muy bajo,58.8406142114328,0.921362128567362,0.001243488807808948,0.002560119490061774
8037,Muy bajo,59.0676837282585,0.924917721182414,0.0022429882786804086,0.0013670571602719575
8038,Muy bajo,57.1009447936851,0.894121326627736,-0.00018928800387101779,0.004824290230471469
8039,Muy bajo,56.6285335688641,0.886724024313792,-1.9751244834973135e-05,0.00516811919973957
8040,Muy bajo,57.308730023454,0.897374954145914,-0.00014259821272710085,0.0030945635435047514
8041,Muy alto,43.8861029969325,0.687195295522998,-0.09189278304926402,-0.07481754904010289
8042,Bajo,54.9020494158249,0.859689685269232,-0.0007777695820385651,0.004136667771781904
8043,Bajo,56.3693172154256,0.882665056976955,-0.0011216325356623676,0.004534960247644633
8044,Bajo,56.5311710069503,0.885199462096183,-6.178262968026854e-05,0.005144937965464716
8045,Muy bajo,58.5300430129362,0.916499015828764,0.0014991025721274717,0.0028497087060273436
8046,Muy alto,39.5596311496211,0.619448767655328,-0.07376895078960294,-0.08705611091646752
8047,Medio,52.8473147515901,0.827515400053958,0.005346797283609581,0.0046767195137389795
8048,Muy bajo,57.3583167051025,0.898151412569479,-8.760045452847579e-05,0.0046271180210948675
8049,Alto,49.1095128896613,0.768986624890346,-0.017377015372783664,0.01828948482773222
8050,Muy bajo,59.7135984544129,0.935031846857992,0.001421515332536736,0.002492873184238568
8051,Medio,53.6372905228771,0.839885321202882,0.00544176411242867,0.005006406094657093
8052,Muy bajo,58.592368680844,0.917474949047979,0.0010383004513341283,0.0027465837908691023
8053,Bajo,56.1029084642484,0.878493466701374,-0.0020438720265772772,0.00400840845977349
8054,Muy bajo,57.3957015514393,0.89873680723367,1.4997457094468503e-05,0.004784943725411567
8055,Muy bajo,57.7002206334115,0.90350515225038,0.0023722436822608893,0.003516510654755687
8056,Bajo,55.0714721618796,0.86234260968249,-0.0022178052515458018,0.003951413734472879
8057,Medio,53.8065434665338,0.842535586746907,0.0001423091221587357,0.003114485731380941
8058,Muy bajo,57.522137155796,0.90071661283424,0.0007865390482371265,0.005358743514899026
8059,Muy bajo,57.9758583067828,0.907821254603393,0.003026692450508162,0.0062152870120625
8060,Muy bajo,59.0695487231787,0.924946924407303,0.0012749722636324645,0.0022898379678030615
8061,Bajo,56.3293489861721,0.88203921013165,-0.0015405911955703982,0.004232033288433469
8062,Muy bajo,58.2701677860254,0.912429731450323,0.001960147797803698,0.0026511140264658182
8063,Medio,53.9090226568948,0.844140268245057,0.005786280473779573,0.004884922244653635
8064,Bajo,55.0102836569811,0.861384482853384,-0.0022102658162570384,0.0038095587065019388
8065,Muy alto,36.7851601354547,0.576004412875563,-0.11149886111923298,-0.13748990119780546
8066,Muy alto,41.6391520113259,0.652011170227399,-0.09355726972230359,-0.08297279399570512
8067,Bajo,56.0284819036415,0.877328050343614,-0.0012181738722955417,0.004453510610009187
9002,Muy bajo,60.637957252589,0.949506019183713,0.0011047037440472499,0.0016235870833622443
9003,Muy bajo,60.8769530595478,0.953248360904127,0.0011604212922309953,0.0014681055641163946
9004,Muy bajo,60.4421617230741,0.946440133685141,0.0012593022106534223,0.0020940890575839245
9005,Muy bajo,60.0921224607171,0.940959005995201,0.0016170236915927906,0.00141122302392642
9006,Muy bajo,60.4422454901315,0.94644144536068,0.0011204646551098965,0.0016754633808953204
9007,Muy bajo,59.5445475030509,0.932384744232185,0.0022279067383149855,0.0013076382805302163
9008,Muy bajo,59.6833405260121,0.934558049809966,0.0012407429328013277,0.0020654666546523867
9009,Muy bajo,57.2813027602769,0.896945481375781,0.002024530581665769,0.002374431932783426
9010,Muy bajo,60.4870520786772,0.947143054178834,0.0009752846373085239,0.0015503968305811723
9011,Muy bajo,59.325104804355,0.928948576974607,0.0011335998155366216,0.0016209692181507428
9012,Muy bajo,59.5683005202987,0.932756683424605,0.0012536451476235463,0.0015722027269989799
9013,Muy bajo,58.5571719595363,0.916923817376475,0.0009588365535383288,0.0008349287732437038
9014,Muy bajo,62.3971454880912,0.977052458644538,0.0009401237869799303,0.0009667574053209754
9015,Muy bajo,61.3285335133283,0.960319482334293,0.0009991054255813966,0.001567427131082005
9016,Muy bajo,61.2214578697982,0.958642826776515,0.0010872290989180876,0.0015883148182903404
9017,Muy bajo,60.3845963564287,0.945538740158663,0.0011092628430625865,0.0016323642014226887
10001,Muy bajo,56.6960494329267,0.887781228781461,0.001364196426946342,0.003715802998837957
10002,Alto,50.8021460659875,0.795490904750848,-0.0016796991839718855,0.0020983790801821015
10003,Bajo,55.3986423304642,0.867465639191456,-0.002998308696864273,0.0056783602631916156
10004,Muy bajo,56.9816697852868,0.892253645994292,0.0013804299708123622,0.0033350175280826714
10005,Muy bajo,59.5910145755833,0.933112353918632,0.0013966371664276664,0.0015907450242693647
10006,Medio,54.341867581474,0.850918017362644,-0.001543085900873723,0.004401522050507648
10007,Muy bajo,59.2730388873649,0.928133297176008,0.0012960753907750669,0.0022374313742869506
10008,Muy bajo,57.895155666715,0.906557563575854,0.0015979435659374966,0.0031793524899879073
10009,Medio,52.9964160469859,0.82985011883178,0.005435486833858634,0.004259356676088129
10010,Muy bajo,56.6751793788539,0.887454432780069,0.00029351712085968286,0.00535438268757145
10011,Bajo,55.6061648400237,0.870715152876789,-0.001129841996327323,0.004233944536781637
10012,Muy bajo,58.8038790671402,0.920786907332978,0.0012089103025454033,0.002568566198427303
10013,Muy bajo,56.7490494471011,0.888611135241961,0.0015122084710477207,0.003494718909467915
10014,Muy alto,28.2229952282718,0.441932826612379,-0.197504995726133,-0.17728240641911275
10015,Bajo,55.8717551228194,0.874873927076598,-0.00027036624901678426,0.005578223092674409
10016,Muy bajo,56.885686159889,0.890750676003421,0.001439826857069138,0.004042465902193461
10017,Bajo,55.5609313837748,0.870006859904487,0.0002412138609726752,0.005381232804457537
10018,Muy bajo,57.9369748090193,0.907212393143574,0.0015612164242614546,0.0031336445156349563
10019,Alto,50.5858068355353,0.792103333486792,-0.01671291913457622,0.014742925520606314
10020,Muy bajo,57.3430224858356,0.897911926381115,0.0015506328341709265,0.0036761319059620116
10021,Muy bajo,56.7246617952508,0.888229258554902,0.0014303298029906923,0.003600201345334766
10022,Muy bajo,57.3596245514937,0.898171891623803,0.0015501935908449223,0.003570274332048187
10023,Alto,51.5504064424081,0.807207620872542,-0.001673015926298518,0.014126348444619994
10024,Muy bajo,56.9146939292816,0.891204897301256,0.001508294905840868,0.0038501514151673705
10025,Bajo,55.0338068365764,0.861752823108038,-0.0011956613859326307,0.004775553293574546
