CVE_MUN,GM,IM,Cluster labels
15089,Muy bajo,57.6397975884192,1
15090,Muy bajo,56.7073643694487,1
15091,Muy bajo,58.8909145602834,1
15092,Muy bajo,58.2626334105002,1
15093,Muy bajo,57.1654846883447,1
15094,Bajo,56.3165283563294,1
15095,Muy bajo,58.1570885980362,1
15096,Muy bajo,58.5875685555793,1
15097,Medio,53.5437211461746,3
15098,Muy bajo,58.6034447832486,1
15099,Muy bajo,57.6734713635661,1
15100,Bajo,55.8593612094664,1
15101,Muy bajo,57.0256828517235,1
15102,Bajo,55.5768463252931,2
15103,Muy bajo,59.0269357545096,1
15104,Muy bajo,60.0298154572752,1
15105,Alto,52.1900800672599,0
15106,Muy bajo,59.2839719834847,1
15107,Muy bajo,57.0838983356463,1
15108,Muy bajo,59.7177324368111,1
15109,Muy bajo,59.9872455123799,1
15110,Muy bajo,56.8107855470385,1
15111,Alto,52.5274688610171,0
15112,Medio,53.6074728043998,3
15113,Medio,54.2232743522467,2
15114,Alto,50.4215142696938,0
15115,Muy bajo,58.1416849347648,1
15116,Bajo,55.5199407529248,2
15117,Alto,49.69306767009,0
15118,Muy bajo,58.3289806504099,1
15119,Alto,52.2106690237787,0
15120,Muy bajo,58.5428109545988,1
15121,Muy bajo,60.6330017215897,1
15122,Muy bajo,57.842075197698,1
15123,Alto,51.4452145772518,0
15124,Alto,51.3136757810849,3
15125,Muy bajo,58.0334425267733,1
16001,Bajo,55.5208332560494,1
16002,Medio,54.4348356055634,1
16003,Bajo,56.1158987511239,1
16004,Bajo,55.3719219297881,1
16005,Bajo,54.7175607291958,2
16006,Bajo,56.2239695713675,1
16007,Medio,54.1394548649169,3
16008,Muy alto,45.8029235033452,0
16009,Bajo,56.1161324946162,1
16010,Medio,54.3086513354042,1
16011,Bajo,56.1030893074492,2
16012,Medio,54.5733475130326,1
16013,Alto,52.0859439168709,0
16014,Bajo,55.4922993564759,1
16015,Bajo,55.0523571202414,1
16016,Medio,54.3965679715301,2
16017,Medio,53.7837857127363,3
16018,Bajo,54.9168003125041,2
16019,Bajo,56.5040598607912,1
16020,Bajo,55.4465030805843,1
16021,Alto,49.7210255264174,3
16022,Bajo,55.4545219728321,2
16023,Bajo,56.1907594320442,1
16024,Medio,54.522100470383,1
16025,Medio,54.1673981306571,0
16026,Medio,52.6845548614317,0
16027,Medio,53.0979527872902,2
16028,Bajo,56.1250554840738,2
16029,Alto,50.2026295240015,0
16030,Bajo,55.0513164689742,2
16031,Medio,54.1069094021507,2
16032,Bajo,54.9513810967818,2
16033,Bajo,55.554996717429,1
16034,Bajo,55.7161615923254,1
16035,Medio,53.0841076746778,0
16036,Bajo,56.5076200133437,1
16037,Medio,54.3165695782266,2
16038,Medio,54.1138169169195,1
16039,Bajo,55.5738548543853,2
16040,Bajo,54.7452629609255,1
16041,Medio,54.1609900707135,2
16042,Bajo,55.2016207148845,1
16043,Muy bajo,57.2443166684179,1
16044,Bajo,55.2772616698879,2
16045,Muy bajo,57.5414570062574,1
16046,Medio,54.2766564374441,2
16047,Bajo,54.8261275467996,2
16048,Bajo,54.8630144847708,2
16049,Alto,52.08992382041,0
16050,Bajo,55.1878311554661,1
16051,Muy bajo,58.7936730414104,1
16052,Muy bajo,58.5704777395138,1
16053,Muy bajo,59.3944378250976,1
16054,Bajo,54.6421978559205,2
16055,Bajo,55.521034975099,1
16056,Alto,52.1288602183374,0
16057,Alto,50.6171391980445,0
16058,Muy bajo,57.3236910088425,1
16059,Medio,54.3380688688435,2
16060,Bajo,55.4871855410346,2
16061,Medio,53.6838880176803,0
16062,Bajo,55.3950634417834,1
16063,Bajo,55.1031659080392,1
16064,Medio,54.0615146534101,0
16065,Medio,54.1371733923324,1
16066,Muy bajo,56.7188892104449,1
16067,Bajo,54.8867932882303,2
16068,Muy bajo,57.3084270374388,1
16069,Muy bajo,58.2799022326766,1
16070,Muy bajo,57.7734164944307,1
16071,Bajo,56.1135345519464,1
16072,Bajo,55.8600085888221,1
16073,Bajo,55.3159955022962,1
16074,Bajo,56.2208238524918,1
16075,Bajo,55.8296249599325,1
16076,Muy bajo,57.8040980680807,1
16077,Alto,51.9636423498246,2
16078,Bajo,55.9891267666508,1
16079,Bajo,54.7056721893059,0
16080,Medio,53.9194023375889,2
16081,Alto,50.2818045098911,3
16082,Bajo,56.2759492599652,1
16083,Bajo,55.9180696016468,1
16084,Medio,54.2513248442696,0
16085,Bajo,55.2643211761604,1
16086,Muy bajo,56.8193987991662,1
16087,Muy bajo,56.6534560818137,1
16088,Muy bajo,57.8355474082491,1
16089,Bajo,56.4405324427355,1
16090,Bajo,56.2074394192865,1
16091,Muy bajo,56.896149072051,1
16092,Alto,50.4110654756438,0
16093,Medio,53.2808423535473,3
16094,Bajo,54.6605429720598,2
16095,Bajo,56.1137722418496,1
16096,Alto,51.9390523450763,0
16097,Alto,51.7136160943774,0
16098,Bajo,54.9490922131266,2
16099,Alto,51.9060997469425,2
16100,Medio,54.35921924879,2
16101,Alto,48.781870097246,0
16102,Muy bajo,58.3570321766065,1
16103,Bajo,56.2651132511765,1
16104,Bajo,54.6564283252631,2
16105,Muy bajo,56.6624752994663,1
16106,Bajo,56.3826286444353,1
16107,Muy bajo,57.6541687032487,1
16108,Muy bajo,57.8827980507358,1
16109,Bajo,56.0782728068268,2
16110,Bajo,55.8575084383995,1
16111,Bajo,55.744150794406,1
16112,Bajo,56.199890625095,1
16113,Bajo,55.6952749999113,1
17001,Bajo,55.5938630597967,1
17002,Bajo,54.9390370623568,1
17003,Medio,54.3530576543147,4
17004,Bajo,55.5629529988975,1
17005,Bajo,55.1114422959897,2
17006,Muy bajo,57.9580385580829,1
17007,Muy bajo,59.8665562109064,1
17008,Muy bajo,58.7152993650159,1
17009,Bajo,55.9324009093389,1
17010,Bajo,55.7685412410388,1
17011,Muy bajo,59.2033181473043,1
17012,Muy bajo,57.6666492097488,1
17013,Bajo,56.1381289761248,1
17014,Bajo,55.9424011163551,2
17015,Muy bajo,56.5617138008141,1
17016,Bajo,55.272686546171,4
17017,Muy bajo,56.7295573982754,1
17018,Muy bajo,57.6801965323474,1
17019,Bajo,55.0676136184833,1
17020,Bajo,55.8013241636197,1
17021,Bajo,55.9889657770181,2
17022,Bajo,56.417741353284,4
17023,Medio,52.7432378319901,3
17024,Bajo,56.4150412871134,1
17025,Bajo,56.3191714903408,1
17026,Bajo,55.389973766087,1
17027,Medio,52.9232765906559,1
17028,Muy bajo,57.0851818212047,1
17029,Muy bajo,57.0586872662098,1
17030,Bajo,55.8864974298262,1
17031,Muy bajo,58.8472052044298,1
17032,Muy bajo,57.0924123849299,1
17033,Bajo,55.5609322725122,1
17034,Medio,53.3693711847824,0
17035,Medio,54.0726502137528,1
17036,Bajo,55.4327259116483,0
18001,Bajo,56.165745740119,1
18002,Muy bajo,57.7746965284034,1
18003,Muy bajo,56.8523963832021,2
18004,Muy bajo,57.8620063955865,1
18005,Muy alto,42.2200364320564,3
18006,Muy bajo,58.6716456142859,1
18007,Bajo,55.3940101245822,1
18008,Muy bajo,59.4733172465226,1
18009,Muy alto,28.6701418337889,3
18010,Bajo,54.7731710810543,2
18011,Medio,54.510692957507,1
18012,Muy bajo,56.5786284653895,1
18013,Muy bajo,56.9067881999424,2
18014,Bajo,55.6729153793905,2
18015,Bajo,56.2647291568377,1
18016,Muy bajo,56.6217048398928,1
18017,Muy bajo,59.7486066662693,1
18018,Muy bajo,57.5716189405415,1
18019,Muy alto,44.530128008145,3
18020,Muy bajo,59.2065953930185,1
19001,Muy bajo,57.8922147023813,2
19002,Muy bajo,56.8913155547347,2
19003,Bajo,56.5281380197767,2
19004,Muy bajo,60.0097557224487,1
19005,Muy bajo,57.1751867771236,1
19006,Muy bajo,61.3158744625493,1
19007,Medio,53.296098088029,3
19008,Muy bajo,56.6006742074039,2
19009,Muy bajo,59.767262390742,1
19010,Muy bajo,60.1044131726998,1
19011,Muy bajo,58.6900188399041,1
19012,Muy bajo,59.9217571493614,1
19013,Muy bajo,57.6166377237497,1
19014,Alto,52.5439331621611,3
19015,Bajo,56.2347007194277,2
19016,Bajo,56.4874196311441,2
19017,Medio,54.5057656132915,3
19018,Muy bajo,60.543075032281,1
19019,Muy bajo,61.8455481380873,1
19020,Bajo,56.4888154858245,2
19021,Muy bajo,60.5509876000487,1
19022,Muy bajo,57.4049844553771,1
19023,Muy bajo,57.3486740036643,2
19024,Alto,51.2709062520955,3
19025,Muy bajo,60.2088128359033,1
19026,Muy bajo,60.8387938850653,1
19027,Bajo,56.3835891175231,2
19028,Bajo,56.3506364625816,2
19029,Muy bajo,58.582075385999,1
19030,Bajo,54.635254326208,2
19031,Muy bajo,60.5213603751719,1
19032,Muy bajo,58.3003119506381,1
19033,Muy bajo,58.558022896057,1
19034,Muy bajo,57.4302787463471,2
19035,Muy bajo,57.6715004535845,2
19036,Alto,51.5321109691824,3
19037,Muy bajo,57.6908332769658,1
19038,Muy bajo,59.3540013320125,1
19039,Muy bajo,60.8656861715213,1
19040,Muy bajo,57.3372711605445,2
19041,Muy bajo,59.9509701172737,1
19042,Muy bajo,56.7572397960533,2
19043,Medio,53.3936582609935,2
19044,Muy bajo,59.4284903205512,1
19045,Muy bajo,59.9372261452636,1
19046,Muy bajo,61.4183833011539,1
19047,Muy bajo,59.7832048523983,1
19048,Muy bajo,60.716763289923,1
19049,Muy bajo,60.0346286701757,1
19050,Bajo,56.1667834594014,2
19051,Muy bajo,56.8595408974011,2
20001,Alto,52.0519309696566,2
20002,Medio,52.9517543076979,0
20003,Alto,49.9452112764873,0
20004,Medio,54.5721862280029,2
20005,Bajo,56.0071673204713,1
20006,Medio,54.4235055062135,1
20007,Muy alto,46.2793385733478,0
20008,Medio,52.9604097461335,2
20009,Alto,52.363232373329,0
20010,Bajo,56.3840902019967,2
20011,Alto,49.4330332422244,2
20012,Muy alto,46.4378539508505,0
20013,Bajo,55.1931427584009,2
20014,Muy bajo,57.5381281435036,1
20015,Muy alto,46.8164476004183,0
20016,Muy alto,42.7035649065283,0
20017,Alto,49.5829310975747,0
20018,Alto,52.2675794930567,0
20019,Alto,51.3476181462567,0
20020,Alto,49.4834304538451,0
20021,Medio,54.5627964611284,4
20022,Medio,53.5573084083406,2
20023,Alto,52.2434812009097,1
20024,Alto,49.1341171361685,0
20025,Medio,53.6924403727217,1
20026,Alto,52.2214633481974,3
20027,Alto,49.0854309662761,0
20028,Alto,51.7203855917761,0
20029,Muy alto,47.9189906835789,0
20030,Muy bajo,58.9714012676972,1
20031,Alto,50.8077075578229,0
20032,Alto,49.7147578829851,0
20033,Muy bajo,57.039077308998,2
20034,Medio,53.5983944392237,2
20035,Muy bajo,58.3074890662247,2
20036,Alto,51.4617247633691,0
20037,Alto,49.398571498117,0
20038,Alto,51.4303754229554,0
20039,Muy bajo,56.8521328652982,1
20040,Muy alto,43.5287807792635,0
20041,Muy alto,47.7315580287063,0
20042,Medio,54.4054205882527,2
20043,Bajo,56.3006741044853,1
20044,Bajo,55.2200491214133,1
20045,Muy bajo,57.450212015802,2
20046,Alto,52.2477761719831,2
20047,Bajo,55.36313447737,2
20048,Alto,49.1580545375327,0
20049,Alto,51.6503021314666,3
20050,Alto,49.561155262575,0
20051,Muy alto,44.7347354370376,3
20052,Medio,53.2211787067924,3
20053,Bajo,55.2606686539478,2
20054,Medio,53.8866753846931,2
20055,Medio,53.631643676255,2
20056,Alto,51.1777475639707,0
20057,Medio,54.5662482990294,1
20058,Muy alto,45.9454381527939,0
20059,Medio,53.8487919240351,1
20060,Alto,50.7016429442465,0
20061,Muy alto,48.1697305044766,0
20062,Bajo,55.6141811255855,2
20063,Muy bajo,56.8758399017886,2
20064,Medio,52.9341703715452,0
20065,Alto,49.8898988786068,2
20066,Medio,53.7049721755946,2
20067,Muy bajo,58.6802535451019,1
20068,Medio,53.7176072907667,1
20069,Alto,51.0443385174192,0
20070,Alto,51.2388780696729,0
20071,Alto,48.9623664960151,0
20072,Alto,50.7456443679553,3
20073,Medio,53.7122986438932,0
20074,Medio,53.9709881759041,4
20075,Bajo,54.7239925437443,2
20076,Medio,53.0221582544358,0
20077,Bajo,54.7552363824369,3
20078,Bajo,56.3340682489814,2
20079,Muy bajo,57.4234987738464,1
20080,Alto,50.7699913151665,0
20081,Alto,51.1694163495146,2
20082,Alto,51.9709118474639,0
20083,Muy bajo,57.4191093230082,1
20084,Muy bajo,57.7558189861148,2
20085,Muy alto,45.6364988947621,0
20086,Alto,52.1562937600981,0
20087,Alto,51.6854796929552,3
20088,Alto,50.4378716663702,0
20089,Medio,53.7912024038994,2
20090,Alto,50.214059158291,3
20091,Muy bajo,59.6069046409014,1
20092,Medio,53.8980277956531,2
20093,Medio,54.3316861075621,2
20094,Medio,52.946088571782,3
20095,Alto,48.7904353620807,0
20096,Bajo,55.7596518882316,2
20097,Medio,52.6781018236657,2
20098,Alto,50.314929345097,0
20099,Muy alto,48.3984626321626,0
20100,Alto,50.0842628400557,2
20101,Alto,49.5264191262107,0
20102,Medio,53.6555622753586,3
20103,Alto,49.8695121912607,1
20104,Alto,51.9315629637717,2
20105,Medio,53.1879020415157,0
20106,Medio,53.5690449158839,2
20107,Muy bajo,57.097601682762,1
20108,Alto,51.715462134898,3
20109,Medio,54.5196452641362,2
20110,Muy alto,45.8780899973498,3
20111,Muy alto,48.2163800352858,0
20112,Alto,52.4204519350181,2
20113,Medio,53.1585043861825,0
20114,Medio,53.2828345727823,0
20115,Bajo,56.430270864509,2
20116,Muy alto,47.7122020004302,0
20117,Alto,49.514607877209,3
20118,Alto,51.1229095126086,0
20119,Alto,52.1509442527787,2
20120,Medio,53.4949759474877,2
20121,Medio,53.697321132963,2
20122,Medio,53.4842135833253,2
20123,Alto,51.9427063945541,3
20124,Muy alto,47.5153390418427,0
20125,Alto,48.877043561317,0
20126,Muy alto,48.2919554450303,0
20127,Alto,49.8872444442766,0
20128,Medio,54.5860113680138,2
20129,Bajo,55.9626870393986,2
20130,Muy alto,48.6974246547803,0
20131,Alto,50.5400808484444,0
20132,Medio,53.3074795817417,3
20133,Alto,49.6828463440692,0
20134,Muy alto,47.5773503641158,0
20135,Medio,53.3269090157916,3
20136,Alto,52.3091673192806,0
20137,Alto,49.3932188858618,0
20138,Medio,53.5417399646662,0
20139,Alto,49.4760041170334,0
20140,Medio,54.284787448249,2
20141,Alto,49.9974742666701,3
20142,Alto,49.1642373230957,2
20143,Bajo,54.6074943315048,1
20144,Alto,51.8874337335198,0
20145,Muy bajo,56.8535980147554,1
20146,Alto,50.1101566351824,0
20147,Medio,54.1663772463591,2
20148,Alto,49.8568091417192,0
20149,Alto,49.4663248596582,0
20150,Muy bajo,56.6986109343695,1
20151,Alto,51.8376351069472,0
20152,Muy alto,46.0605155508224,0
20153,Medio,53.4679774006205,0
20154,Alto,51.7905043555149,0
20155,Muy alto,47.4517287226026,0
20156,Medio,54.2831951643502,2
20157,Muy bajo,59.6943416023054,1
20158,Alto,51.6142592890443,0
20159,Alto,49.3702005081557,0
20160,Medio,53.4188966771846,2
20161,Alto,52.2098020371041,3
20162,Muy alto,48.7225000159212,0
20163,Alto,50.3106392009844,0
20164,Alto,50.8624705483086,2
20165,Alto,51.3122143802363,3
20166,Medio,53.4490745653694,2
20167,Alto,49.8142867665551,3
20168,Alto,50.7133724460325,2
20169,Muy alto,42.1285692489624,0
20170,Muy alto,44.8309808837109,3
20171,Muy alto,37.9560375879217,0
20172,Bajo,54.9727124026363,2
20173,Medio,53.5576564047212,2
20174,Muy bajo,56.9821162572956,2
20175,Alto,52.1829034826534,2
20176,Alto,51.0510220524862,3
20177,Bajo,54.6717567502474,0
20178,Bajo,55.9700562511271,2
20179,Medio,52.9014141484512,0
20180,Medio,53.0735355247974,3
20181,Medio,52.7766854844928,0
20182,Alto,49.2832779081029,0
20183,Alto,51.4231342883384,2
20184,Bajo,56.135935257653,1
20185,Medio,53.0479493437922,0
20186,Medio,53.0379743767515,2
20187,Alto,49.9259166065363,2
20188,Alto,49.4912542042221,0
20189,Muy alto,48.2565535365573,3
20190,Alto,50.9969745902309,0
20191,Medio,54.135791987488,2
20192,Muy bajo,56.5687442185092,2
20193,Bajo,54.9030641250815,2
20194,Medio,54.298486097845,2
20195,Muy alto,47.3753170226969,0
20196,Bajo,55.3169588176331,2
20197,Medio,52.8631145952429,0
20198,Alto,49.5751735858624,2
20199,Alto,48.9076056980293,2
20200,Alto,49.1404262712266,0
20201,Alto,51.5074033294485,0
20202,Alto,51.4831929117262,0
20203,Muy alto,48.0855781463302,0
20204,Medio,53.7930692446964,2
20205,Muy alto,48.6989356950029,0
20206,Alto,52.4906952044865,0
20207,Alto,49.5292201899631,0
20208,Alto,49.3422758102582,2
20209,Alto,49.2679108534208,2
20210,Alto,51.6398072439143,0
20211,Alto,49.0059938617294,0
20212,Muy alto,47.7686084921693,0
20213,Alto,50.6135779119906,0
20214,Alto,51.7290127691255,2
20215,Bajo,55.4548652282207,2
20216,Medio,53.176117230939,2
20217,Muy alto,43.8823527879406,3
20218,Alto,51.7912704973914,2
20219,Alto,51.2801858919568,0
20220,Medio,52.9061923977213,0
20221,Medio,53.2931925348868,0
20222,Medio,53.1902719802369,0
20223,Bajo,54.8478552839259,2
20224,Medio,54.3424849984449,3
20225,Muy alto,46.2536051198448,0
20226,Medio,53.6587989749911,2
20227,Muy bajo,57.7714847193374,1
20228,Alto,49.4558796892282,0
20229,Muy alto,47.1001042680882,0
20230,Medio,53.3438821462574,2
20231,Muy alto,47.1670388270881,0
20232,Muy alto,48.1592038155556,0
20233,Alto,50.6224125901472,0
20234,Muy alto,46.4117693086444,0
20235,Alto,50.5611646956697,2
20236,Muy alto,46.3304756754335,3
20237,Bajo,54.6729777518524,2
20238,Medio,52.9297214400769,0
20239,Medio,52.7846713896631,3
20240,Muy alto,45.6994653019075,0
20241,Medio,53.2235242465546,0
20242,Muy alto,44.9684577332552,0
20243,Bajo,55.1909726983336,2
20244,Alto,52.4573367132723,0
20245,Alto,48.7736475645481,3
20246,Medio,52.9864585900361,0
20247,Muy bajo,57.6974997126782,2
20248,Muy alto,38.5469763638553,3
20249,Alto,50.5870982469375,0
20250,Medio,54.0389472848692,2
20251,Alto,49.6894717289195,0
20252,Alto,50.046044323747,0
20253,Muy alto,44.950677296844,3
20254,Alto,51.4580981482366,0
20255,Alto,51.0976839718127,0
20256,Medio,54.1803790601044,4
20257,Alto,50.5228974367453,0
20258,Alto,52.5189117034454,2
20259,Alto,48.8923983586943,0
20260,Alto,51.6430011775482,0
20261,Alto,49.7764240023264,0
20262,Bajo,54.8612656957314,2
20263,Alto,49.6306110506632,0
20264,Alto,49.5193260765046,0
20265,Alto,49.4017980791693,0
20266,Alto,50.828917715961,0
20267,Bajo,54.9865774015841,2
20268,Medio,52.899233702561,3
20269,Medio,53.1428375914754,2
20270,Muy alto,46.8971516543939,0
20271,Muy alto,48.523345268306,0
20272,Alto,51.7386771961527,0
20273,Muy alto,47.269059327979,0
20274,Alto,48.9661426242979,3
20275,Alto,49.0606703594234,0
20276,Muy alto,47.2418640853462,0
20277,Alto,49.4468624814672,0
20278,Alto,49.7756830096573,3
20279,Medio,53.0972058717847,0
20280,Medio,54.34150637698,2
20281,Bajo,55.5490683855603,2
20282,Alto,51.9027207537724,0
20283,Medio,53.6719929226672,0
20284,Muy alto,46.3475384588448,0
20285,Alto,50.709168331092,0
20286,Alto,51.9604872808828,2
20287,Medio,53.550859906398,2
20288,Alto,52.5196819263618,0
20289,Alto,51.0491183760023,0
20290,Medio,53.2467117267401,2
20291,Alto,52.589636983477,0
20292,Muy alto,48.6992771711282,3
20293,Muy bajo,58.8988536274167,1
20294,Muy bajo,57.2850570323075,1
20295,Muy bajo,57.0414850344605,1
20296,Medio,54.5513714183356,2
20297,Muy alto,47.5669384478965,0
20298,Medio,53.4313866494277,1
20299,Medio,53.6068943318134,0
20300,Alto,50.8011468272046,0
20301,Medio,52.7893927924627,2
20302,Muy alto,48.3996098124331,0
20303,Medio,52.9416250443961,2
20304,Alto,51.5914795658191,3
20305,Bajo,56.4557380770907,2
20306,Muy alto,48.1619717003709,0
20307,Alto,52.2420864602107,3
20308,Alto,51.9926821720513,0
20309,Muy alto,46.9858139705765,0
20310,Muy alto,48.7265683301703,3
20311,Muy alto,47.8230109057491,0
20312,Muy alto,46.9607271736682,3
20313,Alto,50.634721241479,2
20314,Medio,54.0939934127565,2
20315,Muy alto,47.1380611251779,3
20316,Medio,53.5344254027423,2
20317,Alto,51.8538626620502,3
20318,Bajo,55.0903064133824,1
20319,Alto,51.0560128139934,0
20320,Medio,53.1293059271352,2
20321,Alto,52.5285452980084,0
20322,Muy alto,47.4097094203431,0
20323,Alto,51.6506203606087,0
20324,Alto,52.178716970936,0
20325,Muy alto,48.661800040139,0
20326,Alto,49.0109646846964,0
20327,Medio,52.9007482096349,0
20328,Alto,49.7217061954916,0
20329,Alto,50.8827202143745,2
20330,Alto,51.7173019635777,0
20331,Alto,51.4319658423504,0
20332,Medio,54.2764232252853,2
20333,Bajo,54.9787896226522,2
20334,Medio,52.894359256912,0
20335,Alto,51.8210830994088,0
20336,Medio,52.8351803080602,2
20337,Muy alto,47.2293319903789,0
20338,Muy bajo,56.9821096412451,1
20339,Bajo,55.6341582780187,2
20340,Medio,52.7085208072624,0
20341,Medio,53.3629336470293,0
20342,Muy bajo,56.631783852539,2
20343,Medio,54.1368791854952,0
20344,Alto,50.82088666831,2
20345,Alto,51.878152700038,2
20346,Alto,52.5098698457851,2
20347,Medio,52.9561460213299,0
20348,Alto,50.7964080029673,0
20349,Alto,52.0470251628168,3
20350,Muy bajo,60.7781072895856,1
20351,Alto,51.7344870163757,2
20352,Muy alto,46.0418417009038,0
20353,Alto,52.5033612783691,0
20354,Muy alto,48.4828729146059,0
20355,Alto,50.806467074437,0
20356,Medio,53.019420174159,0
20357,Medio,52.8052412759881,0
20358,Alto,52.2896594214521,0
20359,Alto,50.9479658597759,0
20360,Alto,52.0155293004577,3
20361,Alto,50.2577499095684,0
20362,Medio,53.3564225932454,0
20363,Medio,54.5242268769378,2
20364,Alto,52.2277125755336,0
20365,Medio,53.4915531468688,0
20366,Alto,50.2459886096789,0
20367,Muy alto,48.4107011491627,0
20368,Alto,52.2256656395788,3
20369,Medio,54.1772143001168,2
20370,Bajo,54.5908214866612,2
20371,Alto,50.954892999416,2
20372,Muy alto,48.2717177281597,0
20373,Alto,50.8057522501962,0
20374,Muy alto,47.6036316714101,0
20375,Muy bajo,58.5347969918961,1
20376,Alto,52.244526200821,2
20377,Alto,49.3177498894513,3
20378,Alto,51.9025439579238,3
20379,Alto,51.6825946306106,2
20380,Medio,54.0630639684229,2
20381,Medio,54.5356858134997,2
20382,Alto,52.4884961070652,0
20383,Medio,53.1442585592703,2
20384,Alto,50.8953733456253,0
20385,Muy bajo,56.6961261437307,1
20386,Muy alto,47.3549432350158,0
20387,Medio,53.9889097519205,2
20388,Alto,49.2878599922242,0
20389,Alto,50.6267966410976,2
20390,Muy bajo,59.2376750764187,1
20391,Muy alto,46.2649006059431,0
20392,Muy alto,47.4820780115397,0
20393,Alto,51.8444318706952,0
20394,Alto,51.357334555443,3
20395,Muy alto,45.9089767935002,0
20396,Muy alto,44.8422391340918,0
20397,Medio,54.5630199976586,1
20398,Alto,52.6369304103301,0
20399,Bajo,55.8540974297137,1
20400,Medio,53.1680311710493,2
20401,Medio,53.756400468584,0
20402,Alto,51.4295469223902,0
20403,Bajo,56.1721848198107,2
20404,Bajo,55.6239920102871,2
20405,Medio,53.394499444537,2
20406,Muy alto,40.8112840713157,0
20407,Alto,48.8081408183251,0
20408,Medio,53.3651955720257,0
20409,Muy bajo,59.1520989315474,1
20410,Medio,52.8262604843605,0
20411,Bajo,55.279739345339,2
20412,Alto,50.3096351600402,0
20413,Bajo,55.610652529718,1
20414,Medio,52.80277783685,0
20415,Medio,52.7107982916197,2
20416,Alto,50.8390377886686,0
20417,Alto,51.4458804966845,0
20418,Bajo,54.7900826274877,1
20419,Bajo,55.413818795446,2
20420,Alto,50.0945324757257,0
20421,Bajo,54.7177461520833,2
20422,Medio,54.4357959993165,4
20423,Alto,51.8901631445987,0
20424,Alto,50.1231360769611,0
20425,Alto,51.4299964218825,0
20426,Muy alto,48.6004743002607,0
20427,Medio,53.0481071216159,2
20428,Alto,50.2302012319628,0
20429,Alto,50.7899803118819,0
20430,Medio,53.0337428951625,2
20431,Medio,53.9154945203507,2
20432,Bajo,54.9434987781757,2
20433,Muy alto,47.6199911986166,0
20434,Alto,49.7014575104752,0
20435,Muy alto,48.4845928358274,0
20436,Muy alto,45.092783383954,3
20437,Alto,50.3660609714925,0
20438,Alto,50.2964176637473,0
20439,Alto,48.7982205220227,0
20440,Alto,52.541761775247,2
20441,Medio,53.262042239936,1
20442,Medio,53.756333386356,0
20443,Bajo,55.8759046278587,2
20444,Medio,53.7290543995454,2
20445,Medio,53.5535314203014,2
20446,Alto,52.5173177386999,0
20447,Alto,51.8377854330154,0
20448,Muy alto,48.3442703894791,0
20449,Alto,52.1495671686957,0
20450,Muy alto,44.1186431724611,0
20451,Muy alto,44.4291367505471,3
20452,Muy alto,48.4040264456717,0
20453,Alto,52.2569610942902,3
20454,Alto,50.1776973947895,0
20455,Alto,49.9234229838912,3
20456,Alto,52.1929545013752,2
20457,Alto,51.7341915541368,0
20458,Medio,54.5213860391446,2
20459,Medio,54.1773430228497,2
20460,Alto,49.4988304758647,0
20461,Alto,49.6208829508289,0
20462,Bajo,54.7586371979169,2
20463,Medio,53.0819304203056,2
20464,Medio,53.0205289183895,2
20465,Alto,50.2138824372691,0
20466,Muy alto,43.7481213509579,0
20467,Medio,52.8457154791546,0
20468,Alto,49.8649844722351,0
20469,Alto,49.1408928451377,0
20470,Alto,50.6875641619017,0
20471,Medio,54.1298786487458,0
20472,Bajo,55.1268808613649,2
20473,Bajo,54.6516242189044,2
20474,Alto,52.3542038367847,3
20475,Alto,51.3465944047261,0
20476,Medio,53.6561067159525,4
20477,Alto,50.7690022916533,0
20478,Medio,52.98765344698,2
20479,Medio,53.2512253219745,2
20480,Muy alto,48.0230459550292,3
20481,Alto,52.3134293543232,0
20482,Alto,52.519989421088,0
20483,Bajo,55.8357156701387,1
20484,Alto,51.6063108661805,0
20485,Muy alto,48.1332158058393,0
20486,Medio,53.6505596835076,0
20487,Medio,53.0426663947868,0
20488,Medio,54.4258691471755,2
20489,Alto,50.6875080323753,0
20490,Alto,50.2237078805819,0
20491,Alto,52.0912398392836,2
20492,Alto,49.3792887808089,0
20493,Bajo,54.949829315233,2
20494,Muy alto,48.5927597890768,0
20495,Muy alto,47.5692714238263,0
20496,Bajo,55.9422894145845,2
20497,Muy alto,46.8524520228997,0
20498,Muy alto,47.5112566808134,3
20499,Bajo,55.648676519915,2
20500,Alto,51.0794466846879,0
20501,Alto,52.5539267132105,2
20502,Muy alto,45.7940075417243,0
20503,Bajo,55.0567640353756,2
20504,Medio,53.671572928247,2
20505,Bajo,56.2139112768298,1
20506,Medio,53.177916491188,0
20507,Alto,50.7852211460312,0
20508,Bajo,55.1514138561123,2
20509,Muy alto,47.1044270182945,0
20510,Alto,50.7343198802279,2
20511,Muy alto,48.2469529241055,3
20512,Alto,50.9489728844747,0
20513,Medio,53.1250978241592,0
20514,Muy alto,47.4991211588905,0
20515,Bajo,55.2154760768848,1
20516,Alto,51.8718498461093,0
20517,Muy alto,46.6709890286738,0
20518,Bajo,55.0780817116493,2
20519,Medio,54.5397240877879,2
20520,Medio,52.7208836589929,2
20521,Medio,53.1254366960545,0
20522,Alto,50.1929983998036,0
20523,Medio,54.5164901319105,2
20524,Bajo,55.0360332770858,2
20525,Medio,53.8857244800083,1
20526,Alto,51.7194107270272,0
20527,Alto,50.8722696747953,0
