CVE_MUN,GM,IM,linear Component 1,linear Component 2,rbf Component 1,rbf Component 2,cosine Component 1,cosine Component 2,sigmoid Component 1,sigmoid Component 2
02003,Muy bajo,58.3900774399861,-0.02466186277232351,0.011325394660720526,0.034653132865872245,0.010724155892977223,-0.027650006635334734,0.007184466483396878,-0.02688057772143506,0.004479053680463887
02004,Muy bajo,59.1402868170204,-0.027767296233417803,0.011167671979933104,0.03362462089624262,0.019730775241876313,-0.02690988594572498,0.012479339509318264,-0.029979677632354196,0.00788212406401859
02005,Muy bajo,58.291417465293,-0.02388944966158428,0.011142907814459398,0.034819588473360155,0.011785531156026829,-0.027482466757780422,0.011296009883491527,-0.025670128917449433,0.008787876471568794
02006,Medio,53.3990400136774,-0.0015363117377951907,0.026219180936174823,0.0019220078531898418,0.006526237378559069,-0.003909070688313064,0.02168215696886624,-0.0017695907455849847,0.035175616216757105
03001,Muy bajo,58.2638228268869,-0.024500413712276514,0.016122551242347346,0.035248548134812735,0.016889522393401753,-0.027402007912569352,0.010716129645142423,-0.0259786415382592,0.008573390850759177
03002,Muy bajo,57.4925673102967,-0.021517643584506967,0.021282480351835605,0.02904774748989327,0.014547653304539328,-0.024576726141006724,0.009802622466155916,-0.02217533706751113,0.016911086075930854
03003,Muy bajo,59.8532531027085,-0.03578082499138375,0.029705775202991763,0.025788167089012992,0.035572520387199325,-0.026938729131483957,0.010469638254498875,-0.038120056870765605,0.01910083875639236
03008,Muy bajo,58.7357270060101,-0.03025717749349973,0.03815126713018575,0.01445454256038292,0.032330291810757895,-0.02193732934616596,0.022184905436057684,-0.030767092450093493,0.05286498567860816
03009,Muy bajo,58.8193122984084,-0.02824220043100319,0.0237940064804925,0.033252581853025855,0.02853937834719504,-0.026872110399153736,0.01637834957599257,-0.029949556197084663,0.02317252176704689
04001,Bajo,55.3812819245503,-0.008485136520776747,0.01463266893506551,0.012184979095697058,-0.0009290043032154724,-0.01361635023521797,0.027782210072665833,-0.007616576590908536,0.033618036351146595
04002,Muy bajo,58.6407010357592,-0.025815575539460206,0.014897850280178787,0.03443341618142885,0.020494465686079558,-0.02674269808903699,0.01793209434411788,-0.027406596813097598,0.018345879987951914
04003,Muy bajo,58.0950832846142,-0.024767331321395112,0.02366007789638786,0.028878507770626772,0.025623367132464738,-0.024431599891759456,0.02177236305148428,-0.025463358182725736,0.033805489788243055
04004,Bajo,54.8325989080778,-0.003922070578767285,0.001828695505667023,0.003121402675892856,-0.015164164042027773,-0.008293664796836795,0.023513076871724735,-0.002592320012946558,0.019297737201788717
04005,Bajo,55.6860046589221,-0.009671669691306168,0.009674610988891936,0.014277116170581203,-0.005138703819937733,-0.015909168794519937,0.02463177665709499,-0.008891630749465456,0.026785051972484278
04006,Medio,53.6026514197597,0.0030528925235890785,0.0012798954535054629,-0.010905010445975014,-0.012269754153237625,0.007616951015394313,0.003710024925450192,0.004097442362138023,0.012001539028799363
04007,Medio,52.7603020275498,0.0032262925640754556,0.00494678660980327,-0.009333558588616696,-0.007265245597519295,0.006704146455594194,0.003835727900405817,0.004053741484597186,0.01759843402856578
04008,Bajo,55.1820078528213,-0.006952855676597416,0.015582955017059861,0.008161699201520324,0.0008562294008131512,-0.010123981587216049,0.026674254634408874,-0.006337180061768272,0.0352109566298669
04009,Bajo,54.8902956416295,-0.004039088001528784,0.0037704462582296887,0.004278224460604184,-0.011902470862017194,-0.008680749666401304,0.028958481089502452,-0.002674472908690972,0.02276135983657701
04010,Alto,50.7093716101968,0.0144500665869918,0.008183835616939512,-0.016920571601511832,0.015025802547128153,0.017694539427657776,0.02644877751346208,0.014266464297402687,0.03483131413908429
04011,Alto,50.5139363387235,0.01501459378115459,0.02392322152857458,-0.01624731354443389,0.010712969208937767,0.017155765546617133,0.018926252540011172,0.013388850246312181,0.025397291033734243
04012,Bajo,55.8783319762054,-0.010644536198889713,0.006571178974337335,0.017220632848332505,-0.012028359299641408,-0.020671165207800126,0.019562507572498576,-0.01016640995066233,0.01955014160186881
05001,Muy bajo,57.8201477198815,-0.02084578498581003,-0.009529364006833362,0.01684695366198558,-0.015268289040590946,-0.01958697617152162,-0.030344350018807146,-0.023527857150837814,-0.0382257767230595
05002,Muy bajo,58.4817122918216,-0.022499379198855786,0.0034957117243650786,0.025019837452067043,0.00956717205917353,-0.022299118971891387,0.012973378089273574,-0.024332278750278293,0.005362466977688607
05003,Muy bajo,59.7938289954527,-0.03268651643194922,0.01698639051975345,0.03389619805063647,0.029955301922633668,-0.02807057314732153,0.009996223912308066,-0.034975710436166756,0.008021053843724204
05004,Muy bajo,58.0449869593202,-0.023835079485242737,0.012638402710871475,0.032447576593086946,0.010776524183646415,-0.026649623004353352,0.0027422214139060093,-0.025384602194556807,0.0032575332159226825
05005,Bajo,55.9194917338476,-0.009512208685393738,-0.013667381810695836,0.005352936314440451,-0.0319856337234925,-0.011584518264517972,-0.03728704816193134,-0.009612710274574068,-0.029092590912827083
05006,Muy bajo,59.3106239603317,-0.030564768664293186,0.019809628089518208,0.03481438181837805,0.028778413682574912,-0.027888969783768168,0.01443289588885443,-0.03277772231562645,0.018062919003082316
05007,Muy bajo,57.220514347307,-0.019658402555859742,0.020619149693301194,0.031472881278120285,0.010135062115594303,-0.025988772820927444,0.016546660584746326,-0.0203778831919069,0.022393313335006628
05008,Bajo,56.4434939150664,-0.013602226260244136,-0.007100910470330403,0.012880484139170765,-0.026936423659666652,-0.017362892063883598,-0.029335622063112826,-0.014655887253172939,-0.020983436153395485
05009,Muy bajo,57.8246734818765,-0.020413763218747244,0.0013956382451267482,0.030534741699419943,-0.007579100219227249,-0.02737782342268506,-0.002623748963627216,-0.022235753468782236,-0.006145149218972838
05010,Muy bajo,60.0842709636714,-0.03528583506361596,0.02327203604616099,0.028446940172403817,0.03484842291966694,-0.027231956193477208,0.012031961217869248,-0.03741383893318501,0.0175955428804415
05011,Muy bajo,57.1210015864091,-0.01705052300586957,0.0025643356508304673,0.027462250560438287,-0.014164022073047133,-0.027746952765393334,-0.0032606665698532633,-0.018122269657236977,-0.0028033966343062725
05012,Bajo,55.6679087962824,-0.007999494642855274,-0.017525175462702457,4.9817012898239945e-05,-0.03141499080482201,-0.006419079540219124,-0.037762112045646216,-0.00829824374345701,-0.034307041841225405
05013,Bajo,56.0716090813527,-0.009620349229210167,-0.01731944513421247,0.0030228078345106977,-0.0313466205814015,-0.009159492058782874,-0.034085181843935365,-0.010208535563010414,-0.03055673922307416
05014,Bajo,55.4032123875801,-0.00431137854079838,-0.0196643676388156,-0.006386200489853671,-0.030368599934257313,-0.0001964973587161537,-0.036911277845262026,-0.003754488244210298,-0.0326921509807053
05015,Muy bajo,56.6770026083266,-0.013500187851748452,-0.010743314629836697,0.011016110666184502,-0.030037059420177623,-0.01607806740523951,-0.035482466201953784,-0.014805743978058925,-0.03031320985432574
05016,Muy bajo,57.3261855621437,-0.017996435420747907,-0.00872506366735371,0.016554912091759074,-0.021216481183765408,-0.019265761921035546,-0.030545492140353504,-0.02007572727751809,-0.0328401752089652
05017,Muy bajo,58.1804004142075,-0.022795441029769006,0.005008988623933192,0.03466120078051444,0.0010324301620483465,-0.028541687045682745,0.0005422664457105579,-0.02463238398656756,-0.003794552691518491
05018,Muy bajo,60.4768300568519,-0.037857854521140016,0.025054781315413496,0.02732911619131359,0.03696801593073078,-0.027743574695870084,0.01146050316966922,-0.03999193184673322,0.01710938718580642
05019,Muy bajo,59.4673507022789,-0.030565845960428585,0.014802389632072775,0.0356148405318535,0.025087920515237044,-0.028287908992742777,0.008301245472497448,-0.032911124403344705,0.005385232841276187
05020,Muy bajo,58.9049613636146,-0.026671218977597937,0.01175317802794129,0.03647125837964232,0.017964653783078488,-0.02800084446433804,0.011746409046149688,-0.028691468850176677,0.006646789284095734
05021,Muy bajo,57.7527937612693,-0.021487576148871222,-0.0033490307320002,0.019648911101608175,-0.010432867721504266,-0.021046697848085567,-0.023203511693414544,-0.02400537526911644,-0.026149952528052172
05022,Muy bajo,58.9554821241229,-0.026188109847320014,0.008071562119661221,0.03174596654230068,0.01508817227285843,-0.026004574955852,0.011365320407573815,-0.028429105562605403,0.004626301149554411
05023,Bajo,55.1278959758259,-0.007528302485271466,0.0012389194688005054,0.004068202284499062,-0.026508336188223274,-0.009710902833087625,-0.02971072298378126,-0.00763577578576661,-0.01229699122098205
05024,Muy bajo,57.9477297945311,-0.022469602839368375,0.011561351686091844,0.03403206221550983,0.007328998468074047,-0.02749635139079205,0.010082978882785037,-0.024275453319942655,0.009214822185632415
05025,Muy bajo,59.2727558881289,-0.028295700048651017,0.009727477314960892,0.03227414424439025,0.019241785260552317,-0.02652656566225345,0.01161933999873201,-0.030658880009841422,0.006418562873216641
05026,Bajo,56.4638302346,-0.011411797972689694,-0.016057910684918127,0.0063591903459443225,-0.03319618230702043,-0.01256818868207903,-0.037880647003562216,-0.012344683327912586,-0.03280920631669831
05027,Muy bajo,60.1650088427359,-0.036168225272170014,0.02267739144351487,0.029992182823940675,0.03496227010127341,-0.027960999330400173,0.01013164486368623,-0.038475521576902996,0.013827725861577926
05028,Muy bajo,59.7511520314129,-0.03237606631842875,0.015403137054646528,0.03488594527334642,0.027794157964223368,-0.02837890530563563,0.008592530651597947,-0.034826053258354174,0.005726402028590434
05029,Muy bajo,57.4433073588306,-0.019339184370604265,-0.004686660276256992,0.018951050427159208,-0.013943892112582661,-0.020370552041493156,-0.022772489800634534,-0.021257280866608847,-0.024272514813346822
05030,Muy bajo,60.7375040578758,-0.040095833090994994,0.027888666823958824,0.023093548690951708,0.03772519343033521,-0.027398091465801515,0.01062794387985327,-0.04199881696808809,0.018647121735133474
05031,Muy bajo,59.9613705887526,-0.03417095975514732,0.019316453415000455,0.03312286591090207,0.031744391776169875,-0.02828291341483512,0.009867848314117343,-0.036632448803091015,0.010207494587394943
05032,Muy bajo,59.7579886590898,-0.032224424102535405,0.015546970385830167,0.034830316609007185,0.027878545788894843,-0.028326691737160143,0.008893689053414967,-0.034655304615481525,0.005803185315125883
05033,Muy bajo,57.059406535828,-0.01678397621198254,0.0019284569575464263,0.02596733558569576,-0.011867931734894442,-0.025895779427055655,0.0013701335130211275,-0.017869496263492116,0.000928166727661264
05034,Muy bajo,57.9045374458784,-0.024170483186807288,0.011376429647582495,0.01426420523165108,0.012363251779852775,-0.019059162729922044,-0.008694416504297656,-0.025994185443417545,-0.007562775985366244
05035,Muy bajo,60.2884207175746,-0.03611934116983735,0.01922236979468508,0.030922997929796924,0.03321116645400505,-0.028206746376589518,0.008331231433909798,-0.03850231901204989,0.007926548208390562
05036,Bajo,54.8588292288359,-0.004986337560474497,-0.007975558319739989,-0.0013807385430919324,-0.031490227046623145,-0.00519993006284613,-0.030964962055729146,-0.004360911067222677,-0.010750518436941449
05037,Muy bajo,58.337700821595,-0.0228487694957153,0.007636554726441491,0.0333662902954129,0.007889142714061667,-0.026858591487683516,0.011359388570991785,-0.024647583826264814,0.004461990482961027
05038,Muy bajo,57.7682332789898,-0.01893311917583877,0.002618618944836717,0.024106199701490534,-0.0009228603576954316,-0.02221366703498108,0.005435747993887233,-0.020568989866056254,-0.003436166011526096
06001,Bajo,56.4059237449604,-0.0114767875881354,-0.0022020729749275764,0.018169614438107447,-0.016004145551073958,-0.023297344203684036,0.005479395069472668,-0.010934529826685935,-0.0011123027091613678
06002,Muy bajo,59.7711755354347,-0.033171813131872556,0.018862312823965822,0.033027154292824,0.031041746751594074,-0.027968436992712835,0.009549616583936212,-0.0355170690177965,0.00816779007298594
06003,Muy bajo,57.1625072020632,-0.01637570600667055,0.0015156508004304503,0.026419406782095464,-0.015332506980662873,-0.027468602858365193,-0.00478892284664048,-0.017215255594005538,-0.0046270418969664735
06004,Muy bajo,57.1251916292823,-0.016276108112800978,0.004478697307913137,0.028357903178449197,-0.004736395275366109,-0.026431829829927738,0.011606209836832339,-0.01642671217137522,0.0035715848005512373
06005,Muy bajo,58.1700784403634,-0.022889814208972025,0.006289852538683965,0.034565917818124486,0.003458562491325807,-0.028233007275205377,0.00113375899179012,-0.024602593921995194,-0.004472439609114513
06006,Bajo,55.0289760226252,-0.004568048948440302,-0.011836698775900817,-0.0022894196986899735,-0.03421654616017909,-0.004627897549809466,-0.04086345577317106,-0.0036199558096671356,-0.019780288344599467
06007,Muy bajo,59.7547410038696,-0.03330869905127436,0.02150916190671609,0.02973683196787907,0.03286415131412083,-0.027002384068856244,0.011110555205626909,-0.03537852364790258,0.01337470741525822
06008,Muy bajo,57.3805329920052,-0.01981859789453817,0.013192894757656351,0.032130704420526394,0.0052735969697019144,-0.02674522640235463,0.0078128616439267,-0.020396386169730805,0.008238947788599217
06009,Muy bajo,57.1954216340676,-0.0163116674394766,0.006759158164810665,0.02677749413052892,0.006392301967926804,-0.022733058340605263,0.023235637378429933,-0.015680743942485306,0.012862731948566524
06010,Muy bajo,60.5120922228991,-0.03805471323313592,0.023255913691316348,0.027961065223758064,0.036129729737082165,-0.027984719063556162,0.00958766220604492,-0.040252023797372194,0.012642251313508959
07001,Medio,53.2907904738896,0.0053354501199218834,-0.0028569475543451326,-0.014598360572977235,-0.007819558799039972,0.01434861490220684,0.02480190242995505,0.006838236940524751,0.018549006281541925
07002,Medio,53.3009496928406,0.005908106937712565,-0.002567158877980296,-0.010967487406595665,0.009947045855807466,0.009777283924160118,0.03734620409538506,0.006865052438838449,0.03460176775025307
07003,Alto,52.1499492969481,0.008586669095418671,-0.00442584321620273,-0.020103111089228062,-0.00564188524580935,0.02153000130663884,0.012915940723384282,0.009730536700436417,0.010799563369073104
07004,Alto,49.7840661417914,0.020636439391289434,-0.004001156157945148,-0.025438945626085112,0.02072627250849138,0.026115423414820635,0.016713901621363155,0.02123317879473486,0.007587101292155532
07005,Alto,48.7593250790908,0.028459562061609378,-0.0010570018186436656,-0.023897297488620538,0.0318583512313835,0.02775399939351876,0.017657353036029378,0.02854780497191651,0.008829527249561585
07006,Alto,52.2296012272431,0.012493203357401514,-0.023460176782352057,-0.029660542539244748,-0.00388338035714419,0.026811530520663762,-0.010538468792962644,0.015517410160095665,-0.016439770977577022
07007,Muy alto,45.981946197677,0.04030577321682089,0.012366525302242045,-0.010719969974326104,0.030592837769529164,0.025619833796597387,0.027963729228158627,0.03941458422977915,0.035779841153543455
07008,Alto,51.5472580763044,0.01611654924786717,-0.01046794115156642,-0.02701405275816489,0.015770268125969204,0.025470900515678754,0.022546393181247588,0.01707499367391622,0.012909468096107114
07009,Medio,54.5793351882981,-0.00400557843286246,0.003274807740719163,0.004054952130034497,-0.010957154108122829,-0.007788570968613649,0.027063372121357242,-0.002861517266678137,0.02285153103086781
07010,Alto,49.7756697893572,0.019400585821536045,-0.008142046821827547,-0.010825551863700605,0.02316445752221384,0.016859673145995374,0.008532940768382246,0.02108540909051727,0.0014278289970198164
07011,Alto,51.5097790448289,0.01395048277264115,-0.012471393148875215,-0.02579327101598311,0.000997171683978411,0.024803939579053642,-0.0032998917090513525,0.016294257124389366,-0.007394941032249021
07012,Medio,53.2988113851827,0.0024826180657213375,0.010993550262119938,-0.004011394307498005,0.004237645048049792,0.003375305648635884,0.045798087785991724,0.003183433136241875,0.042217865219709806
07013,Alto,52.0224667435321,0.012491912025170774,-0.006027201734738373,-0.021576350339683636,0.012943847560615217,0.021001452860984742,0.0327010566226576,0.01303229971701233,0.026711889219315613
07014,Alto,50.0944470305582,0.02485157653743069,-0.01768387536976532,-0.026362581523483277,0.031110899544448314,0.027170319929580973,0.01700601341581694,0.026191519620118103,0.002867124764482859
07015,Medio,54.5750731851716,-0.001570437021954253,-0.004264389594830849,-0.0028025364157177684,-0.013269001475413822,-0.0007398120398728067,0.023140902896614045,-0.00022111457585500865,0.015312200297547823
07016,Alto,52.1298806862818,0.010636635814773776,-0.006051695489652012,-0.02519067407807897,-0.010255201727707539,0.026235454503914298,-0.006500833237978196,0.01222223189181284,-0.001702191504589892
07017,Medio,53.7799251744326,0.001501432427367451,0.0040543670571118835,-0.0053951692560648455,-0.010194813971476415,0.004473104495576914,0.04441152450489083,0.002833465644307279,0.026649778431789835
07018,Alto,52.2651458294411,0.01230399520064386,-0.018763347259172086,-0.028319335421809425,-0.0008841497706176878,0.026173448814618198,-0.0025200910551294864,0.014514057357742248,-0.007581832598365399
07019,Bajo,54.9683255947039,-0.005848153284588236,0.0022961367153778796,0.008189302466853026,-0.008096244940400961,-0.01151940029080637,0.02835400328268885,-0.004699396490753794,0.019606258072703935
07020,Alto,50.345273777775,0.020136701875955974,-0.0037666967788644395,-0.03065151038456465,0.017043751020283528,0.0302862404940201,0.017336257443760245,0.02112499834148153,0.008458916768005567
07021,Medio,53.1786471264422,0.005849662460999366,-0.0016613004785848073,-0.015421881368461041,-0.006514779482590572,0.016005762916617348,0.026931718357938287,0.006981054157109902,0.020235064717317345
07022,Muy alto,37.8069459586062,0.07586715557502206,0.05707240761364474,-0.00384779155135123,0.023090717190215524,0.02625056501567007,0.023631129714618972,0.06074085318842848,0.049125828014705164
07023,Muy alto,46.3278465780139,0.04329199299436402,-0.02938758668434032,-0.013777375538955833,0.0346554789461943,0.02975400675609854,0.013204523608053513,0.045010155560585456,-0.010438380349391757
07024,Muy alto,46.4378836071254,0.03841105693227629,0.014248776310046016,-0.007599452746863012,0.028413647287454095,0.021886147757344324,0.03784607798544349,0.03630242511941839,0.07378968305924469
07025,Alto,51.5044924730301,0.012872258320486772,-0.0060966660527048125,-0.02269197183614051,0.004251637651845715,0.02157492848380132,0.0013155247821605418,0.013565632842917416,-0.0008490085942398948
07026,Muy alto,45.4293080626882,0.04750549926009141,-0.01242708194653196,-0.01320732333001055,0.03621825872332845,0.03032873669901726,0.01810994328860229,0.04682842148766676,0.002544551375338028
07027,Bajo,55.0370926693881,-0.005507940453864415,0.00216978775289808,0.007967447113304873,-0.010044753374941186,-0.01236577719015421,0.035775483249902575,-0.004111126966479992,0.02386923246865952
07028,Alto,51.6651883576316,0.015182128271112132,-0.026054930313882868,-0.02321566723387198,0.014204018930410296,0.021810891845220226,0.0032133090328353626,0.017662332930376303,-0.009553557761862331
07029,Medio,53.411133839476,0.003500808266524147,-0.006882576249517607,-0.01200064152015875,-0.007551558433744598,0.009966767984943017,0.0041423117084480356,0.004880077167830751,0.008261446121521616
07030,Alto,50.6852195036764,0.019693087955663012,-0.009917155580612883,-0.03192791895850577,0.016788486938449112,0.031031556761991222,0.01505045676711394,0.021156260886200706,0.0035893326175417102
07031,Muy alto,45.2557776016108,0.04399885244919373,0.017993100652402227,-0.013282628154848637,0.034137755049869226,0.028302990283695,0.02377259710465763,0.04198778520239037,0.025873314148114848
07032,Alto,52.5820017564812,0.007827358086329872,-0.00038140412950299834,-0.018591177155651818,-0.005768373398222367,0.021618005405460494,0.028641294054003646,0.008879284934953798,0.019455274119541552
07033,Alto,49.9740571910312,0.024956115927666517,-0.018769629823654817,-0.02831061402483748,0.028366754347880423,0.028708735239780393,0.010754137583591741,0.02697651589860594,-0.0042139503857891525
07034,Medio,53.310646120513,0.005334588877719377,-0.010782027939500472,-0.018622465180351086,-0.016525308747400602,0.022926755251134103,0.002864311473207139,0.007075354684869295,0.0027415692370185564
07035,Alto,52.3329033180957,0.00820128803828986,-0.005182360782684242,-0.02102873319142134,-0.01112623523104469,0.022867167865742374,0.000885572668802539,0.00964455757619372,0.006472044011425364
07036,Alto,52.0599373900267,0.010713948225228278,-0.013130662702576934,-0.019985818684177495,0.0023213896767441343,0.018618994700793035,0.0046043307404739255,0.012773830554334861,0.0034882477603747604
07037,Alto,52.5506286011626,0.005290880657518219,0.009409700819515018,-0.009985296384590807,0.0002614833723546248,0.01011611754505279,0.03951694032039086,0.005643163203962902,0.034518362207041284
07038,Muy alto,48.5315608456366,0.02865602432050382,-0.008093156569814793,-0.025121718806481664,0.03130944102350156,0.029120127410052588,0.014190544458906832,0.029924387784681636,-0.0007288430500078769
07039,Alto,48.9210111099177,0.031035602103964693,-0.019447179059520044,-0.022268497747866028,0.03580258743663514,0.028061578345440517,0.016322628027028337,0.032595305351681265,0.0028433490046235912
07040,Medio,54.488482551691,-0.0021089009948577126,0.0036735564302435523,0.002064726331258641,-0.008244980158413176,-0.005353114726152437,0.044620734809844916,-0.0006044250714520276,0.028154638811826813
07041,Alto,52.2893584036738,0.01399388193321987,-0.02366027913923363,-0.026798299548676234,0.005164924948102935,0.024607306285206923,0.0032492390326083658,0.0171416697288356,-0.008259099143718904
07042,Medio,52.9477110108393,0.00895810815091591,-0.023447674607905616,-0.025076845371286273,-0.008469158238758441,0.021878232825935946,-0.009691940477018282,0.011443429553848836,-0.013474464555064338
07043,Medio,53.4659644235862,0.003047807821945577,0.0065384500229944496,-0.0072855958460535265,-0.0021851218774671874,0.006009111239466002,0.03277627309717795,0.0038901320471058333,0.030075125605114474
07044,Alto,51.6527299008629,0.016927343561915834,-0.013486187395255568,-0.025101089889550236,0.016923689014951462,0.02390611488315186,0.019094824905130953,0.018627570543190555,0.012868532835731564
07045,Alto,51.0570492659982,0.018299911646831087,-0.010104380229835569,-0.028933701508094614,0.013267547192352902,0.027474237310438375,0.007783172842751485,0.01999958216064981,-0.000419315147742216
07046,Medio,53.4321289661094,0.0034843814535905045,-0.003903427197516392,-0.01353397798939931,-0.019698344323038783,0.023141705918677008,0.01376309518446061,0.004986222364035898,0.010127937876226976
07047,Alto,52.5191148773229,0.011227543873183359,-0.017367521844415798,-0.02257910764364482,0.0076947626448383485,0.020109863920387418,0.015828656111498116,0.012917613021425085,0.009184233922705048
07048,Medio,53.716152579478,0.0011389120618511411,-0.003905911466448405,-0.008091582728792936,-0.01631772407225149,0.00683469259304347,0.019477117978095315,0.002485519477266397,0.014149053491296748
07049,Alto,50.5089646729303,0.023713142284911566,-0.02690871911752674,-0.01939975407453982,0.02508373076486908,0.024148084249860414,0.011152868745626088,0.027603815793287866,-0.0010601064751015032
07050,Medio,52.6928205936953,0.00528260360093736,-0.007563507059102989,-0.01714811195667145,-0.018794400964749523,0.015464330242616606,-0.015108783333619652,0.007118883074440777,-0.0022738051217005917
07051,Medio,53.0837629810148,0.005215885660120702,-0.004780699116164589,-0.015180431908852883,-0.01006943063691238,0.01711258144865576,0.022766339975281172,0.00659553706980194,0.013952762798477139
07052,Alto,49.1299085992887,0.025417581335102708,-0.0070585104290923645,-0.025921942975992804,0.028035643708689488,0.028275587541126027,0.01788340504487638,0.026624053905943214,0.00641963488453151
07053,Alto,52.5462404399952,0.011025859493218678,-0.017980626978923008,-0.025658377964015003,-0.0054790848857790165,0.023908612201853346,-0.005441036276930782,0.013797549538641497,-0.007587746746739338
07054,Alto,52.3810255780799,0.008644156344436953,-0.002124588064935058,-0.019634029805969205,-0.005065866039503586,0.02177814122261698,0.023031933785936563,0.009825919416023768,0.01847982789081288
07055,Medio,53.7172061335794,0.0007125286365551246,-0.004524707594602763,-0.008733185291767673,-0.02242254439733226,0.005793045043269279,-0.011758674856632031,0.002228716480822487,0.0042321072409763445
07056,Muy alto,45.5708330998031,0.04413796894232171,-0.023893840806771188,-0.011612625900903544,0.03334872441454134,0.02855201956734435,0.014588235350128572,0.04470081655327389,-0.006935143024806632
07057,Medio,53.0043935129513,0.008656769985561067,-0.01030835499337724,-0.01991595700093049,0.0019641753017203925,0.019055750009426876,0.025180723099988634,0.010060972580517219,0.016872000585303186
07058,Alto,51.4857630626166,0.020136862805622473,-0.02968581066626655,-0.020578917673302458,0.021516789321157498,0.022913806550061647,0.008302478023033405,0.023908862428414956,-0.005654050767109269
07059,Muy alto,47.0642589778532,0.03542651056985835,0.01856731891966143,-0.016228361767574247,0.0347693398140594,0.025929690681363558,0.02769464525271621,0.03281521486908977,0.03188805664722278
07060,Alto,48.7983796549241,0.03094336037896966,-0.012479903883954068,-0.016439674407434338,0.034648585165426925,0.024709337529238578,0.027317717216243924,0.03110698006790834,0.028709039418183258
07061,Medio,52.7896289931032,0.008287652647271899,0.00035368332190944233,-0.017402140105347935,0.0014336447045443434,0.018245760755601224,0.03540130879419809,0.009013583881207052,0.025182386231892877
07062,Alto,51.6489356841444,0.012717224138758271,-0.004837023073685989,-0.02672143124037936,-0.0031689280126405354,0.027631948970591215,0.002832423686046804,0.014140228636107716,0.0030625949826679354
07063,Medio,54.564009802543,-0.0005080674257720574,-0.013620889345130536,-0.008947928446806775,-0.016746811965673583,0.004587591761003225,-0.0073761083241203895,0.0007523183052353591,-0.003536294322332448
07064,Muy alto,40.8340559064578,0.05645359716435,0.0637236695178481,-0.0037740530209977433,0.02293106739071511,0.01887141023191972,0.026449314992814266,0.04777229362853566,0.07442074138966495
07065,Medio,52.6741669326229,0.007022112650472828,0.0024633465989890757,-0.015522515880079812,-0.0028070440069863714,0.015785700599589576,0.030203100903966103,0.007829527285254828,0.02459275353427734
07066,Muy alto,45.4935597483737,0.04619666870011919,-0.007037213484116654,-0.010897749812208615,0.03333641579563627,0.028006447423922474,0.02468881958325777,0.04528352326722202,0.025357105075650126
07067,Alto,49.7245203468974,0.02656146620469501,-0.020601112997746474,-0.022944404106462393,0.031657983094843016,0.026464638784986866,0.01464061696904945,0.0282340619563509,0.0026175440205123443
