Metrics,SOM,Cluster,Kmeans++,Kmeans
Calinski Harabasz model,546.9475703645223,400.32621569815717,734.5248172024052,734.3981977098691
Calinski Harabasz true,545.3592399843561,545.3592399843561,545.3592399843561,545.3592399843561
Fowlkes Mallows,0.4673988702779217,0.45818769875678006,0.585283296635751,0.5859845484904358
