CVE_MUN,GM,IM,IMN,linear Component 1,linear Component 2,linear Component 3,rbf Component 1,rbf Component 2,rbf Component 3,cosine Component 1,cosine Component 2,cosine Component 3,sigmoid Component 1,sigmoid Component 2,sigmoid Component 3
01001,Muy bajo,60.3187950417198,0.944508383147691,-0.047377500748692215,0.0576646836216966,-0.053396071586619895,-0.0031636386288218985,0.03155744289288286,-0.023347373568598496,-0.01821116710667033,0.013827490426035283,0.009333262081585091,-0.04379241312398818,0.019672995857786715,0.012107545417010132
01002,Muy bajo,56.546071016613,0.885432775510777,-0.012725955120378954,-0.006067501725217219,0.011921597529262376,0.02079881368619808,-0.021883553733731246,-0.0054271900725977925,-0.022978425024534968,-0.018424454165158522,0.0015465521987747775,-0.013874443366702486,-0.009261476764582634,-0.00025660112630231276
01003,Muy bajo,57.0582509369582,0.893452800249523,-0.014226280195421572,-0.007677375405179292,0.0030152962426346214,0.024330893670837503,-0.01648523481774865,0.0050053342152869265,-0.025583774030695523,-0.00937764471892236,-0.02129941750475294,-0.015379230563183634,-0.01223861975742185,-0.01687701514730118
01004,Muy bajo,57.1140301001378,0.894326224315631,-0.015146010769833887,-0.007914500745013722,0.009222952805038924,0.024114844678001932,-0.014104127781588675,0.0027059974933159293,-0.023192628052443945,-0.009822151692119004,-0.006967523133798621,-0.016958763434853127,-0.009540749444825327,-0.00993233318944842
01005,Muy bajo,59.0117616967172,0.924042059996595,-0.02901312176830976,0.011301869727401959,0.003774642958738846,0.032669555206947046,0.024969269733950576,-0.01643389575580524,-0.02857499620446245,0.005368588746103727,0.009932133671703387,-0.031081656808506296,0.0003920447456076577,0.007532768482029141
01006,Muy bajo,58.6247678266779,0.917982274581019,-0.025342486035810918,0.005831003781154453,0.0065451475872281934,0.03606499709251231,0.016992617850318154,-0.0034839202333298873,-0.029234292844409336,0.006390963029902615,0.003675126806770721,-0.027725363081440788,0.0017924763091664128,-0.0009724014745615232
01007,Muy bajo,57.6466713495514,0.902666644991035,-0.0191860230324754,9.770253705266347e-05,0.004523284659832082,0.032390159330018896,-0.0009376480877679762,0.008957871375060437,-0.028171920033369085,0.0022629708600888547,-0.004925514564261515,-0.02096315003391694,-0.0014221264675594182,-0.009168816127298581
01008,Muy bajo,57.5275305589345,0.900801066021251,-0.018304190034936614,0.0014589092756883378,0.011194727549664782,0.03214896979483343,-0.0010574490266916222,0.009943304320846063,-0.027914944303444756,0.0030532844337174832,-0.001099844212006957,-0.02030000679087869,0.0029348707199869572,1.2675620434034196e-05
01009,Muy bajo,56.6043143837497,0.886344785581358,-0.012610645600098384,-0.008181720136516782,0.01102534121602124,0.0215179667429164,-0.021988742858498948,-0.0058806762694695825,-0.02351692437966849,-0.01851311428393409,-0.0012534337086194884,-0.013752087660266418,-0.011254915486784929,-0.003865226120385628
01010,Muy bajo,56.5557942161932,0.885585027284178,-0.013013897437525271,-0.003973844884547812,0.013834062484730828,0.023914618499553574,-0.019483574357861213,-0.0032121562491468796,-0.025771168501040782,-0.014529450186079282,0.004126445735633714,-0.014119260749935744,-0.005629680166710836,0.005458532065234089
01011,Muy bajo,58.5520978333435,0.916844363622086,-0.02441019871001793,0.0025534179417420885,0.006224528444711563,0.036052389010525675,0.011533895692946121,-0.006510562471188796,-0.029393222885018704,0.002019256025063003,0.0018114920177217126,-0.02674582408847071,-0.0044017483788448605,-0.003575375425677329
02001,Muy bajo,58.082237567032,0.909487005768167,-0.027654617636372465,0.026628422471268263,-0.023092868277827607,0.015272549028996558,0.028589572347920988,-0.006168438595921609,-0.021066749986749116,0.014517526143181303,0.0029645302333879474,-0.02724503147013285,0.013940598571695651,0.006058765194748086
02002,Muy bajo,59.3849890945595,0.929886281616716,-0.0422416593180788,0.056770595865987275,-0.06368441978726744,-0.00382226415436932,0.029616608756544094,-0.021618026298009473,-0.01481077820660859,0.013844359862444765,0.005683309119245439,-0.03804103865973726,0.018343381153664726,-0.0009304502851923066
02003,Muy bajo,58.3900774399861,0.914307349750025,-0.024601885002686494,0.008390148158594866,0.0015228551670774873,0.034689796943306754,0.01588718059735395,0.00465109705699765,-0.028741967855893075,0.008280577800618595,9.696780226130281e-05,-0.02672221239957187,0.003061866799134034,0.004510744062011518
02004,Muy bajo,59.1402868170204,0.926054584508856,-0.05124705587651949,0.09970117843518295,-0.12976115024036197,-0.0045807544575636175,0.02579093106546869,-0.01801376768929502,-0.008706167593176573,0.014799979466443439,0.005413938839092878,-0.039970751768332174,0.04076404126627867,-0.017308575514182085
