CVE_MUN,GM,IM,IMN,SOM labels
15107,Muy bajo,57.0838983356463,0.89385440281884,1
15108,Muy bajo,59.7177324368111,0.935096579268979,0
15109,Muy bajo,59.9872455123799,0.939316778944166,0
15110,Muy bajo,56.8107855470385,0.889577836647277,1
15111,Alto,52.5274688610171,0.822507058545269,3
15112,Medio,53.6074728043998,0.839418417229606,2
15113,Medio,54.2232743522467,0.849061012442166,2
15114,Alto,50.4215142696938,0.789530740555869,3
15115,Muy bajo,58.1416849347648,0.910417868812443,0
15116,Bajo,55.5199407529248,0.869365003673082,2
15117,Alto,49.69306767009,0.778124280603788,3
15118,Muy bajo,58.3289806504099,0.913350659055221,0
15119,Alto,52.2106690237787,0.81754641399253,3
15120,Muy bajo,58.5428109545988,0.916698944025731,0
15121,Muy bajo,60.6330017215897,0.949428422465002,0
15122,Muy bajo,57.842075197698,0.905726397304491,0
15123,Alto,51.4452145772518,0.805560462662397,2
