CVE_MUN,GM,IM,IMN,Component 1,Component 2
5003,Muy bajo,59.7938289954527,0.936288145471786,0.00021841088915558232,0.0007799787460797265
5004,Muy bajo,58.0449869593202,0.908903713094021,0.0008319524413060201,-0.0034922007256318953
5005,Bajo,55.9194917338476,0.875621415969041,0.0009765300832775678,-0.005508794836044838
5006,Muy bajo,59.3106239603317,0.928721827110563,0.00021090950093995232,0.0015873465716434256
5007,Muy bajo,57.220514347307,0.895993619429459,0.00042426943100603746,-0.0016340122754860866
5008,Bajo,56.4434939150664,0.883826560859725,0.000943602903967565,-0.005676001947753391
5009,Muy bajo,57.8246734818765,0.905453910653138,0.0004169962036407742,-0.00023116631979868118
5010,Muy bajo,60.0842709636714,0.940836062478594,-4.9370177654824435e-05,0.0028201566318754832
5011,Muy bajo,57.1210015864091,0.894435388088245,0.0005666844220316856,-0.0010281000055908703
5012,Bajo,55.6679087962824,0.871681977301161,0.000722899663527734,-0.008290813382272886
5013,Bajo,56.0716090813527,0.878003361925379,0.0008114748369852528,-0.007396141774938647
5014,Bajo,55.4032123875801,0.867537199925627,0.0010439899278644562,-0.005473641950625554
5015,Muy bajo,56.6770026083266,0.887482982016175,0.0009310401129908563,-0.005921036352097739
5016,Muy bajo,57.3261855621437,0.897648283588476,0.00091472058065225,-0.006058471908696236
5017,Muy bajo,58.1804004142075,0.911024099339196,0.00045086091001527313,0.0008847690639380538
5018,Muy bajo,60.4768300568519,0.946982991543298,6.961097910347333e-05,0.0019373943957182596
5019,Muy bajo,59.4673507022789,0.931175949768852,0.0002749571411625989,-9.83552153492031e-05
5020,Muy bajo,58.9049613636146,0.922369715416957,0.00032092192406376144,0.00020159505958927977
5021,Muy bajo,57.7527937612693,0.904328374265269,0.000855011466033815,-0.006611029648828942
5022,Muy bajo,58.9554821241229,0.923160800215486,0.00020445359617245673,0.0013684423992385338
5023,Bajo,55.1278959758259,0.863226128082429,0.0009649508944255516,-0.004214513984469421
5024,Muy bajo,57.9477297945311,0.9073808012487,0.0003817065562964828,0.0007100487341073674
5025,Muy bajo,59.2727558881289,0.92812886580183,0.0001887591621110182,0.001811723940667798
5026,Bajo,56.4638302346,0.884144999321047,0.0008935704471966843,-0.0064171662549449985
5027,Muy bajo,60.1650088427359,0.942100305299779,9.96438845955606e-05,0.001772843905514716
5028,Muy bajo,59.7511520314129,0.935619883609541,0.0002602693776897081,0.0006105161882376634
5029,Muy bajo,57.4433073588306,0.8994822479232,0.0009416127053751183,-0.005153192351269853
5030,Muy bajo,60.7375040578758,0.951064783612676,1.6296545910458522e-06,0.003251525981781938
5031,Muy bajo,59.9613705887526,0.938911613650952,0.00020611514507546988,0.0007131035444390508
5032,Muy bajo,59.7579886590898,0.935726935684252,0.00027349491384255967,0.0005515083062704895
5033,Muy bajo,57.059406535828,0.893470895319548,0.00035344568367962114,0.0018842454838732762
5034,Muy bajo,57.9045374458784,0.906704469180692,-0.0010841630586773004,0.014157803994582361
5035,Muy bajo,60.2884207175746,0.944032763504298,0.0002424691951348798,-0.0010399698551871275
5036,Bajo,54.8588292288359,0.85901291729162,0.001075451137452463,-0.006751788072785128
5037,Muy bajo,58.337700821595,0.913487204799895,0.0003234781963941789,-0.0006870202657531884
5038,Muy bajo,57.7682332789898,0.904570135625203,0.00028242201259909364,-0.0001663363029837791
6001,Bajo,56.4059237449604,0.883238264283229,0.0006022358136003286,-0.0010710830534047132
6002,Muy bajo,59.7711755354347,0.935933423815301,0.00021286348140388514,0.0010781219407380981
6003,Muy bajo,57.1625072020632,0.895085308264963,0.0004970634153498441,0.0031807124696190854
6004,Muy bajo,57.1251916292823,0.89450099832825,0.00040665394610572494,0.0028140040139357034
6005,Muy bajo,58.1700784403634,0.910862471594152,0.00042412669579723486,0.00034794860806330565
6006,Bajo,55.0289760226252,0.861677179284729,0.0011504332616106287,-0.0030439773297702105
6007,Muy bajo,59.7547410038696,0.935676081923348,5.564698904666441e-05,0.00203039766986334
6008,Muy bajo,57.3805329920052,0.898499288703402,0.0005309082251317885,-0.0004578588256601527
6009,Muy bajo,57.1954216340676,0.895600702462298,0.0003759837137637117,0.004596744796467523
6010,Muy bajo,60.5120922228991,0.947535147988342,0.00012173848171005023,0.0015812331961972525
7001,Medio,53.2907904738896,0.834459612668694,0.0008945806713468227,-0.005933020530232297
7002,Medio,53.3009496928406,0.834618691898622,0.0007440329874202168,-0.004802602675187015
7003,Alto,52.1499492969481,0.816595627575556,0.0010805178117008992,-0.0006270833813191005
7004,Alto,49.7840661417914,0.779549190025736,0.0011568175517641247,0.0018832309245846314
7005,Alto,48.7593250790908,0.763503171142121,0.0009362227912467913,-0.004797676065032946
7006,Alto,52.2296012272431,0.817842865950352,0.0009874908237931463,-0.0038774136810535795
7007,Muy alto,45.981946197677,0.720013283208214,0.006698357213457647,0.08241311199382494
7008,Alto,51.5472580763044,0.807158321841021,0.0010843817506306398,-0.0023995036455385305
7009,Medio,54.5793351882981,0.854636429595784,0.0006920510489548163,-0.003055523109058157
7010,Alto,49.7756697893572,0.779417714832035,0.002484607269894144,0.012021725966150311
7011,Alto,51.5097790448289,0.806571452368638,0.0009392473803699766,-0.00734354921110843
7012,Medio,53.2988113851827,0.834585208976637,0.000532919132622737,-0.0046805004487874375
7013,Alto,52.0224667435321,0.814599428209782,0.0011311863307607135,-0.012009714522566847
7014,Alto,50.0944470305582,0.784409322778825,0.0009509410514588879,-0.00033217841680458366
7015,Medio,54.5750731851716,0.854569692558361,0.0006989343849102485,-0.003929501835952352
7016,Alto,52.1298806862818,0.816281381062519,0.0006699463351844922,-0.006611450757688089
7017,Medio,53.7799251744326,0.842118781337958,0.000684924596862797,-0.002834956930562376
7018,Alto,52.2651458294411,0.818399444952443,0.001023800994398657,-0.004098748311949392
7019,Bajo,54.9683255947039,0.860727477992228,0.0005902631888735676,-0.004475028741536209
7020,Alto,50.345273777775,0.788336920558257,0.0008914420935493294,-0.0052670588147125975
7021,Medio,53.1786471264422,0.832703603920424,0.0009882604712259924,-0.009494833089138531
7022,Muy alto,37.8069459586062,0.592004156820721,-0.0023530487834884616,0.20541921978093097
7023,Muy alto,46.3278465780139,0.725429601765908,0.0038409660550347093,0.03642516687583819
7024,Muy alto,46.4378836071254,0.727152628500454,0.0035493060004515298,0.04347752406729689
7025,Alto,51.5044924730301,0.806488672011725,0.0019111610285983463,0.0026242854785405918
7026,Muy alto,45.4293080626882,0.711359739134878,0.002640425320705799,0.024428513723276354
7027,Bajo,55.0370926693881,0.86180427467689,0.0005014280601941472,-0.0013256060184369204
7028,Alto,51.6651883576316,0.809004945920024,0.0011426920242712769,-0.0002124663107085968
7029,Medio,53.411133839476,0.836344022288845,0.0014786811251760095,0.00588039545977205
7030,Alto,50.6852195036764,0.793659997514736,0.0010541537610592934,-0.0043882681914434694
7031,Muy alto,45.2557776016108,0.708642493621175,0.0017959279515060076,-4.92242335883655e-05
7032,Alto,52.5820017564812,0.823360967793416,0.0009421326099913483,-0.00672245653306809
7033,Alto,49.9740571910312,0.782524185441443,0.0006767754393556055,-0.0044209674727497626
7034,Medio,53.310646120513,0.834770524461207,0.0009762446830681929,-0.006501725253167464
7035,Alto,52.3329033180957,0.819460432924949,0.0008642567944318228,-0.00724198681778666
7036,Alto,52.0599373900267,0.815186166385033,0.0008276144779474446,-0.009655407362216798
7037,Alto,52.5506286011626,0.822869707843947,0.0005655280402144276,-0.0026458524967977915
7038,Muy alto,48.5315608456366,0.759936700231522,0.000699400039473458,-0.011557305952993039
7039,Alto,48.9210111099177,0.766034949362297,0.0005450549038844472,-0.004418896367853021
7040,Medio,54.488482551691,0.853213803748449,0.0006136341584853885,-0.0026138123171333435
7041,Alto,52.2893584036738,0.818778580167671,0.0010573823524210404,-0.00492719450435639
7042,Medio,52.9477110108393,0.829087465749765,0.000951241326598173,-0.004302512474176365
7043,Medio,53.4659644235862,0.837202592926888,0.0008191601605919064,-0.005210135628757755
7044,Alto,51.6527299008629,0.808809863825778,0.0009505757645311697,-0.004291592792296662
7045,Alto,51.0570492659982,0.79948233410773,0.0009266281814544796,-0.004764447031005337
7046,Medio,53.4321289661094,0.83667277675247,0.0009250795897946869,-0.007022929679843721
7047,Alto,52.5191148773229,0.822376246787071,0.001082630807649296,-0.003418693897503504
7048,Medio,53.716152579478,0.841120191254916,0.0008456361530695473,-0.004968039960363673
7049,Alto,50.5089646729303,0.790900092163596,0.0013307394850896991,0.002166913507851737
7050,Medio,52.6928205936953,0.825096236554786,0.0008314037674150649,-0.007175888484743772
7051,Medio,53.0837629810148,0.831217850255717,0.0009769592237128628,-0.001876773691048145
7052,Alto,49.1299085992887,0.769305993317883,0.00131771610816299,-0.008875090008047405
7053,Alto,52.5462404399952,0.822800995347181,0.0013159136590408932,-0.0025586295143335634
7054,Alto,52.3810255780799,0.820213960543325,0.0009435702844010475,-0.004014964619512182
7055,Medio,53.7172061335794,0.841136688445886,0.0014426324865925854,0.0028223602676676137
7056,Muy alto,45.5708330998031,0.713575824252094,0.0028426530747484285,0.023353988517333314
7057,Medio,53.0043935129513,0.829975034846356,0.0011396789033821391,-0.009359705795650358
7058,Alto,51.4857630626166,0.806195395510849,0.0013587050039152626,0.001975857752726793
7059,Muy alto,47.0642589778532,0.736960795063471,0.0040507645336974995,0.039200737870416
7060,Alto,48.7983796549241,0.764114711446422,0.0003781648906606607,-0.009515379121273948
7061,Medio,52.7896289931032,0.826612121358794,0.0011264409339688348,-0.012065459706140893
7062,Alto,51.6489356841444,0.808750451672474,0.0008039692607778364,-0.006823846468079691
7063,Medio,54.564009802543,0.85439645538359,0.0011543545715483857,-0.0029491437176658144
7064,Muy alto,40.8340559064578,0.63940448569795,-0.00360992042095497,0.14587349127252647
7065,Medio,52.6741669326229,0.824804146183168,0.000935694861132438,-0.00719890849423642
7066,Muy alto,45.4935597483737,0.712365831112003,-0.00032543940846450805,-0.041294372033901176
7067,Alto,49.7245203468974,0.778616785749097,0.0003604133117409876,-0.0077523136447500375
7068,Medio,53.8688979626885,0.843511971376347,0.0006234347887092086,-0.0016487191976530548
7069,Alto,52.2159881034543,0.817629703377551,0.0013551760461284245,0.0024323501536366804
7070,Medio,52.9851964072576,0.829674434888293,0.00104426103024769,-0.005025914990070358
7071,Alto,52.1712242149923,0.816928763183282,0.0009261047749794268,-0.005189507506178745
7072,Alto,50.3948368506767,0.789113009301705,0.0009459782099631671,-0.004028346572688896
7073,Alto,51.4744684222445,0.806018537161661,0.0007192557796001113,-0.016651817517770662
7074,Bajo,56.2836431212427,0.881323519896874,0.0004029319007454278,-0.001745133182588467
7075,Alto,50.0594556971995,0.783861407196758,-0.00034852226183128244,0.03857044317115173
7076,Alto,48.9361378462015,0.766271813000236,0.0012499953651556467,0.0029723165462134473
7077,Muy alto,48.0926829231702,0.753064482763297,0.001121455201230299,-0.0025642305372573513
7078,Bajo,55.8329040362097,0.874265573130339,0.0004782331660799216,-0.0008306169628891671
7079,Medio,53.246705867343,0.833769309083845,0.0007969419626851893,-0.002501264695880444
7080,Alto,50.8504760253906,0.796247684653064,0.000889748659405468,-0.004019884607403971
7081,Muy alto,48.6987056909843,0.762553955889921,0.0006816290397493669,-0.006122227993581266
7082,Muy alto,35.9017299159572,0.562171125130602,0.011862388006114773,0.21667331489446928
7083,Alto,51.8389002231647,0.811725031975037,0.0011969943959355997,-0.0019729238908715264
7084,Alto,52.3585588020491,0.819862162098269,0.0010532665509281926,-0.0036512040471061488
7085,Alto,52.4575014394617,0.821411466099158,0.0009367987720448361,-0.003725569912289788
7086,Medio,54.1829143338017,0.848429030723386,0.00048601094647283515,-0.0006176095214156394
7087,Alto,51.2573346789155,0.802618524931697,0.0010663076397607514,-0.021727945287374692
7088,Alto,51.7437643596455,0.810235336755335,0.0007953625264250294,-0.008273306136381477
7089,Bajo,55.5116640419866,0.869235401898699,0.0005499390279089196,-0.002336638852997844
7090,Alto,51.8493451247474,0.811888584597387,0.0007730048487191573,-0.006676503787008693
7091,Bajo,54.6305559373357,0.85543847524049,0.0005932151054224785,-0.002171160550396976
7092,Alto,50.649014322504,0.79309307476525,0.0008116122073331469,-0.005651728086531777
7093,Alto,49.8303546585047,0.780274003776557,0.0008538465342824278,-0.000741899365950993
7094,Alto,50.0047965654837,0.783005521264596,0.0016381262836762695,-0.01194454901044967
7096,Muy alto,48.3404725600387,0.756944523621499,0.00040330926206486874,-0.01390657295430367
7097,Bajo,55.0724437277739,0.862357823052242,0.0005369276434456057,-0.0019311205415852128
7098,Alto,49.5923052604024,0.776546481501695,0.0012733722636872288,0.0013046104558633897
7099,Alto,51.782928377283,0.810848590765976,0.0009424376457396695,-0.0039055857977849822
7100,Muy alto,47.4784672250844,0.743446719750927,0.0007479634219796768,0.0036814668580428802
7101,Muy bajo,58.3458969364367,0.913615544551574,0.00032714277774812235,0.0008637284932949796
7102,Alto,52.2950494073419,0.818867693364799,0.0005329326495287109,-0.02544768399147201
7103,Alto,52.5582458193254,0.8229889828793,0.0010735532888580728,-0.005683506839007973
7104,Medio,52.9232601681887,0.828704599582718,0.0009764448773780814,-0.0006706341382955856
7105,Medio,53.8027392757174,0.84247601841311,0.0012675856131119062,-0.0011434802060973095
7106,Alto,50.853665914174,0.796297633871962,0.00093225018739641,0.0010269884267143398
7107,Alto,51.1558305458545,0.801029111473853,0.0012329399244303547,-0.018092901872409986
7108,Medio,53.7093421570287,0.841013549517598,0.0007096265357762686,-0.0023761578471120943
7109,Alto,49.1812077809565,0.770109267108421,0.00023813688085290804,-0.016795039481365747
7110,Alto,50.3962000959717,0.789134355825762,0.0013748904643537138,0.0002628521099263929
7111,Muy alto,46.9222208672218,0.734736675929044,0.006824741511410313,0.06787569497655715
7112,Muy alto,44.1093576214964,0.690691152234511,0.005200933240556877,0.05912948012314544
7113,Alto,49.4393330730197,0.774151149942576,0.0008438402336637396,-0.0003898531961182438
7114,Alto,51.4193366673905,0.805155250608916,0.0010026657352278107,-0.014242156781839363
7115,Muy alto,48.6718646044325,0.762133661829946,0.0015471207216278167,0.013957233191049656
7116,Alto,49.0872296767312,0.768637700787977,0.0017310340885859682,-0.004909773888140783
7117,Alto,50.9137510583727,0.797238483608086,0.0008274883395408657,-0.0033786485883342513
7118,Alto,49.319821722491,0.772279768520293,0.0008046901092804335,0.00021432274469182605
7119,Muy alto,47.997792091263,0.751578624397621,0.00038248025822294285,-0.0013631019696242743
7120,Alto,50.038163850557,0.783528006510743,0.0007502925325097008,-0.003120664937383979
7121,Alto,49.8625241675954,0.780777733517792,0.001690763789097745,-0.00468895926873728
7122,Medio,53.5005063060139,0.837743470732887,0.0007081367359388687,-0.007932046698893577
7123,Medio,53.2020823971516,0.83307056764427,0.0007552938854056156,-0.0023746503500542216
7124,Alto,51.2981525524098,0.803257676023342,0.0010081549699308785,-0.00980371274020171
7125,Alto,50.0151909816176,0.78316828335508,0.0006844432888435528,-0.004066915447634265
8001,Muy bajo,57.8792460709196,0.906308441447489,0.0003502936433524836,-0.002455433531304966
8002,Muy bajo,59.6189434907829,0.933549681861274,0.0002538909206127691,0.0007436518131015429
8003,Muy bajo,57.199977652043,0.895672043363067,0.0009864224179873629,-0.004738848503640878
8004,Muy bajo,59.7382969251766,0.93541859053666,0.00023447074602008395,0.0008384425512295249
8005,Muy bajo,57.103885926836,0.89416738067963,0.00046000593041948217,-0.001972884782468677
8006,Bajo,56.4884627618087,0.884530710415418,0.0009725044439118261,-0.005611771926663117
8007,Muy alto,37.0071329897794,0.579480198849004,0.006271031856192396,0.1456726807343521
8008,Muy alto,21.4066346942113,0.335198107151815,0.003849720605852617,0.04973825105178932
8009,Alto,51.0463984941947,0.799315557844239,0.0029095983185458774,0.009255964378617558
8010,Muy bajo,57.6734348889874,0.903085724771102,0.0004250970443425022,-0.0029509301681604704
8011,Muy bajo,59.1702578267324,0.926523888809526,0.0003377224243123702,0.001186682023758846
8012,Muy alto,36.2118547830645,0.567027248940815,0.009065108891443978,0.18066285868762155
8013,Muy bajo,57.3475230143538,0.897982398394209,0.0004897851115479391,0.0005223658672034792
8014,Bajo,56.5218322717029,0.885053230499164,0.0009219831485786032,-0.006012632806653492
8015,Bajo,55.9134308710109,0.875526511292076,0.0007050650495831957,-0.008750025092192509
8016,Muy bajo,57.2047721222766,0.895747118094339,0.0009209575922481175,-0.006023318598308835
8017,Muy bajo,59.7550793825456,0.935681380462485,-0.00034141558401299933,0.008406433195600534
8018,Bajo,55.5399045676485,0.869677609227504,0.0010279018138055704,-0.004898367839747382
8019,Muy bajo,61.1241347126691,0.957118881582995,-0.00011199695268799376,0.005775251640425072
8020,Muy alto,46.9759049848856,0.735577294498103,-0.0005951469482888921,-0.008776331607101872
8021,Muy bajo,59.8239321190413,0.936759518491897,0.0002148641344937964,0.00073563479980303
8022,Bajo,55.1876973474337,0.864162534334713,0.0007370691471125697,-0.00807143234155359
8023,Bajo,56.0690248832298,0.877962896979267,0.0011105705267844177,-0.004617108526443361
8024,Muy bajo,57.73560443975,0.904059213413096,0.0010662058284295433,-0.004609509380229103
8025,Muy bajo,57.0518593120914,0.893352716299496,0.0009638721091547193,-0.005535196438723867
8026,Bajo,56.1824495534136,0.87973896945834,0.000941846368157146,-0.006128261790776655
8027,Muy alto,40.5223159301178,0.634523071524942,0.0033390808524658006,0.08494313942650654
8028,Bajo,56.2443673197374,0.880708515506436,0.0006137916725733355,-0.009581526744114355
8029,Muy alto,39.3476294612872,0.616129116264177,0.002657287013644122,0.05263184305840187
8030,Muy alto,45.9632185719232,0.719720034652625,0.0016311223723014866,0.01299510469399752
8031,Bajo,55.9626734119232,0.876297580950661,0.0005501593935899553,0.00333433638582382
8032,Muy bajo,59.787543846929,0.936189728793106,0.0002619156828886013,0.0007158976749996095
8033,Bajo,56.1289051917859,0.878900539274304,0.0007373395304623826,-0.008419809131844801
8034,Muy bajo,56.6376640852616,0.886866995493405,0.000782871955280804,-0.007826156458319796
8035,Bajo,55.7900940274089,0.8735952279723,0.0010131303659378335,-0.004840042831744739
8036,Muy bajo,58.8406142114328,0.921362128567362,0.0003381554812639446,3.985895996077271e-05
8037,Muy bajo,59.0676837282585,0.924917721182414,0.00014107209366707535,0.0024028954690377283
8038,Muy bajo,57.1009447936851,0.894121326627736,0.0009363024932781695,-0.0059553389618866226
8039,Muy bajo,56.6285335688641,0.886724024313792,0.0009439021085863112,-0.005723436628664529
8040,Muy bajo,57.308730023454,0.897374954145914,0.0005079190772638781,-0.00027236320168517065
8041,Muy alto,43.8861029969325,0.687195295522998,0.0003597818998712415,0.02357277271378329
8042,Bajo,54.9020494158249,0.859689685269232,0.0008736116834394349,-0.007353202855353478
8043,Bajo,56.3693172154256,0.882665056976955,0.0008490561914567471,-0.007026594174128291
8044,Bajo,56.5311710069503,0.885199462096183,0.0009291755221773387,-0.005960400484232518
8045,Muy bajo,58.5300430129362,0.916499015828764,0.0004067526055161825,-0.00011256859549917308
8046,Muy alto,39.5596311496211,0.619448767655328,0.004117298413638894,0.06782344318739217
8047,Medio,52.8473147515901,0.827515400053958,0.0005469393691524103,-0.01163946335442548
8048,Muy bajo,57.3583167051025,0.898151412569479,0.0009850663649979394,-0.005394055798498951
8049,Alto,49.1095128896613,0.768986624890346,0.0025514997508313073,-0.0037857930948910837
8050,Muy bajo,59.7135984544129,0.935031846857992,0.00031792378620357567,0.0005761226524369169
8051,Medio,53.6372905228771,0.839885321202882,0.0016810522155606272,-0.029890861935546593
8052,Muy bajo,58.592368680844,0.917474949047979,0.00038827915430212414,-0.0008240722716086973
8053,Bajo,56.1029084642484,0.878493466701374,0.0006544296522958881,-0.009177701477224562
8054,Muy bajo,57.3957015514393,0.89873680723367,0.000989310427504037,-0.00473045651894352
8055,Muy bajo,57.7002206334115,0.90350515225038,0.0006200639610406953,-0.001261066144782915
8056,Bajo,55.0714721618796,0.86234260968249,0.0007827552462380212,-0.007861742697644026
8057,Medio,53.8065434665338,0.842535586746907,0.0004952886892431463,-0.009691941917219012
8058,Muy bajo,57.522137155796,0.90071661283424,0.0008901725170017556,-0.006273045727019951
8059,Muy bajo,57.9758583067828,0.907821254603393,0.0008494095981523784,-0.0055801777884157315
8060,Muy bajo,59.0695487231787,0.924946924407303,0.0003445773491719995,-0.0002568571529426621
8061,Bajo,56.3293489861721,0.88203921013165,0.0008775964304653615,-0.006964306304382454
8062,Muy bajo,58.2701677860254,0.912429731450323,0.0007158893755777729,-0.004641763916913259
8063,Medio,53.9090226568948,0.844140268245057,0.00046432015663548475,-0.015786325514437646
8064,Bajo,55.0102836569811,0.861384482853384,0.0008717989074446959,-0.006241878669785653
8065,Muy alto,36.7851601354547,0.576004412875563,0.004276520143232899,0.09561794017196322
8066,Muy alto,41.6391520113259,0.652011170227399,0.0014626742908980955,0.0324197066574124
8067,Bajo,56.0284819036415,0.877328050343614,0.0009054499554292445,-0.006437010165905131
9002,Muy bajo,60.637957252589,0.949506019183713,6.484368816372441e-05,0.002625661970196707
9003,Muy bajo,60.8769530595478,0.953248360904127,4.949270510524572e-05,0.002846539796517084
9004,Muy bajo,60.4421617230741,0.946440133685141,8.271327906252128e-06,0.0023491326819514223
9005,Muy bajo,60.0921224607171,0.940959005995201,8.996757448923067e-05,0.0025583567970783572
9006,Muy bajo,60.4422454901315,0.94644144536068,8.347506631056939e-05,0.002442915762801655
9007,Muy bajo,59.5445475030509,0.932384744232185,0.00013740259507576057,0.0024618405848124015
9008,Muy bajo,59.6833405260121,0.934558049809966,0.00011446040688580719,0.002566818126812457
9009,Muy bajo,57.2813027602769,0.896945481375781,0.0004637011128901792,0.001817725636869848
9010,Muy bajo,60.4870520786772,0.947143054178834,3.60212372836567e-05,0.001990946952385939
9011,Muy bajo,59.325104804355,0.928948576974607,0.00020774498766122355,0.001136601260894787
9012,Muy bajo,59.5683005202987,0.932756683424605,0.00022514806318852022,0.0004168539513186693
9013,Muy bajo,58.5571719595363,0.916923817376475,0.0002584092253542887,0.002103293612705266
9014,Muy bajo,62.3971454880912,0.977052458644538,-0.00033778163473049304,0.011728872465427465
9015,Muy bajo,61.3285335133283,0.960319482334293,-0.00011645446024413064,0.006001620552317652
9016,Muy bajo,61.2214578697982,0.958642826776515,-3.782025675871168e-05,0.004783979929425558
9017,Muy bajo,60.3845963564287,0.945538740158663,8.162843555199475e-05,0.0024628511769064065
10001,Muy bajo,56.6960494329267,0.887781228781461,0.0005558371069523333,-0.0014744380672563073
10002,Alto,50.8021460659875,0.795490904750848,0.0012649256670291885,-0.003871475617558701
10003,Bajo,55.3986423304642,0.867465639191456,0.0004944952879183227,-0.010878597955611023
10004,Muy bajo,56.9816697852868,0.892253645994292,0.0006715041649311758,-0.0029647941730166507
10005,Muy bajo,59.5910145755833,0.933112353918632,0.0002666068745148287,0.0003228899281531799
10006,Medio,54.341867581474,0.850918017362644,0.000518408723921721,-0.008150468115089746
10007,Muy bajo,59.2730388873649,0.928133297176008,0.0003185435210097823,0.001490101995114862
10008,Muy bajo,57.895155666715,0.906557563575854,0.0004974310189395522,-0.0008793111539052413
10009,Medio,52.9964160469859,0.82985011883178,0.0004778221134815355,-0.00979259076956015
10010,Muy bajo,56.6751793788539,0.887454432780069,0.0009555629835619754,-0.005532902106866424
10011,Bajo,55.6061648400237,0.870715152876789,0.000983415098315438,-0.005017010934161087
10012,Muy bajo,58.8038790671402,0.920786907332978,0.00041194957401739356,1.1908172997751344e-05
10013,Muy bajo,56.7490494471011,0.888611135241961,0.00040910247604172237,-0.002011011482726077
10014,Muy alto,28.2229952282718,0.441932826612379,0.002413906595549575,0.03442789777347123
10015,Bajo,55.8717551228194,0.874873927076598,0.0009165579939026048,-0.0060908749195124545
10016,Muy bajo,56.885686159889,0.890750676003421,0.0007323130616750005,-0.0024498053019507762
10017,Bajo,55.5609313837748,0.870006859904487,0.0009633222035639048,-0.005358969778784524
10018,Muy bajo,57.9369748090193,0.907212393143574,0.00042074632625979544,0.0004423655020826641
10019,Alto,50.5858068355353,0.792103333486792,0.00016643174140020098,-0.015159631847297622
10020,Muy bajo,57.3430224858356,0.897911926381115,0.0005561797415456033,-0.0010321925767543892
10021,Muy bajo,56.7246617952508,0.888229258554902,0.0005522598573288211,-0.0007811417844684494
10022,Muy bajo,57.3596245514937,0.898171891623803,0.0006148796007481273,-0.0013700721362385733
10023,Alto,51.5504064424081,0.807207620872542,0.0021394095105332187,-0.013135073795449688
10024,Muy bajo,56.9146939292816,0.891204897301256,0.0006401372166577599,-0.0017515787532869226
