CVE_MUN,GM,IM,IMN,linear Component 1,linear Component 2,rbf Component 1,rbf Component 2,cosine Component 1,cosine Component 2,sigmoid Component 1,sigmoid Component 2
03001,Muy bajo,58.2638228268869,0.912330378220656,-0.02406429421878146,0.01137049928956745,0.034866385930112306,0.019828149552474104,-0.028421253439009465,0.011125945352531384,-0.02556037983022871,0.0067547211686248875
03002,Muy bajo,57.4925673102967,0.900253590206829,-0.021104490195657993,0.015411944963383696,0.029422822546430628,0.017237887273370507,-0.025506139588577486,0.010244539340689333,-0.021767026551086484,0.015201052195973603
03003,Muy bajo,59.8532531027085,0.937218644289365,-0.037916920210957925,0.03217855017737812,0.01885865509361312,0.03967193785246059,-0.02702253172037061,0.013361614943723213,-0.039073216165039136,0.018101474751215155
03008,Muy bajo,58.7357270060101,0.919719740904642,-0.03354392891579438,0.04585038415663095,0.008753590957868812,0.03599406700721495,-0.02189531522395066,0.02435266844605547,-0.0320445953429041,0.053627021323538776
03009,Muy bajo,58.8193122984084,0.921028570255816,-0.02705238043136524,0.015277073538674472,0.03131804118391734,0.028622959856834822,-0.027454736795687794,0.01564530784091229,-0.02909775732436124,0.018390254241704828
04001,Bajo,55.3812819245503,0.867193799395765,-0.008450769035809621,0.01238876333970075,0.01421366236124437,0.0018309518295233497,-0.014333764768819155,0.027793895044583756,-0.007849944113107254,0.03289643737573387
04002,Muy bajo,58.6407010357592,0.91823176646058,-0.028227468404661293,0.022055779248644103,0.02652496688354167,0.030804146483018158,-0.025593205313029128,0.020349722354711903,-0.02841579553772636,0.019675790216421483
04003,Muy bajo,58.0950832846142,0.909688151827791,-0.026737725628787727,0.028085158543218323,0.024178728906731693,0.03249293533369455,-0.02445402169670315,0.02379711264660555,-0.026212094805635477,0.03416298488131219
04004,Bajo,54.8325989080778,0.858602186973956,-0.004173472518179571,0.0029897361322431155,0.006335777208188664,-0.012902775850276075,-0.009237643909797866,0.024380343259599025,-0.0031834486939874176,0.02056071951466433
04005,Bajo,55.6860046589221,0.871965333325626,-0.009187219204141294,0.00650405172754902,0.016316568753796362,-0.002622106681565921,-0.016347581916118063,0.0236716433625489,-0.008811213278274721,0.025294266699408888
04006,Medio,53.6026514197597,0.839342921056186,0.003098884023595696,6.189317552377066e-06,-0.008521290864043183,-0.01363872446091617,0.00725852233306747,0.003897376232061057,0.0037647526089220587,0.012718442248302856
04007,Medio,52.7603020275498,0.826152901893314,0.003663096650187065,0.0018741926810644963,-0.007650984958227503,-0.008441818816582014,0.00666758262203686,0.003254988282597436,0.004236412817826513,0.01581546504643807
04008,Bajo,55.1820078528213,0.864073444767297,-0.006345175676429365,0.010738569372025867,0.009746218578797528,0.0024787178069807037,-0.010278884424887112,0.02524870330593436,-0.006151950985432793,0.032658115003117195
04009,Bajo,54.8902956416295,0.859505637523358,-0.004082888402350949,0.004074808438050834,0.0070580296325402775,-0.010191597318591554,-0.009367716833178075,0.028995949883619428,-0.003104609088720501,0.023154732392318494
04010,Alto,50.7093716101968,0.794038185889743,0.014030145897184562,0.010439575082863615,-0.01797895879383923,0.012360694463150633,0.017710036256684995,0.026429443367960572,0.013762140384253779,0.03428525637798698
04011,Alto,50.5139363387235,0.790977941530723,0.014348867035767002,0.021864783677155046,-0.01675686112489347,0.008052477642746433,0.017008151737789277,0.019436306773238987,0.012667910140201692,0.026634454427420767
04012,Bajo,55.8783319762054,0.874976911447448,-0.00985426071726899,0.0023720232671823557,0.01944865334676097,-0.00922114932814023,-0.020744828400533374,0.017658725113051783,-0.009829786047333,0.017665101350435617
05001,Muy bajo,57.8201477198815,0.905383043518916,-0.019202592573565543,-0.017589537118260258,0.020115059048752888,-0.012131433607732807,-0.020034699629918475,-0.030479525581356828,-0.022567741665923804,-0.03975137319031801
05002,Muy bajo,58.4817122918216,0.915742223999208,-0.023186576490507912,0.005653587176013577,0.02503110763211807,0.016418018560755747,-0.02317844051039423,0.01455398972195958,-0.024658505653595415,0.005332353203753759
05003,Muy bajo,59.7938289954527,0.936288145471786,-0.03131768308187533,0.00846292739460274,0.031870221821302565,0.02986604131913199,-0.028777107004234706,0.009422084827259578,-0.03427286517031351,0.002824095870745033
05004,Muy bajo,58.0449869593202,0.908903713094021,-0.02279673624919613,0.005598462312412889,0.03264713045565992,0.012802397905067767,-0.02735965434041222,0.002458643614393729,-0.024664986502977892,0.0006595985056350323
05005,Bajo,55.9194917338476,0.875621415969041,-0.008307912621412443,-0.017965516146815012,0.009494720860776277,-0.029826055151913274,-0.011630599177276447,-0.03735309784950424,-0.008902298273155225,-0.028905919303507478
05006,Muy bajo,59.3106239603317,0.928721827110563,-0.029384358721836507,0.011811200889513708,0.032910225273725315,0.029240712183526772,-0.028620671353318812,0.013866130833053361,-0.032074175473553054,0.012977882945898687
05007,Muy bajo,57.220514347307,0.895993619429459,-0.018635710578250995,0.012728951282096326,0.03139433823991745,0.012234646665237917,-0.0263722784511899,0.015382199684588073,-0.019658946107352915,0.01939543877118646
05008,Bajo,56.4434939150664,0.883826560859725,-0.01230473931168121,-0.013291487415049949,0.01673173021780279,-0.02370164862598013,-0.017558974431956025,-0.02961899716286221,-0.013843114126504429,-0.02189739363709237
05009,Muy bajo,57.8246734818765,0.905453910653138,-0.019750971017856733,-0.0024779301015917985,0.03254826312249397,-0.0028796458244942235,-0.028447689156987307,-0.0024426014837315387,-0.021842886998997616,-0.007320127507125991
05010,Muy bajo,60.0842709636714,0.940836062478594,-0.034668091202768814,0.016732125024138355,0.02657040310929675,0.03572547280763368,-0.02823897871245045,0.012457950597272512,-0.037134976377524734,0.01254698009991233
05011,Muy bajo,57.1210015864091,0.894435388088245,-0.015908567155550418,-0.003332836755169999,0.029492820596412728,-0.010554867353587112,-0.02797670440877761,-0.004477723155656303,-0.017416937738924568,-0.004458610620508197
05012,Bajo,55.6679087962824,0.871681977301161,-0.006774407054799526,-0.021852172237659343,0.0041154104478494154,-0.030182917813894074,-0.006635543037818318,-0.0378956262011197,-0.007485171345581124,-0.03412536442097369
05013,Bajo,56.0716090813527,0.878003361925379,-0.008352189198059435,-0.021525221683389575,0.007121085696769393,-0.029537890769407608,-0.009353256837257224,-0.03442684979267045,-0.009411830803218668,-0.03099119152332467
05014,Bajo,55.4032123875801,0.867537199925627,-0.0032817843290230257,-0.022990063810989586,-0.0025068823133202463,-0.030568332000490042,-0.0005316403572322128,-0.03699662605252556,-0.003108671226141544,-0.03219196411134099
05015,Muy bajo,56.6770026083266,0.887482982016175,-0.012133668618322038,-0.01699635476215153,0.015171831423622644,-0.02690759639201758,-0.01630192660615495,-0.03564894573065933,-0.013919784048531343,-0.030831654948151155
05016,Muy bajo,57.3261855621437,0.897648283588476,-0.01649009052283326,-0.015999212847703958,0.020096743493669945,-0.01784932161928015,-0.019620689383885056,-0.03075013755311136,-0.019145995605335874,-0.0339420088222459
05017,Muy bajo,58.1804004142075,0.911024099339196,-0.022869731702420324,0.003552874777586075,0.03535203728459784,0.0075591198416715185,-0.029573188669898942,0.002308062264224702,-0.024605280289589606,-0.004308130396299526
05018,Muy bajo,60.4768300568519,0.946982991543298,-0.03918299269524392,0.025527750912363152,0.022085061977790862,0.04043366888239227,-0.028318205382095837,0.013681947159197936,-0.040729811559160965,0.014508997812110399
05019,Muy bajo,59.4673507022789,0.931175949768852,-0.02904159231038627,0.005844937924100047,0.033733395295873735,0.025149671655726877,-0.028826700831671697,0.007419057964703543,-0.032065251587578225,0.0004404806157865893
05020,Muy bajo,58.9049613636146,0.922369715416957,-0.026099093834847924,0.007366740732294617,0.03591351229044073,0.021042444374141763,-0.029038038126566457,0.011946386705761246,-0.02829207510295314,0.003951006073272569
05021,Muy bajo,57.7527937612693,0.904328374265269,-0.019971663528093608,-0.011584844186198559,0.022442381626017645,-0.0072972995172040705,-0.021543191961569338,-0.023398160449651408,-0.023105308274305875,-0.028194299988082813
05022,Muy bajo,58.9554821241229,0.923160800215486,-0.025089655065135864,0.0022764637592277708,0.031650323811404917,0.01763756050249852,-0.02676203739457659,0.010671772678824945,-0.027799751953659024,0.0011116590490352918
05023,Bajo,55.1278959758259,0.863226128082429,-0.0065721324544101845,-0.005768594858137814,0.00794417810421088,-0.024665258995396348,-0.009982673010727505,-0.02979742606227659,-0.007049033006460122,-0.012677205565481652
05024,Muy bajo,57.9477297945311,0.9073808012487,-0.021668374152253148,0.005923998674091524,0.03442268237225914,0.010591880622385233,-0.02836498707012078,0.009736200008631303,-0.023701045231007,0.006803392494136952
05025,Muy bajo,59.2727558881289,0.92812886580183,-0.029003838732086114,0.010623830505543838,0.03029491489707515,0.025776150607998413,-0.027302564782033006,0.013385235837571213,-0.030963259349621627,0.005125014310747455
05026,Bajo,56.4638302346,0.884144999321047,-0.010100652045396728,-0.020921883324220028,0.010732429588371185,-0.030654490499394588,-0.012796939056616753,-0.038046544376007733,-0.011525753236871574,-0.03312128899569638
05027,Muy bajo,60.1650088427359,0.942100305299779,-0.036015309358526384,0.017698854713072892,0.02765851632576435,0.03683338596651825,-0.02902808928662817,0.011122060913842104,-0.03848547165739896,0.00951149106684056
05028,Muy bajo,59.7511520314129,0.935619883609541,-0.03153360948777553,0.008973428386610848,0.03342220987245799,0.029288446823534688,-0.029381521967194683,0.008725380939819187,-0.034413885388975836,0.0014782741167297005
05029,Muy bajo,57.4433073588306,0.8994822479232,-0.017856516476229867,-0.012123960409627738,0.02185966398401317,-0.010787447554833065,-0.02073845066375425,-0.023080460701744042,-0.020362813758345484,-0.025985113867763858
