CVE_MUN,GM,IM,IMN,linear Component 1,linear Component 2,linear Component 3,rbf Component 1,rbf Component 2,rbf Component 3,cosine Component 1,cosine Component 2,cosine Component 3,sigmoid Component 1,sigmoid Component 2,sigmoid Component 3
21052,Alto,51.9459043519623,0.813400567711633,0.013708161604057677,-0.019434846586459033,0.0006614818786060645,-0.028794657333074743,-0.010637217690283477,0.0029291021462456777,0.026147432356069877,-0.014031713060674536,-0.0216124764704088,0.0166873534441224,-0.019717355330250555,-0.010464769140942805
21053,Bajo,54.8357689259056,0.858651825041344,-0.002924395001048842,-0.006451364682297844,-0.00483349492654049,0.0016896572650853523,-0.024554754067390324,0.028655162142679394,-0.005640347245507787,0.0005422322219212455,-0.04040803699997343,-0.0020786642923659934,0.004537662794950956,-0.015928630457298556
21054,Medio,53.6994319593911,0.840858369614868,0.005282622907107974,-0.009314466220526446,-0.012845221401668291,-0.015100806867780306,-0.011938529644924405,0.03690223381518105,0.015194649529292299,0.014570845681828514,-0.039571133957734005,0.006679819501525241,0.009645985309000567,-0.02637133715918145
21055,Alto,51.4706511425846,0.805958763874791,0.013056456821360302,-0.0037769229593973778,0.003974717959203584,-0.024143056799062694,-0.00968577784770753,0.011950537758845359,0.02511655113830536,-0.001412189446483066,0.0238359963927264,0.014763090754450287,0.0011317253855948214,0.013683425793303217
21056,Medio,53.1187097394576,0.831765067856636,0.008031368946296687,-0.02358866079920171,0.00015527382233866896,-0.021399446545108013,-0.019741495313648286,-0.0031215936577370955,0.01931347393507626,-0.02203113314565456,-0.018530776800506094,0.01057701654611701,-0.023072639550157984,-0.009773903198262868
21057,Alto,52.2545499615667,0.818233528408071,0.010711076639070956,-0.016544941911036906,-0.002543019744205743,-0.02547077612607038,-0.013957656249772127,0.007748925580305028,0.024393871833124445,-0.011570693386734854,-0.01580068456711053,0.012970574250046508,-0.011975200840493057,-0.005335796105516807
21058,Alto,51.6092335036026,0.808128770779727,0.01680362767624466,-0.014443309932975655,-0.02551307983802143,-0.02559784628867828,0.015069331973628313,0.013810718911405414,0.02258003439060804,0.01469677423175091,-0.030401986727143473,0.01847487132685242,0.003717495915260027,-0.037854471708842874
21059,Alto,51.2861778728113,0.803070169206297,0.01097545043647497,0.0027523075888994802,0.01670171351583292,-0.01801259784263272,-0.00999212229530281,-0.0008138676491952329,0.01820372925638924,-0.007279934095235506,0.0444142818501948,0.011573065491456622,0.00014012450737460364,0.03347178276673016
21060,Bajo,55.0794289912105,0.862467202556091,-0.0008739415802716665,-0.0020465289101559664,-0.010281157476117705,0.00010506971046463507,-0.0029070996705909376,0.042128655136510505,-0.0005077878081014899,0.025884411008577805,-0.038639284221188654,0.00026878267618909036,0.020204827292903554,-0.03027777892046396
21061,Muy alto,45.8768096917712,0.718366991846886,0.041668723883354325,0.005586207351563125,-0.046126021852348306,-0.01662273881540198,0.036025548058120145,-0.015703884528475702,0.028315641778247233,0.02197114075769177,0.011937587229452151,0.04176812115873732,0.015663234696518688,-0.009934825887789094
21062,Medio,53.8196270510733,0.842740457472037,0.0039020540637450724,-0.019020219137857976,0.004025657802801796,-0.014370327733730922,-0.029968345484066263,-0.0051492345846954075,0.01443688497187541,-0.03263716838816218,-0.013636573456985237,0.005702999302483718,-0.01833908375300689,-0.001634373273095316
