CVE_MUN,GM,IM,IMN,Perplexity 100 Component 1,Perplexity 100 Component 2,Perplexity 200 Component 1,Perplexity 200 Component 2,Perplexity 300 Component 1,Perplexity 300 Component 2,Perplexity 400 Component 1,Perplexity 400 Component 2
14057,Muy bajo,57.3915315528247,0.898671510858858,-8.576833,-19.779408,-1.4462882,12.245337,-5.211675,-6.8575463,-4.5520973,-4.975517
14058,Muy bajo,58.2255869608959,0.911731657773067,-21.599054,3.3436341,-14.054626,4.0183997,-10.2055855,1.6380957,-8.185123,1.1713947
14059,Muy bajo,57.8239662753763,0.905442836783583,-20.319431,0.56666654,-12.678464,5.1731043,-9.774558,0.5795179,-7.8819084,0.37614933
14060,Bajo,56.0956584960145,0.878379942288798,-5.333681,-19.854187,0.63739365,11.301023,-3.4161663,-6.975852,-2.9986699,-5.0926456
14061,Muy alto,31.3056684364792,0.490203198817972,31.658792,4.6383348,15.397672,-11.692346,14.419383,2.2587311,12.584378,0.39536387
14062,Bajo,56.3081326261795,0.881706991461515,-6.2263384,-19.298326,-0.17686552,11.162703,-3.9666982,-6.590761,-3.479842,-4.765284
14063,Muy bajo,58.7587782029387,0.920080690567606,-24.3131,7.6089783,-16.008236,2.3086421,-10.887844,3.4128435,-8.693383,2.5594165
14064,Bajo,55.984986616106,0.87664697467431,-8.468314,0.69311637,-7.1934795,2.8096585,-5.613763,0.34673178,-4.7021613,0.366147
14065,Bajo,56.3239905529311,0.881955304524563,-14.804391,-0.7714085,-8.943419,5.451048,-7.315917,-0.92450655,-5.9782352,-0.8431818
14066,Bajo,56.4942336993815,0.884621075266248,-11.282559,9.232374,-8.899415,-1.060089,-5.3899064,3.283152,-4.4787517,2.3886251
14067,Muy bajo,59.7578031009193,0.935724030101549,-31.309507,10.612442,-20.252888,1.8240461,-13.599549,4.84065,-10.868787,3.6404078
14068,Bajo,56.0086274912701,0.87701715787777,-16.828087,-1.4268757,-9.813893,6.020216,-8.12364,-0.97570044,-6.590178,-0.8585741
14069,Medio,54.2105750843677,0.848862159581077,3.5622182,-19.524967,5.6978602,9.101097,0.18396072,-7.947608,-0.21870738,-6.0337157
14070,Muy bajo,58.6380879319378,0.918190848891459,-28.8699,12.584925,-18.969078,0.30591848,-12.158011,5.436675,-9.634314,4.085511
14071,Medio,54.382333089295,0.851551650898241,2.7311296,-13.474602,3.941447,6.4454536,0.41222706,-5.2608166,0.14321977,-3.8198411
14072,Muy bajo,57.4509303493604,0.899601613345787,-16.678505,-0.26310945,-10.466675,5.58621,-8.523465,-0.5387872,-7.0164623,-0.48987842
14073,Muy bajo,58.2880559875209,0.912709835790276,-20.657043,-0.26525775,-12.733548,5.8164873,-10.183294,0.31849957,-8.312246,0.28761175
14074,Muy bajo,58.2926065820289,0.912781091767094,-17.53447,0.36187035,-11.551255,5.6462474,-9.357222,-0.13600324,-7.6733284,-0.13701968
14075,Muy bajo,56.8271336684126,0.889833825475896,-8.408726,-15.086575,-2.3236332,9.567651,-4.755247,-4.828678,-4.0840983,-3.372357
14076,Medio,53.3819718255399,0.835887385736125,3.6738808,-7.077255,3.1184602,2.6979403,1.3293169,-2.476066,0.89070165,-1.7039316
14077,Muy bajo,57.5220420237496,0.900715123198791,-17.906515,3.739441,-11.208854,3.5932295,-8.392409,0.5301057,-6.592849,-0.35701874
14078,Muy bajo,57.623208743836,0.902299253239039,-16.537794,0.86974406,-10.432789,4.7852726,-8.238881,0.011833471,-6.780459,0.018533083
14079,Muy bajo,57.3301783256163,0.897710804707625,-12.2764435,13.7431135,-12.511762,3.6258228,-7.803745,4.138871,-6.294963,3.0731964
14080,Bajo,55.3418818201936,0.866576848595669,-7.2754073,-20.785337,-0.50331575,11.677074,-4.160137,-6.4990582,-3.582591,-4.5962853
14081,Bajo,55.1148062210707,0.863021160740308,1.70686,-17.797693,4.250736,8.538318,-0.035855018,-6.6524296,-0.25888556,-4.9012504
14082,Muy bajo,58.7429088079545,0.919832197927995,-23.174711,7.920552,-15.600289,2.1219292,-10.485003,3.498472,-8.362604,2.6346996
14083,Muy bajo,58.5579720860281,0.916936346243781,-23.90762,5.877174,-15.393064,3.2149239,-10.794077,2.515956,-8.615297,1.8466183
14084,Muy bajo,57.0865752530436,0.893896319619746,-19.069946,1.7316049,-11.822992,4.538622,-8.875736,0.720884,-7.0704155,0.5591649
14085,Muy bajo,57.512424140821,0.900564520537582,-19.43996,-0.35984668,-11.766073,5.9877434,-9.41886,-0.42739615,-7.601274,-0.51359683
14086,Muy bajo,56.5667974647515,0.885757322843098,-19.47875,-3.0686932,-10.440212,7.6775155,-8.884031,-2.1780002,-7.173556,-1.93692
14087,Muy bajo,56.9507872280508,0.891770068128017,-17.531013,1.4242694,-11.129876,4.9752073,-8.828065,0.13499908,-7.1754184,0.106649905
14088,Muy bajo,57.8511448403694,0.905868415286273,-19.949823,2.417071,-12.411651,4.213635,-9.232326,1.0843012,-7.3970613,0.76928616
14089,Bajo,55.9364394093109,0.875886792980283,-3.8345459,-14.919639,0.39269164,8.263219,-2.3862777,-5.015527,-2.075908,-3.5677836
14090,Muy bajo,56.9529360653482,0.891803715929504,-6.6332593,-16.746637,-0.9176421,9.914626,-3.9405494,-5.534936,-3.4145162,-3.9519691
14091,Muy bajo,57.1148795594554,0.894339525666331,-15.372009,0.79349214,-9.636907,4.350251,-7.306911,0.09003454,-5.886868,0.071400166
14092,Bajo,56.0448422210952,0.877584230145868,-5.6786017,-19.850082,0.38522455,11.319742,-3.5975869,-6.860169,-3.152385,-4.978641
14093,Muy bajo,59.1237133258666,0.925795066703137,-30.386887,5.981842,-17.511776,4.577151,-12.495068,2.1680717,-9.971775,1.5262885
14094,Muy bajo,57.9676593594859,0.907692870499409,-23.309933,5.937266,-15.21579,3.0262377,-10.574125,2.6798003,-8.4024725,2.005803
14095,Muy bajo,57.3013674111292,0.897259665883643,-9.145585,-17.817951,-2.2092378,11.087919,-5.2812676,-5.7964005,-4.571052,-4.1222672
14096,Muy bajo,57.0152420497042,0.89277934093169,-15.58643,0.27728778,-9.648531,4.834949,-7.5564203,-0.23768297,-6.153382,-0.17587687
14097,Muy bajo,59.9504294537918,0.938740290704524,-34.38364,13.627759,-22.513214,0.4758529,-14.717955,6.527545,-11.778279,5.060856
14098,Muy bajo,60.0936135138161,0.940982353811595,-34.387695,13.153722,-22.449995,0.75049835,-14.737865,6.3439894,-11.7825985,4.924526
14099,Medio,54.0856193248939,0.846905526291835,2.42586,-10.77613,2.9039128,4.512187,0.3580677,-3.7811682,0.087514415,-2.663123
14100,Bajo,55.2807861176981,0.865620174923037,-8.598342,-1.6844255,-5.4631133,4.088858,-4.3214626,-0.94624275,-3.322211,-0.72781676
14101,Muy bajo,59.6390450844693,0.933864444842503,-33.28417,13.408237,-21.814993,0.45485535,-14.228938,6.3000636,-11.3911085,4.8522177
14102,Muy bajo,56.7078140746701,0.887965446698011,-6.241984,-18.226126,-0.3754862,10.648272,-3.894424,-6.212592,-3.421623,-4.4822917
14103,Muy bajo,56.6318364929324,0.886775743507937,-5.6398683,-16.7545,-0.40581203,9.747548,-3.5316556,-5.5994816,-3.067568,-3.9957244
14104,Bajo,55.6579100639381,0.87152541106814,-4.4519296,-18.159462,0.6835468,10.121336,-2.9059052,-6.2504153,-2.5442958,-4.515548
14105,Muy bajo,57.8106105633017,0.905233704919979,-20.214525,-0.84265846,-12.101271,6.271278,-9.782352,-0.389262,-7.948413,-0.3914952
14106,Bajo,54.6741648285152,0.856121329784754,0.33692047,-20.449478,2.9268394,10.185827,-1.7360357,-6.977491,-1.6298232,-5.0812635
14107,Bajo,56.2111456884431,0.880188310995758,-6.05109,-17.834803,-0.46382174,10.662113,-3.9293969,-6.051608,-3.4520605,-4.2918277
14108,Muy bajo,57.9724592480987,0.907768030074957,-22.2245,7.4244094,-14.375654,2.7182598,-9.717807,2.9376338,-7.6992846,2.1802645
14109,Bajo,55.7614463904937,0.873146645847854,-14.913615,-1.5850147,-8.438179,5.4297457,-6.903389,-1.0392338,-5.552602,-0.8894875
14110,Muy bajo,58.4865609129276,0.915818146657778,-21.283884,2.6528616,-13.582067,4.4899898,-10.109591,1.2019725,-8.173734,0.8586296
14111,Muy bajo,57.2541336081359,0.896520050265256,-8.913268,-19.742744,-1.7250893,12.248627,-5.42703,-6.706019,-4.7334714,-4.82802
14112,Bajo,56.2892011058668,0.881410550200898,-6.4690595,-19.927341,-0.16466235,11.671322,-4.1671734,-6.915058,-3.6604612,-5.0235605
14113,Bajo,56.2676647535904,0.88107332089694,-15.845097,-2.6040447,-7.297256,5.1270657,-6.300029,-1.2741224,-5.1528554,-1.0549442
14114,Muy bajo,57.4551970641766,0.899668424161712,-18.157978,2.0898478,-10.982919,4.0129356,-8.046066,0.5220731,-6.362377,0.20652135
14115,Medio,53.1203941707621,0.831791443706599,3.6866777,-6.9160223,3.0469065,2.5335133,1.2625915,-2.222422,0.78236467,-1.4023381
14116,Muy bajo,57.6087678929162,0.902073129611335,-15.434803,1.3022873,-9.679731,4.1897583,-7.30571,0.16118221,-5.935067,0.1452995
14117,Bajo,55.8449830188748,0.874454713188247,-4.961213,-20.95704,0.9957206,11.955054,-3.5146844,-7.5822277,-3.1336093,-5.6124215
14118,Muy bajo,57.4565186639166,0.899689118574337,-17.866606,0.64725333,-11.185516,5.2267346,-8.804609,-0.041481763,-7.1337895,-0.105945446
14119,Muy bajo,57.3808090186902,0.898503610897137,-20.029085,1.4828068,-12.175156,4.3745112,-8.978112,1.0226617,-7.1336446,0.8412147
14120,Muy bajo,60.7295228613102,0.950939809182093,-36.64345,14.576982,-23.991869,0.10237697,-15.572097,7.2794366,-12.461781,5.660361
14121,Muy bajo,58.4852367080425,0.915797411452207,-23.576454,5.147506,-14.80353,3.763617,-10.60318,2.0044093,-8.473782,1.438338
14122,Medio,53.6408216428189,0.83994061362682,4.230106,-9.77882,3.7033296,3.7483482,1.5217009,-3.4704323,0.94974107,-2.4368472
14123,Bajo,55.6755413433868,0.871801492366406,-4.144361,-16.451756,0.81436163,9.0524435,-2.3416498,-5.656633,-2.027437,-4.0585318
14124,Muy bajo,57.1799967156272,0.895359169706774,-18.298132,-0.13251652,-10.853746,5.2955003,-8.403557,-0.19024774,-6.704936,-0.22940125
14125,Muy bajo,57.5154870793624,0.90061248189237,-17.889223,-0.740951,-11.018008,6.187472,-8.979752,-0.85768956,-7.28359,-0.8678943
15001,Medio,52.7750350397093,0.826383600359423,1.2034677,-1.709375,0.50473416,0.49061176,0.9689972,-0.26898247,1.2146369,0.12380011
15002,Muy bajo,58.3893321583535,0.914295679676885,-28.560045,11.605112,-18.629461,0.7211917,-12.073246,5.1544304,-9.587592,3.942873
15003,Medio,52.8398605360553,0.827398677412905,1.7591672,-1.6217843,0.83272815,0.24443373,1.2969805,-0.2373881,1.4889266,0.1721226
15004,Medio,54.0692949876164,0.846649909889065,-0.009075077,-5.1619163,0.7425245,2.5706382,0.059855103,-1.8060837,0.1207253,-1.303451
15005,Bajo,55.0208093575604,0.86154930067557,-4.4348807,0.29192567,-4.5881863,1.1695144,-2.9128356,0.67416805,-2.5726864,0.6153696
15006,Muy bajo,57.9947011427992,0.908116307191354,-20.228737,11.73421,-14.071875,-1.1245,-8.516936,4.916704,-6.8039594,3.696438
15007,Medio,53.5385848546041,0.838339727808922,2.4641638,-5.138769,1.9667292,2.0933607,0.99512064,-1.7838889,0.8592377,-1.1615103
15008,Medio,52.7637158822957,0.826206358107487,3.899033,-4.8650184,3.0321758,1.435075,1.9495925,-1.7232978,1.6052355,-1.0766135
15009,Muy bajo,57.8710471579132,0.906180057880446,-19.565344,11.367986,-13.946854,-0.569256,-8.887994,4.6009083,-7.116607,3.515464
15010,Muy bajo,58.0617527169983,0.909166241525927,-21.384077,5.721194,-13.918267,2.7279038,-9.95692,2.2015367,-8.019107,1.5538687
15011,Muy bajo,56.987059155138,0.892338036025637,-14.908062,15.813085,-13.583921,-3.2908392,-7.626787,5.9939284,-6.131046,4.4783506
15012,Muy bajo,57.1814782074509,0.895382367806904,-14.863867,12.953535,-10.884607,-3.105519,-5.997066,5.234286,-4.9461503,4.0342064
15013,Muy bajo,60.0444486219667,0.940212500029267,-32.999813,13.034495,-21.60933,0.62849367,-14.140695,6.116949,-11.310722,4.7059207
15014,Bajo,56.2588100892081,0.880934669175976,-15.223437,5.3915606,-10.074549,1.3763766,-6.5792828,1.9048867,-5.1561604,1.260014
15015,Bajo,55.5118857552817,0.869238873620337,-8.564413,11.333707,-8.333549,-3.4264972,-4.0945845,4.6479425,-3.240347,3.6241612
15016,Bajo,56.316356242488,0.88183576184789,-7.8667245,-5.3362355,-3.105614,5.571625,-3.678274,-2.261014,-3.2147202,-1.388116
15017,Muy bajo,56.7473588228833,0.888584662419596,-8.147484,-12.288047,-2.9104495,7.821706,-4.4986567,-3.5408213,-3.8532717,-2.3922915
15018,Muy bajo,58.3860933939114,0.914244965133192,-19.877485,7.115949,-13.693296,1.898426,-9.604242,2.7433434,-7.910341,1.9998446
15019,Muy bajo,58.7882143366636,0.920541619454719,-23.86445,9.992484,-16.252388,1.027645,-10.66993,4.2011595,-8.509428,3.1647837
15020,Muy bajo,60.9474221057646,0.954351808094313,-31.586744,10.555248,-20.485256,1.9778581,-13.809948,4.8073034,-11.042435,3.620029
15021,Medio,53.8645161498103,0.843443358284954,2.0435445,-5.295266,1.9521424,1.6316905,1.2073635,-1.3530419,1.0502083,-0.7402752
15022,Muy bajo,57.7209686239134,0.903830036906132,-20.553862,8.68488,-15.679858,-0.6365059,-9.829196,5.0748787,-7.8530836,3.7540605
15023,Muy bajo,58.455142130742,0.915326172255072,-23.482008,10.380641,-16.070057,0.56027925,-10.344976,4.5178127,-8.248602,3.418807
15024,Muy bajo,60.4532758786705,0.946614165893927,-30.30254,9.106497,-19.508224,2.582876,-13.320844,4.0971704,-10.644005,3.0414643
15025,Muy bajo,57.8421149495718,0.905727019763511,-30.504152,14.46834,-20.372887,-0.59373033,-12.916821,6.5454307,-10.301286,5.0316625
15026,Medio,54.4480212259194,0.852580235697924,-2.294278,-1.3214153,-1.1995621,1.0495722,-0.42849827,-0.040520635,-0.26136374,0.1610093
15027,Muy bajo,58.6309456024267,0.918079009951478,-20.832756,7.5359087,-14.635625,1.8882316,-10.228969,3.0754724,-8.315118,2.2541301
15028,Muy bajo,57.6703008675651,0.903036650357327,-18.479519,6.8442354,-12.224712,1.685093,-8.335745,2.3454998,-6.6923075,1.6371864
15029,Muy bajo,58.9428380369801,0.922962811407928,-27.766846,12.429274,-18.412436,0.13522486,-11.774609,5.457613,-9.3519745,4.150063
15030,Muy bajo,58.4280052369662,0.91490124626565,-21.063595,12.155386,-15.166229,-1.2806582,-9.351855,5.2882943,-7.477697,4.016095
15031,Muy bajo,57.8019731893664,0.905098455665006,-33.54317,15.184447,-22.22183,-0.58296156,-14.176384,7.125805,-11.352461,5.516463
15032,Alto,51.3089834194411,0.803427272327458,8.302442,0.39207453,3.7112226,-3.997885,4.4126935,1.5949326,3.9564974,0.82076275
15033,Muy bajo,59.5106884993079,0.931854559356007,-36.764183,15.018001,-24.14139,-0.0091648,-15.636439,7.399283,-12.520212,5.756777
15034,Bajo,56.2483861797893,0.880771445261698,-9.460066,12.954877,-10.010628,-3.7200782,-4.9521313,5.49113,-4.0519533,4.370856
15035,Muy bajo,59.1562287026604,0.926304212251249,-27.559288,11.318126,-18.114964,0.90573347,-11.858827,4.7865214,-9.443331,3.5850787
15036,Muy bajo,56.8907355104959,0.890829741806615,-13.416454,9.515281,-10.372047,-0.5087488,-6.5151024,3.2802286,-5.3083286,2.4080815
15037,Muy bajo,59.1984328386694,0.926965070284578,-30.11503,12.366866,-19.733643,0.65234107,-12.85431,5.4457617,-10.2407875,4.113691
15038,Bajo,56.2872796236821,0.881380462464061,-8.401135,-13.985852,-2.5585918,8.60013,-4.4232454,-4.0573673,-3.7172816,-2.7577038
15039,Muy bajo,58.9256262064893,0.922693298096586,-32.582333,14.131929,-21.520687,-0.07051555,-13.869356,6.547293,-11.096062,5.0381536
15040,Bajo,56.3260722540851,0.88198790106748,-12.2085705,9.462574,-10.122891,0.6981004,-6.7317567,2.283273,-5.4000506,1.6523511
15041,Alto,52.0516377992046,0.815056206343512,7.3846393,-2.8835206,4.495442,-0.4853455,3.9124093,-1.1829683,3.3678334,-0.7195206
15042,Bajo,55.2078652199439,0.86447833515008,-4.9133124,0.42514163,-4.9202604,1.1395075,-3.2927918,0.99744093,-2.8994253,0.9750492
15043,Muy bajo,56.7539379499164,0.888687682392594,-13.645866,9.948749,-9.661033,-1.5890943,-5.493031,3.8793883,-4.4697757,2.9472618
15044,Muy bajo,59.7375364167683,0.935406682033405,-26.063425,9.0853615,-17.027481,1.8154451,-11.422805,3.8926475,-9.12048,2.914833
15045,Bajo,55.0822462011482,0.862511316142933,-3.1064384,-2.0772774,-2.5225804,2.5442052,-2.5201037,-0.5118783,-2.270713,-0.37655392
15046,Muy bajo,56.5783783767566,0.885938663807648,-8.855767,-14.390507,-2.899507,9.172012,-5.008389,-4.3170075,-4.2763553,-2.9553752
15047,Bajo,54.7573328375386,0.857423625059021,-3.166822,-3.2673237,-1.2750447,2.867601,-1.3614473,-1.3672814,-1.0824699,-0.94313854
15048,Bajo,56.4647966957885,0.88416013275821,-14.233117,7.10082,-10.022547,0.5409251,-6.4074216,2.5660393,-5.1110168,1.8580378
15049,Bajo,55.6149598163669,0.87085286996613,-6.2919908,8.854001,-5.6305113,-1.6941334,-2.8864071,2.2750318,-2.3101988,1.3105294
15050,Muy bajo,57.0456403746941,0.893255336394908,-14.829486,13.127625,-11.086897,-3.2815711,-6.2024217,5.4894433,-5.1673055,4.2344856
15051,Muy bajo,59.3077941296522,0.928677515900469,-30.780323,7.597323,-19.513052,3.6423519,-13.642364,3.3242764,-10.893331,2.3671925
15052,Bajo,54.637655843971,0.855549649897278,-5.7041945,-0.802754,-2.8084865,1.7955054,-1.6255388,-0.103109576,-1.1084932,0.008314328
15053,Muy bajo,58.6452834522869,0.918303520725938,-23.508549,10.310204,-16.121498,0.7265274,-10.485227,4.3910065,-8.362149,3.3002944
15054,Muy bajo,60.4466812707242,0.946510903511373,-30.8328,10.046166,-19.956043,2.0638855,-13.463755,4.5979037,-10.754722,3.4532206
15055,Muy bajo,58.8696477501044,0.921816753376243,-25.178253,7.9989734,-16.442204,2.271702,-11.183428,3.4008384,-8.920701,2.5123522
15056,Alto,51.6659987825431,0.809017636046249,3.0597513,-1.5079345,1.8103874,-0.24414013,2.2612953,-0.2784402,2.3168125,0.20418333
15057,Muy bajo,59.5112241221154,0.931862946463733,-34.603584,14.418946,-22.775583,0.10717049,-14.811303,6.8163223,-11.869846,5.2744308
15058,Muy bajo,59.4154480130066,0.930363225889144,-35.5073,14.812109,-23.374449,0.054217186,-15.191514,7.0612445,-12.167949,5.4822717
15059,Muy bajo,58.3600958496088,0.91383787977086,-23.072897,11.003904,-16.207863,-0.45376256,-10.293462,5.0736136,-8.256768,3.7705865
15060,Muy bajo,58.6036528944795,0.917651644128983,-31.530123,13.584468,-20.8253,0.10721551,-13.447671,6.206273,-10.743494,4.755968
15061,Muy bajo,56.8356593550787,0.889967325863672,-7.9895935,-14.305396,-2.260334,8.857667,-4.4013524,-4.3850093,-3.7617428,-3.0309224
15062,Muy bajo,58.6971613524029,0.919115856441957,-24.07796,9.019833,-15.990035,1.5464135,-10.791565,3.8034992,-8.643009,2.8295937
15063,Bajo,54.6187612306828,0.8552537865493,-1.5092492,-9.739901,0.82835245,4.861189,-0.64483833,-3.11914,-0.47957626,-2.1630604
15064,Bajo,54.8532153000352,0.85892501097965,-3.0026255,-3.0512033,-1.4488305,2.89495,-1.5904154,-1.3002536,-1.3569117,-0.8624366
15065,Muy bajo,56.9895755168096,0.89237743874733,-14.744212,7.4500546,-10.347886,0.60166395,-6.632864,2.5679162,-5.287759,1.8254972
15066,Medio,54.0222446615773,0.845913167264433,4.093725,-15.803904,5.1948647,6.328854,1.4379684,-5.7011595,1.0696232,-4.034171
15067,Muy bajo,56.7050122684209,0.887921574311495,-15.196825,5.7200603,-10.129025,1.3241668,-6.605219,1.934337,-5.1902223,1.2524827
15068,Bajo,56.085230128654,0.878216648569357,-9.076662,11.126191,-8.934828,-3.3179216,-4.8070307,4.707137,-3.9889219,3.7003083
15069,Muy bajo,57.8103765235517,0.905230040183214,-10.304268,-14.859849,-3.6738827,9.825594,-5.85774,-4.4652276,-5.0716352,-3.1063645
15070,Muy bajo,57.4383444491744,0.899404535664992,-29.399946,15.137105,-19.586792,-1.3628392,-11.966572,6.8189363,-9.439702,5.2450476
15071,Bajo,56.0249551539035,0.877272826350985,-5.9963284,-14.02891,-1.3210113,8.2886095,-3.543606,-4.3458376,-3.0305161,-2.9967594
15072,Muy bajo,58.2675633844705,0.912388950146586,-19.499866,8.461389,-13.61563,0.9736967,-9.123168,3.4279249,-7.3724113,2.596158
15073,Muy bajo,59.7193742662461,0.935122288032956,-26.683235,9.06274,-17.411459,1.956673,-11.751114,3.8836348,-9.395441,2.8915234
15074,Alto,52.2588255953042,0.818300478881891,7.8735466,5.8902907,3.0302675,-5.9236183,4.438801,2.9022384,3.612936,2.8364294
15075,Muy bajo,57.7114697877946,0.903681298352284,-18.030582,7.5280547,-12.454323,1.278876,-8.444987,2.812728,-6.8139257,2.0926723
15076,Muy bajo,58.9621005848408,0.923264436099248,-25.139124,11.254029,-16.695858,0.25687847,-10.655795,4.8363686,-8.508484,3.6873932
15077,Medio,53.8550805696197,0.843295610230908,0.6510699,-2.6864607,0.3023171,1.3645775,0.3675526,-0.8417222,0.53684556,-0.43262136
15078,Bajo,54.9656106906239,0.860684966372737,-2.511893,-9.304182,0.013090749,5.217061,-1.6496446,-3.157218,-1.5083164,-2.2432072
15079,Bajo,55.7048560989425,0.872260520640315,-3.3714328,-1.3202274,-2.9647055,2.178685,-2.6583602,-0.010657323,-2.6728559,0.076670885
15080,Alto,51.6389489230125,0.808594072891978,3.8433702,-2.3087628,2.842229,-0.39230955,2.843795,-0.40996164,2.6439695,0.14337124
15081,Muy bajo,60.1165617134056,0.941341690679571,-33.13397,13.20758,-21.70949,0.54388505,-14.184342,6.207924,-11.3490505,4.782367
15082,Medio,54.033257350005,0.846085610638571,-4.0032783,0.9379405,-4.153565,0.66190815,-2.1133285,0.9313041,-1.426644,0.9205703
15083,Muy bajo,56.9616908510154,0.891940803688793,-18.971914,7.419923,-12.389808,1.1622891,-8.360489,2.9018042,-6.724241,2.2599535
15084,Muy bajo,56.8659783014653,0.890442078368436,-15.707378,7.9578924,-11.155287,0.586318,-7.193827,2.8729398,-5.76354,2.1596255
15085,Bajo,54.6960360215221,0.856463802228545,-4.7742395,-0.8504466,-2.6263514,1.5796958,-1.6825793,0.08992362,-1.2699716,0.22558908
15086,Medio,52.9101554133334,0.828499397359907,2.4213128,-1.8877766,1.2970911,0.13422498,1.6488792,-0.31254172,1.7730922,0.12374279
15087,Bajo,55.6308545631773,0.871101759580056,-7.160536,1.3815441,-5.772712,1.4874465,-3.7897775,0.72430634,-2.9571214,0.44875088
15088,Bajo,56.3096708080365,0.881731077248669,-14.909678,5.105226,-9.646084,1.3634444,-5.822826,1.495457,-4.2622085,0.4694974
15089,Muy bajo,57.6397975884192,0.902559011458094,-16.37073,8.848135,-11.904954,0.1432164,-7.6889696,3.5516803,-6.2393675,2.7815602
15090,Muy bajo,56.7073643694487,0.88795840494011,-13.98397,11.577946,-10.290821,-1.9482081,-5.9238544,4.2241955,-4.83408,3.1777823
15091,Muy bajo,58.8909145602834,0.922149762026085,-24.314539,9.839309,-16.644867,1.2458948,-11.035256,4.178321,-8.802166,3.1409023
15092,Muy bajo,58.2626334105002,0.912311753615381,-20.831812,8.009673,-14.656267,1.462949,-9.922913,3.4911838,-7.9846983,2.6264384
15093,Muy bajo,57.1654846883447,0.895131931556288,-16.208809,7.279535,-11.2712,1.1033623,-7.4848123,2.469009,-6.006136,1.7863473
15094,Bajo,56.3165283563294,0.88183845691111,-9.163846,11.6758375,-9.388135,-3.400469,-5.030573,4.993991,-4.1813407,3.880945
15095,Muy bajo,58.1570885980362,0.910659068741602,-24.417383,11.114144,-16.359306,0.61992836,-10.591506,4.429914,-8.428351,3.2973638
15096,Muy bajo,58.5875685555793,0.917399785766791,-24.312675,7.976013,-15.948519,2.0470166,-10.714669,3.4817524,-8.528161,2.5922668
15097,Medio,53.5437211461746,0.838420154986608,0.39576486,-4.1808,0.83015054,1.8558325,0.5174767,-1.2843183,0.6474169,-0.78273803
15098,Muy bajo,58.6034447832486,0.917648385396741,-20.294724,12.475508,-14.448194,-1.1521195,-8.924629,4.9982142,-7.1514573,3.7837896
15099,Muy bajo,57.6734713635661,0.903086295912242,-28.367996,14.08361,-19.062426,-0.6855361,-11.967112,6.186444,-9.511978,4.7252917
15100,Bajo,55.8593612094664,0.874679855642416,-13.100418,18.624355,-14.140348,-5.317908,-7.3406835,7.7986183,-5.777084,6.1173234
15101,Muy bajo,57.0256828517235,0.892942829360583,-14.54534,9.813161,-10.655634,-0.816919,-6.4787235,3.6622357,-5.2820997,2.7861915
15102,Bajo,55.5768463252931,0.870256065739432,-5.029241,-13.558025,-0.55288416,7.3132706,-2.6374946,-4.0434237,-2.2847428,-2.8183453
15103,Muy bajo,59.0269357545096,0.924279664623501,-24.518368,9.410401,-16.637873,1.390805,-11.139306,4.0694065,-8.910473,3.0292642
15104,Muy bajo,60.0298154572752,0.939983365035547,-33.936626,13.58707,-22.262665,0.4262813,-14.5329485,6.472809,-11.634461,5.0065017
15105,Alto,52.1900800672599,0.817224019587621,4.0298047,-3.8459625,3.0131798,0.50072515,2.4813757,-1.0917689,2.21306,-0.46460098
15106,Muy bajo,59.2839719834847,0.928304494245375,-34.916576,14.530084,-22.988089,0.115147755,-14.957813,6.8847494,-11.985553,5.336526
15107,Muy bajo,57.0838983356463,0.89385440281884,-12.382421,4.363542,-9.259785,2.0206113,-6.717467,1.4988816,-5.4353595,1.1415217
15108,Muy bajo,59.7177324368111,0.935096579268979,-28.00734,10.175769,-18.34424,1.4816474,-12.198377,4.5210624,-9.721539,3.406594
15109,Muy bajo,59.9872455123799,0.939316778944166,-32.838364,13.148747,-21.545355,0.55376667,-14.078466,6.1431856,-11.261988,4.722322
15110,Muy bajo,56.8107855470385,0.889577836647277,-16.572104,5.305191,-11.281948,2.2151544,-7.8810606,1.849894,-6.332594,1.3360758
15111,Alto,52.5274688610171,0.822507058545269,3.5011451,-3.520308,2.1916838,0.65870506,1.8728164,-0.7804757,1.8339361,-0.1470313
15112,Medio,53.6074728043998,0.839418417229606,0.50051117,-1.5632113,0.109042324,0.527772,0.6550945,-0.16300246,0.8904386,0.14755456
15113,Medio,54.2232743522467,0.849061012442166,2.3209248,-6.3525805,5.2383933,2.9186296,2.0841691,-2.8282387,1.6848178,-2.1102014
15114,Alto,50.4215142696938,0.789530740555869,6.755051,2.1871474,2.6522183,-3.0099602,3.6630273,1.2330302,3.2470744,1.508999
15115,Muy bajo,58.1416849347648,0.910417868812443,-20.933239,9.361358,-14.557773,0.90981066,-9.552702,3.72529,-7.617684,2.7830186
15116,Bajo,55.5199407529248,0.869365003673082,-7.0597315,-21.219872,-0.2890759,11.482215,-3.7942271,-6.2763114,-3.2617888,-4.416741
15117,Alto,49.69306767009,0.778124280603788,7.13859,1.8815411,3.0213711,-2.9060516,3.9740543,1.0070115,3.6184483,1.2741202
15118,Muy bajo,58.3289806504099,0.913350659055221,-28.192965,12.343565,-18.492414,0.45794144,-11.914086,5.1296277,-9.452306,3.797069
15119,Alto,52.2106690237787,0.81754641399253,8.815054,-4.2212877,4.9895644,-0.22703806,3.8414803,-1.3747072,3.1883101,-0.80072916
