CVE_MUN,GM,IM,IMN,Perplexity 100 Component 1,Perplexity 100 Component 2,Perplexity 200 Component 1,Perplexity 200 Component 2,Perplexity 300 Component 1,Perplexity 300 Component 2,Perplexity 400 Component 1,Perplexity 400 Component 2
20073,Medio,53.7122986438932,0.841059843987278,-0.1415006,8.584928,-1.9726616,-5.043961,0.7408997,3.7152443,0.60693526,2.2458544
20074,Medio,53.9709881759041,0.845110562033749,11.016113,-11.841855,7.8947196,2.8759813,4.627418,-4.6187778,3.5003755,-3.5611136
20075,Bajo,54.7239925437443,0.85690156245874,3.5290995,-16.658936,4.9831758,7.6383815,0.611204,-6.482201,0.1602436,-4.809276
20076,Medio,53.0221582544358,0.830253205974358,8.395641,-11.061265,8.62789,1.5268044,5.1509995,-4.2062273,4.069747,-3.6959124
20077,Bajo,54.7552363824369,0.857390797489819,-9.833169,-11.151994,-3.8812397,7.1116443,-3.984594,-2.7548978,-2.502085,-1.6772765
20078,Bajo,56.3340682489814,0.882113107219325,-7.0925913,-16.150883,-1.286357,9.881272,-4.182092,-5.439536,-3.6071272,-3.9053543
20079,Muy bajo,57.4234987738464,0.899172073050461,-15.24235,16.483034,-15.7057085,-2.5546985,-9.735444,6.0444527,-7.8849273,4.499035
20080,Alto,50.7699913151665,0.794987406103579,22.957933,-12.387436,14.753353,0.6968318,9.567455,-5.807774,7.4372287,-4.86677
20081,Alto,51.1694163495146,0.801241846251462,15.850598,-15.887424,11.456201,3.722169,6.3401875,-6.6699114,5.1444263,-5.217123
20082,Alto,51.9709118474639,0.813792150287619,16.455482,-9.102016,10.560895,0.13465577,7.177353,-3.9000711,5.598229,-3.298574
20083,Muy bajo,57.4191093230082,0.899103340359246,-12.4128065,15.522658,-15.889037,-2.1674373,-9.54031,6.012685,-7.7176337,4.454181
20084,Muy bajo,57.7558189861148,0.904375745076069,-10.866987,-15.611019,-3.7780468,10.473648,-6.173757,-4.8803205,-5.35067,-3.4366043
20085,Muy alto,45.6364988947621,0.71460405921239,29.51316,-2.8537621,16.980463,-6.120115,13.707271,-2.2602162,11.099314,-2.4412131
20086,Alto,52.1562937600981,0.816694973038734,13.360943,-4.400515,7.697649,-1.4172059,5.804004,-1.7087405,3.5008779,-2.0476234
20087,Alto,51.6854796929552,0.809322679991222,16.174486,8.443708,6.638594,-9.679684,8.243046,3.9996972,7.014133,3.0851598
20088,Alto,50.4378716663702,0.789786874622815,17.708324,-5.6152787,11.174532,-2.0485682,8.63607,-2.607307,7.0105934,-2.3184223
20089,Medio,53.7912024038994,0.842295367056599,10.099775,-11.356917,7.036409,3.0049946,3.9616992,-4.296404,2.902628,-3.212862
20090,Alto,50.214059158291,0.78628228223187,16.728361,8.480445,7.1101456,-9.55062,8.54814,3.737189,7.2538466,2.8624263
20091,Muy bajo,59.6069046409014,0.933361170226905,-28.370928,6.908744,-18.13944,3.629647,-12.783512,2.9743018,-10.236072,2.1434417
20092,Medio,53.8980277956531,0.843968104019841,4.260328,-10.459675,3.6747994,4.618746,1.0912986,-4.110476,0.64409953,-3.0335732
20093,Medio,54.3316861075621,0.850758589651001,8.958852,-18.317379,8.599058,7.11147,3.2199504,-7.660947,2.1625252,-5.897997
20094,Medio,52.946088571782,0.829062060612119,13.215621,6.734678,5.488171,-7.284601,6.7303443,2.8802865,5.653002,2.2172368
20095,Alto,48.7904353620807,0.763990314876769,26.33332,-5.4415665,15.520679,-3.8227174,11.779796,-3.2282884,9.353734,-2.9865675
20096,Bajo,55.7596518882316,0.873118546439885,-4.6207876,-11.839352,-0.80529016,6.8970094,-2.6187546,-3.8151345,-2.233351,-2.679417
20097,Medio,52.6781018236657,0.82486576110061,20.193024,-17.114283,13.522276,4.015311,7.6274576,-7.6165023,5.6253896,-6.2308517
20098,Alto,50.314929345097,0.787861768973641,21.291668,-8.112876,13.199462,-1.6580179,9.560049,-3.6130369,7.5724096,-3.1063983
20099,Muy alto,48.3984626321626,0.757852567444697,27.113626,-9.128255,16.654554,-2.0730417,11.8266325,-4.8435946,9.29342,-4.2253103
20100,Alto,50.0842628400557,0.784249852529153,25.086437,-12.575749,16.208633,0.41471985,10.553609,-6.242377,8.255947,-5.307595
20101,Alto,49.5264191262107,0.775514796335666,23.481365,-12.257667,15.523823,0.16170757,11.023873,-5.4604115,8.608689,-4.738336
20102,Medio,53.6555622753586,0.840171431417477,12.105212,10.29468,4.130252,-9.29082,6.398923,4.6695137,5.342459,3.6730802
20103,Alto,49.8695121912607,0.780887156242979,18.200508,10.423279,7.317665,-11.117636,9.214564,4.7173586,7.889031,3.5894554
20104,Alto,51.9315629637717,0.813176001531844,20.475662,-14.721416,13.71715,2.7068324,8.147152,-6.3186307,6.2301035,-5.083379
20105,Medio,53.1879020415157,0.832848523010174,14.015956,-9.487451,9.17819,1.0917466,5.8049426,-4.092111,4.467608,-3.358252
20106,Medio,53.5690449158839,0.83881668997652,14.40367,-15.859377,9.455849,5.106546,4.2170253,-6.8624625,2.742068,-5.3361382
20107,Muy bajo,57.097601682762,0.894068978163374,-12.193352,15.575764,-13.201085,-4.1383343,-8.355951,6.456818,-6.8605433,4.8554945
20108,Alto,51.715462134898,0.809792163304717,14.210488,-2.2568722,8.034355,-3.206019,7.0857415,-0.6834093,5.701081,-0.84127283
20109,Medio,54.5196452641362,0.853701768455399,-1.5156248,-10.285549,1.4078367,5.0261083,-0.43858266,-3.4385793,-0.36667407,-2.4224842
20110,Muy alto,45.8780899973498,0.718387039650412,19.899942,7.546636,9.307059,-9.854994,10.126973,3.072599,8.50966,2.1959805
20111,Muy alto,48.2163800352858,0.755001407386601,20.46131,2.493529,10.814881,-7.026421,10.021368,0.52083856,8.284763,0.023856707
20112,Alto,52.4204519350181,0.820831322422311,17.013935,-13.159858,11.418429,1.9216003,7.0565524,-5.220368,5.4113765,-4.134976
20113,Medio,53.1585043861825,0.832388196641123,12.61812,-12.870539,9.397451,2.689136,5.901909,-5.2134814,4.7191143,-4.2399592
20114,Medio,53.2828345727823,0.834335034329784,11.992417,-16.623262,9.800805,5.3663125,4.6995244,-6.9155197,3.3987014,-5.3196516
20115,Bajo,56.430270864509,0.883619506290854,-10.8693495,-14.296487,-3.9627025,9.70576,-5.917624,-4.387281,-5.084582,-3.1039436
20116,Muy alto,47.7122020004302,0.747106681038193,27.48043,-7.033098,16.350195,-3.2817626,12.189662,-3.9535785,9.648418,-3.5752404
20117,Alto,49.514607877209,0.775329848614316,20.555199,-1.7816179,11.429776,-4.599309,9.487208,-1.2555885,7.782768,-1.3721886
20118,Alto,51.1229095126086,0.800513613910264,24.377207,-12.566243,15.646644,0.6390782,10.020583,-6.153968,7.783317,-5.1727777
20119,Alto,52.1509442527787,0.816611207199157,20.92218,-15.376651,13.982107,3.2354908,8.196813,-6.941498,6.197723,-5.6816096
20120,Medio,53.4949759474877,0.837656873015108,11.887372,-17.44276,10.337878,5.6932125,4.9812,-7.2256327,3.672325,-5.644824
20121,Medio,53.697321132963,0.840825317010695,8.198276,-15.609501,7.249731,5.627569,2.7946074,-6.0273046,1.928315,-4.4731483
20122,Medio,53.4842135833253,0.837488349370582,19.633339,-16.686531,13.24565,4.4714894,7.2033105,-7.6627555,5.202406,-6.2725396
20123,Alto,51.9427063945541,0.8133504921493,14.396833,-2.5380003,8.398324,-2.6571834,7.01615,-1.6455656,5.4961324,-2.165032
20124,Muy alto,47.5153390418427,0.744024081085915,29.034159,-1.866595,16.315935,-6.5750556,13.380483,-1.7111883,10.765032,-1.902426
20125,Alto,48.877043561317,0.765346478741968,26.540678,-0.55197614,14.61966,-6.739448,12.117756,-0.9382263,10.019817,-1.3626199
20126,Muy alto,48.2919554450303,0.756184813122975,26.063246,-4.9503937,15.244864,-4.15797,11.751638,-2.9019184,9.375911,-2.7397645
20127,Alto,49.8872444442766,0.781164818646779,16.43005,-3.3692217,15.196121,1.9937133,8.966535,-1.1510965,7.094055,-5.2434955
20128,Medio,54.5860113680138,0.854740969278722,4.477069,-18.995533,6.2638354,8.394757,1.3474108,-7.4848065,0.8344163,-5.6819506
20129,Bajo,55.9626870393986,0.876297794337961,-1.5889249,-14.46415,1.4781673,7.626736,-1.4064653,-5.095093,-1.3021522,-3.685966
20130,Muy alto,48.6974246547803,0.762533896645817,17.050886,4.043505,8.33194,-7.4157248,8.5476675,1.891131,7.1778336,1.3383751
20131,Alto,50.5400808484444,0.791387328166971,23.841402,-2.5080454,13.626127,-4.450468,11.525011,-2.516892,9.072822,-2.3659973
20132,Medio,53.3074795817417,0.834720940871001,12.187647,10.226622,4.25104,-9.311797,6.531433,4.625879,5.5008707,3.6453524
20133,Alto,49.6828463440692,0.777964228863582,16.417887,-3.1079268,15.536796,2.2642817,8.973611,-0.76357126,7.2164707,-5.9993067
20134,Muy alto,47.5773503641158,0.744995092089972,23.712124,1.655718,12.947726,-7.0247264,11.456163,-0.31542632,9.362725,-0.79670393
20135,Medio,53.3269090157916,0.835025178767783,5.8236475,-9.561423,7.1391954,-2.8023286,3.038334,-3.049369,2.6115918,-2.0029426
20136,Alto,52.3091673192806,0.8190887602175,19.107044,-2.9727085,10.74594,-3.2162538,8.409217,-2.18692,6.61066,-2.1038916
20137,Alto,49.3932188858618,0.773429065949975,26.882086,-1.1739887,15.100462,-6.4691463,12.500684,-1.3117304,10.376633,-1.661146
20138,Medio,53.5417399646662,0.838389132441448,12.46011,-16.432446,10.471526,4.7256927,5.5323133,-6.5217457,4.211857,-5.063722
20139,Alto,49.4760041170334,0.774725367455803,23.828526,-5.507109,14.493911,-3.466304,11.131536,-3.1021628,8.87361,-2.836536
20140,Medio,54.284787448249,0.850024221916219,6.7838144,-11.659276,11.636359,5.3694735,3.6881058,-4.6423674,3.776054,-5.420438
20141,Alto,49.9974742666701,0.782890864255806,9.272059,4.4798946,2.8643394,-5.0774136,5.115142,5.653589,4.1648593,4.25288
20142,Alto,49.1642373230957,0.769843533356539,26.366585,-11.21854,16.6965,-0.5408681,11.113516,-5.870773,8.71591,-5.0219502
20143,Bajo,54.6074943315048,0.855077362588604,-6.383975,4.7061787,-5.1866484,-0.56753516,-2.5527465,2.1264114,-1.9033587,1.8219689
20144,Alto,51.8874337335198,0.812484999201875,14.807041,-5.471049,8.276187,-1.634551,6.2960925,-2.318761,4.317731,-2.595862
20145,Muy bajo,56.8535980147554,0.890248220308519,-14.625255,18.334667,-14.981155,-4.3629103,-8.719013,7.2130036,-7.3137507,5.445503
20146,Alto,50.1101566351824,0.784655313323782,25.258219,-4.9160924,13.939133,-3.781853,10.808255,-2.7278037,8.602062,-2.522265
20147,Medio,54.1663772463591,0.848170082949121,7.996441,-16.772402,7.741442,6.287082,3.044713,-6.710374,2.1600919,-5.070543
20148,Alto,49.8568091417192,0.780688244166317,21.35359,-4.5104012,12.414816,-3.282972,9.672209,-2.5328732,7.7349677,-2.3500106
20149,Alto,49.4663248596582,0.774573803756178,27.91112,-2.5435073,15.959733,-5.6606326,12.687671,-2.2821305,10.193448,-2.4711702
20150,Muy bajo,56.6986109343695,0.887821338329148,-12.037268,15.610174,-13.025691,-4.2441993,-7.9806614,6.600674,-6.4770923,5.022339
20151,Alto,51.8376351069472,0.811705222015766,19.349297,-13.723456,12.745658,2.4617732,7.5170503,-6.202918,5.6793885,-4.984461
20152,Muy alto,46.0605155508224,0.721243569931498,20.599611,6.7333956,10.027209,-9.3110285,10.391744,2.3350067,8.679025,1.5148262
20153,Medio,53.4679774006205,0.837234113345734,11.519664,-7.4050097,7.320856,0.33734986,4.922495,-2.7364807,3.8041673,-2.0543804
20154,Alto,51.7905043555149,0.810967220041405,18.133661,-10.304412,11.622357,0.7092226,7.6765213,-4.626562,5.980869,-3.753377
20155,Muy alto,47.4517287226026,0.743028032014718,26.955475,0.39426285,14.375962,-7.6107473,12.335642,-0.22166793,10.218489,-0.81803703
20156,Medio,54.2831951643502,0.849999288966385,8.953689,-16.320604,7.8342824,5.944049,3.0269928,-6.379814,2.1204479,-4.8226986
20157,Muy bajo,59.6943416023054,0.934730311354242,-27.966486,7.607243,-17.953344,3.0272465,-12.458301,3.3177934,-9.969557,2.4289694
20158,Alto,51.6142592890443,0.80820746758523,20.770239,-11.765349,13.157725,0.26202175,8.70393,-4.729237,6.7122507,-4.002107
20159,Alto,49.3702005081557,0.77306863019036,26.71733,-1.2793823,14.97716,-6.3111315,12.285927,-1.4072458,10.0739565,-1.7002596
20160,Medio,53.4188966771846,0.836465577523622,10.539211,-13.369842,8.0112295,3.752618,4.2387204,-5.294052,3.1008077,-3.9373467
20161,Alto,52.2098020371041,0.817532838187813,13.250803,6.3113427,5.6493444,-7.1803727,6.706127,2.6654522,5.6408544,1.957494
20162,Muy alto,48.7225000159212,0.762926541903265,20.698523,5.5463057,9.604444,-8.89019,9.843362,2.4229033,8.217911,1.6528381
20163,Alto,50.3106392009844,0.787794591287541,23.706757,-8.524953,14.626208,-1.8048525,10.451427,-4.1438174,8.219738,-3.5470088
20164,Alto,50.8624705483086,0.796435502188875,24.139343,-11.283158,14.972169,0.19947277,9.520683,-5.5015564,7.3289313,-4.493662
20165,Alto,51.3122143802363,0.803477864676901,6.457289,-1.890253,3.5428948,-0.87514323,3.5574157,-0.5457009,3.2543101,-0.0663344
20166,Medio,53.4490745653694,0.83693812125326,7.3757696,-7.898094,4.5852976,2.8331764,2.0204835,-3.4319043,1.4296867,-2.5820541
20167,Alto,49.8142867665551,0.780022402950721,22.856504,3.9491403,11.823701,-8.070615,10.431659,0.24870059,8.576661,-0.22532986
20168,Alto,50.7133724460325,0.794100833410865,10.979504,-4.436992,6.4485297,-0.8026628,5.460643,-1.7869328,4.96812,-1.64153
20169,Muy alto,42.1285692489624,0.659674763034332,23.590574,6.5493197,12.042513,-9.899747,11.872837,1.9697957,9.816301,1.1319102
20170,Muy alto,44.8309808837109,0.70199076821929,21.814693,6.7608237,10.711376,-9.726635,10.980432,2.3980062,9.134394,1.5833291
20171,Muy alto,37.9560375879217,0.594338724241179,23.4277,7.2686634,11.616959,-10.418095,11.786167,2.556627,9.776314,1.7220873
20172,Bajo,54.9727124026363,0.860796169299216,1.2749176,-17.042408,4.130497,8.216574,0.15412103,-6.5302014,-0.07163866,-4.9022756
20173,Medio,53.5576564047212,0.838638361741393,19.392946,-16.709223,12.966105,4.566915,6.895431,-7.5844336,4.9016137,-6.136767
20174,Muy bajo,56.9821162572956,0.892260637124582,-10.996197,-15.023448,-3.949119,10.180131,-6.152937,-4.662612,-5.320569,-3.2922835
20175,Alto,52.1829034826534,0.81711164426052,15.7354765,-13.069993,10.999867,2.2488513,6.708323,-5.2881675,5.146335,-4.1809025
20176,Alto,51.0510220524862,0.799387956332359,14.04986,5.9939737,6.3931103,-7.8260202,7.466916,2.908704,6.2960215,2.2996988
20177,Bajo,54.6717567502474,0.856083622630466,-1.2848005,8.366554,-2.8279793,-5.0641212,-0.27510667,3.8857396,-0.28284997,2.5435874
20178,Bajo,55.9700562511271,0.876413185937709,-10.39127,-13.2976265,-3.803953,8.817469,-5.31669,-3.8791912,-4.4685316,-2.7065804
20179,Medio,52.9014141484512,0.828362521317292,18.767763,-14.885261,12.327734,3.4986358,6.824716,-6.483569,4.9910254,-5.121862
20180,Medio,53.0735355247974,0.831057702525164,8.359579,-6.8596487,4.9934745,1.8340588,2.848563,-2.8021436,2.147358,-2.1282363
20181,Medio,52.7766854844928,0.826409444027766,11.476717,-16.60821,9.606146,5.3827825,4.7765665,-6.7342806,3.6455874,-5.1119094
20182,Alto,49.2832779081029,0.771707543245933,25.524801,-10.608128,15.962807,-0.77020323,10.694345,-5.2693005,8.379813,-4.394061
20183,Alto,51.4231342883384,0.805214716067714,16.887707,-11.37102,11.248109,1.1488823,7.3670864,-4.655094,5.795079,-3.5710258
20184,Bajo,56.135935257653,0.879010620321861,-12.670483,12.356103,-9.703134,-1.730904,-5.838414,3.9535806,-4.846728,2.9753156
20185,Medio,53.0479493437922,0.830657058539564,6.297897,-5.8048964,4.2734365,1.2273009,2.645139,-2.0839348,2.0209408,-1.2580806
20186,Medio,53.0379743767515,0.830500864438122,5.616869,-16.2064,6.5596004,6.2558465,3.775405,-6.3074675,2.4930408,-4.6668334
20187,Alto,49.9259166065363,0.781770370886733,24.57694,-10.942377,15.300294,-0.30107477,9.909697,-5.286744,7.6885834,-4.3025255
20188,Alto,49.4912542042221,0.774964162597243,24.652803,-1.4592528,13.918259,-5.8577123,11.660022,-1.3350803,9.431498,-1.5124581
20189,Muy alto,48.2565535365573,0.755630468506026,27.908758,0.021789094,14.980049,-7.244285,12.602139,-0.7696368,10.765883,-1.4075466
20190,Alto,50.9969745902309,0.798541648292674,15.978,2.1489189,8.135252,-5.8320413,7.8926573,0.70922357,6.4883633,0.21953203
20191,Medio,54.135791987488,0.847691160361484,19.591192,-16.853004,13.183352,4.619614,7.073263,-7.728069,5.0541162,-6.318323
20192,Muy bajo,56.5687442185092,0.885787806297598,-6.773237,-14.409761,-1.5775675,8.758126,-3.9357803,-4.6292186,-3.383346,-3.2678492
20193,Bajo,54.9030641250815,0.859705574203994,4.579698,-11.448444,3.8390357,4.7952347,1.1203332,-4.3184166,0.39188758,-3.4601998
20194,Medio,54.298486097845,0.850238723704132,5.8181458,-18.534163,6.891884,7.735714,2.0482237,-7.3393817,1.4188186,-5.602986
20195,Muy alto,47.3753170226969,0.741831531138307,19.97884,4.4036894,10.328316,-7.860113,10.137552,1.1900885,8.562797,0.51345265
20196,Bajo,55.3169588176331,0.86618658906155,8.204572,-19.995293,8.026658,8.580301,1.7960567,-8.194343,0.8033921,-6.2400894
20197,Medio,52.8631145952429,0.827762803616515,12.290008,-14.24261,9.119483,3.3086393,5.205451,-5.119391,4.019263,-3.8657694
20198,Alto,49.5751735858624,0.776278223320987,24.753086,-10.718603,15.338322,-0.5479482,10.045216,-5.10986,7.831296,-4.1402316
20199,Alto,48.9076056980293,0.765825039268779,26.24967,-11.477319,16.639812,-0.29313406,10.8989105,-5.9902096,8.51059,-5.0518994
20200,Alto,49.1404262712266,0.769470685422718,26.45111,-9.301777,16.41325,-1.6577959,11.470067,-5.062266,8.979111,-4.387721
20201,Alto,51.5074033294485,0.806534251972124,20.950567,-14.111379,13.895089,2.2096634,8.607163,-6.4099555,6.667571,-5.2560825
20202,Alto,51.4831929117262,0.80615515052485,18.41153,-8.283235,11.54521,-0.8315326,8.181378,-3.6305387,6.4557095,-3.001691
20203,Muy alto,48.0855781463302,0.752953231845882,22.132622,1.6605026,12.055243,-6.8603806,10.779609,-0.11630134,8.811396,-0.51846963
20204,Medio,53.7930692446964,0.842324599185351,10.16848,-17.737125,9.321903,6.4851127,3.9877393,-7.373362,2.921839,-5.6867886
20205,Muy alto,48.6989356950029,0.762557557432751,19.982561,0.91491455,11.237999,-5.97973,10.067724,-0.56887484,8.3018265,-1.0318089
20206,Alto,52.4906952044865,0.821931234262837,13.317738,-8.885288,8.654453,0.8251381,5.639014,-3.5680466,4.4146833,-2.8421006
20207,Alto,49.5292201899631,0.775558657095717,20.197306,-0.55376816,12.164231,-4.1300054,9.794952,-1.9684359,7.848503,-2.0018375
20208,Alto,49.3422758102582,0.7726313682848,25.802189,-11.33423,16.334736,-0.28564525,10.731884,-5.8522167,8.379778,-4.955216
20209,Alto,49.2679108534208,0.771466916556333,26.734426,-9.879828,16.767214,-1.2323725,11.493688,-5.4956064,9.011035,-4.802897
20210,Alto,51.6398072439143,0.808607513002754,20.175343,-11.526633,13.332285,1.0588785,8.343891,-5.48513,6.38383,-4.599566
20211,Alto,49.0059938617294,0.767365660983004,25.986565,-2.4426315,14.987998,-5.076237,11.811162,-2.338467,9.4798765,-2.4055593
20212,Muy alto,47.7686084921693,0.747989928196475,27.053616,-6.002911,16.076214,-3.7605948,12.2217045,-3.5362818,9.710881,-3.256516
20213,Alto,50.6135779119906,0.792538189894367,24.839441,-10.732766,15.779523,-0.49156404,10.434052,-5.4941335,8.137103,-4.637511
20214,Alto,51.7290127691255,0.810004347377956,17.758247,-11.690733,11.965413,1.0031655,7.919876,-4.853934,6.2342296,-3.9132543
20215,Bajo,55.4548652282207,0.868346011523483,-4.2999234,-10.223568,-0.8803819,5.864804,-2.1726747,-3.1169066,-1.697298,-2.1331747
20216,Medio,53.176117230939,0.832663989277764,20.20194,-15.847607,13.439508,4.016413,7.522239,-7.3279233,5.5044503,-6.001501
20217,Muy alto,43.8823527879406,0.687136572469446,22.85577,7.9196587,10.904606,-10.590779,11.173288,3.1150818,9.213992,2.2613757
20218,Alto,51.7912704973914,0.810979216756932,16.617594,-11.0460205,11.123096,1.1065562,7.2505736,-4.653266,5.6604404,-3.7096496
20219,Alto,51.2801858919568,0.802976343125308,21.92303,-12.506347,13.957553,1.0296378,8.808904,-5.667415,6.717753,-4.6720743
20220,Medio,52.9061923977213,0.828437342050851,18.769083,-14.75259,12.379682,3.3970668,6.889726,-6.4796996,5.0245137,-5.1384096
20221,Medio,53.2931925348868,0.834497225600901,8.173688,-10.268185,7.11862,1.6571747,4.1025295,-3.7017312,3.1657627,-2.8204558
20222,Medio,53.1902719802369,0.832885632952243,12.081585,-12.431525,8.808903,2.8409536,5.316495,-5.0617285,4.246077,-4.1626344
20223,Bajo,54.8478552839259,0.85884108058705,7.7565746,-18.07118,7.9483495,7.115442,2.880589,-7.4641213,1.9021692,-5.7224936
20224,Medio,54.3424849984449,0.850927685253133,2.1647117,-9.755179,4.4020543,-6.7333436,0.29883656,-3.4832776,0.13729636,-2.084022
20225,Muy alto,46.2536051198448,0.72426708385471,21.114697,3.7114923,10.99352,-7.883488,10.606023,1.07684,8.789337,0.44680136
20226,Medio,53.6587989749911,0.840222113629125,11.181619,-12.493323,8.144925,3.151304,4.6380324,-4.883537,3.4770923,-3.7334867
20227,Muy bajo,57.7714847193374,0.904621048655934,-15.411589,17.822216,-15.987232,-0.5485864,-10.133069,4.904511,-8.156264,3.6293457
20228,Alto,49.4558796892282,0.774410246924054,23.280453,-7.104119,14.230211,-2.680717,10.783931,-3.5334208,8.567841,-3.0957866
20229,Muy alto,47.1001042680882,0.737522082421745,27.945639,-4.227386,16.266804,-4.973668,12.841526,-2.7501037,10.299878,-2.715216
20230,Medio,53.3438821462574,0.835290954368939,14.259759,-15.147596,9.492501,4.404678,4.5626774,-6.30472,3.2083786,-4.804169
20231,Muy alto,47.1670388270881,0.73857018446115,27.67252,-0.8311802,15.408499,-6.423983,12.662153,-1.5838968,10.416242,-1.9945534
20232,Muy alto,48.1592038155556,0.754106107359229,25.940903,-0.21374895,14.320089,-6.885837,12.1022215,-0.715788,9.884615,-1.0459161
20233,Alto,50.6224125901472,0.792676528658852,24.991358,-11.539513,15.939743,-0.3415314,10.6069,-5.610569,8.290265,-4.750395
20234,Muy alto,46.4117693086444,0.726743714930176,27.385712,-3.9079156,15.726733,-5.2798114,12.556602,-2.2585843,10.06171,-2.266082
20235,Alto,50.5611646956697,0.791717471871591,17.786097,-10.908361,12.092677,0.09409294,8.397407,-4.2231097,6.6592417,-3.2810977
20236,Muy alto,46.3304756754335,0.725470769772516,28.13436,-0.18620612,15.333177,-7.1137004,12.89298,-1.0212669,10.992301,-1.6248062
20237,Bajo,54.6729777518524,0.856102741816301,4.744889,-18.001732,6.198122,7.8354535,1.5560098,-7.0458517,1.0087937,-5.260932
20238,Medio,52.9297214400769,0.828805774108172,13.708282,-7.149563,8.618584,-0.24871187,5.9947796,-2.8954551,4.7616253,-2.3255064
20239,Medio,52.7846713896631,0.826534492188546,14.927602,4.8029175,6.859495,-7.012127,7.4175367,2.3589442,5.9686766,2.724349
20240,Muy alto,45.6994653019075,0.715590025516331,23.931803,2.986299,12.884263,-8.07767,11.818171,0.40718058,9.704132,-0.233967
20241,Medio,53.2235242465546,0.833406317164752,12.563672,-16.711124,10.220075,5.0225906,5.1212482,-6.8213882,3.774977,-5.2625465
20242,Muy alto,44.9684577332552,0.704143464353117,28.626873,-7.33774,17.35709,-3.4038622,12.932814,-4.2868114,10.258091,-3.9725862
20243,Bajo,55.1909726983336,0.864213821771415,-3.4062703,-12.99225,0.37764412,7.5188584,-2.07997,-4.6258826,-1.8539845,-3.2797027
20244,Alto,52.4573367132723,0.821408886716285,13.749925,-7.7403264,8.796652,0.037055817,6.0778565,-3.1225553,4.8468723,-2.5371032
20245,Alto,48.7736475645481,0.763727441331414,18.618526,8.36048,8.191709,-10.125803,9.445818,3.7141135,7.975783,2.805286
20246,Medio,52.9864585900361,0.829694198913994,13.556599,-13.372151,10.568707,2.814022,6.3451886,-5.46957,4.9023867,-4.3110948
20247,Muy bajo,57.6974997126782,0.903462546418472,-9.734684,-14.328119,-3.2651217,9.473179,-5.407462,-4.4514294,-4.672713,-3.111905
20248,Muy alto,38.5469763638553,0.603592003047731,23.910007,7.6681333,11.923748,-10.759812,12.198739,2.6498775,10.120032,1.773588
20249,Alto,50.5870982469375,0.79212355519206,21.009502,-5.4144936,12.924401,-3.0698388,10.004841,-2.6788678,7.9729075,-2.4056633
20250,Medio,54.0389472848692,0.846174707099716,6.839958,-11.7324705,12.037202,5.2437325,6.142219,-7.378639,4.2929754,-5.8152566
20251,Alto,49.6894717289195,0.778067973169619,23.350557,-7.5696445,14.297251,-2.1916556,10.47197,-3.903069,8.244289,-3.377259
20252,Alto,50.046044323747,0.783651403753444,21.864368,-10.253652,14.0762615,-0.7645598,9.95667,-4.1891413,7.847923,-3.7275932
20253,Muy alto,44.950677296844,0.703865047464404,28.998772,1.0130959,14.522191,-9.65466,13.219637,1.1297712,11.657314,-0.8005244
20254,Alto,51.4580981482366,0.805762201453624,15.691678,-4.856201,6.9275293,-0.99191296,5.843078,-1.9488194,4.9539013,-1.6482255
20255,Alto,51.0976839718127,0.80011861704843,21.609734,-7.7348614,13.270293,-1.7927034,9.633351,-3.6938024,7.601072,-3.1808295
20256,Medio,54.1803790601044,0.848389331865691,10.049625,-10.988937,6.8314586,2.9246597,3.7273502,-4.1312776,2.6518798,-3.054991
20257,Alto,50.5228974367453,0.791118259854356,24.529268,-11.727807,15.551046,-0.014826458,10.222301,-5.6207104,7.9768944,-4.7032285
20258,Alto,52.5189117034454,0.822373065366911,19.397444,-16.14491,13.095446,3.9742858,7.3116646,-7.2427535,5.3921237,-5.86856
20259,Alto,48.8923983586943,0.765586913499234,26.927979,-10.435194,16.850786,-1.1911079,11.5466,-5.5045447,9.069188,-4.783433
20260,Alto,51.6430011775482,0.808657525558381,21.51514,-11.462837,13.653172,0.0424351,9.13664,-4.88787,7.1075287,-4.09331
20261,Alto,49.7764240023264,0.779429524757475,16.84596,-1.1353968,9.5302515,-3.541274,8.033377,-1.1999445,6.5127296,-1.1236274
20262,Bajo,54.8612656957314,0.859051068972311,8.66059,-17.68492,8.122435,6.918345,2.8238268,-7.1577005,1.8440052,-5.3844695
20263,Alto,49.6306110506632,0.777146296866033,25.159857,-6.1675553,15.069566,-3.0484774,11.278071,-3.5863078,8.940897,-3.2532215
20264,Alto,49.5193260765046,0.775403729048848,18.882326,0.165989,10.6430025,-5.4112883,9.35736,-0.67925775,7.6972165,-1.0183489
20265,Alto,49.4017980791693,0.773563404177288,16.899265,3.7267802,8.303203,-6.898356,8.23028,1.4122463,6.792652,0.8445095
20266,Alto,50.828917715961,0.795910111530645,17.773693,-5.9232483,11.284047,-1.7069261,8.551893,-2.993159,6.887229,-2.6502552
20267,Bajo,54.9865774015841,0.861013275886467,9.156351,-19.03495,8.700969,7.6580358,2.8930018,-7.9744496,1.8277515,-6.1628776
20268,Medio,52.899233702561,0.828328378569234,8.15514,-7.7113967,5.6386924,1.4122919,3.7360373,-2.8431578,2.950941,-2.2087028
20269,Medio,53.1428375914754,0.832142876439887,5.074508,-10.4229145,4.4995914,4.0052576,2.0617604,-4.042211,3.4259322,-6.6734066
