CVE_MUN,GM,IM,IMN,Component 1,Component 2,Component 3
8058,Muy bajo,57.522137155796,0.90071661283424,-2.3638697,0.48329633,-3.4308817
8059,Muy bajo,57.9758583067828,0.907821254603393,-3.396186,0.48275024,-3.3924801
8060,Muy bajo,59.0695487231787,0.924946924407303,-6.3140416,1.5966936,-0.6752835
8061,Bajo,56.3293489861721,0.88203921013165,-1.0548942,1.106339,-3.774966
8062,Muy bajo,58.2701677860254,0.912429731450323,-4.0454698,0.97734195,-1.9193829
8063,Medio,53.9090226568948,0.844140268245057,0.1303405,1.8998855,-2.6953452
8064,Bajo,55.0102836569811,0.861384482853384,0.17947623,0.6974057,-3.5102572
8065,Muy alto,36.7851601354547,0.576004412875563,3.4965637,-2.31449,3.7770598
8066,Muy alto,41.6391520113259,0.652011170227399,3.4802668,-2.199049,3.704752
8067,Bajo,56.0284819036415,0.877328050343614,-0.6955949,0.84000504,-3.6550481
9002,Muy bajo,60.637957252589,0.949506019183713,-7.2859206,1.0953279,-0.28089783
9003,Muy bajo,60.8769530595478,0.953248360904127,-7.4251213,1.121678,-0.43111613
9004,Muy bajo,60.4421617230741,0.946440133685141,-7.255279,1.6139393,-0.39722753
9005,Muy bajo,60.0921224607171,0.940959005995201,-6.9076953,1.0806997,0.10098632
9006,Muy bajo,60.4422454901315,0.94644144536068,-7.1510973,1.0364497,-0.13309039
9007,Muy bajo,59.5445475030509,0.932384744232185,-6.2937007,0.5748804,0.49963456
9008,Muy bajo,59.6833405260121,0.934558049809966,-6.6061277,1.0359218,0.27440733
9009,Muy bajo,57.2813027602769,0.896945481375781,-4.772107,0.7353523,1.6646318
9010,Muy bajo,60.4870520786772,0.947143054178834,-7.2341166,1.5584447,-0.33720455
9011,Muy bajo,59.325104804355,0.928948576974607,-6.359293,0.6687177,0.4475207
9012,Muy bajo,59.5683005202987,0.932756683424605,-6.8265114,0.86485535,0.21990772
9013,Muy bajo,58.5571719595363,0.916923817376475,-6.156746,0.79072094,1.0228555
9014,Muy bajo,62.3971454880912,0.977052458644538,-7.8142114,1.6672239,-0.88572776
9015,Muy bajo,61.3285335133283,0.960319482334293,-7.589988,1.5862311,-0.6758809
9016,Muy bajo,61.2214578697982,0.958642826776515,-7.56944,1.3398037,-0.5796154
9017,Muy bajo,60.3845963564287,0.945538740158663,-7.1080885,1.0381399,-0.06594453
10001,Muy bajo,56.6960494329267,0.887781228781461,-3.231682,-0.96989995,-1.1880921
10002,Alto,50.8021460659875,0.795490904750848,2.84065,-1.8649035,1.203656
10003,Bajo,55.3986423304642,0.867465639191456,-0.2909582,-1.5101802,-2.927881
10004,Muy bajo,56.9816697852868,0.892253645994292,-3.3212683,0.1274694,-1.4160777
10005,Muy bajo,59.5910145755833,0.933112353918632,-6.5128264,0.38411805,-0.02956139
10006,Medio,54.341867581474,0.850918017362644,0.30000845,-1.049885,-1.4758801
10007,Muy bajo,59.2730388873649,0.928133297176008,-5.9381576,0.47797406,-0.14287262
10008,Muy bajo,57.895155666715,0.906557563575854,-3.7723873,0.17408015,-0.7619938
10009,Medio,52.9964160469859,0.82985011883178,0.08520173,2.1024594,-1.994756
10010,Muy bajo,56.6751793788539,0.887454432780069,-1.7302091,-0.26561284,-3.1212637
10011,Bajo,55.6061648400237,0.870715152876789,-0.6991238,0.3513252,-3.167871
10012,Muy bajo,58.8038790671402,0.920786907332978,-5.5674157,0.84846777,-0.5109074
10013,Muy bajo,56.7490494471011,0.888611135241961,-2.8965716,0.69495195,0.29176077
10014,Muy alto,28.2229952282718,0.441932826612379,3.535857,-2.3929563,3.844441
10015,Bajo,55.8717551228194,0.874873927076598,-0.69291675,-0.5678402,-2.5599194
10016,Muy bajo,56.885686159889,0.890750676003421,-2.4629219,-0.23785563,-1.318518
10017,Bajo,55.5609313837748,0.870006859904487,-1.054202,-0.58994746,-3.321541
10018,Muy bajo,57.9369748090193,0.907212393143574,-4.0053396,1.1408025,-0.68724537
10019,Alto,50.5858068355353,0.792103333486792,2.1842294,-2.6627893,1.626947
10020,Muy bajo,57.3430224858356,0.897911926381115,-3.1052222,-0.23941016,-0.9001906
10021,Muy bajo,56.7246617952508,0.888229258554902,-2.858573,-0.24139053,-0.1050183
10022,Muy bajo,57.3596245514937,0.898171891623803,-3.1356292,0.20847265,-0.8647167
10023,Alto,51.5504064424081,0.807207620872542,1.9456881,-2.0474074,3.2812724
10024,Muy bajo,56.9146939292816,0.891204897301256,-2.689059,-0.30525735,-0.75580424
10025,Bajo,55.0338068365764,0.861752823108038,0.22951815,0.3051189,-3.5185099
10026,Bajo,54.9460377012624,0.860378480599564,-1.4868939,2.702186,-2.006489
10027,Alto,52.2075436392665,0.817497474820746,1.9969255,1.7147377,1.5089827
10028,Muy bajo,56.5545756981802,0.885565946987937,-1.5623147,-0.024318323,-2.9525726
10029,Bajo,55.8256287374821,0.874151652077484,0.08373682,-0.12472856,-3.151616
10030,Bajo,55.7312859224862,0.87267437489395,0.18714117,-0.10558584,-3.3821023
10031,Bajo,55.7855929243672,0.873524746962966,-0.45011774,-0.91803426,-2.6222553
