CVE_MUN,GM,IM,IMN,Perplexity 200 Component 1,Perplexity 200 Component 2,Perplexity 200 Component 3,Perplexity 300 Component 1,Perplexity 300 Component 2,Perplexity 300 Component 3,Perplexity 400 Component 1,Perplexity 400 Component 2,Perplexity 400 Component 3
15050,Muy bajo,57.0456403746941,0.893255336394908,-5.062548,-1.6972659,1.8908128,-4.0611606,-1.5427829,1.4505366,-3.957265,-1.1183513,1.29505
15051,Muy bajo,59.3077941296522,0.928677515900469,-8.868061,3.058178,-0.56341785,-7.5105457,2.2751353,0.23132527,-7.184209,1.7952776,-0.1733251
15052,Bajo,54.637655843971,0.855549649897278,-0.9671669,-0.22183633,-0.45686594,-0.5937382,0.16746144,-0.6060891,-0.6703707,-0.29677925,-0.397015
15053,Muy bajo,58.6452834522869,0.918303520725938,-7.5693283,0.8410099,0.79394615,-6.1514845,0.35526517,0.9056225,-5.6695023,0.30967346,0.249935
15054,Muy bajo,60.4466812707242,0.946510903511373,-9.668222,2.0651312,-0.09848338,-8.045003,1.2348232,0.4285235,-7.427935,0.8613442,0.004898486
15055,Muy bajo,58.8696477501044,0.921816753376243,-7.520317,2.012388,0.61613953,-6.255429,1.3593732,1.0027138,-5.78503,1.0165615,-0.13147148
15056,Alto,51.6659987825431,0.809017636046249,0.93112254,-2.7461042,-1.790186,0.49454853,-1.3223393,-2.862113,0.87598497,-2.4739778,-1.1963806
15057,Muy bajo,59.5112241221154,0.931862946463733,-11.29639,0.826303,-1.3917869,-9.109632,0.3095755,-1.1486901,-8.693018,-0.284079,0.6539362
15058,Muy bajo,59.4154480130066,0.930363225889144,-11.680528,0.7870879,-1.5674272,-9.327487,0.3075167,-1.4414937,-8.956196,-0.44978908,0.61082846
15059,Muy bajo,58.3600958496088,0.91383787977086,-7.8366947,0.1719251,0.93595326,-6.2396183,-0.22521643,0.7951994,-5.7520685,-0.031578813,0.073100574
15060,Muy bajo,58.6036528944795,0.917651644128983,-9.975468,0.7744307,-0.9402233,-8.131037,0.24984834,-0.48809004,-7.71359,0.05331139,0.8271611
15061,Muy bajo,56.8356593550787,0.889967325863672,-2.2045333,2.3457825,-3.2360196,-1.9808244,2.962345,-1.9211822,-2.243883,1.240698,-2.5242212
15062,Muy bajo,58.6971613524029,0.919115856441957,-7.3276334,1.4224122,0.052193902,-6.0950546,1.0038185,0.45034802,-5.7138605,0.5707624,-0.34587666
15063,Bajo,54.6187612306828,0.8552537865493,0.35025606,0.4145923,-2.8568807,0.35904709,1.33159,-2.0858345,-0.1426135,0.14792928,-1.509969
15064,Bajo,54.8532153000352,0.85892501097965,-1.1514167,-0.52448434,-1.99375,-1.0575963,0.45720053,-1.961228,-1.0537839,-0.719031,-1.6050663
15065,Muy bajo,56.9895755168096,0.89237743874733,-4.412937,0.079761766,-0.5855805,-3.570785,0.51571107,-0.4051254,-3.4055622,-0.09409252,-0.7192239
15066,Medio,54.0222446615773,0.845913167264433,1.7847475,1.4724722,-1.5915571,1.0426134,1.7400954,0.061078567,1.5030285,1.2674749,-1.9212489
15067,Muy bajo,56.7050122684209,0.887921574311495,-4.096356,0.3047431,-1.3426327,-3.4583404,0.7716652,-0.96040016,-3.2291992,0.06576648,-1.0973132
15068,Bajo,56.085230128654,0.878216648569357,-4.1083283,-1.8115077,0.9056682,-3.1963375,-1.6326128,0.48932928,-3.060694,-1.3732984,0.89397454
15069,Muy bajo,57.8103765235517,0.905230040183214,-3.266212,2.8388264,-3.441134,-3.0021067,3.337892,-1.9457101,-3.219166,1.4568794,-2.743239
15070,Muy bajo,57.4383444491744,0.899404535664992,-9.105117,-0.2637121,-0.8317499,-7.219442,-0.5774495,-0.5244816,-6.8293247,-0.4894388,1.3688021
15071,Bajo,56.0249551539035,0.877272826350985,-1.6192957,2.0228446,-2.8756783,-1.4620783,2.61443,-1.774582,-1.712982,1.1090018,-2.3903677
15072,Muy bajo,58.2675633844705,0.912388950146586,-6.172237,0.69691175,-0.25739995,-5.1538353,0.69727415,0.104646556,-4.89643,0.11374734,-0.63013095
15073,Muy bajo,59.7193742662461,0.935122288032956,-8.36269,1.9285523,1.093816,-6.9487305,1.0753516,1.4529513,-6.314725,0.71570194,-0.4495671
15074,Alto,52.2588255953042,0.818300478881891,1.5277756,-1.8774835,0.6155147,0.7763442,-2.433642,-1.337166,1.4815542,-2.3948214,-2.3113554
15075,Muy bajo,57.7114697877946,0.903681298352284,-5.6261115,0.6702128,-0.6592072,-4.6972914,0.83756256,-0.27860636,-4.429961,0.2427242,-0.8136097
15076,Muy bajo,58.9621005848408,0.923264436099248,-7.903152,0.67632574,1.0170875,-6.4375987,0.12913856,1.1979938,-5.9360914,-0.07598772,0.2227587
15077,Medio,53.8550805696197,0.843295610230908,-0.038706347,-1.8975352,-2.5255787,-0.28260764,-0.33607498,-3.070131,-0.11259232,-1.8221498,-1.9504014
15078,Bajo,54.9656106906239,0.860684966372737,-0.64053833,0.9165222,-2.0361323,-0.62809277,1.5302256,-1.5727736,-0.73194844,0.29449987,-1.9814814
15079,Bajo,55.7048560989425,0.872260520640315,-2.4274654,-1.0964452,-2.1131055,-2.1939316,0.077280365,-2.0295243,-2.1739156,-1.1239538,-1.5067492
15080,Alto,51.6389489230125,0.808594072891978,1.4062793,-2.779913,-1.2318454,0.79657114,-1.5180849,-2.5084243,1.1913604,-2.4510727,-1.076067
15081,Muy bajo,60.1165617134056,0.941341690679571,-10.603955,1.0692809,-1.0114328,-8.676914,0.4528035,-0.60201466,-8.19288,0.07711548,0.6235618
15082,Medio,54.033257350005,0.846085610638571,-1.8824984,-1.5676396,-1.258533,-1.6036518,-1.0159531,-1.5452946,-1.3810737,-1.7637041,-0.6366987
15083,Muy bajo,56.9616908510154,0.891940803688793,-5.816336,0.15070088,-1.2294139,-4.8369226,0.4909795,-0.9097664,-4.5399976,-0.064741015,-1.2820023
15084,Muy bajo,56.8659783014653,0.890442078368436,-5.090708,-0.0027314478,-0.7087645,-4.1689305,0.246463,-0.49948567,-3.8430636,-0.1460382,-0.6450203
15085,Bajo,54.6960360215221,0.856463802228545,-1.119706,-0.730221,-0.9536699,-0.957824,-0.17906474,-1.2290884,-0.9431485,-1.0263726,-0.715607
15086,Medio,52.9101554133334,0.828499397359907,0.6027426,-2.5875242,-2.0400512,0.21329619,-1.0934126,-2.9725335,0.4629226,-2.366663,-1.291547
15087,Bajo,55.6308545631773,0.871101759580056,-2.457761,-0.16978967,-1.0031122,-1.9377078,0.35581025,-0.83600307,-1.8299577,-0.19969055,-0.62707555
15088,Bajo,56.3096708080365,0.881731077248669,-3.778527,0.14075124,-1.632336,-3.1417947,0.7738243,-1.2942218,-2.888039,-0.100802936,-1.369421
15089,Muy bajo,57.6397975884192,0.902559011458094,-5.457358,-0.26647934,-0.25321314,-4.570786,0.05904177,-0.11951281,-4.3262424,-0.44397816,-0.55815476
15090,Muy bajo,56.7073643694487,0.88795840494011,-4.519503,-0.9193113,1.3062915,-3.5607471,-0.82632726,0.9674236,-3.4558463,-0.6427137,0.7525375
15091,Muy bajo,58.8909145602834,0.922149762026085,-7.7935,1.3286861,0.8630437,-6.4227114,0.7039731,1.0838302,-5.8886666,0.6496161,0.34296903
15092,Muy bajo,58.2626334105002,0.912311753615381,-6.6893992,1.0971727,-0.2098693,-5.5757856,0.8775499,0.18693155,-5.232778,0.43941322,-0.47835615
15093,Muy bajo,57.1654846883447,0.895131931556288,-5.065007,0.38475537,-1.1573621,-4.2125,0.8062492,-0.810107,-3.9610577,0.04029514,-1.1641867
15094,Bajo,56.3165283563294,0.88183845691111,-4.1643558,-1.767175,1.5469433,-3.3221962,-1.682887,0.9173983,-3.2365384,-1.1087934,1.3232073
15095,Muy bajo,58.1570885980362,0.910659068741602,-7.4462194,0.82794964,0.11108362,-6.085405,0.46838972,0.40639406,-5.6973176,0.35373902,0.32963383
15096,Muy bajo,58.5875685555793,0.917399785766791,-7.186239,1.7963125,0.8726407,-5.9580927,1.1372619,1.1645893,-5.537762,0.9201348,0.26449156
15097,Medio,53.5437211461746,0.838420154986608,0.2606516,-1.2832131,-2.0958552,0.13445891,-0.13077748,-2.4478471,0.18291454,-1.2831265,-1.6542958
15098,Muy bajo,58.6034447832486,0.917648385396741,-6.7821817,-0.31575722,1.6681795,-5.4435863,-0.5246554,1.6452283,-5.142541,-0.7796335,0.14411497
15099,Muy bajo,57.6734713635661,0.903086295912242,-8.588533,0.34273827,-0.99494135,-6.932991,0.066869564,-0.6114602,-6.802209,-0.21535075,1.051315
15100,Bajo,55.8593612094664,0.874679855642416,-6.5365334,-2.224091,-0.6594883,-4.8809433,-2.0305781,-0.930717,-4.7767143,-1.087156,2.547771
15101,Muy bajo,57.0256828517235,0.892942829360583,-4.7971163,-0.7187925,0.29182687,-3.8788016,-0.4097679,0.24831234,-3.6934848,-0.6408257,-0.08895685
15102,Bajo,55.5768463252931,0.870256065739432,-1.0826337,1.5736742,-2.6917896,-0.9666679,2.2553062,-1.7846458,-1.2024227,0.86485445,-2.268617
15103,Muy bajo,59.0269357545096,0.924279664623501,-7.6967125,1.4167665,0.33766326,-6.388758,0.91940856,0.6847686,-5.9681654,0.49939892,-0.42878488
15104,Muy bajo,60.0298154572752,0.939983365035547,-10.961918,0.9919525,-1.1991575,-8.9136095,0.40669698,-0.8633907,-8.458046,-0.0783214,0.6350373
15105,Alto,52.1900800672599,0.817224019587621,1.3022013,-1.8170973,-1.0114174,0.890825,-1.0553277,-1.8861338,1.2222078,-1.6909442,-1.349116
15106,Muy bajo,59.2839719834847,0.928304494245375,-11.436303,0.8292416,-1.4491895,-9.194118,0.31818557,-1.2456214,-8.790541,-0.33485782,0.6339883
15107,Muy bajo,57.0838983356463,0.89385440281884,-3.848472,1.1675538,0.54384255,-3.1988094,0.9601954,0.8360387,-3.1784441,0.7939253,0.052647587
15108,Muy bajo,59.7177324368111,0.935096579268979,-8.797742,1.583973,0.34795982,-7.267948,0.8515384,0.77476835,-6.6706567,0.58709645,0.07725755
15109,Muy bajo,59.9872455123799,0.939316778944166,-10.497388,1.0817202,-0.9739259,-8.595076,0.46492144,-0.5443738,-8.111847,0.117220856,0.62882555
15110,Muy bajo,56.8107855470385,0.889577836647277,-4.865901,1.5886005,-0.42389876,-4.1377983,1.2698349,-0.11684684,-3.8947344,0.91226584,-0.3946531
15111,Alto,52.5274688610171,0.822507058545269,0.9760527,-1.9525954,-0.8879038,0.6037387,-1.2375624,-1.978394,0.944658,-1.9431096,-1.530578
15112,Medio,53.6074728043998,0.839418417229606,-0.17864123,-2.2660449,-1.753152,-0.40320608,-0.98840106,-2.5568197,-0.10815837,-2.1507802,-1.4184853
15113,Medio,54.2232743522467,0.849061012442166,1.9718447,-0.16980252,-2.1037776,1.0858953,0.5453014,-0.67903614,0.7417539,0.36139715,-0.33261728
15114,Alto,50.4215142696938,0.789530740555869,1.3593928,-3.95034,-0.7728283,0.5446132,-2.5105402,-2.671345,1.2598763,-3.4618666,-1.1430299
15115,Muy bajo,58.1416849347648,0.910417868812443,-6.5451317,0.875499,0.51676947,-5.373486,0.54346037,0.71558714,-5.023376,0.32866985,0.08610733
15116,Bajo,55.5199407529248,0.869365003673082,-1.2930644,3.5847876,-1.5602747,-1.3265735,3.3387518,-0.19319549,-1.6008542,2.4461837,-1.6287997
15117,Alto,49.69306767009,0.778124280603788,1.7725084,-4.1735096,-0.8023913,0.7768758,-2.6740294,-2.853231,1.7302715,-3.4274921,-0.7476382
15118,Muy bajo,58.3289806504099,0.913350659055221,-8.461707,1.0068934,-0.46006435,-6.8858476,0.5961119,0.0166468,-6.5180173,0.42791924,0.6222104
15119,Alto,52.2106690237787,0.81754641399253,2.3002768,-1.9151955,-1.9367106,1.9877034,-0.7435268,-2.2600415,1.4909952,-1.3803902,-0.48775512
15120,Muy bajo,58.5428109545988,0.916698944025731,-8.984573,0.5760932,-0.69112813,-7.2922463,0.1531794,-0.26886356,-6.93799,0.017715147,0.8866475
15121,Muy bajo,60.6330017215897,0.949428422465002,-10.796475,1.4873145,-0.97810626,-8.863581,0.7691061,-0.5564306,-8.343543,0.2790589,0.46708733
15122,Muy bajo,57.842075197698,0.905726397304491,-9.4388275,-0.18239693,-0.95034724,-7.5677943,-0.5199308,-0.6478922,-7.2154493,-0.5412228,1.2993879
15123,Alto,51.4452145772518,0.805560462662397,2.203098,-2.2021525,1.2647476,1.0739409,-2.5602548,-1.1807823,2.0870576,-2.2702527,-1.1890875
15124,Alto,51.3136757810849,0.803500748180321,1.8662654,-1.8391297,0.7558279,1.4165536,-2.3336077,-1.1373634,2.114592,-2.345004,-2.0615942
15125,Muy bajo,58.0334425267733,0.908722943347018,-6.283766,1.1768438,-1.137357,-5.337511,1.3696198,-0.5437492,-5.0476685,0.609592,-1.2170526
16001,Bajo,55.5208332560494,0.869378979029893,-2.122334,-0.18195282,2.096735,-1.530074,-0.42412868,1.675521,-1.71957,0.24527028,1.5580578
16002,Medio,54.4348356055634,0.852373767233914,-2.1948612,2.7926474,2.1939886,-1.5571545,1.7496911,2.4989789,-1.8782896,2.204684,1.4270536
16003,Bajo,56.1158987511239,0.878696876514932,-1.8308729,1.3728635,0.6975335,-1.3266553,1.1904007,0.9484116,-1.5233538,1.2635354,0.2062679
16004,Bajo,55.3719219297881,0.867047234904332,-0.85577875,2.4029124,0.9422236,0.08793728,2.3266275,1.1586322,-0.3008869,2.409734,-0.22902504
16005,Bajo,54.7175607291958,0.856800849194231,0.830651,0.8408641,-2.6390758,1.0187474,1.5777264,-1.8158708,0.2019707,0.60777134,-1.3124784
16006,Bajo,56.2239695713675,0.880389115155029,-3.8934662,1.1000739,3.0502028,-3.0062385,0.7759487,2.910061,-3.3683863,0.9578993,2.05239
16007,Medio,54.1394548649169,0.847748515924301,0.88017493,-0.29477793,-2.2464688,0.64892185,0.67170876,-1.795865,0.41965646,-0.25582397,-1.4413929
16008,Muy alto,45.8029235033452,0.717210036965428,3.9182308,-5.3074937,0.8309309,7.596304,-3.059777,-0.5610381,3.8738823,-3.8818293,0.98359543
16009,Bajo,56.1161324946162,0.878700536612714,-3.425998,3.482864,0.9950981,-2.8919468,2.6752944,1.7538811,-3.0484946,2.3750057,0.66374934
16010,Medio,54.3086513354042,0.850397897177089,-2.0960329,1.7063135,3.0432744,-1.369801,0.875496,2.767691,-1.8987347,1.5757103,2.000562
16011,Bajo,56.1030893074492,0.878496298454216,-0.5281791,3.4346683,-2.1544902,-0.606558,3.3970096,-0.53962934,-0.952513,2.326374,-1.8962364
16012,Medio,54.5733475130326,0.854542670934327,-1.89988,2.6457663,2.265225,-1.1083816,1.2545035,2.4848254,-1.4060118,1.7757341,1.6609297
16013,Alto,52.0859439168709,0.815593392401468,3.6112447,-0.5306041,-0.6090661,2.69183,-0.11429174,0.35512447,2.873496,0.036689486,-0.38312924
16014,Bajo,55.4922993564759,0.868932177873928,-2.9072742,3.5399933,0.93765414,-2.3481016,2.8150475,1.6898954,-2.5225894,2.675444,0.4030158
16015,Bajo,55.0523571202414,0.862043294733329,-2.3814669,2.067384,2.5147367,-1.7814094,1.1842756,2.5251603,-2.1140244,1.6978083,1.6427557
16016,Medio,54.3965679715301,0.851774549342996,2.5550117,2.9473944,-2.187012,1.8150709,2.9018462,0.083024904,1.4561286,2.3157048,-1.5103748
16017,Medio,53.7837857127363,0.842179231994984,1.3083018,-0.38214347,-1.9153742,0.95932704,0.5563422,-1.2858901,0.8839614,-0.18036614,-1.3103181
16018,Bajo,54.9168003125041,0.859920663782029,1.6170572,2.5299754,-2.122342,1.1208919,2.659016,-0.51742053,0.67030704,1.8562361,-1.5717224
16019,Bajo,56.5040598607912,0.884774939278605,-3.5655112,3.5078735,1.7807031,-2.991423,2.588136,2.3364286,-3.1981142,2.67802,0.9432113
16020,Bajo,55.4465030805843,0.868215071929312,-1.251401,1.5496314,0.8873588,-0.64322037,1.3114363,1.105933,-0.89394236,1.4879519,0.3130534
16021,Alto,49.7210255264174,0.778562061724212,4.6713305,-1.5434237,2.7759006,4.384122,-3.2745821,-0.40375957,4.586263,-1.7488035,-1.0374413
16022,Bajo,55.4545219728321,0.868340636621815,-0.8761095,1.8567767,0.09138034,-0.24449597,2.0119188,0.38539478,-0.4700484,1.8254642,-0.6404571
16023,Bajo,56.1907594320442,0.879869090592624,-2.671353,2.9003315,1.9186118,-2.1172822,2.0543883,2.317889,-2.3668323,2.3647516,1.0945048
16024,Medio,54.522100470383,0.85374021356825,-2.1977615,-1.1269252,3.8999276,-2.2597435,-3.2209353,1.1922542,-2.1502612,-0.672668,2.9366941
16025,Medio,54.1673981306571,0.848186068576436,-0.3581605,-0.90402585,1.3415296,0.2033086,-0.44108927,1.2808695,0.010630639,0.40354496,1.3390292
16026,Medio,52.6845548614317,0.824966806691168,2.3314767,2.4057443,0.38943994,2.912435,0.981236,-2.715243,1.7962294,0.3677515,-2.778831
16027,Medio,53.0979527872902,0.831440042873675,2.3711023,2.4106688,-0.7761308,1.7597053,2.0820436,1.0879483,2.6009054,1.5967646,-2.0753622
16028,Bajo,56.1250554840738,0.878840258209269,0.06933733,4.4569182,-2.4497461,-0.21191037,4.205319,-0.15523437,-0.64754725,3.1037285,-2.0979285
16029,Alto,50.2026295240015,0.786103310065811,2.6669605,-3.7197275,-0.47093394,3.1498501,-3.7296124,1.662053,2.260841,-2.903296,-0.076607466
16030,Bajo,55.0513164689742,0.862026999582785,1.76238,4.1129274,-2.1249964,0.98399967,3.606647,0.5748088,0.76996225,3.1470432,-1.9057504
16031,Medio,54.1069094021507,0.847238899271733,1.9675887,2.7367222,-1.8137529,1.2263641,2.5133846,0.19180565,1.2850848,1.9407159,-1.7886609
16032,Bajo,54.9513810967818,0.860462150736857,0.6263405,2.3031816,-1.7206594,0.3344649,2.390228,-0.54238755,0.12274334,1.5987202,-1.6626188
16033,Bajo,55.554996717429,0.869913931288937,-2.3384328,1.4416747,1.7921066,-1.7936908,0.891591,1.7498593,-2.05351,1.1988328,1.0968978
16034,Bajo,55.7161615923254,0.872437548932548,-2.5564446,0.050802737,1.936098,-1.984562,-0.27450326,1.3956512,-2.202493,0.22435203,1.3203984
16035,Medio,53.0841076746778,0.83122324767876,0.71071297,-1.6298412,0.56482583,0.86945593,-1.2648493,-0.08211141,0.92350197,-1.318581,0.6495397
16036,Bajo,56.5076200133437,0.884830686312821,-2.3454244,2.123763,1.5589933,-1.868308,1.5309445,1.8533446,-2.0727787,1.8353038,0.8216871
16037,Medio,54.3165695782266,0.850521885839666,2.5651538,3.131772,-2.2661018,1.8050232,2.9503455,0.39673707,1.5766098,2.46526,-1.5206034
16038,Medio,54.1138169169195,0.847347061339648,-1.6797279,-0.6466064,2.8282986,-0.95277137,-0.30408898,2.1339784,-1.3383182,0.35042244,1.9656925
16039,Bajo,55.5738548543853,0.870209223468322,-0.7987665,2.8848984,-1.6040626,-0.77579993,2.751434,-0.5147412,-1.02992,1.8464326,-1.5801711
16040,Bajo,54.7452629609255,0.857234627589216,-0.86674535,0.36640942,1.0604132,-0.2863185,0.26788995,1.0973827,-0.46919727,0.71360254,0.8193743
16041,Medio,54.1609900707135,0.84808572727598,1.7644193,1.486482,-1.7926614,1.3349262,1.7782359,-0.7865146,0.991588,1.086849,-1.4196247
16042,Bajo,55.2016207148845,0.864380554891487,-0.9211232,2.5317984,1.217848,0.08669978,2.2065353,1.4814082,-0.26453465,2.4537814,0.15008195
16043,Muy bajo,57.2443166684179,0.896366330651758,-3.8688822,2.5064657,2.3114371,-3.1687894,1.6181709,2.5103362,-3.299758,1.8763704,1.397419
16044,Bajo,55.2772616698879,0.865564986975394,1.6451718,3.406431,-2.5002065,1.0826226,3.3825405,-0.16346964,0.59339744,2.5638957,-1.7320561
16045,Muy bajo,57.5414570062574,0.901019134804537,-4.567848,2.8953311,1.3915118,-3.8703012,2.149034,1.7933699,-3.903881,2.015455,0.5780037
16046,Medio,54.2766564374441,0.849896901603149,2.0233624,1.750792,-1.8934717,1.4262393,1.9199225,-0.44669697,1.1475034,1.3130339,-1.349991
16047,Bajo,54.8261275467996,0.858500854462698,-0.56362695,0.7428954,0.21602218,0.026000148,0.76254785,0.28091443,-0.107526064,0.76425064,-0.0036894926
16048,Bajo,54.8630144847708,0.859078452574833,2.0605435,2.633655,-2.1023898,1.2310827,2.5820565,-0.018048862,0.93470347,1.983373,-1.3364477
16049,Alto,52.08992382041,0.815655712151955,1.4691988,-2.8215547,0.5487231,0.74053264,-1.7732325,-0.5801794,1.446196,-2.0373733,0.8201663
16050,Bajo,55.1878311554661,0.864164629582276,-1.680097,0.41527835,0.6747872,-1.3347818,0.34007883,0.5773612,-1.5333371,0.40464607,0.5174973
16051,Muy bajo,58.7936730414104,0.920627095174036,-5.705814,3.8094869,1.1085637,-5.0834064,2.8977025,1.7582977,-5.0407805,2.5876722,0.31766984
16052,Muy bajo,58.5704777395138,0.91713216737293,-8.788022,2.0068545,-0.53720504,-7.3110437,1.3685541,0.13617799,-6.833191,1.1744565,0.6468308
16053,Muy bajo,59.3944378250976,0.930034235586903,-11.348562,0.8760404,-1.3979439,-9.1470175,0.34450942,-1.164527,-8.729195,-0.27617368,0.6318475
16054,Bajo,54.6421978559205,0.855620771483173,2.0512588,3.208725,-2.1279094,1.300566,2.9992568,0.22486107,1.1102946,2.4163644,-1.7301459
16055,Bajo,55.521034975099,0.869382137669473,-2.9905822,0.9681363,2.9172094,-2.06481,0.39673164,2.5056946,-2.5111217,0.9378274,1.8918614
16056,Alto,52.1288602183374,0.816265401954722,2.240356,-3.333528,2.9097419,1.8478104,-2.9795115,2.1704426,0.34646064,-1.6807073,3.6836865
16057,Alto,50.6171391980445,0.792593954677637,1.9523354,-2.9892633,-0.4919644,1.1059108,-1.7743535,-2.0199926,1.8085941,-2.5426705,-0.9248599
16058,Muy bajo,57.3236910088425,0.897609222355512,-4.6629944,1.9676557,2.1758497,-3.9544523,1.4994581,2.1863928,-3.9288697,1.4289511,1.2724847
16059,Medio,54.3380688688435,0.850858534809616,1.189047,1.6757869,-1.6101583,0.8005287,1.8519413,-0.56289476,0.7625096,1.2047268,-1.5859025
16060,Bajo,55.4871855410346,0.868852102641146,1.2589927,3.2807207,-2.292667,0.6575711,3.1842885,-0.18428355,0.23415291,2.3864691,-1.6907245
16061,Medio,53.6838880176803,0.840614973120577,2.9574814,-0.908976,-2.528848,2.35203,-0.10040654,-1.1559365,1.2965584,-0.11323456,0.046035558
16062,Bajo,55.3950634417834,0.867409598775546,-1.9140588,2.2253995,1.6767257,-1.3391924,1.4675813,1.9237885,-1.6117333,1.7883493,1.0185285
16063,Bajo,55.1031659080392,0.862838889638355,-0.9717596,2.4101474,1.1320146,-0.06888048,2.1120234,1.3732917,-0.4516814,2.2980492,0.12082057
16064,Medio,54.0615146534101,0.846528080683485,-0.009505089,-0.9438648,0.42867368,0.032298066,0.10693604,1.111584,-0.3042345,0.67912203,1.0994955
16065,Medio,54.1371733923324,0.847712791238812,-1.9518057,-0.9583957,3.924923,-2.1373394,-3.2867258,0.8416349,-2.2286754,-1.0703595,2.8051915
16066,Muy bajo,56.7188892104449,0.888138867910695,-4.4384255,0.59075373,2.047482,-4.329978,-0.57094765,0.16635798,-3.8667874,0.47676718,1.20918
16067,Bajo,54.8867932882303,0.859450795543442,2.259679,3.279161,-2.376198,1.5394619,3.1507587,0.23899509,1.1899419,2.5746896,-1.5716902
16068,Muy bajo,57.3084270374388,0.897370209806588,-4.3270397,4.005931,1.0491902,-3.7539682,3.1635828,1.8696008,-3.8686476,2.917348,0.3963951
16069,Muy bajo,58.2799022326766,0.912582159337204,-5.639459,2.2320547,1.7473692,-4.7744336,1.4790488,1.8939196,-4.6931615,1.4169807,0.7823344
16070,Muy bajo,57.7734164944307,0.904651297565393,-4.165809,2.5711424,2.2337673,-3.443461,1.6855822,2.463796,-3.553351,1.9635108,1.2755572
16071,Bajo,56.1135345519464,0.878659856446129,-2.013951,2.1248062,1.2069882,-1.538719,1.6796346,1.5285256,-1.8040755,1.8593098,0.5160297
16072,Bajo,55.8600085888221,0.874689992702151,-2.2116234,1.2206103,1.932102,-1.7155851,0.5989195,1.8855091,-1.9315369,1.0803636,1.2845072
16073,Bajo,55.3159955022962,0.866171504884045,-1.9346853,0.9545652,2.1625073,-1.4036508,0.32098702,2.051619,-1.6479954,0.95508224,1.6086279
16074,Bajo,56.2208238524918,0.880339857575413,-2.8263414,2.923545,1.9634677,-2.2679226,2.03233,2.3565123,-2.510444,2.3186235,1.1520594
16075,Bajo,55.8296249599325,0.874214227359412,-3.643881,3.7797413,1.498084,-3.1896489,2.7489169,2.2923024,-3.431102,2.1666772,1.448904
16076,Muy bajo,57.8040980680807,0.905131728308424,-4.776933,2.1625195,2.2064388,-3.975576,1.3126853,2.2874708,-4.014233,1.466507,1.1957729
16077,Alto,51.9636423498246,0.813678320071732,2.8873641,-0.5501475,0.4630295,2.4585345,-1.2394191,-0.35644695,2.9668293,-0.2780395,-1.1210048
16078,Bajo,55.9891267666508,0.876711803669888,-2.1295588,1.4990441,1.4908485,-1.6629609,1.0152456,1.6168824,-1.8783917,1.3359553,0.87225
16079,Bajo,54.7056721893059,0.856614691205139,-1.328275,-1.4920846,2.6971538,-0.4436669,-0.80878043,2.0670288,-0.6789017,0.19303115,2.0973778
16080,Medio,53.9194023375889,0.844302799599059,1.8336023,0.6093139,-2.1477218,1.4137685,1.2411013,-1.0441976,1.0322388,0.6131305,-1.203115
16081,Alto,50.2818045098911,0.787343080154995,3.248567,-2.773906,-1.0126594,2.9809089,-1.6596214,0.65644217,4.047233,0.052095838,-0.6646601
16082,Bajo,56.2759492599652,0.881203044737011,-3.584772,3.3377376,0.7298264,-3.053902,2.6516032,1.4821758,-3.189799,2.2731287,0.37200215
16083,Bajo,55.9180696016468,0.875599147357994,-3.4169123,4.308524,0.25316018,-2.991555,3.7402606,1.2949655,-3.15483,3.2801683,-0.37811613
16084,Medio,54.2513248442696,0.84950024410866,-1.9459637,-1.5520493,3.9032264,-0.41765526,-0.8451092,2.958362,-1.0445392,0.2883926,2.9652715
16085,Bajo,55.2643211761604,0.865362356853237,-2.3610764,2.9049518,1.7469988,-1.7857863,2.0909534,2.1271698,-2.0515778,2.330391,0.9338021
16086,Muy bajo,56.8193987991662,0.889712708188313,-3.1066597,2.7068388,1.61894,-2.528249,1.9952929,1.9659243,-2.7045722,2.1414828,0.7535564
16087,Muy bajo,56.6534560818137,0.887114276181285,-3.7102747,2.9673867,0.807688,-3.088547,2.366354,1.3425571,-3.1713645,2.081497,0.19210213
16088,Muy bajo,57.8355474082491,0.905624181206612,-5.3248734,1.8996748,-1.0610172,-4.4708543,1.9236383,-0.42831546,-4.2059913,1.1757975,-1.2003877
16089,Bajo,56.4405324427355,0.883780188324581,-3.58943,3.416733,1.6882687,-3.0238814,2.4535134,2.2698965,-3.2102149,2.4241915,1.0465772
16090,Bajo,56.2074394192865,0.880130275978875,-3.4676342,-0.58929324,3.8977363,-3.8093433,-2.948689,1.1309464,-3.427091,-0.010493899,2.7151437
16091,Muy bajo,56.896149072051,0.890914510646376,-3.964992,3.5866454,1.0538944,-3.379145,2.8099077,1.7477633,-3.4926171,2.5791328,0.40857092
16092,Alto,50.4110654756438,0.7893671269829,2.3500974,-2.7448318,-0.06981075,1.5896326,-1.9036753,-1.4863185,2.3993726,-2.2351696,-0.7110354
16093,Medio,53.2808423535473,0.834303838949185,0.3402178,-1.2772399,-1.7200221,0.20853102,-0.32356632,-2.2174778,0.4276377,-1.3306543,-1.7358801
16094,Bajo,54.6605429720598,0.855908030470548,2.1005235,4.238092,-2.094383,1.316295,3.5518057,0.8554784,1.2576336,3.238711,-1.8196044
