CVE_MUN,GM,IM,IMN,Perplexity 100 Component 1,Perplexity 100 Component 2,Perplexity 200 Component 1,Perplexity 200 Component 2,Perplexity 300 Component 1,Perplexity 300 Component 2,Perplexity 400 Component 1,Perplexity 400 Component 2,SOM labels
12040,Alto,51.1519552152027,0.800968429189243,21.842054,-4.385321,15.122304,-0.27647772,9.935788,-3.2572799,8.063253,-2.594381,2
12041,Muy alto,45.3324507124554,0.709843087829078,28.719473,2.7051206,19.334162,-4.1983123,11.222668,-7.6888685,9.174592,-6.2395043,2
12042,Muy alto,48.5815374007268,0.760719263530588,25.287338,-5.7616954,15.1441765,-0.3998791,10.906901,-3.346251,8.758439,-2.6441107,2
12043,Muy alto,42.351004192881,0.663157784687714,28.000202,3.9992993,19.30071,-4.9294257,10.897071,-8.0436535,8.939156,-6.4757314,2
12044,Medio,53.0826918075022,0.83120107716929,0.2663124,8.026451,1.2654004,3.469035,-0.61431634,-3.2871385,-0.28146118,-2.9654934,4
12045,Muy alto,43.860879970178,0.686800338027552,21.774782,7.3208957,16.152554,-7.095196,7.913246,-7.8754735,6.5161576,-6.4423714,2
12046,Alto,50.4400899870696,0.789821610437674,6.4071183,6.8082376,8.554088,-9.693154,1.3746673,-5.087512,1.1213696,-4.430333,4
12047,Muy alto,42.996757331168,0.673269380122173,29.039122,3.983627,19.62691,-5.0640144,10.870338,-8.301429,8.867996,-6.742758,2
12048,Medio,54.4120445052535,0.852016890322016,-1.0054951,6.0629077,-2.4474657,6.3786325,-3.5040905,-3.1815515,-2.7527065,-2.6365783,4
12049,Medio,54.2025780406098,0.848736937005518,-4.580945,3.7119112,-2.5575092,1.7415723,-1.5572412,-0.9561286,-1.3262492,-1.0503054,4
12050,Bajo,55.5566947257302,0.869940519735773,-7.0720153,12.803015,-4.47878,6.6118608,-5.201073,-2.2742572,-4.148347,-1.9478776,1
12051,Alto,49.32904025856,0.772424117965462,22.60834,-3.8399596,15.14024,-0.7558233,10.411347,-3.5355115,8.418173,-2.774715,2
12052,Muy alto,43.0320666710239,0.673822275243408,28.748308,3.4948235,19.49921,-4.7359567,11.006267,-8.089186,8.995867,-6.5778646,2
12053,Alto,49.7522681067576,0.779051277051243,6.8337007,1.6892855,6.3325953,-10.834232,2.778834,-3.5225847,2.2990184,-3.14999,2
12054,Muy alto,43.5195868494238,0.681456162742882,28.743185,3.207475,19.384972,-4.5405936,11.031717,-7.9157124,9.0039015,-6.4299445,2
12055,Medio,54.4861630706619,0.853177483903614,-3.488735,8.494293,-2.941799,4.825895,-3.4919052,-2.2324235,-2.653988,-1.8568382,4
12056,Alto,48.73583770698,0.763135391582841,5.0395513,1.461471,5.1807604,-11.6536255,2.4575505,-3.064637,2.1433115,-2.8571072,2
12057,Medio,53.3607669708077,0.835555347222355,-0.58024323,5.90986,-0.087499104,3.7158105,-0.45904127,-3.395383,-0.46250042,-2.883563,4
12058,Alto,51.8347732008869,0.811660408549849,6.868005,6.4998617,8.729343,-9.320236,1.7296356,-5.1370177,1.4405353,-4.452878,4
12059,Alto,50.4575567817469,0.790095116133337,10.939,1.3076487,8.275489,-8.675491,4.858493,-3.937817,4.3710155,-3.3868394,2
12060,Alto,51.6791406842709,0.809223419937386,8.087084,-2.8694692,5.7518024,-7.5502667,4.166766,-1.5127857,3.485644,-1.4413855,0
12061,Alto,52.095926363026,0.815749703615431,13.948338,10.551828,12.5894575,-10.219433,2.940998,-7.775846,2.1354187,-6.3768272,1
12062,Muy alto,42.9498142939214,0.672534317490714,27.967058,4.034305,19.28387,-4.9656587,10.865198,-8.057886,8.910113,-6.4915304,2
12063,Muy alto,43.2358146617746,0.677012685217288,29.61389,0.7571377,19.62025,-2.7417374,12.296194,-7.039896,10.095174,-5.6576686,2
12064,Alto,52.4707007156309,0.821618148394197,8.085739,-6.6629095,5.625579,-5.222963,4.14734,0.114505485,3.2912226,-0.101864986,0
12065,Muy alto,48.2294089607467,0.755205422226631,18.179096,3.342393,13.81937,-5.933839,7.0332165,-5.902001,5.764607,-4.8322644,2
12066,Alto,51.9549092132451,0.813541571307027,5.3666444,9.60856,2.9736428,5.901698,0.10630715,-5.021486,0.15020813,-4.260837,4
12067,Alto,52.5353641127522,0.822630687199418,5.116092,8.764799,1.7854577,3.7751615,0.44304383,-4.4696884,0.5199628,-3.7525084,4
12068,Alto,52.0026121875048,0.814288533494487,4.060897,-3.2474918,4.153937,-8.655767,2.0673864,-1.0645982,1.6774687,-1.2979027,3
12069,Muy alto,42.7092379669983,0.668767227027308,21.732618,7.041059,16.100368,-6.8395705,8.074173,-7.6837635,6.6801233,-6.268987,2
12070,Alto,51.7109989395778,0.809722275877545,5.1541142,12.365296,4.121375,5.766847,-0.3036415,-5.1036534,0.092657164,-4.2311683,4
12071,Muy alto,44.9632422882057,0.70406179774211,28.914259,-6.910068,17.28984,1.7364141,13.079608,-3.2995222,10.5845785,-2.523689,2
12072,Muy alto,45.4486528432519,0.711662651475881,28.882988,-2.646283,18.113932,-0.43715337,12.427657,-5.0037117,10.075775,-3.9655144,2
12073,Alto,49.271698445831,0.771526224982188,10.028313,-0.5298935,7.145279,-9.023978,4.949394,-2.8660688,5.1518707,-2.6258304,2
12074,Muy alto,47.115809033987,0.737767997198997,23.523918,1.1285312,16.045292,-3.3888822,9.759639,-5.6126766,7.9649954,-4.480264,2
12075,Medio,53.0690125736696,0.830986879405209,5.681382,9.460029,1.9785697,6.449347,-0.26244196,-5.1132293,-0.2547899,-4.236135,4
12076,Muy alto,42.3290468222848,0.662813962822808,29.368547,0.37854287,19.274931,-2.4843607,12.302962,-6.5582066,10.112988,-5.1706786,2
12077,Alto,52.3105065634206,0.819109730916872,5.946496,7.701693,8.807057,-9.397647,0.7745671,-4.9282284,0.6291164,-4.1945148,4
12078,Muy alto,32.2054405826744,0.504292378391542,29.489702,4.530009,20.028025,-5.0053496,11.153207,-8.463402,9.126401,-6.8445406,2
12079,Muy alto,40.1205824124184,0.628232483740553,28.673573,4.1925545,19.552504,-5.035705,10.888824,-8.241278,8.899925,-6.6805005,2
12080,Muy alto,48.4807047866643,0.759140365125689,10.332529,1.4101148,7.7146635,-9.704657,4.4709573,-3.906011,4.042455,-3.4252422,2
12081,Muy alto,46.8394099050317,0.733439971511275,28.755877,2.3717184,19.271063,-3.9207416,11.354994,-7.459772,9.291114,-6.0220785,2
13001,Medio,53.8667099373994,0.843477709945449,0.37620318,-5.16027,1.6100268,-7.213064,1.2221967,1.1670864,0.9252066,0.8181047,3
13002,Alto,50.6464687985813,0.793053215403292,16.766378,-1.0280089,11.976439,-3.4093056,7.284779,-3.5752742,5.8437037,-2.903862,2
13003,Muy bajo,57.3824185084775,0.898528813267238,-17.939566,8.967699,-10.883852,4.8401313,-8.447556,1.300636,-6.808631,0.8046884,1
13004,Medio,53.4299811637465,0.836639145156619,2.1150544,-7.6000752,1.7923238,-6.0032234,2.3133216,1.7498997,1.6819041,1.265428,3
13005,Muy bajo,57.0553962398985,0.893408099666523,-16.708197,7.050508,-10.044976,3.5129313,-7.2633595,1.7902559,-5.8091736,1.3176863,4
13006,Medio,54.2353758181073,0.849250504555625,-2.425366,-5.0887046,-0.03665932,-7.9210773,0.35131145,1.7613374,0.22760242,1.3118055,3
13007,Bajo,56.2583067597882,0.880926787737756,-13.316204,8.562347,-8.143201,4.1537104,-6.152704,0.44633785,-4.848754,0.26662183,4
13008,Muy bajo,57.7474115064364,0.904244095645208,-18.524853,9.797392,-11.567261,5.442344,-9.220605,1.2915437,-7.446199,0.842782,1
13009,Bajo,55.6060620630837,0.870713543532946,-6.463631,-10.781823,-4.5725026,-4.207277,-1.1316473,4.3202043,-1.2342228,3.1477132,3
13010,Muy bajo,59.1898792480148,0.926831132959176,-28.52373,8.478919,-17.47303,5.24634,-12.603046,3.7942674,-10.124178,2.7702732,1
13011,Medio,52.7269551593486,0.825630736346971,8.754216,-7.5422363,5.925632,-4.5231633,4.4939957,0.59748685,3.5578468,0.4103054,0
13012,Bajo,54.7205438694626,0.856847561019098,-4.949012,-0.4507916,-3.82163,-0.36450076,-1.006708,1.1851988,-0.89027596,0.7964374,3
13013,Muy bajo,59.0628086224216,0.924841383809818,-27.980207,8.092247,-16.911388,5.0499763,-12.116731,3.630777,-9.75794,2.6620283,1
13014,Medio,52.8849880758851,0.828105311881492,14.424397,-12.416551,7.42851,-2.073474,7.2076483,1.0882099,5.432552,0.80454934,0
13015,Bajo,54.743631621877,0.857209083090092,-3.8919408,-11.300878,-2.5769765,-4.9977155,0.1957708,3.8673155,-0.04765437,2.8046525,3
13016,Bajo,54.9794018094685,0.860900916100392,-5.9300666,0.38682678,-3.6985157,0.049490843,-1.8333898,0.9008559,-1.5173796,0.47242373,4
13017,Medio,53.4654740381378,0.837194914173248,-1.7225062,-4.4519043,0.76687366,-8.505397,0.8504907,0.91758823,0.6927311,0.56149244,3
13018,Medio,53.1936148046156,0.832937976929721,8.395111,-8.04947,5.652126,-4.0288124,4.5420547,0.9081362,3.4908931,0.6316466,0
13019,Bajo,54.8618890064786,0.859060829151135,-4.147855,-11.297734,-2.8061934,-5.1120696,0.038341638,3.981109,-0.19228494,2.9069717,3
13020,Medio,54.4948652303664,0.853313747613569,1.7768201,-15.63521,0.98370105,-3.8426666,3.2513924,4.6114264,2.2827394,3.4359853,3
13021,Muy bajo,58.1525533355708,0.910588052843235,-20.196848,9.929182,-12.909978,5.623144,-10.170016,1.7557836,-8.221157,1.2039006,1
13022,Bajo,56.3274528646033,0.882009519506763,-7.9562984,-12.734308,-5.7685547,-4.9206295,-1.6045624,5.425282,-1.7477158,4.024574,3
13023,Muy bajo,57.8573744796732,0.905965962767822,-18.942717,8.682326,-11.739685,4.674658,-9.006812,1.894449,-7.299296,1.3323992,1
13024,Bajo,54.6416434661284,0.855612090510587,-0.53347504,-5.1967063,0.68337,-7.384942,0.46341756,1.7169569,0.18875138,1.3983469,3
13025,Alto,50.7155578441141,0.794135053703348,16.561508,6.749909,13.178964,-7.922119,5.639333,-7.0794387,4.5872006,-5.928246,0
13026,Alto,52.3888573389123,0.820336595018299,14.318412,-10.31889,8.442883,-0.72060883,7.6672277,0.38123927,6.029645,0.2387817,0
13027,Alto,48.8437651288761,0.764825384804387,19.153141,1.9106107,13.66755,-4.6598163,7.757513,-5.299978,6.3520417,-4.2803144,2
13028,Medio,53.658295429392,0.840214228805841,2.0906377,7.4407616,-0.7720147,3.3997982,-1.2215421,-2.2860863,-0.8531315,-1.9428501,4
13029,Bajo,56.0543571778057,0.877733221125746,-6.566711,-6.9328184,-4.8228207,-2.8798037,-1.6379799,3.3887827,-1.6551908,2.4844477,3
13030,Bajo,56.5373323275692,0.885295939802208,-13.23185,6.8535647,-8.383486,3.1987438,-6.1158843,1.325803,-4.8001966,1.0086149,4
13031,Medio,53.9656350750003,0.845026739923642,3.1215603,-13.463092,3.1017232,-5.137456,2.9009423,3.8227942,1.8318049,2.8062468,3
13032,Medio,53.3225471763921,0.83495687843327,1.9796762,5.533435,0.47653174,-11.901203,-0.5441896,-1.9644248,-0.40419194,-1.9349146,4
13033,Medio,54.5171478419509,0.853662662299703,1.876279,-15.6266985,1.0633055,-3.9409657,3.1770685,4.606768,2.1667478,3.4416637,3
13034,Alto,52.3812068237934,0.820216798598955,7.5482607,-6.1529965,9.42072,-5.9752154,5.018784,-4.304124,4.0630407,-3.377229,0
13035,Bajo,54.9242779150512,0.860037752631146,-2.7321606,-9.419101,-2.0707884,-3.9174528,0.44368502,3.0366857,0.12148102,2.1529424,3
13036,Bajo,55.2252338641373,0.864750303945764,-2.6285584,-12.3890915,-2.1432023,-4.697415,0.72402495,4.1168394,0.33606482,3.0152354,3
13037,Medio,52.9106964158457,0.828507868706323,4.9375873,-6.912441,3.615533,-6.02406,2.7970698,0.89503044,2.0673304,0.58422637,0
13038,Medio,53.8717747931378,0.843557018537424,-1.2414649,-3.2077882,0.8393343,-8.635883,0.29990333,0.9247093,0.10158805,0.6667145,3
13039,Muy bajo,57.2927515539903,0.897124753551756,-16.02376,16.943909,-10.248733,9.000752,-9.670826,-1.2108711,-7.7153006,-0.91060305,1
13040,Alto,50.0579309274686,0.783837531424834,16.738773,6.0480385,13.171278,-7.365642,6.0459266,-6.642103,4.940504,-5.525917,0
13041,Muy bajo,57.9806274191608,0.907895932265938,-18.714727,9.326183,-11.680082,5.282385,-9.231138,1.4223936,-7.4641075,0.9371477,1
13042,Bajo,54.6963513866792,0.856468740408004,-3.3735213,-10.637082,-2.5312002,-4.238292,0.21477067,3.6407955,-0.100532584,2.601701,3
13043,Medio,53.6354238240691,0.83985609129748,1.4986236,-7.622181,1.1863453,-6.091364,1.6566256,1.9892724,1.2071153,1.435335,3
13044,Medio,54.1033824954232,0.847183672820867,-1.8314767,-4.4430165,0.5617759,-8.44574,0.42663002,1.1471936,0.26385307,0.79941976,3
13045,Bajo,55.3892166322047,0.867318045874698,-4.1753664,-6.6136084,-3.5698905,-4.779441,-0.69810396,2.8351734,-0.8653992,2.333807,3
13046,Medio,52.8044712447808,0.826844530363726,15.67409,-13.721367,7.6647863,-2.6063192,7.986147,1.2571176,6.160222,0.95987964,0
13047,Alto,50.1399144054841,0.78512127859206,12.2478895,2.847427,9.060272,-7.7065105,4.7701454,-4.6622334,4.087245,-3.9806247,0
13048,Muy bajo,59.9239208918057,0.938325203516463,-30.602985,13.903951,-17.751434,8.301369,-13.902483,1.9647934,-11.043629,1.2506145,1
13049,Alto,52.6225794054406,0.823996357303171,8.422458,-7.465387,6.130984,-4.526518,4.6666155,0.288461,3.706286,0.04141418,0
13050,Muy bajo,58.4050711710475,0.914542130711288,-22.741135,11.880399,-14.008938,6.5846252,-11.044407,1.5849918,-8.844882,1.0507684,1
13051,Muy bajo,59.8923618649699,0.937831033077717,-29.454567,7.721865,-18.611546,5.074204,-13.451427,4.3208222,-10.87996,3.1222763,1
13052,Muy bajo,56.7557695444204,0.88871636261345,-18.503439,6.8595676,-10.584513,2.99741,-7.432713,2.4249265,-5.8681617,1.9646176,3
13053,Muy alto,48.6917271382493,0.762444681466321,21.353355,-2.794022,13.95619,-1.3405412,9.820293,-3.40595,8.029489,-2.611247,2
13054,Bajo,56.4194329487375,0.883449799613276,-7.3712916,-11.505167,-5.236038,-4.387821,-1.4854321,4.850641,-1.5922142,3.5865963,3
13055,Bajo,55.4493166716119,0.868259128849057,-5.630308,-10.171593,-3.636797,-4.4206333,-0.60112566,3.911069,-0.74029076,2.8501694,3
13056,Muy bajo,57.5532000541543,0.901203014591503,-18.041098,9.361767,-11.17095,5.028424,-8.766837,1.3718731,-7.07951,0.90238196,1
13057,Bajo,54.7241840438598,0.856904561084033,-2.702983,-10.748318,-1.5432842,-5.3555284,0.49484718,3.4246128,0.09278168,2.4640133,3
13058,Bajo,54.8078096481028,0.858214021662592,-3.0542717,-5.4765196,-0.74739003,-7.4359007,-0.008009895,2.6486273,-0.051296324,2.413276,3
13059,Medio,54.5508107864517,0.854189777161008,-2.7554321,-4.2706327,0.40704745,-6.7950506,-0.07504501,1.6296722,-0.11387798,1.1162955,3
13060,Medio,53.263527658287,0.834032714918712,8.520401,-7.526766,5.500637,-4.3318505,4.485892,0.95956933,3.4853673,0.7442626,0
13061,Muy bajo,59.1760171326859,0.926614071525385,-26.717678,12.445285,-15.508642,7.203944,-12.174661,1.7486544,-9.717744,1.0976512,1
13062,Alto,48.8791422979532,0.765379342036826,19.694677,2.1489105,14.210748,-4.73128,8.082394,-5.4832945,6.6247544,-4.4423394,2
13063,Muy bajo,57.3885068059967,0.898624147533149,-18.12488,7.9883385,-11.187734,4.3938265,-8.609475,1.7822894,-7.0150557,1.2426958,1
13064,Bajo,55.7767683218919,0.873386565969628,-5.86563,-12.830632,-4.1314974,-5.2513113,-0.5073023,4.8448634,-0.77633935,3.5696566,3
13065,Muy bajo,58.1302303404046,0.910238505806415,-21.004547,11.502954,-12.945995,6.064313,-10.088178,1.5424039,-8.069845,1.0873556,1
13066,Muy bajo,57.7164410401393,0.903759141245384,-16.993784,8.52035,-10.364194,4.4658,-7.9200797,1.3526092,-6.37966,0.8974859,1
13067,Muy bajo,57.0545075052865,0.893394183319374,-16.173946,7.703272,-9.612757,3.9042773,-7.1690373,1.375219,-5.744767,0.97260016,4
13068,Alto,50.1799333412537,0.785747919430837,18.69413,1.184538,13.031675,-4.272444,7.62242,-4.617833,6.208195,-3.6314292,0
13069,Muy bajo,59.4173310959409,0.930392712347161,-27.207073,13.943173,-15.923855,7.9266224,-12.6630535,1.4266562,-10.083,0.8224956,1
13070,Muy bajo,57.5885857984551,0.90175710610001,-17.614597,7.8792853,-10.802812,4.1142354,-8.072587,1.7866235,-6.4898515,1.2770936,1
13071,Alto,51.2630569211976,0.802708127282045,14.151318,2.9548986,10.418412,-6.475961,5.5943527,-5.1774936,4.5667844,-4.256206,0
13072,Muy bajo,58.7598955640261,0.920098186887174,-26.020613,11.454517,-14.888686,6.6665845,-11.672271,2.042806,-9.362531,1.3787408,1
13073,Medio,52.873803942599,0.827930183919475,13.988698,-9.769199,8.387402,-0.3613773,7.1170616,-0.01935655,5.5573683,-0.12184551,0
13074,Muy bajo,58.3417799660763,0.913551078525423,-20.903036,11.869934,-12.9569,6.477258,-10.342094,1.2316915,-8.259563,0.82296824,1
13075,Muy bajo,57.993431264,0.908096422656682,-18.4115,8.292967,-11.221523,4.3643775,-8.441313,1.8485708,-6.772012,1.3227322,1
13076,Muy bajo,58.4276960546106,0.914896404900258,-22.686846,8.24685,-14.506513,5.4659204,-11.072506,2.6724255,-8.950328,1.9197034,1
13077,Muy bajo,58.0695656770432,0.909288581606735,-20.693317,12.004,-12.880904,6.5773587,-10.358837,1.1288875,-8.281607,0.7310424,1
13078,Muy alto,48.693750132664,0.762476358743403,20.650593,0.09327314,14.130851,-2.8098822,9.14102,-4.271572,7.5155582,-3.2997322,2
13079,Bajo,54.7350140076077,0.857074143243988,-2.618603,-10.253887,-1.8398879,-3.996569,0.7456962,3.3255992,0.39299634,2.396139,3
13080,Alto,48.8626706488855,0.765121418936441,19.137335,2.3198037,13.83745,-5.223628,7.485464,-5.784007,6.1204076,-4.753795,2
13081,Bajo,56.5403864793947,0.885343763569254,-12.846932,13.49476,-7.4071364,7.019054,-6.963601,-1.4496807,-5.511129,-1.2961557,1
13082,Muy bajo,57.8572152914156,0.905963470101255,-18.814978,12.275418,-11.557625,6.7322273,-9.636513,0.4838046,-7.7192316,0.21487579,1
13083,Muy bajo,58.5100221301433,0.916185516667801,-21.227755,8.071441,-13.522668,4.573128,-10.582961,3.3402243,-8.737483,2.6917615,1
13084,Bajo,55.9023554986788,0.875353086375233,-22.371582,3.1639092,-10.139147,2.521967,-6.884675,2.5458004,-5.3825126,2.099604,4
14001,Muy bajo,56.8976906563699,0.890938649711349,-17.38233,0.41873085,-11.827602,0.023557166,-7.0270677,4.566678,-5.833893,3.5015574,1
14002,Muy bajo,58.7390304017307,0.919771467484206,-24.915047,9.3098,-15.473333,5.4310308,-11.468406,2.8303077,-9.171659,2.0106785,1
14003,Muy bajo,59.1647776340978,0.926438076619792,-27.260077,9.457374,-16.523071,5.6548133,-12.1264,3.1581333,-9.702084,2.2794693,1
14004,Bajo,56.3817464491134,0.882859681478426,-6.2537937,-15.709743,-5.1189413,-6.485375,-0.430183,6.1790056,-0.84064215,4.589889,3
14005,Muy bajo,58.2852514149864,0.912665920087582,-23.83554,9.365533,-14.53207,5.607867,-10.931525,2.2061522,-8.715796,1.5268309,1
14006,Muy bajo,58.3850413147151,0.914228491037184,-21.177534,5.4910583,-13.587723,3.6579773,-9.802079,3.0913439,-7.975434,2.1905048,1
14007,Muy bajo,57.9549402790243,0.907493707400849,-20.106266,4.575374,-12.574071,2.8879743,-8.803854,3.0832696,-7.2162576,2.1694434,1
14008,Muy bajo,57.9494689342465,0.907408033756238,-18.214075,1.9216344,-12.698193,1.0600786,-8.280952,4.2521772,-6.955276,3.1554346,1
14009,Muy bajo,58.793772716188,0.920628655942332,-25.747694,7.2303762,-16.199997,4.6285205,-11.5549,3.6477053,-9.308034,2.682386,1
14010,Bajo,56.186967637558,0.879809716368108,-6.234872,14.496995,-4.219146,7.491369,-5.9643793,-2.718297,-4.8363647,-2.1004374,1
14011,Bajo,54.6486400613693,0.855721647454719,0.5962778,-10.880993,-0.26223814,-4.901002,1.6487957,3.4685533,1.0445254,2.5150144,3
14012,Muy bajo,57.5300838859949,0.900841047569488,-10.728731,-18.361412,-8.045321,-7.768597,-1.973745,8.135422,-2.2548478,6.1804085,3
14013,Muy bajo,58.192501513986,0.911213585720319,-20.441416,0.7399412,-13.72019,0.7644089,-8.933079,4.84633,-7.5669646,3.6275802,1
14014,Bajo,56.2831263917451,0.881315428632087,-13.940963,1.2041026,-9.691428,0.13896917,-5.674634,3.4395103,-4.717058,2.5654154,4
14015,Muy bajo,58.6789279598896,0.918830346891077,-25.687357,9.728591,-15.659626,5.741456,-11.643729,2.716299,-9.290663,1.9112005,1
14016,Bajo,56.5231794872051,0.885074326018974,-14.579108,0.29946953,-10.176891,-0.3386021,-5.8092303,4.0448923,-4.845424,3.1263452,4
14017,Muy bajo,57.3527331443888,0.898063981779487,-18.64057,3.648768,-11.616847,2.2055297,-7.6989794,3.0108027,-6.282349,2.1244779,1
14018,Muy bajo,57.6883100108335,0.903318648477127,-18.742907,2.5752206,-12.037806,1.6164129,-7.84124,3.6785724,-6.4656057,2.687484,1
14019,Muy alto,41.1824696936993,0.644860160709797,30.979424,2.1563332,20.68128,-3.283776,12.515809,-7.991172,10.255064,-6.4744515,2
14020,Bajo,54.9283691215401,0.860101815230926,-5.7683845,-14.564459,-2.8357387,-8.455004,-0.40263772,6.1535335,-0.88448995,4.686945,3
14021,Muy bajo,57.5324544784367,0.900878167747912,-19.05993,1.6465665,-12.519448,1.1232984,-7.9899373,4.199619,-6.622443,3.1153944,1
14022,Muy bajo,57.2619110540223,0.896641834243767,-20.160723,2.2960367,-12.884505,1.7776598,-8.305664,3.6368687,-6.870093,2.549984,1
14023,Muy bajo,59.9441552048355,0.9386420446979,-31.4581,11.221307,-18.42004,6.8941674,-13.686966,3.1952012,-10.901519,2.275434,1
14024,Muy bajo,57.8695963384277,0.906157340066445,-20.193031,4.371936,-12.677864,2.6860087,-8.81795,3.3473747,-7.231407,2.4048045,1
14025,Muy bajo,58.3835945582496,0.914205836844422,-21.22723,11.397896,-12.993168,5.8733177,-9.974353,1.7184467,-7.9940777,1.2262615,1
14026,Muy bajo,58.0194070999676,0.908503168096701,-20.663395,0.506386,-13.527318,0.4686985,-8.566411,5.0063696,-7.237041,3.828591,1
14027,Alto,49.6395203501102,0.777285804096075,8.333939,0.8273226,7.075131,-10.720117,3.6945739,-3.0127754,3.1341352,-2.5995207,0
14028,Bajo,55.9206484653493,0.875639528774505,-7.531514,-19.4154,-6.136776,-8.474678,-0.34504983,7.8305717,-0.86291397,5.923027,3
14029,Bajo,55.895252008151,0.875241855599677,-10.888338,0.9893166,-7.783227,-1.0265138,-3.6831102,3.7915606,-2.8772085,3.0095315,3
14030,Muy bajo,59.0080061263008,0.923983252990598,-25.02975,10.296428,-15.633336,6.093411,-11.803676,2.4410563,-9.418871,1.682212,1
14031,Alto,49.6121121567291,0.776856629932408,8.192699,2.288244,7.543844,-11.546983,3.4691691,-3.3488204,3.007207,-2.7026327,0
14032,Bajo,55.1020742789416,0.862821796245936,-2.471537,-10.097474,-2.036744,-3.9781086,0.5209037,3.4464772,0.11542219,2.505501,3
14033,Muy bajo,56.9801420466151,0.892229723732886,-15.694938,0.44978398,-10.832366,-0.102381386,-6.383735,4.26201,-5.336463,3.320436,4
14034,Muy bajo,56.6053400806101,0.886360846566703,-7.1266093,-18.398178,-5.8046675,-7.929826,-0.24483885,7.512691,-0.7680907,5.716997,3
14035,Muy bajo,57.3853356938327,0.898574492329978,-18.33157,1.2488247,-12.00899,0.6701516,-7.377354,4.2830987,-6.0662656,3.2299738,1
14036,Muy bajo,58.7912743363854,0.920589534791683,-24.776648,9.13345,-15.352793,5.243947,-11.333313,2.8949041,-9.073392,2.0662441,1
14037,Muy bajo,58.650684268875,0.918388089997253,-23.802626,10.200373,-14.6466875,5.5203366,-10.939027,2.2730963,-8.725325,1.5994275,1
14038,Bajo,55.7832171221202,0.873487545206243,-9.215401,-19.765501,-7.1505547,-8.138416,-1.3115529,7.735099,-1.7021506,5.7363,3
14039,Muy bajo,60.7642604388961,0.951483751301916,-33.809788,12.22867,-19.555801,7.6245604,-14.622695,3.2423358,-11.584591,2.353522,1
14040,Bajo,55.1287492832085,0.863239489688471,-1.3632658,-10.84196,-1.3236716,-4.25069,1.1101328,3.6068473,0.6087956,2.6619294,3
14041,Bajo,56.41309984568,0.883350632033336,-3.9732466,-18.189592,-4.1916556,-7.692015,1.1654508,6.712386,0.45617738,5.103191,3
14042,Medio,54.5872290457939,0.854760036418085,-3.6288073,1.5980091,-4.6534166,1.2688761,-2.5809643,0.11436785,-2.2915251,-0.16927618,4
14043,Muy bajo,56.7307347344086,0.88832435233025,-19.086353,-0.427109,-12.682495,-0.48339477,-7.1335616,5.3823476,-5.7809024,4.173638,4
14044,Muy bajo,58.1843604514573,0.911086108011243,-23.397627,8.48522,-14.194038,4.414499,-10.201276,2.8425856,-8.16683,1.958728,1
14045,Bajo,56.4021063349792,0.883178488955712,-15.40111,-0.8910542,-8.991828,-0.5920976,-5.0808625,4.188202,-4.157802,3.2308178,4
14046,Muy bajo,58.2101957226458,0.91149065240245,-17.749008,2.074048,-12.478407,1.0389704,-8.151212,4.2025104,-6.847804,3.1450744,1
14047,Muy bajo,57.690577793034,0.903354158790255,-17.03475,3.2965827,-12.262763,1.9733938,-8.004624,3.2606876,-6.71645,2.2109993,1
14048,Bajo,56.1135908102014,0.878660737372106,-13.7484045,0.19454253,-9.832413,-0.58579683,-5.3071265,4.1294217,-4.4372125,3.2878206,4
14049,Medio,53.7635807841454,0.841862850932965,-0.78447914,-20.284126,-1.7883861,-9.103412,2.2193568,7.2439556,1.2568268,5.488859,3
14050,Muy bajo,57.5185138592717,0.900659877053303,-19.798012,-0.020960221,-13.1754265,0.16107038,-8.094054,4.9567156,-6.8401093,3.7078831,1
14051,Muy bajo,59.408009890115,0.930246755236486,-28.636976,10.575873,-16.929567,6.293788,-12.583763,2.906471,-10.039221,2.0577672,1
14052,Bajo,56.2586268931912,0.88093180058131,-6.068019,-16.365808,-4.953108,-6.785413,-0.1397853,6.3102674,-0.6003993,4.681458,3
14053,Muy bajo,57.7071595290716,0.90361380569938,-19.57016,5.3276496,-12.063927,3.712991,-8.776705,2.2847044,-7.12219,1.5784354,1
14054,Muy bajo,57.1860330566606,0.895453690406427,-8.35331,-17.369917,-6.463513,-7.31016,-1.0084803,7.3133764,-1.3692135,5.557534,3
14055,Muy bajo,58.2058392980785,0.911422436856672,-23.099924,9.5264435,-13.944258,4.5828104,-10.003663,2.3515744,-7.9913697,1.6453803,1
14056,Alto,50.6407720750318,0.792964012640782,8.007382,-1.028156,5.8607135,-9.293123,3.6156998,-2.2806525,2.9322941,-2.03211,0
14057,Muy bajo,57.3915315528247,0.898671510858858,-9.817316,-18.793127,-7.5435886,-8.113032,-1.439503,8.189981,-1.7980262,6.2347193,3
14058,Muy bajo,58.2255869608959,0.911731657773067,-21.421715,4.851426,-14.090978,3.344887,-9.989576,3.5498192,-8.155209,2.5508313,1
14059,Muy bajo,57.8239662753763,0.905442836783583,-20.111418,1.6557856,-13.356312,1.4691497,-8.830454,4.2629766,-7.347224,3.1386082,1
14060,Bajo,56.0956584960145,0.878379942288798,-6.5969887,-19.072016,-5.491572,-8.291032,0.16029844,7.439079,-0.4058567,5.6070886,3
