CVE_MUN,GM,IM,IMN,Perplexity 100 Component 1,Perplexity 100 Component 2,Perplexity 200 Component 1,Perplexity 200 Component 2,Perplexity 300 Component 1,Perplexity 300 Component 2,Perplexity 400 Component 1,Perplexity 400 Component 2,SOM labels
4009,Bajo,54.8902956416295,0.859505637523358,-4.1099954,12.102461,-2.6409078,5.946309,-3.5059345,-2.6520286,-2.8293376,-2.2401001,4
4010,Alto,50.7093716101968,0.794038185889743,11.156512,5.47129,12.316134,-6.077476,3.6780515,-5.625099,3.1098542,-4.8570495,2
4011,Alto,50.5139363387235,0.790977941530723,8.408885,4.6685615,7.8680305,-7.104451,2.7397783,-4.8173895,2.873006,-3.7206247,2
4012,Bajo,55.8783319762054,0.874976911447448,-7.7044287,11.434376,-5.946119,5.9094257,-5.814187,-1.299045,-4.667362,-1.1039476,1
5001,Muy bajo,57.8201477198815,0.905383043518916,-9.266496,-16.116781,-7.015207,-6.4564176,-1.808275,6.948645,-2.0514073,5.2690215,3
5002,Muy bajo,58.4817122918216,0.915742223999208,-17.89933,15.289512,-10.7598915,8.198827,-9.682677,-0.7915792,-7.7325606,-0.82227534,1
5003,Muy bajo,59.7938289954527,0.936288145471786,-29.989023,11.40003,-17.612133,6.8948307,-13.205403,2.8155594,-10.507489,1.9616481,1
5004,Muy bajo,58.0449869593202,0.908903713094021,-24.81108,6.4497643,-15.629373,3.875496,-11.0103035,3.8720112,-8.927989,2.8621435,1
5005,Bajo,55.9194917338476,0.875621415969041,-5.7840514,-16.374285,-4.823195,-6.89291,-0.017537212,6.332327,-0.4941415,4.6939397,3
5006,Muy bajo,59.3106239603317,0.928721827110563,-28.270817,12.739931,-16.79597,7.5414867,-13.0446205,2.0806038,-10.391928,1.363183,1
5007,Muy bajo,57.220514347307,0.895993619429459,-22.638754,10.8081,-13.878856,5.8383045,-10.591717,1.8237683,-8.454659,1.2441425,1
5008,Bajo,56.4434939150664,0.883826560859725,-8.09272,-14.189594,-5.9574094,-5.6082067,-1.3917927,5.8945203,-1.5962383,4.3505483,3
5009,Muy bajo,57.8246734818765,0.905453910653138,-17.45174,8.775672,-10.736399,4.6804614,-8.300483,1.3833547,-6.707776,0.9125471,1
5010,Muy bajo,60.0842709636714,0.940836062478594,-32.60026,10.598255,-19.016644,6.7137136,-13.9994955,3.4393542,-11.168304,2.3842092,1
5011,Muy bajo,57.1210015864091,0.894435388088245,-16.495586,7.654185,-9.930587,3.840691,-7.3386602,1.5400332,-5.8787827,1.1013163,1
5012,Bajo,55.6679087962824,0.871681977301161,-2.1740232,-14.982548,-2.5678513,-5.644354,1.4352329,5.2452292,0.7481452,3.9441178,3
5013,Bajo,56.0716090813527,0.878003361925379,-3.3665442,-13.006353,-3.2863216,-4.7485576,0.21318029,4.5811815,-0.14278075,3.4218612,3
5014,Bajo,55.4032123875801,0.867537199925627,-0.65737313,-16.564634,0.19724861,-3.479974,2.57653,5.403398,1.7553226,4.0684047,3
5015,Muy bajo,56.6770026083266,0.887482982016175,-6.862684,-15.741866,-5.3961315,-6.4354343,-0.6418889,6.257292,-1.0095218,4.656235,3
5016,Muy bajo,57.3261855621437,0.897648283588476,-8.957615,-15.48781,-6.681193,-6.182286,-1.673479,6.5971107,-1.9033126,4.9457345,3
5017,Muy bajo,58.1804004142075,0.911024099339196,-20.694273,7.086538,-12.606916,4.575274,-9.537673,2.2202358,-7.745264,1.5723524,1
5018,Muy bajo,60.4768300568519,0.946982991543298,-32.786083,11.850461,-19.029156,7.4308705,-14.328254,2.9946566,-11.426936,2.0439095,1
5019,Muy bajo,59.4673507022789,0.931175949768852,-28.589254,10.958621,-16.878086,6.4674716,-12.611954,2.7874687,-10.057002,1.9654399,1
5020,Muy bajo,58.9049613636146,0.922369715416957,-24.165766,11.450623,-14.808563,6.7856817,-11.569893,1.6963828,-9.227596,1.117234,1
5021,Muy bajo,57.7527937612693,0.904328374265269,-10.739325,-14.103926,-7.737025,-5.468405,-2.7108157,6.572108,-2.7890406,4.954548,3
5022,Muy bajo,58.9554821241229,0.923160800215486,-20.048267,14.706316,-12.284192,7.961598,-10.667027,0.041826773,-8.604304,-0.12893859,1
5023,Bajo,55.1278959758259,0.863226128082429,-3.069151,-15.520382,-3.0328414,-6.7979994,0.30039138,5.3071094,-0.23249148,3.964686,3
5024,Muy bajo,57.9477297945311,0.9073808012487,-20.05691,12.227418,-12.44427,6.749801,-10.214935,0.82738817,-8.201292,0.4760666,1
5025,Muy bajo,59.2727558881289,0.92812886580183,-20.774248,14.952579,-12.881736,8.076763,-11.154481,0.22036721,-9.058237,-0.018495973,1
5026,Bajo,56.4638302346,0.884144999321047,-4.8943663,-15.185347,-4.3184705,-6.1989374,0.17267886,5.7420726,-0.3027699,4.266941,3
5027,Muy bajo,60.1650088427359,0.942100305299779,-32.040394,12.373139,-18.5881,7.5364814,-14.061695,2.7890708,-11.1975355,1.8999727,1
5028,Muy bajo,59.7511520314129,0.935619883609541,-28.999907,12.370724,-16.969954,7.255156,-12.981601,2.3386106,-10.332206,1.5881826,1
5029,Muy bajo,57.4433073588306,0.8994822479232,-10.419857,-14.260277,-7.6046834,-5.5321417,-2.5835342,6.5438814,-2.6705396,4.9084506,3
5030,Muy bajo,60.7375040578758,0.951064783612676,-33.937546,11.787733,-19.664083,7.4828024,-14.719447,3.236459,-11.71253,2.2560203,1
5031,Muy bajo,59.9613705887526,0.938911613650952,-30.202633,12.791435,-17.64584,7.6069365,-13.530987,2.3830128,-10.771555,1.5898916,1
5032,Muy bajo,59.7579886590898,0.935726935684252,-29.033955,11.977649,-17.038748,7.0772405,-12.945224,2.4869835,-10.305169,1.7152524,1
5033,Muy bajo,57.059406535828,0.893470895319548,-15.185313,9.677006,-9.335401,4.8545947,-7.4279394,0.6816495,-5.9941134,0.40699586,1
5034,Muy bajo,57.9045374458784,0.906704469180692,-13.511509,-15.2921,-9.794014,-6.0446734,-3.9656754,7.782232,-3.947138,5.964147,3
5035,Muy bajo,60.2884207175746,0.944032763504298,-31.184654,13.477689,-18.104843,8.100406,-14.011652,2.2693768,-11.127982,1.5197492,1
5036,Bajo,54.8588292288359,0.85901291729162,0.46416512,-12.277542,-0.98337036,-5.5270414,1.117402,3.5177,0.48975387,2.5642993,3
5037,Muy bajo,58.337700821595,0.913487204799895,-20.309532,13.067869,-12.275714,7.1137376,-10.126789,0.55453527,-8.083792,0.29951102,1
5038,Muy bajo,57.7682332789898,0.904570135625203,-16.445406,13.900058,-10.021388,7.404177,-8.801414,-0.463735,-6.967673,-0.43851414,1
6001,Bajo,56.4059237449604,0.883238264283229,-13.960436,2.0621908,-9.333301,0.95701814,-5.8857894,2.7698672,-4.8589396,1.902101,4
6002,Muy bajo,59.7711755354347,0.935933423815301,-30.204004,11.945711,-17.768927,7.195998,-13.428761,2.7219903,-10.680422,1.9026302,1
6003,Muy bajo,57.1625072020632,0.895085308264963,-16.599491,6.969417,-10.067961,3.4500294,-7.2673693,1.8170284,-5.8242826,1.3247008,4
6004,Muy bajo,57.1251916292823,0.89450099832825,-16.174774,10.872482,-10.065556,5.296028,-8.125059,1.0941547,-6.5866747,0.92913026,1
6005,Muy bajo,58.1700784403634,0.910862471594152,-21.109514,5.5667667,-13.517949,3.6978188,-9.733183,3.0099218,-7.9067116,2.1224084,1
6006,Bajo,55.0289760226252,0.861677179284729,-1.4086326,-12.821613,-1.090964,-4.6446767,1.5272008,4.3840404,0.881091,3.276315,3
6007,Muy bajo,59.7547410038696,0.935676081923348,-31.983286,10.249539,-18.788876,6.456245,-13.755018,3.5370502,-10.96319,2.498755,1
6008,Muy bajo,57.3805329920052,0.898499288703402,-23.866076,6.180157,-14.644096,3.5331676,-10.158413,3.5987465,-8.197362,2.5641434,1
6009,Muy bajo,57.1954216340676,0.895600702462298,-11.596595,16.041204,-13.1032505,2.3455307,-8.608889,0.4727078,-7.2273855,1.7212539,1
6010,Muy bajo,60.5120922228991,0.947535147988342,-32.47016,13.106981,-18.78817,8.026226,-14.396173,2.5876532,-11.454768,1.7439668,1
7001,Medio,53.2907904738896,0.834459612668694,2.3461113,10.564793,0.96896154,5.0961833,-1.1011378,-3.9444058,-0.67872024,-3.2720883,4
7002,Medio,53.3009496928406,0.834618691898622,2.356986,13.060698,1.1721771,6.2641664,-1.6776181,-4.7953234,-1.2252474,-3.9548438,4
7003,Alto,52.1499492969481,0.816595627575556,10.668294,6.9450912,9.976902,-6.737798,4.0591125,-5.106089,3.4469388,-4.1319423,0
7004,Alto,49.7840661417914,0.779549190025736,19.61038,0.074184224,13.46811,-3.1801672,8.343787,-4.2815943,6.757661,-3.4000998,2
7005,Alto,48.7593250790908,0.763503171142121,25.963055,-3.0071073,16.475533,-1.0784901,11.088157,-4.4296885,8.892801,-3.44523,2
7006,Alto,52.2296012272431,0.817842865950352,14.707986,-11.137088,8.289564,-0.8573781,7.5715585,0.25757617,5.9354887,0.08335064,0
7007,Muy alto,45.981946197677,0.720013283208214,25.30634,1.6450273,17.015337,-3.7430227,10.002025,-6.3103747,8.112696,-5.0461497,2
7008,Alto,51.5472580763044,0.807158321841021,19.48354,-4.8392105,11.673659,0.51246375,8.833647,-2.2982643,7.160527,-1.7352312,2
7009,Medio,54.5793351882981,0.854636429595784,-4.4063296,7.3474355,-3.6534152,4.8352213,-4.22641,-2.6951075,-3.1874735,-2.2010822,4
7010,Alto,49.7756697893572,0.779417714832035,18.241024,7.1558104,14.166725,-7.8819976,6.216282,-7.498017,5.0735884,-6.2355676,0
7011,Alto,51.5097790448289,0.806571452368638,15.004342,2.430909,10.92957,-5.809386,5.9305353,-4.742357,4.8961854,-3.796412,0
7012,Medio,53.2988113851827,0.834585208976637,6.5500727,9.435804,1.3192067,7.2312875,-0.10301035,-5.5203238,-0.22412764,-4.4729857,4
7013,Alto,52.0224667435321,0.814599428209782,4.9907637,10.5768175,11.828427,-1.2632654,7.8107495,-3.0165794,6.215653,-2.4703467,2
7014,Alto,50.0944470305582,0.784409322778825,23.262533,-6.4497066,14.4716425,0.71434176,10.870465,-2.5267625,8.732222,-1.9483753,2
7015,Medio,54.5750731851716,0.854569692558361,-1.0334902,10.234973,-1.1441131,4.6839843,-2.2629507,-2.676839,-1.6866862,-2.2363844,4
7016,Alto,52.1298806862818,0.816281381062519,10.975107,-6.1916237,8.69005,-2.4755118,5.528803,-0.5571219,4.3290167,-0.61887395,0
7017,Medio,53.7799251744326,0.842118781337958,-0.3969184,9.909999,-0.7399264,4.868806,-2.000681,-3.2485075,-1.5347114,-2.71907,4
7018,Alto,52.2651458294411,0.818399444952443,15.120922,-8.799044,9.134153,0.22456147,7.594331,-0.538539,6.008121,-0.51410127,0
7019,Bajo,54.9683255947039,0.860727477992228,-4.7327027,7.1098485,-3.99242,4.797699,-4.710792,-2.6647072,-3.754142,-2.1918385,1
7020,Alto,50.345273777775,0.788336920558257,18.730648,-5.717031,11.982292,-0.8400537,8.7223835,-2.4189448,6.947614,-1.9997199,2
7021,Medio,53.1786471264422,0.832703603920424,1.5278465,9.449324,1.5989014,4.1644416,-0.4544057,-3.3965912,-0.043846916,-2.8556302,4
7022,Muy alto,37.8069459586062,0.592004156820721,24.240742,6.0964675,17.380491,-5.8480587,9.366966,-7.755361,7.75348,-6.2698426,2
7023,Muy alto,46.3278465780139,0.725429601765908,27.373348,-7.402064,16.311155,1.9725859,12.591014,-2.7854545,10.094213,-2.172834,2
7024,Muy alto,46.4378836071254,0.727152628500454,24.473545,1.802965,16.645544,-3.6705673,9.962535,-6.114913,8.131859,-4.9402795,2
7025,Alto,51.5044924730301,0.806488672011725,14.038301,-4.1836195,10.406449,-3.2012403,6.8090878,-2.1473682,5.6477227,-1.6071806,0
7026,Muy alto,45.4293080626882,0.711359739134878,27.474684,-5.767877,16.965511,0.44277176,12.060787,-4.2116904,9.653085,-3.4484692,2
7027,Bajo,55.0370926693881,0.86180427467689,-6.334706,12.172196,-3.6503286,6.0043497,-4.364344,-2.3662446,-3.4788678,-2.022498,4
7028,Alto,51.6651883576316,0.809004945920024,18.382076,-8.458463,10.581486,0.37596577,9.168056,-1.280529,7.3218164,-1.0753073,2
7029,Medio,53.411133839476,0.836344022288845,10.391636,-7.419456,6.1543307,-6.1096435,4.0273743,-0.28528744,2.5660617,-0.4445184,0
7030,Alto,50.6852195036764,0.793659997514736,19.109861,-5.418715,11.954704,-0.29494923,8.906013,-2.321365,7.13002,-1.8579144,2
7031,Muy alto,45.2557776016108,0.708642493621175,26.560984,0.38161945,17.494162,-2.3048384,11.241826,-5.473484,9.182055,-4.2377224,2
7032,Alto,52.5820017564812,0.823360967793416,3.152341,9.658267,1.5392728,4.3610034,0.0054446543,-3.8738,0.33989406,-3.2232566,4
7033,Alto,49.9740571910312,0.782524185441443,23.986835,-6.4808717,14.410203,0.43449146,10.647071,-2.515914,8.517306,-1.9356415,2
7034,Medio,53.310646120513,0.834770524461207,3.5296803,7.2676673,7.07705,-4.061077,4.844547,-0.7493919,3.696196,-0.58597344,0
7035,Alto,52.3329033180957,0.819460432924949,11.412618,-6.2735195,8.302137,-4.3463573,5.0719833,-0.71841,3.9223294,-0.91434747,0
7036,Alto,52.0599373900267,0.815186166385033,12.596273,5.4011993,11.627261,-6.6278877,4.664714,-5.51094,3.9650743,-4.5502152,0
7037,Alto,52.5506286011626,0.822869707843947,5.945445,8.633296,9.542723,-8.797371,0.80836153,-5.0801053,0.79680496,-4.2857423,4
7038,Muy alto,48.5315608456366,0.759936700231522,21.599113,1.2239412,14.958952,-3.6939526,8.978264,-5.196035,7.3273435,-4.139436,2
7039,Alto,48.9210111099177,0.766034949362297,25.676266,-5.774163,15.752597,0.4186253,11.492465,-3.3090105,9.269496,-2.5870144,2
7040,Medio,54.488482551691,0.853213803748449,-2.0422807,10.752002,-2.0689492,5.5363317,-3.3586373,-2.9392693,-2.6725895,-2.4764352,4
7041,Alto,52.2893584036738,0.818778580167671,12.592587,-11.713111,7.025829,0.56095636,7.867467,-0.09122558,6.2251816,-0.16754891,2
7042,Medio,52.9477110108393,0.829087465749765,13.871687,-9.510098,8.17737,-0.0300606,6.948411,0.11115793,5.4084196,0.024342794,0
7043,Medio,53.4659644235862,0.837202592926888,0.3415912,9.705152,1.0095289,4.332338,-1.4196594,-3.2527943,-1.0230465,-2.836798,4
7044,Alto,51.6527299008629,0.808809863825778,19.401907,-6.7595334,12.182437,-0.10902377,9.062311,-2.2391503,7.170936,-1.8396902,2
7045,Alto,51.0570492659982,0.79948233410773,18.545656,-6.784094,11.510895,-0.3553541,8.669327,-1.7007686,6.888797,-1.4778577,2
7046,Medio,53.4321289661094,0.83667277675247,2.8897762,7.600825,0.72390175,2.9570003,-0.16017425,-2.634537,0.09155632,-1.9894229,0
7047,Alto,52.5191148773229,0.822376246787071,16.617699,-7.8348675,9.658119,0.8661261,7.839577,-1.3767991,6.24648,-1.2449199,2
7048,Medio,53.716152579478,0.841120191254916,3.8754478,7.897545,-0.99409074,3.6822867,0.031453222,-3.731642,-0.6388393,-2.3887124,4
7049,Alto,50.5089646729303,0.790900092163596,21.167416,-6.805956,13.347844,-0.24268721,9.755571,-2.5110273,7.8123446,-2.081363,2
7050,Medio,52.6928205936953,0.825096236554786,6.91272,-6.681576,6.2296267,-5.4450774,3.8264868,0.21248268,2.9261587,-0.14395465,0
7051,Medio,53.0837629810148,0.831217850255717,3.8834827,7.9289384,7.5960283,-4.865072,0.27730942,-4.202775,0.4282744,-3.4940867,4
7052,Alto,49.1299085992887,0.769305993317883,20.97257,0.9001667,14.456043,-3.6624768,8.654962,-5.0163736,7.04333,-4.028996,2
7053,Alto,52.5462404399952,0.822800995347181,11.538554,-10.336924,6.817688,0.30942455,6.269149,0.053066604,4.9798374,-0.3319041,0
7054,Alto,52.3810255780799,0.820213960543325,4.7247033,8.405896,8.89221,-5.242943,1.4644953,-4.3553066,1.6409672,-3.7092605,0
7055,Medio,53.7172061335794,0.841136688445886,3.0633047,-8.982449,1.0545042,-5.046851,2.358177,1.8794018,1.5571676,1.0642624,3
7056,Muy alto,45.5708330998031,0.713575824252094,24.752157,0.18828447,16.488173,-2.8049378,10.375346,-5.523258,8.56038,-4.300408,2
7057,Medio,53.0043935129513,0.829975034846356,3.2204244,10.900823,2.0007145,5.0065813,-0.40692514,-4.171396,0.122437775,-3.4423482,2
7058,Alto,51.4857630626166,0.806195395510849,20.926783,-6.913377,13.066206,-0.15273488,9.584807,-2.2671824,7.6311936,-1.8493855,2
7059,Muy alto,47.0642589778532,0.736960795063471,26.590294,-1.9399471,17.164001,-1.3010247,11.473504,-4.9587193,9.309348,-3.8966599,2
7060,Alto,48.7983796549241,0.764114711446422,24.099478,-4.6717167,15.9831,0.9534216,11.672926,-3.2308528,9.462166,-2.5227683,2
7061,Medio,52.7896289931032,0.826612121358794,3.202659,10.387282,1.5754644,4.7449036,-0.52579564,-4.0359054,-0.13101935,-3.3939214,4
7062,Alto,51.6489356841444,0.808750451672474,12.471299,-6.38656,9.58585,-2.1785593,6.3679676,-1.1051828,5.0387354,-1.0979079,0
7063,Medio,54.564009802543,0.85439645538359,-0.2187479,-8.240877,-1.2633175,-1.8863571,1.6797277,1.7538865,1.6553843,0.6489516,0
7064,Muy alto,40.8340559064578,0.63940448569795,23.579216,6.53871,17.00732,-6.460512,8.6444435,-8.038856,7.040281,-6.5890346,2
7065,Medio,52.6741669326229,0.824804146183168,2.4248977,9.692855,1.5086653,4.5215287,-0.37352034,-3.7631388,-0.018875409,-3.170549,4
7066,Muy alto,45.4935597483737,0.712365831112003,28.039268,-7.894529,16.622448,1.9787322,12.617577,-3.0793154,10.133695,-2.4717834,2
7067,Alto,49.7245203468974,0.778616785749097,24.75844,-6.363683,15.119455,0.5376311,11.173028,-2.8965557,9.005289,-2.2475939,2
7068,Medio,53.8688979626885,0.843511971376347,-0.18737121,9.940606,-0.8518184,4.800611,-1.9955412,-3.1278782,-1.5210669,-2.6043975,4
7069,Alto,52.2159881034543,0.817629703377551,11.043515,7.475362,10.879603,-8.111452,3.6965516,-6.1291428,3.0515642,-5.0942945,4
7070,Medio,52.9851964072576,0.829674434888293,13.066074,-7.654304,7.628943,0.9581147,6.179594,-0.36518922,4.7439604,-0.40186784,0
7071,Alto,52.1712242149923,0.816928763183282,4.5972095,8.949942,9.075187,-5.226466,1.442643,-4.514242,1.7384984,-3.8654246,2
7072,Alto,50.3948368506767,0.789113009301705,23.507183,-4.7641263,15.393666,0.123813555,10.81365,-3.337429,8.735966,-2.6281424,2
7073,Alto,51.4744684222445,0.806018537161661,5.5505395,10.566509,3.1975336,6.1365786,0.42693564,-5.6164284,0.55530065,-4.755082,4
7074,Bajo,56.2836431212427,0.881323519896874,-9.358374,12.875803,-6.382273,6.960701,-6.601514,-1.7664585,-5.3509245,-1.4232426,1
7075,Alto,50.0594556971995,0.783861407196758,22.976286,-0.010765495,15.557918,-2.9330506,8.9899235,-4.9568605,7.3529544,-4.1389503,4
7076,Alto,48.9361378462015,0.766271813000236,25.270882,-4.8204226,15.52912,-0.7170939,10.714825,-3.8246865,8.608543,-3.0286615,2
7077,Muy alto,48.0926829231702,0.753064482763297,23.002373,-3.6521683,15.069631,-1.0036591,10.412456,-3.743112,8.429351,-2.9828663,2
7078,Bajo,55.8329040362097,0.874265573130339,-9.560991,14.202511,-6.094118,7.787588,-6.816874,-2.536005,-5.481031,-2.0881355,1
7079,Medio,53.246705867343,0.833769309083845,3.439482,9.79553,2.0464044,4.6333137,0.16236964,-4.0730476,0.44176576,-3.373923,0
7080,Alto,50.8504760253906,0.796247684653064,19.561026,-7.0913577,12.414663,-0.17256533,9.316946,-2.1030846,7.417825,-1.7506306,2
7081,Muy alto,48.6987056909843,0.762553955889921,24.035664,-4.638154,15.900896,0.6895879,11.365019,-3.3899565,9.214632,-2.6899278,2
7082,Muy alto,35.9017299159572,0.562171125130602,29.169188,4.4585004,19.789621,-5.0974207,10.95124,-8.3861475,8.944636,-6.788635,2
7083,Alto,51.8389002231647,0.811725031975037,18.89934,-4.344153,11.156335,1.0945083,8.583114,-1.8022478,7.0555263,-0.93075913,2
7084,Alto,52.3585588020491,0.819862162098269,15.084007,-8.47382,9.103115,0.45855173,7.475992,-0.70488757,5.9206376,-0.6620191,0
7085,Alto,52.4575014394617,0.821411466099158,14.793164,-8.757963,8.758412,0.1213412,7.127699,-0.38543683,5.578985,-0.41873956,0
7086,Medio,54.1829143338017,0.848429030723386,-1.9717889,12.668252,-1.1296948,6.4474406,-3.1035175,-3.9762788,-2.4210577,-3.412993,4
7087,Alto,51.2573346789155,0.802618524931697,5.8928323,10.416443,12.256816,-3.7451475,1.1729189,-5.7395015,1.3753967,-4.8270183,4
7088,Alto,51.7437643596455,0.810235336755335,12.342837,-5.6627946,9.594011,-4.1845675,6.0900555,-2.0317411,4.8322883,-1.7779361,0
7089,Bajo,55.5116640419866,0.869235401898699,-8.685302,13.706492,-5.787372,7.2317147,-6.3035026,-2.3408368,-5.0505037,-1.9702668,1
7090,Alto,51.8493451247474,0.811888584597387,18.954391,-7.3697453,9.862429,1.1342747,8.467985,-1.4997534,6.7759466,-1.3371223,2
7091,Bajo,54.6305559373357,0.85543847524049,-1.5557338,11.296688,-1.2968267,5.633557,-2.8470256,-3.2743423,-2.3197377,-2.8141942,4
7092,Alto,50.649014322504,0.79309307476525,18.078163,-6.4507785,11.437375,-0.7489574,8.481519,-1.7761006,6.743645,-1.5601034,0
7093,Alto,49.8303546585047,0.780274003776557,22.223358,-7.1824293,13.829859,0.270956,10.379096,-2.4265585,8.362904,-1.9510367,2
7094,Alto,50.0047965654837,0.783005521264596,22.425589,-5.069665,14.399121,-0.22773531,10.241975,-3.1194475,8.300616,-2.4228141,2
7096,Muy alto,48.3404725600387,0.756944523621499,26.122932,-4.154985,16.381128,-0.37363675,11.418754,-4.0440245,9.223994,-3.1487055,2
7097,Bajo,55.0724437277739,0.862357823052242,-6.227817,11.295816,-3.884486,5.364622,-4.17977,-1.7435665,-3.2920399,-1.4336756,4
7098,Alto,49.5923052604024,0.776546481501695,21.89411,-6.641341,13.948573,0.17642905,10.52968,-2.528186,8.570796,-2.0143323,2
7099,Alto,51.782928377283,0.810848590765976,14.507162,1.7389035,10.2169485,-5.8251963,5.963563,-4.3585577,4.9487844,-3.4719932,0
7100,Muy alto,47.4784672250844,0.743446719750927,21.397408,-0.036805566,14.649974,-2.9224927,9.367074,-4.717757,7.652488,-3.7707517,2
7101,Muy bajo,58.3458969364367,0.913615544551574,-25.0104,15.518145,-14.742887,8.803761,-12.175809,0.48582834,-9.670844,0.14059669,1
7102,Alto,52.2950494073419,0.818867693364799,13.22693,8.465032,11.8002205,-8.925375,3.9651132,-6.880916,3.2293036,-5.724921,3
7103,Alto,52.5582458193254,0.8229889828793,11.581934,-6.4623446,8.398581,-4.0196905,5.384469,-0.6558964,4.161556,-0.80476725,0
7104,Medio,52.9232601681887,0.828704599582718,2.9715326,5.814413,7.118895,-3.7343462,5.3123136,-1.2809492,4.3314157,-0.7161327,4
