CVE_MUN,GM,IM,IMN,Neighbors 8 Component 1,Neighbors 8 Component 2,Neighbors 10 Component 1,Neighbors 10 Component 2,Neighbors 12 Component 1,Neighbors 12 Component 2,Neighbors 14 Component 1,Neighbors 14 Component 2
1001,Muy bajo,60.3187950417198,0.944508383147691,10.481662104344714,-2.9791732571029614,10.102013461501913,-2.865021503446183,9.831325854997546,-2.6632656535103503,9.573443053798613,-2.639937773260165
1002,Muy bajo,56.546071016613,0.885432775510777,2.192307175805234,0.7189897435380973,2.118315866597242,0.8940239915968983,1.964011499873502,0.7498759317902505,1.8925099497104634,0.7044170647986795
1003,Muy bajo,57.0582509369582,0.893452800249523,2.4741142094787847,-0.07674301362520952,2.331832169937307,-0.18358994239371104,2.259981801741173,0.033444738440507694,2.101033202337466,0.1411015813858798
1004,Muy bajo,57.1140301001378,0.894326224315631,2.4907831525113107,0.2931608917178218,2.385734292800859,0.3131200586098254,2.315090047503495,0.4974214232910852,2.334035971145981,0.4267296555465805
1005,Muy bajo,59.0117616967172,0.924042059996595,5.222582017091779,0.5271255363699711,4.965926247309367,0.9145439648524076,4.773856967756581,1.2938055076561927,4.667651310800814,1.0190503969871683
1006,Muy bajo,58.6247678266779,0.917982274581019,4.451421383301232,0.3529619610322667,4.229862776971149,0.5114118044195342,4.046351062660913,0.6502795078409301,4.019300510541965,0.5332396470579087
1007,Muy bajo,57.6466713495514,0.902666644991035,3.199803720019069,0.40991068057131747,2.995629077768378,0.3805002583801478,2.8458099313437417,0.3071478489193641,2.8321718888526317,0.29922191051185965
1008,Muy bajo,57.5275305589345,0.900801066021251,3.265235512479522,0.5134311798518681,3.0053108721192645,0.5216883086344322,2.8616809441698754,0.7413637344507099,2.8565522125554508,0.5947575454819889
1009,Muy bajo,56.6043143837497,0.886344785581358,2.2114805472615893,0.774743574671583,2.166325182541547,0.9050905624466414,2.1349993525719584,0.8633646018829254,2.08446324558415,0.8291883430731177
1010,Muy bajo,56.5557942161932,0.885585027284178,2.2435993739109703,0.9449366873577549,2.1594782224912064,0.9170732199293795,2.1431154344873606,0.9447592723657382,2.1050143474776815,0.9041031101294069
1011,Muy bajo,58.5520978333435,0.916844363622086,4.338345502151293,0.47905346070805976,4.129373162802625,0.4888557102477507,3.9722923907588212,0.6196187982497303,3.8118699785428563,0.5388515754624029
2001,Muy bajo,58.082237567032,0.909487005768167,6.48835324999456,-2.491614899861311,6.117067168376349,-2.507005007529314,6.007443412180602,-2.2310201324531995,5.897662645811665,-2.209096347770359
2002,Muy bajo,59.3849890945595,0.929886281616716,11.035174160520478,-3.1416032066972046,10.55257883564044,-3.4377816071820426,10.378252603094662,-2.972081758625432,10.202036559641552,-3.3128050774082265
2003,Muy bajo,58.3900774399861,0.914307349750025,4.603029041660349,-0.2585848272860795,4.353326787349934,-0.3444791776819775,3.8651935015524437,-0.3734672993284435,3.7775699298423575,-0.46295783604114127
2004,Muy bajo,59.1402868170204,0.926054584508856,16.976702118177784,-4.94596981049778,15.930838070165908,-5.76800472131318,15.804559619915022,-5.574016870511297,15.616113795776968,-5.875445637146059
2005,Muy bajo,58.291417465293,0.912762471853933,4.578197970653494,-0.5882576699327575,4.37149017750297,-0.6137074861024816,4.187660123405655,-0.415227067878521,3.945710325443267,-0.8784551061127804
2006,Medio,53.3990400136774,0.836154649808125,1.1714649853482795,-0.0667059653723408,1.1437299049925655,0.2554144445655919,1.0254712690112446,0.47071625238995196,1.074483836625752,0.41762917528792415
3001,Muy bajo,58.2638228268869,0.912330378220656,4.577559154999766,0.4927941593740046,4.424488502481986,0.7286702714853956,4.265735369780525,0.8068301172360435,4.195484254197216,0.7108589854628313
3002,Muy bajo,57.4925673102967,0.900253590206829,4.208209311738321,1.7329937376561637,4.1271355896089705,1.6953787873128638,4.080685948002355,1.7726101737817268,3.859138028789328,1.5070419946598546
3003,Muy bajo,59.8532531027085,0.937218644289365,7.300967593592991,0.19788211525752628,7.176923157392805,0.8234509570527522,6.859725510089505,0.7555100586141947,6.7026400300506825,0.5331531423072362
3008,Muy bajo,58.7357270060101,0.919719740904642,7.569179517692731,-1.4213650374496538,7.420129583633677,-0.41578941597637276,7.2196156219088365,-0.6018056406658806,7.237349793069163,-0.42279121160719796
3009,Muy bajo,58.8193122984084,0.921028570255816,5.036376002183181,-0.21380515138477962,4.86902837150296,0.32632132138952574,4.755436269671099,0.5283666874395527,4.719326226240737,0.37529818693907874
4001,Bajo,55.3812819245503,0.867193799395765,1.969767016188877,-0.37834441769308635,1.91282706087166,-0.2287405160007775,1.6918999983082388,-0.1526292344164583,1.616333310693319,-0.19664435173996025
4002,Muy bajo,58.6407010357592,0.91823176646058,5.763784417837072,-0.7373355677604774,5.573995063548215,-0.6016769324778182,5.318540475597365,-0.6797816123213813,5.1693942560110795,-0.9181334596447769
4003,Muy bajo,58.0950832846142,0.909688151827791,5.798812492096006,-1.220683337899483,5.6472169262692695,-0.4854952824793809,5.447208505300618,-0.6296235247149884,5.454541037185217,-0.6474112509419618
