CVE_MUN,GM,IM,Perplexity 100 Component 1,Perplexity 100 Component 2,Perplexity 100 Component 3,Perplexity 200 Component 1,Perplexity 200 Component 2,Perplexity 200 Component 3,Perplexity 300 Component 1,Perplexity 300 Component 2,Perplexity 300 Component 3,Perplexity 400 Component 1,Perplexity 400 Component 2,Perplexity 400 Component 3
12060,Alto,0.803,4.963954,1.3903449,-1.0284461,3.889378,-2.1372318,-1.7071885,3.1693363,-0.05055246,2.3413854,2.811501,-1.3060335,1.6173769
12018,Alto,0.351,1.5398859,0.91366607,-3.4873078,-0.8340848,-1.1085434,4.6717076,0.5030877,0.39497748,2.2923255,0.6045089,-2.556977,1.2339463
12077,Alto,0.473,2.8674555,2.4091663,-2.430967,-0.11245673,-3.4975846,-0.10771441,0.4178847,-1.3822631,2.2854953,0.9383761,-1.1206608,2.0016413
12017,Alto,0.156,2.6072488,-5.1400084,-0.09366059,2.2361498,2.5737045,1.5511328,1.3493462,1.0197976,0.8397969,0.82585907,-1.2662983,-0.5265259
12015,Bajo,-0.526,-3.241423,3.9347095,-0.38008845,-3.158613,-0.3168474,0.9522819,-2.5840907,-0.5990965,-0.26494184,-2.2383645,0.41934893,0.6111188
12049,Medio,-0.182,-0.9968855,3.0182266,-0.58886313,-1.4064865,-0.6084307,0.75210536,-0.96118265,-0.6811835,0.053433485,-0.7632545,0.07055914,0.64847606
12044,Alto,0.184,0.77927226,5.0875773,-2.5324802,-0.053279314,-2.2081254,2.1616838,0.4284761,-2.3562565,-0.17958458,0.6510708,1.1878537,1.0391266
12016,Muy alto,2.201,5.0945992,-0.10220098,-5.202983,7.2369237,-0.1616573,-2.8956263,7.299951,-4.171351,2.3723364,3.1055686,-3.8477354,1.4365882
12064,Alto,0.199,1.988866,-1.1597011,1.2886205,2.5482872,1.2407894,-1.569275,2.1294284,1.6233319,0.2699468,1.4686378,-1.4014016,-1.3876007
12069,Muy alto,2.216,5.085264,0.7850851,-4.0880404,6.335258,-1.2025192,-2.3113248,4.97936,0.60741466,3.2546477,3.9236774,-2.8137522,1.6272275
12036,Muy alto,1.275,4.541753,-0.7969748,-3.863224,6.0311575,0.096904814,-2.7331839,2.4796722,-2.2268429,-3.4806151,2.7617092,-3.10885,0.91128325
12072,Muy alto,2.137,10.967201,-3.1593277,0.41948074,7.3454356,-3.169459,2.6601062,6.711392,-3.021763,0.85607857,6.055926,1.2450266,0.5037963
12006,Alto,0.154,2.3114152,2.4585402,-1.9471327,-0.39259544,-3.0642202,-0.42448127,0.01293809,-1.060559,2.2560985,0.532692,-0.90422195,1.9834981
12081,Muy alto,1.318,5.4844236,-1.1468464,-4.076855,6.3777575,-0.3242422,-3.2717686,6.453857,-4.240719,1.3939922,3.0837803,-3.216066,1.153639
12063,Muy alto,2.196,7.563015,-1.1742833,-4.3651805,8.033601,-2.0421393,-1.9385626,5.6481357,-4.3170533,2.287642,5.134084,2.4976664,2.2414632
12008,Muy alto,1.349,4.930601,1.2049338,-2.7405357,5.0881824,-1.9693837,-2.4924648,3.9331968,0.50580245,3.2381124,3.295509,-2.196941,1.9435097
12026,Muy alto,1.366,8.254915,3.4793158,-0.23050441,4.4622307,-4.432872,-1.6904403,3.9965353,-0.9269996,3.881684,3.9063106,-0.92584634,3.131383
12024,Alto,1.124,5.353568,-0.041274037,-1.7536371,5.185828,-1.3591168,-1.3163689,3.9158294,-0.23655273,1.8312713,3.3656971,-1.5203965,1.132701
12080,Alto,0.983,3.884763,0.14079154,-2.9282243,5.2464433,-0.16593912,-2.7361312,3.3367548,1.2362823,2.759155,2.4524102,-2.6809437,1.0079787
12065,Muy alto,1.271,5.2981524,1.2724695,-1.9990916,4.6741343,-2.4726448,-1.8114921,4.0122614,-0.077952296,2.816478,3.6448178,-1.4367834,1.9412417
12070,Alto,0.935,7.0198975,1.4657195,1.6000963,4.3943806,-2.3682194,-0.8895125,4.1301126,-0.29400697,1.9411972,3.746997,-0.94182795,1.4235888
12047,Muy alto,2.494,5.357706,-0.17289975,-5.2032537,7.33963,-0.36568484,-2.8634007,7.122919,-4.205298,2.3814352,3.1974049,-3.8420846,1.4600784
12005,Alto,0.558,4.5130296,-1.9950756,2.6463265,3.6414013,0.27257115,0.4147297,3.4209847,0.2971935,-0.654567,2.759646,-0.48825562,-1.0083946
12037,Alto,0.856,4.8925896,1.476366,-2.0272427,4.449167,-2.2049437,-2.3898652,3.3789365,0.25675172,3.0914648,2.9511812,-1.7582159,2.0425289
12031,Alto,1.197,4.98945,1.245178,-2.5840693,4.933039,-2.0604298,-2.584157,3.7709575,0.48941612,3.2847614,3.2293694,-2.14083,2.05181
12009,Muy alto,2.17,5.302004,-0.6775593,-4.862159,7.0329804,-0.34570324,-2.790031,7.180526,-3.9214764,1.772058,3.4333084,-3.66498,1.2792151
13048,Muy bajo,-1.675,-12.908736,4.7408013,-0.85951453,-10.254488,0.6135318,0.45797914,-8.114534,0.9197534,0.8549632,-7.106378,-0.033404436,1.0037304
13077,Muy bajo,-1.117,-7.9358916,4.466019,-1.8460889,-7.026816,-0.389935,0.7981756,-5.6977687,-0.4198515,0.295317,-5.0160375,0.06927262,1.2710412
13051,Muy bajo,-1.524,-9.255742,-0.19600059,-0.04563819,-5.4235983,3.1999438,-2.5407155,-5.147359,3.2755654,-0.1794855,-5.2058215,-0.2710507,-2.0666933
13028,Medio,-0.07,0.07130127,6.0767503,0.4788276,-0.90690625,0.021319607,2.6696563,-0.8143198,-3.047384,1.1382136,-0.35313058,1.4513993,0.43060288
13069,Muy bajo,-1.473,-10.889896,3.3722606,-2.2191935,-8.886737,-0.1421738,-0.5287477,-7.2670655,0.11668794,0.49350062,-6.2857695,0.8110155,1.0698028
13076,Muy bajo,-1.38,-10.211502,1.6527246,-0.17135781,-8.185702,1.5542343,-0.8787246,-6.779051,1.4311503,-0.12968054,-6.161158,0.306629,-0.20106207
13030,Bajo,-0.699,-4.6193767,2.2531767,-0.73255223,-3.9171615,0.48976168,0.3861026,-3.0814018,0.6042515,0.071632445,-2.9058526,-0.70938706,0.043052353
13063,Muy bajo,-1.086,-7.8853908,0.28546858,-0.43803674,-5.868864,1.6761895,-1.711463,-4.9917827,2.0929265,-0.16780308,-4.793894,0.36968413,-1.1401759
13016,Medio,-0.299,-1.6974277,0.3953163,-0.76384073,-1.689408,0.4648668,-0.4788993,-0.94822633,0.7286361,0.52701896,-1.0023718,-1.1514447,-0.019199425
13003,Bajo,-0.994,-6.213666,2.45114,-1.1867477,-5.3307467,0.26188684,0.16967466,-4.463402,0.56783223,0.42651382,-4.0787354,-0.4049683,0.46933076
13061,Muy bajo,-1.487,-11.287206,4.5016246,-0.58331496,-9.193872,0.7043781,0.5220684,-7.3049693,0.8691434,0.5789532,-6.427051,-0.09324554,0.7733239
13067,Bajo,-0.595,-4.2024126,0.34670234,-1.121063,-2.9221258,1.2987677,-0.7176456,-2.1416793,1.5189407,0.027392153,-2.2132797,-0.94693434,-0.84830326
13041,Muy bajo,-1.086,-6.3984027,2.8541746,-0.77277505,-5.6577044,0.5402229,0.6247199,-4.742508,0.5464429,0.0803604,-4.4676557,-0.48172033,0.37665975
13029,Bajo,-0.66,-3.998662,0.26585495,-0.30565402,-2.5221019,1.8731818,-1.3005052,-2.199668,1.9952219,-0.013794914,-2.3234334,-0.8913778,-1.4051853
13083,Bajo,-1.019,-6.9304686,0.04959729,-0.792201,-4.8577104,1.9819614,-1.7227666,-4.0362086,2.3113327,0.019184932,-3.9299698,-0.4745579,-1.4693724
13008,Bajo,-1.035,-6.3680463,3.0551372,-1.1393645,-5.664934,0.17990252,0.6985767,-4.688592,0.22560391,0.18031001,-4.295497,-0.31242,0.68914497
13002,Alto,0.668,5.323534,-1.3025603,1.0724825,3.790526,-1.2969344,0.7967967,3.3012688,-0.86499757,0.21761669,2.913664,-0.058171276,0.3147462
13084,Medio,-0.446,-2.8686116,5.6435003,0.11180344,-2.6434813,-0.7895233,-0.8683826,-2.047968,0.2562276,1.2476453,-1.8229328,-0.5925408,0.0608772
13073,Alto,0.59,5.3789134,-1.7178684,1.1449249,3.8069444,-0.9445171,1.4774814,3.4044504,-1.1464686,-0.20882052,2.9342484,0.41358545,0.041966803
13046,Alto,0.162,3.8210807,-0.25069457,2.7344973,3.7778296,2.1774395,0.46915278,3.9086297,2.460629,-0.9012336,2.8349092,-0.54614645,-2.8452785
13013,Muy bajo,-1.251,-8.329579,-0.3855226,-0.04037856,-4.9916553,3.0318623,-2.3721216,-4.3254776,3.3318887,-0.47075748,-4.360241,-0.26130405,-2.319287
13059,Medio,-0.033,0.19420905,-1.585472,-1.4138358,3.1955478,2.9567611,-2.1288188,0.3274647,1.4506501,1.07571,0.13465557,-2.1815252,-0.5411049
13056,Bajo,-1.056,-7.1506433,1.4123887,-1.0294248,-5.736137,0.8272701,-0.84359324,-4.788174,1.1606784,0.16795339,-4.4364285,0.07806664,-0.25701287
13052,Bajo,-0.86,-6.1216807,-0.042645566,-0.48357671,-4.485466,1.6087089,-1.6146551,-3.7984443,2.1678157,-0.106313445,-3.685737,-0.21598737,-1.4023358
13023,Bajo,-1.068,-6.3186765,2.3763046,-0.6447032,-5.404245,0.8180087,0.18508148,-4.563623,0.9425166,0.0028315024,-4.3317504,-0.50779605,-0.11237976
13054,Bajo,-0.641,-3.2986217,-3.7156904,-0.025871243,-1.4199647,3.7809155,-0.6504631,-1.6657305,2.7643423,-0.07892435,-2.0861905,-1.5440651,-1.9859512
13081,Bajo,-0.658,-4.4506865,3.9854898,-3.1471512,-4.460464,-1.5142667,1.5214478,-3.494726,-1.5638247,0.09626614,-2.939242,-0.02999479,1.7141163
13062,Alto,1.229,8.422362,1.3572867,0.5978314,5.002749,-3.3232648,-0.3043349,4.6491127,-1.085735,2.4075263,4.326118,-0.45326456,1.9027827
13010,Muy bajo,-1.451,-10.193152,1.4920357,0.029978694,-8.289939,1.7838578,-1.0027528,-6.956747,1.613207,-0.35646188,-6.3364553,0.40356672,-0.41090927
13074,Muy bajo,-1.168,-8.476146,3.6873553,-1.7524792,-7.235046,-0.15616783,0.17626081,-5.9823217,-0.19747584,0.11008391,-5.1928444,0.41070363,1.0032057
13012,Medio,-0.222,-1.1583714,0.11013404,-0.7766731,-1.3799429,0.4900862,-0.732474,-0.5531531,1.019384,0.83581895,-0.69127643,-1.5134085,-0.27781385
13027,Muy alto,1.486,8.653123,1.8742218,0.81368303,5.1592665,-3.5821335,-0.76175195,4.818512,-0.91073745,2.858898,4.538228,-0.72991157,2.2254322
13080,Muy alto,1.367,8.552774,1.9831448,1.0290173,5.073795,-3.5060093,-0.9332386,4.726453,-0.79144293,2.9071176,4.4518003,-0.8741739,2.2500176
13018,Alto,0.285,2.9746761,-2.0470045,2.3239172,2.6598673,0.95558,-0.09014756,2.5397627,0.7714597,-0.45953518,1.9560983,-0.5119469,-1.2147577
13050,Muy bajo,-1.284,-9.989009,4.614238,-0.30170697,-8.141937,0.6824699,0.9228622,-6.443089,0.6744842,0.5333956,-5.775679,-0.32146585,0.8031792
13025,Alto,0.389,5.2797866,2.9324346,1.7771059,2.6451364,-2.8924088,-2.0129762,2.4068744,-0.5641901,3.0366418,2.4770062,-0.89662915,2.6014388
13001,Medio,0.08,0.77564627,-0.8093682,-0.4449723,2.793697,2.199495,-2.8726382,1.0093461,1.9783133,1.2644668,0.4667171,-2.241124,-0.8103378
13006,Medio,0.047,0.17805551,-1.5695554,-1.5444971,3.3152242,2.904279,-2.480764,0.654128,2.0474126,1.4033675,0.40226477,-2.6673157,-0.85339046
13037,Alto,0.313,2.3133357,-2.7757106,3.6229086,2.018184,-0.014427129,-0.9106271,2.3048158,1.2525975,0.2528384,1.668106,-1.2777514,-1.2903227
13011,Alto,0.482,3.8584554,-0.6953162,2.488849,3.385356,-0.34214303,-0.66718966,3.328227,0.8228301,0.14790621,2.6725333,-1.0824379,-1.0051825
13078,Muy alto,1.296,8.635765,1.1554221,0.7744634,5.329541,-3.169231,-0.3594675,4.8682456,-0.93406826,2.3489532,4.493013,-0.5950397,1.811986
13070,Bajo,-0.907,-5.874427,2.358798,-1.1595093,-4.964587,0.2897405,0.15001555,-4.095766,0.55931556,0.30135542,-3.730881,-0.38065508,0.31400335
13053,Alto,1.201,9.113424,-1.7486368,3.697594,7.0403047,-1.1365685,1.5649958,5.779504,-0.41383305,0.3710224,5.137167,-0.36155185,-0.4631157
13009,Bajo,-0.65,-3.7495756,-3.9867566,0.5762925,-1.7640964,4.129358,-1.0967786,-2.049869,2.9332027,-0.01712152,-2.4273608,-1.3044897,-2.0226185
13060,Alto,0.35,3.252512,-1.6057683,2.3530033,3.1660187,1.0758004,-0.19800012,2.9997356,0.92247427,-0.30313572,2.3279595,-0.7463413,-1.3140349
13082,Bajo,-0.948,-5.8207235,2.2333248,-1.2799633,-4.915974,0.24853307,0.07102077,-4.055783,0.6130688,0.40171766,-3.6693203,-0.4812773,0.32428998
13015,Medio,-0.233,-0.9972108,-2.5368512,2.310961,0.31710222,2.545529,-1.9633679,0.30630082,2.965666,-0.5128521,-0.39520067,-1.0867676,-2.469929
13005,Bajo,-0.88,-5.953027,1.9476902,0.62485516,-4.7511168,1.56576,-0.06400827,-3.9223206,1.1440556,-0.7887828,-3.6895058,-0.12062579,-0.6307534
13019,Medio,-0.296,-1.8678889,-2.2540073,0.13996257,-0.15610366,3.0872242,-1.090599,-0.40092048,2.452934,0.12790592,-0.86311656,-1.6204247,-1.7365583
13024,Medio,-0.207,-0.2953474,-1.1837726,-1.1569996,2.7732372,3.0120957,-2.8927681,0.28908533,2.2182865,1.346876,-0.16170327,-2.4877286,-1.0142677
13049,Alto,0.699,5.566912,1.5829186,0.43936077,3.2909002,-2.523808,-0.64644843,3.0465226,-0.7890577,1.8778595,2.8891509,-0.45177057,1.5129069
13014,Alto,0.389,3.4553645,-1.7290982,2.917791,3.1878653,0.7467471,-0.084914476,3.410636,1.0221835,-0.6132117,2.7050061,-0.5970902,-1.680574
13055,Medio,-0.436,-2.2899497,-2.5599287,0.11642726,-0.6552792,3.190355,-0.76263434,-0.8353395,2.514063,-0.11417995,-1.3044434,-1.6499637,-1.8668102
13044,Medio,-0.139,-0.27157986,-1.2909234,-1.2166063,2.9194653,3.0265365,-2.8231926,0.43327254,2.2728412,1.4371355,0.03590185,-2.6584494,-1.0215409
13075,Muy bajo,-1.094,-6.865144,1.698953,-1.88814,-5.7518797,0.13626966,-0.7596386,-4.7928753,0.6982961,0.77338207,-4.2936683,-0.19978379,0.69610393
13058,Medio,-0.215,-0.99882054,-1.624083,-0.6055512,2.2622855,3.2908227,-2.4679837,0.19355825,2.4198282,0.7665237,-0.29130292,-2.1665766,-1.5567385
13057,Medio,-0.111,-0.44911593,-2.3547528,0.5643552,1.2208104,3.2517173,-1.7116882,0.17331645,1.975825,0.2225453,-0.26134104,-1.3690134,-1.3304743
13068,Alto,0.951,7.563841,-1.0205941,2.6461475,5.5294447,-0.9245457,1.2452751,5.072789,-0.4085644,-0.03431115,4.2924685,-0.42351252,-0.43343937
13021,Muy bajo,-1.279,-8.882065,1.9459155,-1.2027872,-7.287858,0.6245828,-0.6882897,-6.0457363,0.7810508,0.29257882,-5.4740458,0.35869092,0.3756149
13022,Bajo,-0.883,-4.742963,-3.6715057,1.581782,-2.5471995,3.9157577,-2.0044222,-2.447089,3.7179968,-0.44733444,-2.8909054,-0.9970343,-2.6885293
13039,Muy bajo,-1.204,-8.418882,5.3260865,-2.2521186,-7.736635,-0.81148905,0.6683764,-6.086888,-0.11854582,1.0472853,-5.424688,0.18494685,1.5032331
13026,Alto,0.447,4.0160213,-0.46267468,2.6376774,3.6877313,0.91582614,1.6505313,3.4377847,0.08482064,-0.17291354,3.0045934,0.31949732,-1.5649387
13017,Alto,0.272,0.873041,-1.5668586,-3.0074975,4.3143187,2.6773036,-2.7552571,0.8327376,2.2250788,2.1732597,0.741668,-3.2180495,-0.4081845
13031,Alto,0.113,1.8780925,0.08911414,2.888274,1.914107,-0.44332004,-2.1623538,2.4165063,2.2772005,0.30080575,1.4420352,-1.6123606,-2.2636223
13066,Bajo,-0.975,-6.884066,1.1028378,-1.7034534,-5.501818,0.4903787,-1.2272456,-4.5409813,1.2464423,0.5228499,-4.1624355,0.25596857,-0.26309803
13007,Medio,-0.325,-1.224831,-3.687487,0.18462397,0.3163064,3.8752902,-0.65204054,-0.70457256,1.8231983,-0.4083898,-1.0080961,-0.99932176,-1.3910779
13032,Medio,0.044,0.16923319,6.099046,0.49827236,-0.88927644,-0.09310831,2.841925,-0.7729091,-3.3251173,0.99954015,-0.22739227,1.894677,0.7499423
13035,Medio,-0.277,-0.78623736,-3.2911882,0.5443479,0.6545017,3.2863772,-0.86643094,-0.12125226,1.8766687,-0.566212,-0.50371116,-0.8819216,-1.5764778
13065,Muy bajo,-1.176,-8.623756,4.035845,0.30595988,-7.231004,1.0740752,0.85016125,-5.9183,0.2983091,-0.7032603,-5.368872,-0.284136,0.4651401
13042,Medio,-0.041,0.47003213,-3.9188838,2.477907,0.93101287,2.0081112,-0.4009435,1.063955,1.7066009,-0.60262465,0.41418573,-0.26123455,-1.8604728
13064,Bajo,-0.747,-4.017834,-4.1139603,2.4920492,-2.0242078,4.0543685,-2.4746304,-2.2633083,3.7155921,-0.8469765,-2.7068052,-0.705232,-2.8015196
13071,Alto,0.339,4.3377986,2.7668164,1.9728378,2.2451138,-2.1664493,-2.2009182,2.168257,-0.1657404,2.7670777,2.1348736,-1.1390752,2.356016
13072,Muy bajo,-1.442,-10.683282,4.1820855,-0.28168103,-8.719562,0.98500645,0.42043984,-6.9387045,1.0673099,0.43179032,-6.2213054,-0.14030728,0.5036266
13040,Alto,1.035,7.9996943,3.2344477,0.4971683,4.248238,-4.141339,-1.610269,3.7759924,-1.0136037,3.6660867,3.7380698,-0.80082,3.0031507
13045,Medio,-0.147,-0.0035529828,-1.5586942,-2.0920877,3.4674227,3.154686,-2.672332,0.16582501,1.8663753,1.5702108,-0.0472409,-2.6345947,-0.5128367
13034,Alto,0.564,6.1535196,0.7578807,0.09229684,2.9556124,-2.7489774,0.3902605,2.8782537,-1.5353341,1.3999063,2.8470812,0.23651391,1.3701872
13036,Medio,-0.053,1.2258643,-4.345555,3.5837026,0.5256838,1.3470707,0.08795669,1.4104743,1.8277005,-1.7666852,0.82676476,0.19632758,-2.3468683
13004,Alto,0.144,1.1724088,-1.6170176,1.7493691,1.9481423,1.7361894,-1.5252048,1.8458723,1.9174683,0.06946035,1.1440991,-1.2350159,-1.7367536
13038,Alto,0.087,0.632021,-0.7349365,-1.3996875,3.2682106,2.320004,-3.1241329,0.82923883,1.9354503,1.74593,0.31898147,-2.5281372,-0.51330996
13079,Medio,0.08,1.7627198,-3.0894892,2.439921,1.6769047,1.4239948,-0.1280006,1.7603929,1.1972657,-0.9204532,1.2207024,-0.37277114,-1.5921235
13043,Alto,0.321,4.4312162,2.2793615,1.3779956,2.5139415,-2.1070507,-1.9514782,2.1739855,-0.04446214,2.3996274,2.0868297,-1.0780792,1.9607264
13047,Alto,0.381,2.814081,0.74447805,-0.021520946,2.9525857,-1.169039,-2.5557866,2.2305343,0.7162399,2.2363539,1.8883709,-1.6495587,1.2784297
13033,Medio,-0.025,0.888394,-1.4162797,3.633404,1.2270018,0.9690927,-1.9225465,1.9628367,2.7403467,-0.7488645,1.0236744,-1.0767745,-2.702205
13020,Medio,0.062,1.6466045,-3.1399684,3.284957,1.3645071,0.9974343,-0.4427793,1.9625782,1.7323034,-1.066792,1.2817101,-0.42754078,-2.1301906
14039,Muy bajo,-1.862,-13.969112,4.1923566,-0.77138066,-10.821355,1.0656816,0.056977455,-8.616597,1.232626,0.4947504,-7.52894,0.057451896,0.6374249
14120,Muy bajo,-1.795,-13.784199,3.6185641,-0.9945985,-10.644911,1.0152656,-0.37432113,-8.587114,1.032093,0.15312156,-7.4638467,0.3788871,0.5465264
14098,Muy bajo,-1.495,-11.610339,3.8836367,-1.5208865,-9.350777,0.21995792,-0.08413999,-7.628179,0.20330581,0.24989597,-6.5498166,0.47339353,1.0505755
14097,Muy bajo,-1.554,-11.611522,2.6461802,-2.1345012,-9.24164,0.14852807,-1.0398277,-7.756148,0.06214074,-0.13216878,-6.5546947,1.0852363,0.7343697
14101,Muy bajo,-1.459,-11.096715,3.6936333,-2.326229,-9.054359,-0.25733855,-0.32434466,-7.4375043,-0.14373401,0.2959565,-6.330418,0.7513896,1.218781
14067,Muy bajo,-1.639,-12.559026,3.2435062,-1.5421549,-9.888102,0.4975799,-0.63665307,-8.115231,0.43828812,0.003815473,-6.966067,0.74646884,0.73696905
14070,Muy bajo,-1.24,-9.731914,3.3511112,-3.698111,-8.062321,-1.3494354,-0.80098313,-6.9633756,-1.1651198,0.2785735,-5.680612,1.3825824,1.6061292
14053,Bajo,-0.939,-6.7043633,3.0665724,0.1760663,-5.606819,0.90317774,0.51197904,-4.585937,0.18450679,-0.6528445,-4.082372,0.16311733,0.24885851
14093,Muy bajo,-1.371,-10.038338,3.2990522,0.9140768,-8.069412,1.9055605,0.37783775,-6.7711825,0.80933017,-1.1496049,-6.1477056,-0.12735853,-0.13586116
14023,Muy bajo,-1.604,-12.290029,4.304083,-0.47431928,-9.793666,0.9389561,0.3592755,-7.8466287,1.0316708,0.4693024,-6.8654113,-0.06000757,0.7011065
14063,Muy bajo,-1.355,-9.966496,3.8049965,-0.84944606,-8.352624,0.41350907,0.22616829,-6.8713813,0.117858134,-0.12819077,-5.9571958,0.27980092,0.865515
14083,Muy bajo,-1.241,-9.128054,2.6463344,-0.5276251,-7.433263,0.8934042,-0.37607765,-6.25466,0.5478991,-0.4215232,-5.4728823,0.67728674,0.2433034
14008,Muy bajo,-1.096,-7.987983,3.460378,1.3235903,-6.5435433,1.9807329,0.7660697,-5.464968,0.5445413,-1.5309973,-5.0991488,-0.15124929,-0.33034793
14073,Muy bajo,-1.121,-8.299645,3.2633092,0.49475437,-6.8270516,1.374364,0.40803128,-5.7278676,0.34153882,-0.9740729,-5.0352488,0.31513396,0.11606653
14124,Bajo,-0.969,-7.2679567,1.480414,1.3548969,-5.706109,2.1538248,-0.517763,-4.8276997,1.4224572,-1.3155473,-4.3208785,0.8482363,-0.75080395
14018,Bajo,-1.071,-7.2690825,2.3930972,0.9004778,-5.9300942,1.7682052,0.07806525,-4.9587655,0.94413865,-1.042889,-4.5304,0.24326742,-0.41935664
14006,Muy bajo,-1.176,-8.363053,2.4811747,0.39681765,-6.78864,1.4824922,-0.118662454,-5.7051625,0.8685192,-0.7226284,-5.128341,0.32639483,-0.14906812
14015,Muy bajo,-1.288,-9.954785,3.1043758,-0.20888264,-8.151323,1.0994302,-0.092060454,-6.7689204,0.5795373,-0.48705056,-5.94743,0.37028137,0.2840508
14013,Muy bajo,-1.17,-8.17622,2.2555718,1.6183015,-6.493024,2.4641166,-0.044338185,-5.53667,1.3232343,-1.5414553,-5.150644,0.40445465,-0.9178457
14035,Bajo,-0.815,-5.7594695,2.2905183,1.4758042,-4.69152,1.9236541,0.3660451,-3.853993,0.7650107,-1.3602381,-3.4725478,0.45414853,-0.532093
14044,Muy bajo,-1.202,-9.17879,0.47509873,-2.3656247,-7.012215,0.32986286,-2.2735736,-5.7098656,2.164726,0.47194988,-5.360911,1.7972745,-0.13165608
14066,Bajo,-0.659,-5.069477,2.7474272,-2.2879922,-4.6185503,-0.7976273,-0.21541302,-3.7133768,-0.77848554,-0.07157046,-3.2431889,0.6965006,0.8254566
14030,Muy bajo,-1.341,-9.744248,3.3585446,-0.36514527,-8.070823,0.865659,0.08944422,-6.6715174,0.45628276,-0.3128107,-5.870484,0.24960892,0.48938873
14050,Bajo,-1.023,-7.7102003,1.3959968,1.3478404,-6.23028,2.0571475,-0.6959855,-5.4789987,1.2901741,-1.2893976,-4.7444305,1.1926421,-0.37189066
14094,Muy bajo,-1.086,-8.133798,2.9890952,-2.116008,-6.790058,-0.27212554,-0.23362179,-5.640466,-0.13567984,0.17692356,-4.8791847,0.6292197,0.8648065
14022,Bajo,-0.84,-6.9127116,1.5727767,-3.641046,-5.620308,-0.6429,-1.1117483,-5.0629663,-1.0465609,-0.90817106,-4.1270456,1.2934685,0.4197482
14091,Bajo,-0.788,-5.6659384,3.0741346,1.2398101,-4.7138577,1.6464839,0.9973337,-3.8484318,0.33740336,-1.3340659,-3.3855698,0.3208134,-0.24021558
14085,Bajo,-1.04,-7.512316,2.708218,2.011516,-5.9400673,2.6070776,0.47970217,-4.9088464,1.18679,-1.873341,-4.7582574,0.026932005,-1.071054
14016,Bajo,-0.688,-5.073736,2.3677866,1.8869462,-4.1866226,1.9795848,0.6137201,-3.4313679,0.3615364,-1.5826135,-3.0400074,0.83005077,-0.37936276
14082,Muy bajo,-1.257,-8.999187,4.7781935,-1.2024488,-8.018552,-0.024482962,0.9264254,-6.6050434,-0.49851137,-0.11156504,-5.7632036,-0.028770752,1.3340077
14100,Bajo,-0.546,-5.160166,-0.8062466,0.4444337,-3.5747018,1.3376272,-2.3148253,-3.076042,2.5694084,-2.025478,-2.9111176,0.8219452,-2.166056
14108,Bajo,-1.06,-8.088446,4.2877383,-1.1874077,-6.8906636,-0.0038742465,0.69352585,-5.6131964,-0.3884279,-0.17191352,-4.8810143,0.19950962,1.0314817
14046,Bajo,-1.061,-7.8407354,3.8273323,0.7634316,-6.530419,1.4227113,0.96014285,-5.377102,0.1808476,-1.1782576,-4.8957877,-0.22684467,0.1634371
14078,Bajo,-1.059,-7.446253,3.986762,1.4528571,-6.2547526,1.9159093,1.3518881,-5.1755857,0.23475632,-1.7791004,-4.985205,-0.760067,-0.16028804
14064,Bajo,-0.543,-2.4314568,0.46417204,-0.76940423,-2.4330838,0.6496334,-0.86687917,-1.8835369,1.0397403,0.6596,-1.9437952,-1.0494491,-0.21856655
14121,Muy bajo,-1.176,-8.365964,3.707621,0.2248884,-7.021722,1.0853182,0.651204,-5.8303976,0.18067136,-0.8162276,-5.2089763,-0.009397812,0.36964804
14119,Bajo,-0.898,-6.7523713,3.3779426,-0.4261845,-5.582849,0.27320385,0.39039835,-4.5673404,-0.08398992,-0.3496177,-4.010111,0.29650676,0.52788407
14077,Bajo,-0.982,-6.3978057,0.46214762,0.67014647,-4.63623,2.3265228,-1.1877518,-3.8973157,2.245434,-0.90353936,-3.7393456,0.02061912,-1.6095169
14024,Bajo,-1.025,-7.166732,2.3719223,0.70032954,-5.8350844,1.5459834,0.021128338,-4.871415,0.8443616,-0.86293566,-4.4084806,0.2848112,-0.27066278
14047,Bajo,-0.992,-7.475511,3.0257742,-2.3214922,-6.236992,-0.48628736,0.0020899563,-5.236608,-0.78465986,-0.33360338,-4.381977,0.66458887,0.9410098
14043,Bajo,-0.71,-5.409653,1.348722,1.7188168,-4.246158,2.2898424,-0.3815121,-3.485272,1.5992942,-1.4840627,-3.204973,0.5353122,-1.2931947
14037,Muy bajo,-1.355,-9.889286,3.4818919,-0.035473622,-8.21758,1.0856539,0.25092506,-6.851271,0.34647256,-0.6089281,-6.0179715,0.17495239,0.44148573
14003,Muy bajo,-1.325,-9.407498,2.7377598,-0.39972037,-7.7204976,1.0046799,-0.2538011,-6.42448,0.70347613,-0.29268795,-5.7094855,0.37439823,0.24496959
14105,Bajo,-0.926,-6.9574337,1.7734288,1.6699669,-5.5796514,2.2449164,-0.13947426,-4.7121935,1.0270436,-1.5819271,-4.1530194,0.9758305,-0.54636604
14055,Bajo,-1.038,-7.9128194,3.1088827,-2.3528361,-6.590282,-0.46514744,-0.16178018,-5.5570173,-0.63106984,-0.20818406,-4.6861463,0.78232193,0.907544
14118,Bajo,-0.879,-6.62394,3.5750275,1.7546093,-5.50654,2.1301138,1.2117406,-4.507885,0.47623253,-1.8443617,-4.373762,-0.5609444,-0.49088296
