CVE_MUN,GM,IM,Neighbors 8 Component 1,Neighbors 8 Component 2,Neighbors 10 Component 1,Neighbors 10 Component 2,Neighbors 12 Component 1,Neighbors 12 Component 2,Neighbors 14 Component 1,Neighbors 14 Component 2
02003,Muy bajo,-1.408,-5.095005257055538,0.21657889545642453,-4.886602127711632,-0.04625283702821115,-4.757066523776033,-0.1424031410548286,-4.6943462007451595,-0.17323262751148794
02005,Muy bajo,-1.463,-5.074756574881444,-0.0006361577405745722,-4.910233330622694,-0.21102074322784553,-4.733822653356304,-0.36560948560230866,-4.660634779350855,-0.4358339941403921
03008,Muy bajo,-1.296,-5.744042162006853,-2.074083836961666,-5.350016935242814,-1.9569593835969552,-4.683632151662963,-2.0447176801248297,-4.581192055643656,-1.9105820943113774
03003,Muy bajo,-1.658,-6.028090287621697,-0.3797574499893267,-5.786987427299604,-0.646462079751571,-5.42962259884573,-0.5247326039018776,-5.33882926018025,-0.5787543386817375
03001,Bajo,-1.017,-4.113009900418746,-0.6241905384831525,-3.734031468597614,0.042597156293073826,-3.638236740774127,0.029140921079746047,-3.606811258500272,-0.034495939707792606
03002,Bajo,-1.051,-3.857514400600641,0.28279598254632626,-3.5295216645790513,0.5076757702412034,-3.517368843632973,0.526360999914048,-3.4616933795014244,0.4725338064690953
03009,Muy bajo,-1.345,-5.400138679033207,-0.1913740932176768,-5.30856318291787,-0.29387010802665897,-5.138727109150535,-0.3894210119396447,-5.073077050523417,-0.4203446378333164
04002,Muy bajo,-1.281,-4.71352345858635,-1.396535789432468,-4.426548312290294,-0.9945468480871844,-4.206688118494517,-1.073646446797078,-4.154990059968413,-0.8014674042789888
04003,Muy bajo,-1.186,-5.2707289591241215,-1.5898332741143595,-4.578497896722415,-1.9796443043562308,-4.503043187071373,-1.7451725873298023,-4.284322802273411,-1.758816833327601
04004,Medio,-0.159,-1.2000650573121445,-0.3835432499465108,-1.0276682166544275,-0.43199252387038356,-0.8643835847072362,0.05469108802884064,-0.8560650385505056,0.2824299194497465
04009,Medio,-0.174,-1.224211853618131,-0.7680837759440049,-1.1807657911045986,-0.7456684088462099,-0.7322104601495558,-0.5544301512061357,-0.7320958498800847,-0.3827232176547626
04001,Medio,-0.248,-2.088634747923092,0.37686055916102135,-2.0012121209821387,0.700695191061346,-1.6325101807730413,0.9083437641032996,-1.5214784593725346,1.188435372776179
04011,Alto,0.769,2.583466532807836,0.181575617076907,2.6922067508195915,0.15235311449190123,2.6357818930053187,0.25781063143067595,2.573627394940515,0.32355777517383744
04006,Alto,0.361,1.2041391953351714,1.2913876779512439,1.1407614051237887,1.5543226340198175,1.1670599910498367,1.794205359263513,1.241337808804554,2.1613105709934226
04005,Medio,-0.291,-1.692254539955479,0.12474715605351767,-1.7480657548128264,0.028329854231078144,-1.4362909407489475,0.29574503890055914,-1.3501877330440242,0.5575964883472476
04010,Alto,0.706,2.4146469255511107,-0.7230310763432242,2.4328427984303036,-0.8397687423610682,2.4463489008320094,-1.057323451062542,2.3033987751270337,-0.778381796534372
04008,Medio,-0.133,-1.622740184825176,0.6289323476463071,-1.4847213434213402,0.980709643494642,-1.5537990932818038,1.1716425606423093,-1.274087217346788,1.3514445096456114
04007,Alto,0.164,0.7974199944614416,-0.4433951829923056,0.6178830315924657,-0.3328057867109603,0.5991785983415695,-0.41919668475353977,0.5982976631785499,-0.4926950121692906
05030,Muy bajo,-1.823,-6.138067365155137,-0.4761551079882326,-5.915677011396795,-0.6977459541668849,-5.763556287710451,-0.6930278134260646,-5.6443642538436345,-0.6692928768956143
05035,Muy bajo,-1.722,-5.694253497007114,-0.5932480802678558,-5.448401715214426,-0.7377617796446035,-5.232797973212909,-0.8673546427285166,-5.135099490490463,-0.8500797008637317
05018,Muy bajo,-1.836,-6.134703060138406,-0.4827735788749541,-5.911276245107292,-0.7092769568783128,-5.756094591297435,-0.7062882898627593,-5.638328871872205,-0.6886313139418492
05025,Muy bajo,-1.531,-5.191095527292973,-1.295925878961271,-5.02417423405836,-1.0607613961937705,-4.869583436452514,-1.0264340237990073,-4.790185742102487,-0.9851266306137135
05002,Muy bajo,-1.353,-4.680732588094624,-1.4989470186445202,-4.4302504895803585,-1.2186962767398823,-4.1934876628055395,-1.1285506099293585,-4.110598755436455,-1.0082025231663434
05017,Muy bajo,-1.098,-3.600199359276793,-0.07952028401093533,-3.5010405609033906,0.17148945095328827,-3.316201912136377,0.20927516728327647,-3.2879660761421565,0.20679932365923565
05033,Bajo,-0.823,-2.941515326521645,-0.34313390595820786,-2.6405326252235786,-0.23726724370684124,-2.552691670678876,-0.29108289223616035,-2.539531198796918,-0.2774072679263663
05027,Muy bajo,-1.73,-5.8867955820880224,-0.2074480939196262,-5.677253788978945,-0.4262687914872244,-5.575598540556507,-0.4471930215154017,-5.458722152047774,-0.4674322614041204
05010,Muy bajo,-1.663,-5.769781390187747,-0.45380937479271244,-5.464263595571668,-0.7514042942449991,-5.331716339551958,-0.7779063402126258,-5.1603351698847995,-0.6779965770183227
05020,Muy bajo,-1.34,-4.744474899301878,-1.1080305838335545,-4.519950774858843,-0.9439201991268851,-4.329089428754064,-0.9730297031037307,-4.302846865792266,-0.8592518245438853
05028,Muy bajo,-1.678,-5.676217033565745,-0.4626893358671377,-5.375521895034755,-0.769121517311978,-5.232989648900794,-0.587930101318521,-5.125591529706444,-0.5597767278219601
05009,Bajo,-1.021,-3.4967966545222287,0.06455178686227953,-3.1861100098428685,0.4514175495362781,-3.0255136809933028,0.34933811196105674,-3.0009685801711345,0.3156315989640747
05024,Bajo,-0.972,-4.026265014227255,-0.2996434991538075,-3.5430771487249246,-0.36839532071983183,-3.395690461522144,-0.4691206135517795,-3.372352454204292,-0.44551522887426953
05032,Muy bajo,-1.61,-5.507672082794178,-0.37335848869088584,-5.219895341805475,-0.6517811648477211,-5.083564183665898,-0.7915696768277989,-4.989673957351706,-0.762806089379537
05022,Muy bajo,-1.401,-4.905619124361773,-0.28266973527210343,-4.5774030096549945,-0.5891383493188158,-4.389233791289973,-0.5712258821181933,-4.317035760856455,-0.4963441420223024
05006,Muy bajo,-1.484,-5.557867276725621,-0.854628267756179,-5.26394593527561,-0.8874650524711774,-4.961523980784206,-1.0542323568200915,-4.822196709253168,-1.007265346516764
05031,Muy bajo,-1.76,-5.858902725186031,-0.4975963146721441,-5.588180593162437,-0.7949820802078693,-5.456889608835471,-0.6385405249550835,-5.362401431697434,-0.573219096355982
05004,Bajo,-0.849,-3.0470863888802526,0.5222030776921157,-2.761369656894611,0.5505118013567863,-2.677470569259909,0.5092444965356544,-2.623877147838522,0.4433812021805277
05003,Muy bajo,-1.6,-5.56757678705457,-0.5700488577853968,-5.254174215693,-0.7330820464032632,-5.079386497856021,-0.7108627726898141,-4.979077144117662,-0.6398471404907828
05036,Medio,-0.38,-0.5167555853157214,1.7734476731161564,-0.6566547763317244,1.56029512090318,-0.631182978912147,1.3750584572738267,-0.6191207461286486,1.3429941039430877
05007,Bajo,-0.992,-3.916600669303731,-0.8938736960234954,-3.6874692823087805,-0.8487629832475811,-3.5302181908499457,-0.8990669270123113,-3.492173576480074,-0.7517864588489673
05038,Muy bajo,-1.261,-4.254715997678893,-0.7340627311975829,-3.9825258908647023,-0.582679282954585,-3.8874686432513053,-0.5711560605493496,-3.7882177781401514,-0.5955612676989913
05011,Bajo,-0.624,-1.533520839141817,1.7989991616532772,-1.5749940248962704,1.6990419427534744,-1.6293551228659875,1.5910514341945219,-1.5876248318179091,1.6572195755454777
05023,Bajo,-0.757,-2.1334362725758167,1.6928547325740386,-1.8139701099133327,1.631093102440936,-1.83034667792349,1.5360941566552369,-1.8273137756247337,1.6649529081332144
05014,Medio,-0.448,-0.7191992302745488,2.3262677287902798,-0.9052297521274125,1.85106154176703,-0.8815187479279759,1.5817201299493322,-0.8277401685521439,1.575413220005029
05019,Muy bajo,-1.427,-4.9710575224801214,-0.4136509267985812,-4.7775295927788175,-0.5333444404208734,-4.6080062521873675,-0.5091744403024765,-4.53303436926948,-0.4139658287649471
05034,Bajo,-1.014,-3.332775666268264,1.6323840422004607,-3.3419683447851325,1.4653274043772762,-3.0525319851058024,1.2329391835510333,-3.047077811749391,1.3079302819015575
05021,Muy bajo,-1.106,-3.0536900765994477,1.6703008926021135,-2.9804906860354112,1.4311454347379309,-2.8404732622840996,1.2794879623009825,-2.8497100261906834,1.3438476682149412
05037,Muy bajo,-1.186,-3.9390296694138542,-1.261748368858195,-3.7109322365228463,-0.8939143090824887,-3.6090534331627855,-0.8377090140185558,-3.5293966011337985,-0.6710805938760552
05026,Bajo,-0.819,-1.7091156850802323,1.8202948479600602,-1.8569661842056058,1.6252394655789513,-1.8440869079229112,1.434050612180357,-1.8637496868221466,1.3832106073293047
05008,Bajo,-0.773,-1.941923256711189,0.9581875746626377,-1.9600638663501562,0.8762017129288994,-1.9198708679242693,0.789033288474063,-1.9350739085260444,0.6831578866320438
05029,Muy bajo,-1.077,-2.704765685699316,1.7684702061213073,-2.858343242316651,1.4405801411580434,-2.7426481438466417,1.2536821447772089,-2.7602640101153755,1.2872733598847383
05016,Bajo,-1.012,-2.3522303059919585,1.6273407526176864,-2.4980103998749517,1.362852621986873,-2.4249417762814,1.1692223410944829,-2.424049215811531,1.190360553166633
05005,Bajo,-0.647,-1.091813919693127,2.0086545057084613,-1.2915373781083643,1.7650201256920846,-1.358173602041422,1.5158822477462044,-1.3597499773732424,1.5699563855546277
05012,Bajo,-0.673,-1.1669104367162237,2.2645675994015417,-1.2982723759635542,1.9305061243144805,-1.4209910630270632,1.6389879863672858,-1.403626343630025,1.5965173537351958
05015,Bajo,-0.958,-2.340242714530602,1.7077719411565686,-2.37149612371987,1.6164564279356137,-2.330641415984034,1.4160520200217788,-2.244338193875133,1.640335416735395
05013,Bajo,-0.796,-2.2229762354210942,1.8485751807020672,-2.2865363438992294,1.6885130461384488,-2.315724593446354,1.4575414344180122,-2.1732572215751036,1.6392678806174825
05001,Muy bajo,-1.184,-2.6311028422565896,2.413724314359835,-2.645254820910105,1.9890050260304482,-2.594725640150937,1.7637627811187775,-2.5673769628903145,1.7567334017492744
06007,Muy bajo,-1.509,-5.266947890696114,-0.2805496450477549,-5.101848957140504,-0.39262176389296005,-4.980884677896404,-0.4008914689381258,-4.730411328883894,-0.35032688218969354
06002,Muy bajo,-1.595,-5.615252299144958,-0.3007939506661013,-5.2628702453987115,-0.7084034663179952,-5.155739423202496,-0.734127750588119,-4.929014919256265,-0.7119835099197679
06010,Muy bajo,-1.801,-6.136516937300763,-0.6900906987515294,-5.8765298894955995,-0.900498240064912,-5.7328607965029885,-0.9309349985163229,-5.534505248874928,-0.904288102926717
06009,Bajo,-0.716,-2.5834500803590155,-1.8771728204092801,-2.5236171456493808,-1.7419153910706076,-2.545346047240415,-1.4518022083293307,-2.561064443200717,-1.427425170980034
06005,Muy bajo,-1.285,-4.371264468803384,0.3952425316051349,-4.106033470099038,0.09385112404625362,-4.018309455132119,0.018258442157889243,-3.9556020119210493,0.0032307541147183483
06001,Medio,-0.481,-1.7563021080893313,-1.6434004910310689,-1.67409312875319,-1.557547463509825,-1.6840631830681463,-1.343112434180942,-1.721442991186415,-1.2380876882974194
06003,Bajo,-0.873,-2.957962570214494,0.12238201883543176,-2.903088151801729,0.1817941324801799,-2.743651285685924,0.3278828576490123,-2.680299874325748,0.3049830219562208
06004,Bajo,-0.952,-3.3943042998266906,-0.6042674533955488,-3.1044313635536964,-0.6969430986109968,-3.036528087424503,-0.6732741378263806,-2.940005704767945,-0.5005194635560289
06008,Bajo,-0.762,-1.9804087908684498,2.1205019713077147,-2.0893281485210125,1.867580522981483,-2.1005790607308907,1.5779709202392904,-2.0958068289554452,1.582294830493676
06006,Medio,-0.261,-0.029953539389192332,1.1234928500334704,-0.0771516887182673,0.9784601278546652,-0.015755229479073686,0.8068464262588344,-0.06875623182660216,0.7525142622810517
07101,Muy bajo,-1.29,-4.974874443608104,-1.5809173334098692,-4.662182996124864,-1.4129085607813794,-4.487331283600814,-1.4844814455080182,-4.281509171812289,-1.363384315913339
07089,Bajo,-0.577,-2.228427499800291,-1.5905787911096692,-2.002676360668696,-1.2894075273101864,-1.84843631610269,-1.0293828502571465,-1.8290103022800768,-0.946520401628021
07059,Muy alto,1.417,5.318322201794803,-0.7160633573043707,5.478698877881256,-0.9389560515899948,5.370592473681703,-1.0450335938119018,4.548078247935736,-1.7150530243837343
07078,Bajo,-0.729,-2.6888396727813597,-1.6291681886729525,-2.569819738566138,-1.6055634915827783,-2.5333421935682727,-1.2879867848877806,-2.559865768946874,-1.3195217525161695
07019,Medio,-0.235,-1.1796221070518638,-1.8622539114358458,-1.0625227313235086,-1.784792316127762,-0.9375178400322591,-1.5111588859256477,-0.8879738815788383,-1.4910328648019082
07031,Muy alto,2.238,7.675899864786783,-1.040683117834078,7.325102633744932,-1.4523819808824099,7.325408503748617,-1.3095490487432202,6.654018478927173,-0.8871129304243819
07052,Muy alto,1.393,5.466052966605088,-1.6823447527764752,5.381288137146664,-1.5659782966827693,4.974093863444204,-1.8329384246148217,4.265360526703554,-2.3829088741136255
07065,Alto,0.475,0.8193111560354345,-1.1983577325082,0.9511039083781283,-0.5141804594039382,0.6566535362315197,-0.48051013634688855,0.6702968310095954,-0.559119508480922
07108,Alto,0.205,0.36361768352278295,-1.7222471832184394,0.38087542624264925,-1.4598683685205527,0.3987540280811161,-1.3633205058019022,0.4041006107832905,-1.324527039433655
07027,Medio,-0.198,-1.0202748291292723,-1.403332195106543,-0.9451924674990138,-1.239441286189164,-0.875837679477937,-1.047562134416505,-0.8694801570771294,-0.9696880981146552
07061,Alto,0.379,0.6401709004662312,-2.8672486785231017,0.5342655341474429,-2.6467264004783226,0.6385702001934099,-2.0581155163873257,0.6888685178737008,-1.9470865339818195
07097,Medio,-0.028,-0.33345060456321635,-1.40317611688296,-0.24798523526594932,-1.3410922968970012,-0.22589774626574005,-1.2071539467865025,-0.30967594657807246,-1.1802959385165257
07023,Muy alto,1.993,6.750332044294325,-2.359646812399941,6.556145969629774,-2.4578247519481575,6.439190269191924,-2.4942982864337293,6.351707260683064,-2.447497207192657
07017,Medio,0.004,-0.6833909540661665,-0.9439948052898521,-0.4958869699357689,-0.9311144978300198,-0.4175565859705671,-0.6130604616032278,-0.32522486398070266,-0.4232284192377166
07107,Alto,0.772,2.246476425879387,-2.2854789211451787,2.249933934574255,-1.8799093271424279,1.843421833730526,-1.6791767712612655,1.8386046847205852,-1.5306431233611462
07096,Muy alto,1.589,5.1612921698260195,-2.1987231590946403,5.074839267523993,-2.1880453132720574,5.142361752497939,-1.9305397105931734,5.178206441303554,-1.9198421844465876
07099,Alto,0.681,2.649406152503704,-1.1564684425551097,2.4423451938746448,-1.4354641852770662,2.367402130075498,-1.5548024313347382,2.2121503700254275,-1.6018444571555686
07034,Alto,0.336,0.8986881031033146,-1.6782965494166644,0.8782911507546122,-1.2103871608553187,0.9267766890042137,-1.339031244593985,0.7925281108403197,-1.32334577258157
07057,Alto,0.258,0.9110729931690406,-1.5070444915108128,0.7803701450010557,-1.2813781708748515,0.7999091729526118,-1.113551547169282,0.8102813226740634,-1.1398951507289765
07106,Alto,0.851,2.604311000892475,-1.6903659419218822,2.6259232422632057,-1.1109723112947574,2.596871385859253,-1.0754993254370637,2.502478891905024,-1.0547549116996104
07077,Muy alto,1.484,4.314103892754522,-1.2655375826145667,4.175114461685902,-1.0431532089323718,4.192372189286565,-0.8536017733365139,4.273628677616354,-0.7656952771490505
07040,Alto,0.141,-0.11618717501849837,-2.3926185511812075,0.00530482116299506,-2.2212372744218816,0.022286022902591254,-1.948055735403358,0.07726254375745462,-1.7959225310648468
07069,Alto,0.51,1.764570673584191,-1.9944029272684412,1.5769450414191841,-1.9371514890097223,1.4426319217157522,-1.7470039441207152,1.3461578986851228,-1.6054548320531803
07012,Alto,0.152,-0.03742141488956334,-2.201213340636179,0.04043767926422897,-2.2063719569277556,0.043089961127373344,-1.8861911287520023,0.08985285355993769,-1.8059233301317301
07064,Muy alto,2.078,5.612198444151652,-5.06939423122358,5.96710387062409,-4.756305397696446,5.527741195555598,-4.6838110915129585,5.465088018021464,-4.348285216382834
07051,Alto,0.249,0.41444101764066726,-1.314827110161383,0.4438487081941544,-0.967324355229983,0.48370760260504225,-1.1132413156319036,0.4687122693355336,-1.091677713575428
07020,Alto,1.063,3.272775091214048,-0.7503811884227548,3.1919169013141255,-0.39655764919818504,3.2025121879131846,-0.41094976183934273,3.191295686626733,-0.39234885707961825
07015,Alto,0.092,0.34445335548780387,-1.1537161707647385,0.24069516560320375,-1.0767863252813137,0.27134641729452047,-0.9131284266987794,0.23264520796707783,-0.9323435347394954
07074,Bajo,-0.901,-3.476791812798417,-0.8420339061539477,-3.388988061283008,-0.6260914783460513,-3.279600303497096,-0.2647348411875343,-3.0530914781367424,-0.3920056715553725
07041,Alto,0.515,1.6357632935700528,-1.7364540962659887,1.501636026601464,-1.3302064597702188,1.6009917338289026,-1.1979942824922623,1.4577528765565926,-1.1636098577329836
07081,Muy alto,1.564,4.9345543416564,-2.8227678900010433,3.9540603660723113,-3.4033744907272814,3.9562355918566614,-2.898918683161526,3.9374827361482243,-2.8381033291173217
07093,Muy alto,1.266,4.560149218470749,-1.0673625047978934,4.072249359724147,-1.153655764233711,4.082671959500025,-1.3133816988411968,4.06042543033343,-1.2044456982375076
07094,Alto,1.097,3.080616403872928,-2.2380296372403383,2.983898541083116,-1.9402898743935466,2.8827489270275732,-1.9840147272601416,2.8794513747775503,-1.9656468322518437
07102,Alto,0.298,1.3153482963500536,-1.8426249000708195,1.2653395869740058,-1.8638822776342339,1.1324717863449032,-1.4848390245778205,1.1296813089798339,-1.492543826828436
07092,Alto,0.788,2.399698286060972,-0.9769063349792413,2.295709129944074,-0.8488890974139309,2.2903148725163236,-0.6475806186627017,2.2632639149687654,-0.625727305151228
07111,Muy alto,1.692,5.848947243818384,-2.009123033835169,5.663759517537347,-1.870658882696257,5.428656363487113,-2.1597450999652357,5.148416010824556,-2.141127924728634
07009,Medio,-0.27,-1.0668757365872485,-1.6570120251303129,-0.9879948212104217,-1.5654038714223395,-0.8438676530662454,-1.238766024294235,-0.8469595631909568,-1.2777123944082573
07026,Muy alto,1.958,5.274405475249031,-2.4405663436147083,5.340573925604366,-2.3466881828967554,5.41161353355836,-1.9247206004273778,5.466624767741058,-1.968226049607829
07079,Alto,0.22,0.661178623905506,-1.1633237970181034,0.53227956091979,-0.6478705935497754,0.5876589513175404,-0.45683768524960405,0.5467266271058332,-0.5341439635524178
07046,Alto,0.28,0.8878637724275796,-1.4638141240312659,0.9334335700091057,-0.9542242416702342,0.785931804559105,-1.1275657778254127,0.7495112666234999,-0.9894413261484516
07087,Alto,0.581,0.9914104595332266,-2.444380010283971,1.1553590599637868,-1.9445661935341427,1.1421196862264669,-1.7772855426958056,1.1913727144839008,-1.639230667598987
07109,Muy alto,1.347,6.067179324398394,-1.4364777004149838,5.740562606219766,-1.5427903812130415,4.3170240449704576,-2.467712107546319,4.325763747294961,-2.4517870395932526
07080,Alto,0.992,3.450204369034152,-0.5893177694694397,3.4495259569171908,-0.55887277306332,3.1399302944789973,-0.8009401953368344,3.1377015742671004,-0.8902212367481532
07037,Alto,0.513,1.230951500395013,-2.8482996957855806,1.321356403770311,-2.728885603187586,1.0342621458572472,-2.507200241829484,1.086903940431868,-2.266721393593812
07013,Alto,0.658,1.3158101344969146,-2.1096893579375275,1.2620333331461933,-2.06372279894785,1.2622553227125395,-1.7862660702280262,1.521749478445631,-1.6795568747338856
07112,Muy alto,2.6,6.7344475325017745,-4.325230078956185,6.860752989317508,-4.36838949198723,5.469627768634122,-4.78277061380827,5.565890322287576,-4.7895268513718285
07030,Alto,0.789,2.596860260114278,-1.0887653788714933,2.44047106815817,-0.9895860637204382,2.3535170418751687,-0.9401056812704163,2.2667096077571145,-0.8982111901162403
07100,Muy alto,1.557,5.147145770584946,-1.765986202247041,4.987499398730471,-1.093432174090844,5.043632266847288,-1.0849951744956268,4.956394982267301,-1.2177095526986124
07004,Muy alto,1.412,4.718135733402755,-1.866710398306988,4.598429576306758,-1.7562707154914605,4.196466313162941,-2.004848956914106,4.232041773546266,-1.9771015972622537
07072,Alto,0.849,1.7746257900475646,-3.2922347743545615,1.956792709697034,-2.506933705925126,2.0432447439396895,-2.4024424030828566,2.0689234490140884,-2.162034806653912
07032,Alto,0.314,0.8492171243661629,-1.5189465109863054,0.7905397082638644,-1.3426239270351803,0.6559220226086238,-0.959126511434537,0.4885217949832396,-1.0112264585533854
07103,Alto,0.616,2.4537356446982517,-0.9598496014364313,2.3614444586284864,-0.596666597488613,2.2200415723142557,-0.676835457764109,2.2231541349563337,-0.5221018909296755
07002,Alto,0.276,0.6499190593112855,-1.6489444018620658,0.6681032206482579,-1.485976703346827,0.6647785094933171,-1.1845851640001988,0.6434646252380609,-1.1983479340729808
07068,Alto,0.123,-0.035297549938012825,-1.30034958535284,0.03541728225571876,-1.15918006253341,0.11405780915778303,-1.127451985254664,0.11878643684930401,-1.035325524479382
07006,Alto,0.508,2.4002504278833157,0.07291556328641086,2.3587636223996484,0.20734474120676236,2.1855759918012594,0.00996333563648448,2.031684265244061,0.07123113864240387
07054,Alto,0.822,2.3612563663788904,-2.6023137254441626,2.313492537740688,-2.485407772114096,2.1401003856040233,-2.446215076025595,2.141607205306097,-2.2818298102299757
07071,Alto,0.73,2.0883576686940355,-1.4446187033706337,2.10085814951627,-1.2373538176495738,1.820301593298145,-1.262332257431944,1.7920376173554151,-1.0648395376563131
07003,Alto,0.739,2.3821910140895404,-1.2641092100724012,2.113195131650044,-1.2665104265319047,2.051314311691109,-1.419359093378789,2.020895591022785,-1.226016068627081
07075,Muy alto,1.394,4.416481183022273,-4.29128846925592,4.250801802492413,-3.698662227353051,3.6190602108862033,-3.96900665778578,3.6833164821992637,-3.917808389005882
07008,Alto,0.72,1.825592979650185,-2.0818800278657985,1.789592163891821,-1.4029599191663942,1.750757506964284,-1.299304022483284,1.8052602823831658,-1.4649918882872999
07044,Alto,0.483,1.3030126563724003,-1.5526423576120323,1.2494279280444802,-1.2504065166295018,1.1966297581336445,-1.0789169526894056,1.186710550786534,-0.9852422873716271
07076,Muy alto,1.872,6.049020974599954,-1.9465933587900388,5.931364274801747,-2.0322206844808703,5.4808549366219,-2.125399128301666,5.431741011108676,-1.9570896667310116
07086,Medio,0.026,-0.7637605249962509,-2.86822573081747,-0.7235980143716632,-2.594811037980522,-0.7583609740863196,-2.2214512254222467,-0.4479198171543791,-2.058381113709803
07049,Alto,1.206,3.402195847527335,-1.1471255144640962,3.4276281264387944,-1.0619437886527199,3.3999793407558054,-1.1770512194873837,3.4151775940147253,-1.0299108337553111
07038,Alto,1.024,3.6641208330048043,-1.8622362639813503,3.4875853320747567,-1.623758650558261,3.159888057530595,-1.810720829534028,3.2465484400619946,-1.6037347194038225
07039,Muy alto,1.249,3.643326524562478,-2.492010556040112,3.713686626944656,-2.1680301710111154,3.7068002194665115,-1.959610651667815,3.7746965174739286,-1.9428520944727778
07014,Muy alto,1.261,3.8039932507703225,-2.370553055354282,3.9261171036802547,-2.0647108793500926,3.8189054158128335,-2.143570776878063,3.8366419819373068,-1.9975852442774373
07066,Muy alto,2.479,7.584311042683703,-2.306452839332773,6.443948995248035,-3.340075017669724,6.426947667174288,-3.0302453904457907,6.512998730455422,-2.9264043161657067
07021,Alto,0.403,1.1649289379067984,-1.2919526851662022,1.1006130129566825,-1.1365620094081426,1.1580466228883344,-1.0713520138266275,1.1282660710596042,-1.0652875833486042
07048,Medio,0.012,-0.2257172417649735,-1.1771154446474188,-0.20760896757606093,-0.9112419823530613,-0.303929778470916,-0.820579434714235,-0.20345117935372872,-0.9392949066768934
07047,Alto,0.776,2.8120592573770233,-0.47866187548716504,2.8517812199171777,-0.2864337401039944,2.8107309017896407,-0.3165724182142898,2.6724807730072397,-0.36613891396321174
07114,Alto,0.926,2.0583032670673402,-2.8007754386688997,2.230099479423346,-2.4340997144953973,2.2048151762798867,-2.3346075061882408,2.134051576420575,-2.046049274538135
07011,Alto,0.644,2.6484845806725565,-0.7104960109622285,1.9735745975070975,-0.8426098098993989,1.8714577306893305,-0.7766420465355308,1.931273303736439,-0.7829640433140815
07005,Muy alto,1.398,4.901068410657875,-1.4278567550156434,4.811332362531128,-1.345473349772676,4.475282979432351,-1.5020901543855476,4.508899791556472,-1.5010031195532352
07083,Alto,0.862,3.0902464221873487,-0.7871485483805815,2.942914146638392,-0.6816638373300172,3.005785320593945,-0.5607188504761278,2.9147096324377,-0.5194411547124849
07062,Alto,0.72,2.8819186750082983,-0.03319649672275701,2.540258223349069,-0.257309181112138,2.6527113658741404,-0.2262497356400827,2.617510598979848,-0.23259693948223906
07001,Alto,0.237,0.5974771947870516,-1.8572192344257226,0.6000239259858,-1.5366449710114247,0.6084964348359703,-1.2971944106657143,0.5457581349351578,-1.3316245526219688
