CVE_MUN,GM,IM,Perplexity 100 Component 1,Perplexity 100 Component 2,Perplexity 200 Component 1,Perplexity 200 Component 2,Perplexity 300 Component 1,Perplexity 300 Component 2,Perplexity 400 Component 1,Perplexity 400 Component 2
20378,Alto,0.477,8.97113,-8.501327,4.78093,-3.5266593,5.6323256,-4.9719677,4.751696,-1.3675582
20050,Muy alto,1.806,25.754452,-4.317479,12.188755,-7.170022,11.041294,-2.8733144,8.6260195,-2.5398204
20137,Alto,0.66,15.43842,-4.36111,12.327592,0.82312155,9.96081,1.4555495,5.1256337,-6.254172
20017,Alto,1.025,18.140915,-11.55045,10.552963,-2.9346008,8.143948,-2.0081,6.2977133,-3.6105027
20391,Muy alto,2.334,25.652782,-7.9284906,14.074799,-6.0096154,11.563089,-1.1347666,9.158133,-3.6977644
20410,Alto,0.142,4.763022,-9.209127,3.0497756,0.19994235,2.4898329,-4.493109,1.3888345,-2.9833686
20342,Bajo,-0.972,-12.914383,-10.221429,-5.282003,8.738632,-6.6223645,-3.3935575,-5.747686,-2.543236
20472,Medio,-0.143,-1.7517879,-12.0403185,1.6644537,5.944894,-0.98656094,-3.672141,-1.0121092,-2.9224954
20156,Medio,-0.094,-0.6101391,-15.349907,2.9988549,6.6170416,-0.39235768,-5.2299433,-0.546937,-4.1430817
20273,Muy alto,1.606,21.659052,-3.0362957,15.267363,-6.9832463,12.46923,-0.5258459,9.916264,-3.0034268
20474,Alto,0.248,4.12416,-3.1436687,6.6591783,4.402166,2.2701235,-0.65461534,1.8118964,-0.8339981
20203,Alto,1.178,18.811516,-7.4678926,9.556835,-4.4964848,7.9263983,0.37531528,6.649417,-2.6390512
20076,Alto,0.268,7.2820883,-12.335046,4.954576,0.77409875,3.005929,-2.9441876,2.2460775,-2.8335607
20170,Muy alto,2.216,27.399029,-0.3112913,11.555698,-9.932834,12.123235,-4.6457763,9.572453,-0.69126105
20396,Muy alto,2.367,24.342785,-12.824146,13.151011,-4.1262903,10.340318,-0.4068483,8.332144,-5.10124
20197,Alto,0.439,7.030397,-5.3391824,5.045578,-2.7391272,4.4171734,-1.9125296,3.540454,-1.5549474
20485,Muy alto,1.468,10.694531,3.2590039,12.700959,5.3276424,6.8072834,3.5911765,4.9936275,3.411466
20263,Muy alto,1.519,20.125439,-3.271888,14.499095,-8.059368,11.5504675,0.78068244,9.825428,-2.238296
20412,Muy alto,1.736,16.16821,-0.12938984,15.489526,2.9583838,10.201069,3.0812287,8.365832,3.2186856
20286,Alto,0.789,19.409895,-14.854202,11.54937,-0.9128717,7.6460514,-2.7593663,5.752299,-4.656284
20046,Alto,0.799,20.31445,1.7103646,7.4482527,-6.2128773,8.316168,-4.7951946,7.2578616,-0.81774664
20284,Muy alto,2.189,24.869646,-9.552055,13.540514,-5.075306,10.615911,-0.47424343,8.555792,-4.280043
20308,Alto,0.586,15.935421,-16.14228,13.322517,0.037375633,3.4365225,-7.0964017,4.462617,-6.0690217
20567,Muy alto,1.707,26.277647,-4.617647,12.140656,-7.1155467,10.986112,-2.8411446,8.5287075,-2.5623004
20254,Alto,0.846,16.769238,-4.4000125,9.469132,-0.8825724,10.594837,1.2656602,6.949453,-1.8878602
20511,Alto,1.125,22.352373,1.3825601,8.832507,-10.443314,10.686621,-6.206505,8.649622,0.5635634
20495,Muy alto,1.657,20.570927,-3.4856553,14.428406,-7.6244183,11.600713,0.23437102,9.484398,-2.653554
20490,Alto,1.027,22.525215,-12.608528,12.292297,-3.3967967,9.46761,-0.21018112,7.278101,-4.5810184
20457,Alto,0.963,17.219152,-17.094296,14.94375,-2.3196757,8.225491,-3.5483453,5.3969417,-5.6397724
20555,Alto,0.21,14.738897,-16.958527,13.38505,0.78880286,3.0295928,-7.0583067,2.4678514,-6.210992
20566,Alto,1.194,23.310944,-3.1893208,11.122671,-7.089963,10.371033,-3.2617116,8.229054,-2.2104428
20113,Alto,0.259,7.325609,-6.6232495,11.083625,0.5957916,2.1401405,-6.7025447,3.3875384,-5.266438
20519,Medio,-0.065,3.056137,-8.752219,1.2979082,2.6654265,0.3842563,-3.1038537,0.14175862,-2.5761876
20403,Bajo,-0.531,-12.491589,-7.796941,-5.422218,7.069794,-5.892013,-2.334032,-4.9576817,-1.7713057
20231,Muy alto,1.529,22.831928,-5.2370987,14.349287,-7.3468876,11.535614,0.24544527,9.748684,-3.1259809
20535,Muy alto,1.254,23.12698,-8.155241,13.940663,-4.3269296,10.262231,-1.7307789,7.9186234,-4.098232
20492,Alto,1.188,23.607332,1.466294,9.243833,-8.8685,10.1784315,-5.1457705,8.102827,-0.34368175
20013,Medio,-0.24,-0.8607689,-15.088603,2.5077069,6.962122,-0.8154508,-5.261095,-1.0379033,-4.145794
20449,Alto,0.396,11.576704,-13.851937,7.4609456,1.832897,4.305421,-2.5135818,3.105839,-2.2830524
20019,Alto,0.867,18.079573,-13.194494,10.991682,-1.8096666,7.7336006,-2.24436,5.8683567,-4.4276276
20379,Muy alto,1.321,28.31907,-9.417074,15.606899,-3.4218957,12.531009,-1.9525509,9.074087,-5.0126443
20454,Alto,1.141,22.865198,-8.198285,13.926878,-3.7919497,9.54823,-2.1585426,7.068606,-4.4732957
20212,Muy alto,1.564,26.996964,-10.870045,15.024668,-4.233196,11.767109,-1.939734,8.850254,-4.832094
20387,Alto,0.201,13.019825,-16.452568,9.360191,1.2660801,3.522746,-5.1129804,2.623772,-4.717509
20217,Muy alto,1.949,26.711319,2.451788,9.843425,-11.2218,11.663331,-6.248131,9.354801,0.61125183
20071,Muy alto,1.47,20.354525,-3.376232,14.5556755,-7.667901,11.426342,0.546631,9.460389,-2.574027
20189,Muy alto,1.553,20.256025,-2.522623,15.223727,-7.711258,11.861309,0.83449274,10.135828,-2.5703425
20351,Alto,0.743,9.850441,-16.373417,8.400985,0.9917961,5.50242,-3.1568804,4.2852063,-3.2956693
20088,Muy alto,1.544,22.795294,0.31998757,9.956306,-9.6634035,10.9947195,-5.0999417,8.857371,-0.40965742
20561,Alto,1.169,13.742793,0.6995433,12.991446,2.5788584,7.358629,1.800921,6.226828,-1.0316439
20146,Alto,1.085,21.903105,-5.909999,10.598503,-6.1468573,9.87222,-2.9972062,7.5035725,-2.357324
20164,Alto,0.872,20.843046,-13.434481,11.562119,-2.184435,7.808468,-1.984505,5.7891717,-4.2770896
20394,Alto,0.37,14.161807,-15.411648,10.198673,0.8378667,4.915565,-5.5790243,3.910173,-5.0671816
20123,Alto,0.742,20.151014,2.59594,6.644326,-6.2930346,7.7859645,-5.0996137,6.480713,-0.5326186
20075,Medio,-0.098,-0.14319392,-16.503881,3.4422584,6.3742414,-0.31397027,-4.7976265,-0.40432754,-3.8102348
20226,Alto,0.401,8.929145,-12.971057,6.318482,0.34943792,3.936212,-2.3350296,3.1459782,-2.573294
20061,Alto,1.066,11.821568,-1.4375602,10.703207,2.289299,7.1770606,1.0466807,6.011952,-1.712547
20176,Alto,0.811,21.784246,1.6796858,8.4967,-10.319284,10.154849,-6.3056192,8.155204,0.6843543
20344,Alto,0.219,8.604773,-6.4062204,2.5389247,-1.596124,3.3507686,-1.0896478,3.4832146,-4.4725356
20381,Medio,-0.176,0.17726791,-14.275934,2.9980574,5.035121,-0.11519041,-3.8003886,-0.23601337,-3.0531766
20279,Alto,0.675,15.353709,-5.587628,9.63537,-0.61752695,6.7041764,-1.4436191,5.6082606,-2.676837
20211,Muy alto,1.624,27.020054,-8.139416,15.303587,-5.281885,12.108289,-1.439416,9.348777,-4.1016016
20271,Muy alto,1.606,24.056393,-8.840316,13.468421,-5.0459933,10.735247,-1.3475734,8.314741,-4.062221
20220,Alto,0.466,9.386585,-13.183307,6.1293573,0.17878366,3.850486,-2.8264773,3.059551,-3.0677307
20033,Bajo,-0.846,-12.820473,-9.851065,-5.108127,8.417035,-6.3591776,-3.2237651,-5.509961,-2.4327798
20069,Muy alto,1.382,28.10628,-9.148698,15.626127,-3.9542062,12.425493,-1.9039612,9.187482,-4.780842
20531,Medio,-0.261,1.0479037,-8.616113,0.6147901,2.393304,-0.57428557,-1.9194806,-0.7608624,-1.8422631
20333,Medio,-0.271,4.1446047,-6.9422884,-1.3468882,3.743177,0.060297027,-6.678476,-1.1027013,-5.18083
20219,Alto,0.875,19.755873,-15.07085,11.693782,-0.3218037,7.6338634,-2.9134464,5.830208,-4.9012747
20104,Alto,0.764,16.364244,-3.454377,7.8514237,-5.251467,8.404121,-3.9634886,7.298501,-1.5500941
20527,Alto,0.985,18.638329,-9.011186,10.11863,-3.8739789,8.022465,-0.6423868,6.4891815,-3.4641035
20180,Alto,0.241,3.715342,-2.7619057,6.8350573,4.797266,2.0575874,-0.06581836,1.5906876,-0.31971243
20193,Medio,-0.176,4.6336303,-6.9283276,-1.1330364,3.345764,0.84545416,-6.7226524,0.045337077,-5.411445
20060,Alto,1.194,18.797045,-11.872579,10.617227,-2.4007537,8.3976345,-2.0476587,6.372408,-4.104717
20455,Alto,1.149,8.442766,3.6247227,11.426791,6.560983,4.9332733,3.9636104,3.58404,3.473524
20363,Medio,-0.001,5.540418,-8.772175,2.9017613,-0.5088125,2.3793793,-5.8909073,1.5787796,-5.087582
20433,Muy alto,2.062,25.346422,-10.353492,13.313574,-6.2760696,10.848891,-0.5077014,8.733499,-3.5129774
20007,Muy alto,1.535,25.911745,-11.998141,14.373671,-3.4458287,10.661595,-2.1196697,8.139896,-5.2650332
20161,Alto,0.759,20.364569,2.4476073,6.6468687,-6.499742,8.04962,-5.423793,6.828384,-0.20703262
20297,Muy alto,1.333,21.350935,-7.1047106,11.434629,-5.7393336,9.72184,-0.14879046,7.692027,-2.863186
20112,Alto,0.663,18.37832,-15.217606,11.7392435,-0.9235697,7.534853,-3.145631,5.4916496,-5.0618057
20118,Alto,1.181,26.271471,-12.0369835,14.417996,-2.9014795,8.987673,-2.8452466,6.6457105,-5.4266157
20206,Alto,0.386,7.6305594,-8.166952,4.3932877,-1.500985,3.7231965,-5.431105,3.5069733,-4.8278656
20154,Alto,0.543,14.828867,-13.559575,10.258017,-0.049438156,6.679248,-2.2751079,4.924949,-4.1547375
20486,Alto,0.384,8.893671,-8.850763,4.458314,-1.9441514,3.8647761,-4.8044057,2.8442178,-4.1443977
20388,Alto,1.205,23.717892,3.0895462,8.168005,-9.52758,10.1676655,-5.929024,8.083839,0.29792058
20259,Muy alto,1.759,23.854568,-12.294578,13.194893,-3.6601999,10.154271,-0.9753488,7.925111,-4.8208623
20117,Muy alto,1.36,20.011889,-3.2499816,14.665231,-7.914073,11.430629,0.8855739,9.818905,-2.4083934
20240,Muy alto,2.348,27.673773,-1.5747279,12.24165,-9.345773,12.356122,-3.841832,9.762873,-1.3306751
20280,Medio,0.036,5.094224,-10.423089,3.783242,0.00022200076,2.5291708,-5.268323,1.7697227,-4.653644
20158,Alto,1.025,17.856739,-11.121981,10.285052,-2.9057934,7.9121113,-1.6778337,6.1716456,-3.657389
20027,Muy alto,1.592,23.34661,-13.603235,12.944122,-3.0581703,9.599037,-1.7733471,7.535971,-4.9972677
20448,Muy alto,1.72,27.601664,-9.029509,15.453264,-4.5914803,12.154442,-1.6412807,9.112643,-4.467449
20182,Alto,0.934,21.814026,-14.730595,12.795868,-2.1771162,9.12731,-2.800505,6.9510202,-4.90156
20260,Alto,0.664,16.489513,-15.064111,12.184288,-0.34177274,7.4655704,-3.2832549,5.201063,-5.3329644
20353,Alto,0.096,6.420601,-5.9991717,-1.1922948,3.7706466,0.39336154,-6.7307863,0.0014044435,-5.3076887
20533,Alto,0.366,7.608698,-7.1331916,4.0868154,-1.7404183,3.4126542,-5.425756,3.5348275,-4.7228026
20380,Alto,0.511,15.676749,-17.391685,4.280191,-2.3774061,3.9956057,-6.223011,3.5048153,-5.58179
20089,Alto,0.206,7.182235,-10.7624035,4.3129215,0.9465879,2.8528557,-1.645214,2.2069309,-1.9527379
20405,Alto,0.232,8.081176,-11.774011,5.2976055,0.6448301,3.4957995,-2.3773377,2.714578,-2.8198326
20152,Muy alto,1.723,27.363197,-1.9580866,11.893341,-8.8994255,11.781675,-3.8869293,9.204863,-1.2619153
20323,Alto,0.651,16.449186,-4.6960883,9.592457,-0.5574733,10.409598,1.3738774,6.707266,-1.9073279
20264,Alto,1.215,23.107967,-1.1522771,10.11879,-8.560956,10.582757,-4.547074,8.482553,-0.851453
20499,Bajo,-0.616,-8.920223,-8.270649,-3.5521932,6.4394436,-4.318317,-2.320156,-3.6886234,-1.8099016
20425,Alto,0.595,15.094662,-13.789914,10.644435,0.027285703,6.927808,-2.4996326,5.09492,-4.4289165
20253,Muy alto,1.429,22.997969,-0.4736064,13.214127,-9.760365,11.397667,-4.951872,9.499683,-0.32251108
20356,Medio,0.068,4.6247616,-12.546199,3.9841425,1.9970118,1.9000008,-3.2763515,1.3029479,-2.8737047
20252,Muy alto,1.415,23.157907,-10.85966,12.787726,-3.7635188,9.648089,-1.7382284,7.4390645,-4.2723303
20139,Muy alto,1.37,23.28081,-5.4073176,13.69509,-6.9731264,11.258449,-0.30215093,9.31155,-3.5750787
20167,Muy alto,1.277,29.11324,-8.368203,16.426765,-4.278867,13.159097,-2.0255504,10.032735,-4.604472
20003,Alto,0.906,18.3923,-15.137803,11.969218,-1.2071645,8.146806,-3.0196173,5.9911203,-5.005705
20255,Muy alto,1.259,20.712334,-9.742282,11.118242,-4.299019,8.808025,-0.7393244,7.0725074,-3.471298
20487,Alto,0.117,5.737097,-8.149553,2.5684907,-0.89262295,2.5116258,-6.3246574,1.5629739,-5.499935
20214,Muy alto,1.27,20.64683,-11.620918,11.454262,-3.3655746,8.858098,-1.2595502,6.86047,-3.859688
20349,Alto,0.618,23.813412,7.517656,5.694443,-10.254957,9.094155,-7.511771,7.250004,1.4140738
20201,Alto,0.846,16.756924,-16.60356,14.313509,-1.8174967,7.790693,-3.3637135,5.1623287,-5.3318067
20358,Alto,0.196,3.1944904,-19.511316,7.6023335,3.559231,2.2875574,-7.8454566,2.489014,-0.58639365
20148,Muy alto,1.247,20.35711,-8.523875,10.888549,-4.2543945,8.718416,-0.8294063,7.061111,-3.4510446
20162,Muy alto,1.429,26.486935,5.0979266,7.37045,-11.259192,10.70392,-7.2682853,8.329134,1.3915354
20343,Alto,0.141,8.4475765,-8.064314,3.7485502,-3.7512872,5.0563173,-6.506838,1.8317752,-5.5487294
20369,Medio,-0.118,-0.15805437,-11.717118,2.148493,4.97091,0.4173744,-5.8480377,-0.19445953,-4.598988
20368,Alto,0.244,7.592155,-10.683129,4.425613,0.19388266,3.2832355,-2.0220375,2.5906172,-2.0914137
20428,Muy alto,1.275,18.926868,-10.945485,11.056218,-3.2538552,8.786665,-1.4895203,6.8819666,-3.9505432
20038,Alto,1.001,17.529451,-4.9190197,9.37649,-1.13083,10.279431,1.0465287,6.7280703,-2.3007252
20420,Alto,1.183,22.115702,-7.584663,13.82457,-4.464601,9.925715,-1.4087976,7.7840834,-3.5713074
20243,Medio,-0.203,3.5334272,-8.072524,-0.9744759,2.715013,1.1183589,-6.464794,0.17635693,-5.1634727
20481,Muy alto,1.743,29.316996,-8.836311,16.336868,-3.9328616,13.025874,-2.570394,9.949519,-4.71087
20187,Muy alto,1.516,21.339445,-10.83279,11.618278,-4.1941204,9.235505,-0.8836072,7.3671207,-3.5837946
20478,Alto,0.42,6.362012,-16.236551,6.197189,1.0671955,3.4782467,-4.0346994,2.4179718,-3.7985117
20081,Alto,0.774,21.697454,-15.435943,13.019324,-1.4901048,8.647062,-2.9196477,6.672146,-5.6082177
20094,Medio,-0.001,2.1877358,-9.7491,2.002265,1.7669153,0.84171295,-2.3158026,0.5672967,-2.063442
20233,Muy alto,1.356,22.98092,-11.634173,12.741211,-3.3676274,9.510672,-1.5039781,7.3478675,-4.5672097
20496,Bajo,-0.657,-8.538618,-8.874384,-3.2716641,6.4580793,-4.222462,-2.3977466,-3.6097753,-1.8921851
20149,Muy alto,1.271,21.206846,-3.3527484,14.800308,-7.088513,11.761929,-0.032215867,9.404247,-2.8243473
20395,Muy alto,1.654,24.341627,-5.2815733,13.90337,-9.407387,10.867316,0.35114297,10.455274,-1.9612665
20336,Alto,1.03,17.61216,-11.382861,10.054221,-2.6099083,7.7793584,-2.0353723,5.9883194,-3.5308774
20315,Muy alto,2.067,27.59357,3.1699834,9.208091,-11.818511,11.768739,-6.7479362,9.620952,0.66331977
20431,Alto,0.405,8.428249,-8.545674,4.123196,-3.3894603,4.8352766,-6.0059867,2.561004,-5.0759654
20340,Alto,0.386,5.707572,-15.672316,5.5237837,1.7595373,3.0763187,-3.703783,2.202972,-3.2247841
20097,Alto,0.609,15.249456,-19.107256,15.328673,-0.8801647,4.1962743,-7.1254883,3.8715806,-6.3753405
20504,Alto,0.427,15.461225,-18.662,15.322795,-0.98596126,4.0226417,-6.905195,3.6974945,-6.198304
20438,Muy alto,1.344,22.468857,-10.843935,12.220293,-4.1047893,9.493999,-1.016149,7.420355,-4.0566735
20541,Alto,0.291,14.208659,-18.819351,14.965796,-0.44320142,3.9415376,-6.378231,3.4086292,-5.879466
20569,Alto,0.517,22.535284,7.615629,5.3340516,-9.58552,8.546215,-7.3258624,6.8557506,1.250438
20548,Alto,0.741,21.56728,1.8426883,8.360277,-10.592144,10.171253,-6.573374,8.166008,1.1005045
20092,Medio,-0.275,-3.6946125,-10.425093,-1.5201647,4.5325637,-2.6226463,-3.1973205,-2.3816752,-2.6230314
20465,Alto,0.688,15.9129925,-14.397568,12.276619,0.17962542,7.5142603,-3.4667532,5.488458,-5.9049253
20163,Muy alto,1.304,21.731827,-11.495851,11.953647,-3.7235436,9.273766,-1.5694281,7.231795,-3.8717015
20175,Alto,0.654,20.177856,6.020415,5.6363606,-7.5580187,7.672275,-6.0203137,6.071274,0.15939681
20400,Alto,0.327,7.409281,-13.145477,5.3648396,0.73615557,3.361392,-3.5453064,2.5318153,-3.455186
20314,Medio,0.009,5.412505,-11.384757,2.941393,2.0163047,1.3169223,-2.4482374,0.8780433,-2.273275
20236,Muy alto,2.009,19.931416,-2.593469,14.954231,-8.048352,11.726769,1.0141252,10.165995,-2.2833815
20372,Muy alto,1.521,25.616323,2.3329346,9.642065,-9.3213,10.894927,-5.25683,8.793302,-0.30178726
20562,Medio,-0.098,1.7039455,-7.6990433,0.6734825,2.3741133,0.06561151,-1.88115,-0.09820445,-1.7697686
20247,Bajo,-0.986,-11.607016,-9.20085,-4.8481197,7.6265736,-5.946913,-2.73772,-5.2078547,-2.0682945
20374,Muy alto,2.174,27.19979,-7.2171865,15.361046,-6.2957983,12.401381,-1.1325645,9.76665,-3.4702709
20445,Alto,0.838,16.66701,-14.353654,12.908933,-0.7421614,8.187214,-3.0005436,5.7150354,-5.2117352
20165,Alto,0.736,6.6726823,3.5542545,10.4383135,7.254757,3.9900024,3.9204378,2.7875865,3.3101313
20301,Alto,0.339,15.085984,-16.941017,13.341117,0.3761927,3.5062995,-6.849563,3.4888923,-6.091666
20523,Medio,-0.121,2.8700955,-9.431851,1.7870867,2.5665872,0.5290595,-3.3533814,0.20244257,-3.0160558
20192,Bajo,-0.826,-10.806721,-9.133529,-4.005892,7.7667494,-5.3414087,-3.0580695,-4.646406,-2.373271
20508,Medio,-0.466,-5.319943,-13.859033,-0.29066676,8.12949,-2.9327435,-4.2552137,-2.6603096,-3.2804115
20110,Muy alto,1.391,23.489687,-2.7082288,11.145532,-7.5221515,10.617397,-3.4539316,8.467639,-1.9365768
20222,Medio,0.046,5.3331666,-6.935663,-1.010303,3.009501,1.5612915,-6.7364573,0.9867448,-5.556803
20429,Muy alto,1.282,21.8304,-0.9098489,9.1039295,-7.1848817,9.282418,-4.5041704,7.6478558,-1.1861091
20173,Alto,0.537,15.470899,-18.969809,15.367036,-0.9972803,4.151418,-7.0847745,3.8566244,-6.3345704
20080,Alto,0.565,19.375006,-15.613914,11.26393,-0.66617167,6.65003,-3.5112884,4.9223943,-4.861007
20179,Alto,0.553,13.269097,-11.843235,6.656837,-1.0293283,4.992828,-2.6729696,3.9094048,-3.4933445
20477,Alto,0.812,18.346361,-3.1548638,8.770036,-6.819992,8.808346,-4.3502736,6.9659286,-1.0481979
20346,Alto,0.82,18.8837,-12.950908,10.360587,-1.880504,7.42477,-1.9874524,5.6077957,-4.0508237
20456,Alto,0.608,9.682905,-16.55321,8.578459,2.0895154,5.2237635,-2.9322684,3.8562603,-2.8729258
20568,Alto,0.316,8.646494,-17.658237,7.487208,2.0062518,4.2327766,-3.9017887,2.509441,-3.6193225
20362,Alto,0.429,13.8428955,-16.09812,9.963938,1.1769869,3.7088137,-5.4871116,3.3080525,-5.05496
20056,Alto,0.681,13.181794,-7.982729,6.4562573,-3.3986413,5.9517264,-1.6675929,5.0003734,-1.6931407
20237,Medio,-0.061,0.5066611,-15.59986,3.521437,5.4788656,0.14738955,-4.331683,0.11603502,-3.4428961
20292,Alto,1.097,19.927998,-0.49335825,14.591158,-9.1258135,11.343872,1.7455975,9.326717,1.137547
20160,Alto,0.183,6.810456,-13.370368,5.5911694,2.5040724,2.5095086,-2.1284142,1.8554322,-2.0243397
20183,Muy alto,1.272,24.38251,5.578694,6.8941946,-10.033099,9.626837,-6.910801,7.728227,0.8553912
20529,Muy alto,2.359,10.488244,5.709009,13.65379,6.843875,6.702823,5.1013207,4.902443,4.5466776
20048,Muy alto,1.596,24.412134,-7.0348916,13.892541,-6.16915,11.824123,-1.4972032,8.966478,-3.4145665
20558,Alto,0.487,9.928221,-10.789894,5.26847,-0.79708946,3.8154407,-4.0752473,3.0748653,-4.0072384
20473,Medio,-0.323,4.0050154,-7.0534263,-1.6978521,3.2180662,0.99210495,-7.3562126,-0.0122147305,-6.152906
20216,Alto,0.271,15.17409,-16.800426,13.26931,0.3385887,3.3355575,-6.894078,3.4625485,-6.094888
20274,Muy alto,1.285,22.932833,2.71157,8.098443,-10.318462,10.405119,-6.461095,8.339643,0.590463
20245,Alto,1.047,24.717373,6.20459,6.5359416,-10.369747,9.592986,-7.310149,7.5839605,1.2565435
20563,Muy alto,1.546,10.004955,2.9706883,12.375532,3.8616061,7.8994226,2.7612586,4.9761987,3.5273142
20317,Alto,0.405,19.191013,2.653896,4.334144,-4.4627905,5.6060405,-5.968281,5.340092,-0.36013547
20194,Alto,0.26,6.04115,-17.77035,6.7360883,2.8734066,2.613701,-4.574672,1.595914,-4.35363
20221,Alto,0.204,4.574784,-11.630856,4.036234,0.5999147,2.7286072,-3.8329008,1.8169534,-2.7429495
20109,Medio,-0.262,0.6916402,-8.515127,0.84993523,2.7796457,-0.5724946,-2.0133035,-0.75308084,-1.8456428
20329,Alto,1.096,17.861542,-17.199404,15.010497,-2.4412825,8.226086,-3.4672,5.7212796,-5.356067
20053,Medio,-0.154,-2.3971822,-11.372402,1.6366478,5.8955097,-0.9446078,-3.5534568,-0.9269231,-2.7581465
20065,Muy alto,1.254,22.401873,-14.245993,13.050398,-2.4566717,9.316051,-2.0890155,7.213507,-5.1866727
20328,Muy alto,1.639,21.72931,-8.209522,11.781472,-5.7581635,10.555654,-1.2827619,7.9497066,-3.0684125
20128,Medio,0.065,-0.40511683,-18.214598,3.54581,7.5174565,-0.6633092,-5.9104943,-0.79620564,-4.83962
20011,Alto,1.061,9.304952,2.2193065,10.834235,4.2352843,5.334046,2.9084284,3.8462732,2.899982
20034,Alto,0.364,19.584665,7.5407605,4.6522684,-7.7140884,7.0772057,-6.724007,5.543169,0.6690331
20049,Alto,0.287,6.8544807,-8.218492,3.8828065,-1.5821494,3.3003886,-6.0151687,2.759246,-5.273271
20251,Muy alto,1.326,21.362156,-10.515587,11.559984,-3.9908738,9.01621,-0.72460425,7.0972295,-3.9787848
20289,Alto,0.464,14.36719,-14.149178,10.210578,0.5206115,6.522437,-3.2660038,4.7307105,-4.4023643
20564,Alto,0.929,15.004197,-11.508676,7.690084,-3.7089005,7.017861,-3.5775495,5.477156,-2.8005962
20382,Muy alto,1.45,20.239855,-0.19213949,10.010581,-10.698209,11.490829,-5.783603,9.301178,0.82449836
20250,Alto,0.162,8.037169,-9.337849,3.6812332,-0.87157816,2.8557143,-5.439374,2.12506,-4.865833
20078,Bajo,-0.844,-10.09675,-13.162208,-3.274056,9.112001,-5.4523954,-3.8950393,-4.8077717,-3.0218775
20270,Muy alto,1.604,24.696194,1.2155854,9.774875,-10.426286,11.220643,-5.7813244,8.96443,0.3194424
20303,Alto,0.366,13.385909,-17.658545,4.669684,-0.93195796,3.8369558,-5.09584,3.1998909,-4.8211207
20241,Alto,0.531,18.29042,-15.580053,11.362566,-0.69025975,6.7811084,-3.617012,4.745022,-5.0733294
20132,Medio,-0.207,3.7819645,-7.9316473,-1.3312718,2.6532829,1.3325813,-6.9704523,0.40683222,-5.780478
20402,Alto,0.428,6.1664066,0.24459527,8.290581,6.0389247,2.9173255,2.010044,2.2360625,1.3146317
20319,Alto,0.811,17.067924,-13.930637,12.242547,-1.3056335,7.9551578,-2.4792595,5.8672295,-4.693704
20195,Muy alto,1.344,24.516134,-5.4400935,13.751788,-9.312395,10.035023,-3.288469,8.405735,-2.146918
20365,Alto,0.095,5.8673573,-9.029549,2.6888125,-0.888813,2.6929083,-6.358227,1.7879362,-5.6340265
20299,Alto,0.339,8.891987,-10.333789,4.4786983,-0.5586108,3.9369082,-1.4415586,3.2309532,-2.2941642
20168,Alto,0.635,7.1802344,0.09379017,8.867582,5.440955,3.9931448,2.1961334,2.739021,1.3200148
20371,Alto,0.728,18.954628,-15.744949,10.554012,-0.7685254,6.2595744,-3.4907696,4.6591477,-4.35049
20522,Alto,0.907,16.989197,-16.589159,14.583316,-2.231419,8.138181,-3.255817,5.5207343,-5.3568707
20514,Muy alto,1.698,27.87768,-9.045915,15.58576,-4.355936,12.380017,-1.7467755,9.262532,-4.615662
20544,Alto,0.319,13.733398,-17.722805,4.445926,-1.0594736,3.743158,-5.6601086,3.2650437,-5.204899
20268,Alto,0.403,7.5560946,-7.6853857,4.1967177,-1.8848488,3.664118,-5.462443,3.3510022,-4.7142935
20239,Alto,0.304,7.266095,-9.042624,3.922402,-3.5274322,4.6447453,-6.542306,2.4194076,-5.762517
20127,Muy alto,1.558,23.312263,1.1421117,9.391701,-10.037813,10.862654,-5.720985,8.721132,0.08001487
20283,Alto,0.134,1.3911911,-5.8712897,1.4602717,0.37779552,1.5927222,-1.2813343,1.3205973,-1.4821099
20032,Alto,1.103,23.844166,5.2995253,6.9654436,-9.258733,9.180378,-6.4476814,7.281635,0.6915379
20262,Medio,-0.224,1.5358391,-10.756802,2.145655,2.9963198,0.293725,-3.105834,-0.09117836,-2.7507994
20142,Alto,1.222,22.89898,-13.741195,12.956707,-2.71894,9.32054,-1.833538,7.3036356,-5.311043
20257,Alto,0.943,19.996885,-14.268267,11.775769,-1.7180157,8.139446,-2.310749,6.2512765,-4.7325044
20155,Muy alto,1.547,24.349104,1.0159451,9.761631,-10.62519,11.29887,-5.9062757,9.06288,0.58556384
20436,Muy alto,1.678,26.330013,6.1696215,7.18054,-11.632434,10.82758,-7.5144114,8.7577505,1.2823999
20528,Alto,1.197,22.849148,-14.209461,12.992718,-2.356812,9.102075,-2.1800926,7.069719,-5.4980702
20290,Alto,0.235,7.215342,-15.347146,6.2091246,2.2820163,3.1182032,-2.9939697,2.2559888,-2.5755796
20458,Alto,0.114,3.5484016,-14.79533,4.317488,3.1379843,1.9886339,-4.008256,1.3345406,-3.4816537
20389,Muy alto,1.428,24.85173,-11.44148,13.687903,-3.5799694,10.132503,-1.8366524,7.781174,-4.8252735
20144,Alto,0.554,10.093738,-12.789822,6.526422,-0.20780756,4.2130136,-3.1768415,3.356407,-3.025593
20230,Alto,0.226,8.028553,-15.723775,6.712454,1.9151341,3.4845629,-3.4257526,2.2857606,-3.307169
