CVE_MUN,GM,IM,SOM labels
26015,Bajo,-0.98,0
26050,Bajo,-0.903,0
26061,Bajo,-0.649,0
26010,Bajo,-0.663,0
26037,Muy bajo,-1.154,0
26031,Bajo,-0.774,0
26063,Bajo,-1.05,0
26065,Bajo,-0.585,0
26068,Muy bajo,-1.225,0
26005,Medio,-0.404,0
26062,Bajo,-0.78,0
26008,Bajo,-0.75,0
26028,Muy bajo,-1.414,0
26022,Bajo,-0.855,0
26034,Muy bajo,-1.368,0
26032,Muy bajo,-1.334,0
26009,Bajo,-0.827,0
26024,Bajo,-0.976,0
26007,Bajo,-1.032,0
26054,Bajo,-0.599,0
26044,Bajo,-0.68,0
26053,Muy bajo,-1.33,0
26046,Bajo,-0.714,0
27004,Muy bajo,-1.483,1
27002,Bajo,-0.551,1
27005,Bajo,-0.807,1
27008,Medio,-0.225,0
27012,Bajo,-0.566,1
27006,Medio,-0.361,0
27013,Muy bajo,-1.087,1
27003,Medio,-0.107,0
27014,Muy bajo,-1.234,1
27010,Bajo,-0.791,0
27001,Medio,-0.045,0
27017,Medio,-0.325,1
27016,Medio,-0.319,1
27015,Medio,-0.076,0
27009,Medio,-0.416,0
27007,Bajo,-0.878,1
27011,Medio,0.009,0
28032,Muy bajo,-1.43,1
28022,Muy bajo,-1.296,1
28027,Muy bajo,-1.441,1
28041,Muy bajo,-1.558,1
28038,Muy bajo,-1.686,1
28003,Muy bajo,-1.259,1
28009,Muy bajo,-1.69,1
28033,Muy bajo,-1.117,1
28021,Bajo,-1.06,1
28040,Bajo,-1.043,1
28035,Bajo,-0.51,1
28012,Medio,-0.294,1
28039,Alto,0.299,2
28002,Medio,-0.479,1
28025,Muy bajo,-1.559,1
28037,Medio,-0.358,1
28043,Bajo,-0.68,1
28016,Medio,-0.081,0
28019,Medio,0.069,0
28007,Muy bajo,-1.263,1
28013,Medio,-0.11,0
28015,Muy bajo,-1.127,1
28017,Medio,-0.349,0
28030,Bajo,-0.658,1
28029,Medio,-0.252,1
28001,Bajo,-0.558,1
28004,Medio,-0.059,0
28011,Medio,-0.143,0
28034,Alto,0.233,0
28018,Bajo,-0.696,1
28006,Alto,1.19,3
28042,Medio,-0.045,0
28014,Muy bajo,-1.162,0
28005,Medio,-0.237,0
28024,Muy bajo,-1.098,0
28008,Alto,0.223,0
28023,Medio,-0.17,0
28026,Alto,0.743,3
28028,Medio,-0.167,0
28020,Medio,-0.342,0
28010,Medio,-0.029,0
28031,Medio,-0.024,0
28036,Alto,0.713,2
29033,Muy bajo,-1.687,1
29013,Bajo,-0.715,1
29005,Muy bajo,-1.551,1
29025,Bajo,-0.785,1
29010,Muy bajo,-1.249,1
29006,Muy bajo,-1.075,1
29044,Muy bajo,-1.298,1
29034,Medio,-0.43,1
29018,Bajo,-0.791,1
29015,Bajo,-0.914,0
29043,Muy bajo,-1.338,1
29031,Muy bajo,-1.083,1
29041,Muy bajo,-1.145,1
29024,Muy bajo,-1.088,0
29023,Bajo,-0.663,0
29028,Bajo,-0.816,1
29039,Bajo,-0.854,1
29036,Muy bajo,-1.418,1
29019,Bajo,-1.032,1
29026,Bajo,-1.011,0
29048,Muy bajo,-1.095,1
29021,Bajo,-0.891,1
29007,Medio,-0.468,1
29004,Medio,-0.012,0
29038,Muy bajo,-1.135,1
29008,Bajo,-0.548,1
29002,Muy bajo,-1.15,0
29030,Medio,-0.048,0
29014,Bajo,-0.574,0
29042,Muy bajo,-1.498,1
29032,Bajo,-0.84,0
29027,Bajo,-0.897,1
29029,Bajo,-0.969,0
29001,Muy bajo,-1.253,1
29050,Bajo,-0.904,1
29017,Bajo,-0.626,1
29040,Medio,-0.465,0
29020,Bajo,-0.536,0
29037,Medio,-0.062,1
29058,Bajo,-1.03,1
29012,Medio,-0.216,0
29056,Bajo,-1.043,1
29053,Muy bajo,-1.139,1
29059,Bajo,-0.575,0
29016,Bajo,-0.828,1
29003,Medio,-0.279,0
29045,Bajo,-1.045,1
29022,Bajo,-0.655,0
29052,Bajo,-0.733,1
29035,Muy bajo,-1.207,1
29054,Muy bajo,-1.266,1
29049,Muy bajo,-1.449,1
29009,Bajo,-0.714,0
29060,Bajo,-0.588,0
29011,Bajo,-0.686,0
29046,Medio,0.032,2
29057,Bajo,-0.748,0
29051,Bajo,-1.029,0
29055,Bajo,-0.615,0
29047,Medio,-0.383,0
30193,Muy bajo,-1.51,1
30087,Muy bajo,-1.505,1
30039,Muy bajo,-1.383,1
30044,Bajo,-1.063,1
30131,Muy bajo,-1.246,1
30141,Alto,0.125,1
30189,Bajo,-0.991,1
30124,Alto,0.547,2
30108,Bajo,-0.643,1
30028,Muy bajo,-1.722,1
30048,Bajo,-0.713,1
30118,Muy bajo,-1.538,1
30102,Bajo,-0.678,1
30174,Bajo,-0.54,1
30160,Alto,0.122,0
30155,Alto,1.183,2
30123,Medio,-0.464,1
30175,Alto,0.136,1
30038,Bajo,-1.032,1
30003,Medio,-0.263,1
30061,Alto,0.506,1
30065,Bajo,-0.858,0
30105,Bajo,-0.973,1
30128,Medio,-0.485,1
30085,Bajo,-0.725,1
30068,Bajo,-0.968,1
30010,Alto,0.393,2
30109,Medio,-0.186,1
30183,Medio,-0.041,1
30071,Medio,-0.126,1
30047,Alto,0.635,2
30133,Bajo,-0.744,1
30143,Alto,0.523,2
30045,Bajo,-0.551,1
30173,Alto,1.05,3
30040,Bajo,-0.834,1
30058,Alto,0.32,2
30083,Muy alto,1.264,3
30011,Bajo,-0.646,1
30023,Alto,0.81,3
30032,Alto,0.107,1
30204,Bajo,-0.845,1
30207,Medio,-0.082,1
30014,Medio,-0.434,0
30086,Alto,0.518,2
30201,Muy alto,1.534,3
30004,Medio,-0.181,0
30077,Medio,-0.126,1
30073,Alto,0.359,2
30030,Medio,-0.426,1
30138,Muy bajo,-1.411,1
30089,Medio,-0.446,1
30130,Alto,0.366,2
30094,Alto,0.139,2
30092,Medio,-0.211,1
30115,Bajo,-0.694,1
30181,Medio,0.029,0
30101,Medio,-0.163,1
30161,Alto,0.529,2
30149,Muy alto,1.681,3
30142,Alto,0.473,2
30015,Medio,0.073,0
30126,Bajo,-0.549,0
30144,Alto,0.425,2
30125,Medio,0.059,1
30191,Bajo,-1.056,1
30206,Muy bajo,-1.444,1
30211,Medio,-0.306,0
30210,Alto,0.675,3
30091,Alto,0.466,2
30009,Medio,-0.022,0
30013,Bajo,-0.92,1
30053,Medio,-0.477,1
30148,Medio,-0.321,1
30066,Alto,0.751,3
30016,Muy bajo,-1.198,1
30127,Muy alto,1.475,3
30034,Muy bajo,-1.196,1
30025,Muy alto,1.464,3
30159,Muy alto,3.545,3
30081,Medio,-0.134,1
30026,Muy bajo,-1.225,1
30069,Medio,-0.306,1
30208,Bajo,-0.69,1
30117,Alto,0.512,2
30021,Medio,-0.286,1
30158,Alto,0.335,2
30033,Alto,0.504,2
30100,Medio,-0.413,0
30121,Alto,0.501,0
30147,Muy alto,1.812,3
30151,Alto,0.481,2
30135,Alto,0.113,1
30080,Alto,0.255,2
30006,Alto,0.67,2
30169,Alto,0.355,2
30051,Alto,0.994,2
30134,Bajo,-0.611,0
30112,Medio,-0.358,1
30072,Alto,0.347,2
30022,Alto,0.48,2
30062,Alto,0.111,1
30049,Alto,0.153,0
30172,Alto,0.571,2
30192,Medio,-0.372,1
30157,Alto,0.417,2
30043,Alto,0.977,3
30132,Alto,0.128,1
30097,Bajo,-0.97,1
30070,Alto,0.896,3
30205,Medio,-0.474,1
30182,Medio,-0.358,1
30067,Muy alto,1.549,2
30129,Alto,0.26,1
30099,Alto,0.196,1
30196,Medio,-0.469,0
30027,Alto,0.917,3
30111,Medio,-0.223,1
30122,Alto,0.797,2
30188,Alto,0.473,3
30104,Alto,1.073,2
30075,Alto,0.621,2
30031,Alto,0.748,3
30050,Muy alto,1.695,3
30060,Alto,0.374,2
30116,Medio,-0.106,1
30093,Medio,-0.206,0
30164,Medio,-0.332,1
30145,Medio,-0.239,1
30046,Alto,0.482,3
30059,Medio,-0.175,1
30120,Medio,-0.032,1
30095,Alto,0.481,3
30024,Alto,0.519,3
30082,Bajo,-0.625,1
30209,Alto,0.745,2
30203,Muy alto,2.191,3
30168,Muy alto,1.894,3
30167,Alto,0.148,2
30202,Muy alto,1.991,3
30063,Alto,0.557,2
30057,Alto,0.995,3
30078,Alto,0.628,3
30055,Alto,0.674,2
30076,Muy alto,2.137,3
30178,Medio,-0.053,1
30200,Alto,0.093,0
30154,Alto,0.494,2
30029,Alto,1.22,3
30212,Alto,1.007,3
30054,Alto,0.103,0
30103,Muy alto,1.794,2
30152,Alto,0.319,0
30052,Medio,-0.162,0
30035,Alto,0.348,2
30197,Alto,0.505,3
30194,Alto,0.307,2
30150,Alto,0.188,1
30110,Muy alto,3.334,3
30180,Alto,1.213,3
30079,Alto,0.789,3
30177,Alto,0.568,3
30090,Medio,-0.143,0
30199,Medio,-0.054,1
30170,Muy alto,1.719,3
30020,Muy alto,1.891,3
30114,Medio,-0.12,0
30036,Alto,0.227,1
30008,Alto,0.971,3
30166,Alto,0.592,3
30001,Alto,0.138,0
30037,Muy alto,1.347,3
30165,Muy alto,1.592,3
30136,Medio,-0.39,0
30012,Alto,0.177,0
30184,Muy alto,1.411,3
30074,Bajo,-0.552,0
30198,Muy alto,1.465,3
30186,Medio,-0.306,0
30056,Alto,1.054,3
30162,Alto,0.62,3
30019,Muy alto,1.399,3
30007,Alto,0.261,2
30139,Alto,0.134,0
30137,Muy alto,1.794,3
30153,Alto,0.114,0
30084,Alto,0.464,2
30156,Alto,0.861,3
30042,Alto,0.518,2
30119,Alto,0.09,0
30187,Alto,0.489,3
30195,Muy alto,1.668,3
30005,Alto,0.358,2
30171,Muy alto,1.267,3
30185,Alto,0.394,2
30163,Alto,0.729,3
30088,Alto,0.415,3
30176,Alto,0.211,0
30106,Alto,0.348,3
30113,Alto,0.653,3
30017,Medio,-0.46,0
30064,Muy alto,1.458,3
30179,Medio,0.063,0
30146,Alto,0.227,2
30002,Medio,-0.032,0
30098,Alto,0.765,3
30140,Alto,0.958,3
30107,Alto,1.022,3
30041,Alto,1.065,3
30190,Medio,-0.075,0
30018,Muy alto,1.566,3
30096,Medio,-0.039,0
31050,Muy bajo,-1.477,1
31041,Bajo,-0.953,1
31102,Alto,0.089,1
31096,Alto,0.245,1
31059,Bajo,-1.058,1
31101,Bajo,-0.615,1
31079,Medio,-0.047,1
31089,Medio,-0.448,1
31019,Muy alto,1.523,2
31052,Medio,-0.366,1
31038,Medio,-0.083,1
31056,Alto,0.182,1
31040,Medio,-0.116,1
31058,Alto,0.267,1
31048,Alto,0.299,1
31033,Alto,0.366,1
31093,Bajo,-0.692,1
31076,Alto,0.296,1
31002,Medio,-0.308,1
31032,Alto,0.761,1
31085,Alto,0.882,2
31104,Alto,1.166,3
31098,Alto,0.357,1
31053,Medio,-0.171,1
31091,Alto,0.204,1
31003,Alto,0.233,1
31013,Bajo,-1.071,1
31080,Alto,0.152,1
31067,Medio,-0.182,1
31069,Alto,0.582,1
31006,Medio,-0.065,1
31021,Alto,0.915,1
31027,Bajo,-0.73,1
31011,Medio,-0.251,1
31057,Medio,0.069,1
31036,Alto,0.168,1
31090,Alto,0.727,2
31007,Medio,-0.397,1
31084,Alto,0.311,1
31044,Alto,0.325,1
31092,Muy alto,1.503,3
31055,Alto,0.327,0
31075,Alto,0.662,1
31001,Alto,0.659,2
31029,Medio,-0.341,1
31034,Alto,0.723,2
31035,Alto,0.643,2
31004,Medio,-0.158,0
31047,Alto,0.573,3
31042,Alto,0.478,2
31095,Medio,-0.201,0
31025,Alto,0.181,2
31037,Alto,0.493,2
31015,Alto,0.395,0
31087,Alto,0.905,3
31063,Alto,0.095,0
31073,Alto,1.07,3
31062,Alto,0.272,0
31094,Alto,0.953,3
31023,Medio,-0.179,0
31017,Alto,1.09,3
31009,Alto,0.234,0
31020,Medio,-0.342,0
31022,Muy alto,1.528,3
31039,Medio,-0.153,0
31099,Alto,1.036,3
31066,Alto,0.39,2
31008,Alto,0.625,3
31070,Medio,0.023,0
31012,Alto,0.319,2
31078,Alto,0.288,2
31030,Alto,0.967,3
31082,Medio,-0.292,0
31049,Muy alto,2.019,3
31100,Alto,0.12,0
31026,Medio,-0.164,0
31074,Alto,0.239,0
31097,Alto,0.713,3
31061,Medio,-0.129,0
31103,Alto,0.506,2
31024,Alto,1.004,3
31051,Medio,-0.31,0
31081,Alto,0.848,3
31046,Alto,0.664,3
31018,Alto,0.663,2
31043,Alto,0.688,3
31105,Medio,-0.303,0
31068,Medio,0.005,0
31016,Alto,0.725,3
31054,Medio,0.056,0
31028,Medio,-0.247,0
31077,Alto,0.612,2
31031,Alto,0.753,3
31010,Muy alto,1.262,3
31045,Alto,0.095,0
31106,Alto,0.087,0
31005,Medio,-0.065,0
31086,Alto,0.715,3
31065,Medio,-0.324,0
31088,Alto,0.272,2
31083,Medio,-0.342,0
31072,Medio,-0.289,0
31071,Alto,0.198,2
31064,Alto,0.149,0
31014,Alto,0.463,2
31060,Alto,0.279,2
32010,Bajo,-1.02,1
32017,Muy bajo,-1.658,1
32056,Muy bajo,-1.785,1
32038,Medio,-0.014,0
32039,Bajo,-0.931,1
32042,Bajo,-0.801,0
32020,Muy bajo,-1.094,1
32024,Bajo,-0.82,1
32005,Muy bajo,-1.142,1
32036,Bajo,-0.519,1
32051,Medio,-0.445,0
32049,Medio,-0.443,1
32055,Bajo,-0.746,1
32034,Bajo,-0.967,1
32048,Bajo,-0.975,1
32019,Bajo,-0.828,1
32029,Bajo,-0.97,1
32016,Medio,-0.154,0
32040,Medio,-0.355,0
32014,Medio,-0.371,0
32022,Bajo,-0.936,1
32057,Bajo,-0.915,1
32054,Medio,-0.194,0
32052,Bajo,-0.786,1
32037,Medio,-0.422,0
32026,Alto,0.113,0
32035,Medio,-0.371,0
32044,Bajo,-0.649,1
32025,Bajo,-0.71,1
32053,Bajo,-0.642,1
32007,Bajo,-1.042,1
32023,Bajo,-1.043,1
32008,Bajo,-0.523,1
32032,Muy bajo,-1.32,1
32009,Bajo,-0.62,0
32050,Bajo,-0.691,0
32031,Bajo,-0.504,0
32045,Medio,-0.463,0
32006,Bajo,-0.903,1
32012,Medio,-0.058,0
32046,Medio,-0.281,0
32013,Bajo,-0.719,0
32001,Medio,-0.322,0
32047,Bajo,-0.839,0
32002,Medio,-0.253,0
32021,Alto,0.415,0
32018,Medio,-0.462,0
32004,Bajo,-0.658,0
32033,Bajo,-0.688,0
32027,Medio,-0.164,0
32011,Bajo,-0.747,0
32058,Medio,-0.435,0
32028,Medio,-0.336,0
32041,Alto,0.269,2
32003,Medio,-0.46,0
32030,Bajo,-0.606,0
32043,Medio,-0.298,0
32015,Medio,-0.288,0
