CVE_MUN,GM,IM,Cluster labels
26015,Bajo,-0.98,3
26050,Bajo,-0.903,3
26061,Bajo,-0.649,3
26010,Bajo,-0.663,3
26037,Muy bajo,-1.154,3
26031,Bajo,-0.774,3
26063,Bajo,-1.05,3
26065,Bajo,-0.585,2
26068,Muy bajo,-1.225,3
26005,Medio,-0.404,2
26062,Bajo,-0.78,3
26008,Bajo,-0.75,3
26028,Muy bajo,-1.414,3
26022,Bajo,-0.855,3
26034,Muy bajo,-1.368,3
26032,Muy bajo,-1.334,3
26009,Bajo,-0.827,3
26024,Bajo,-0.976,3
26007,Bajo,-1.032,3
26054,Bajo,-0.599,2
26044,Bajo,-0.68,3
26053,Muy bajo,-1.33,3
26046,Bajo,-0.714,2
27004,Muy bajo,-1.483,3
27002,Bajo,-0.551,4
27005,Bajo,-0.807,3
27008,Medio,-0.225,4
27012,Bajo,-0.566,4
27006,Medio,-0.361,4
27013,Muy bajo,-1.087,3
27003,Medio,-0.107,0
27014,Muy bajo,-1.234,3
27010,Bajo,-0.791,3
27001,Medio,-0.045,4
27017,Medio,-0.325,4
27016,Medio,-0.319,4
27015,Medio,-0.076,2
27009,Medio,-0.416,3
27007,Bajo,-0.878,3
27011,Medio,0.009,2
28032,Muy bajo,-1.43,3
28022,Muy bajo,-1.296,3
28027,Muy bajo,-1.441,3
28041,Muy bajo,-1.558,3
28038,Muy bajo,-1.686,3
28003,Muy bajo,-1.259,3
28009,Muy bajo,-1.69,3
28033,Muy bajo,-1.117,3
28021,Bajo,-1.06,3
28040,Bajo,-1.043,3
28035,Bajo,-0.51,3
28012,Medio,-0.294,4
28039,Alto,0.299,0
28002,Medio,-0.479,3
28025,Muy bajo,-1.559,3
28037,Medio,-0.358,3
28043,Bajo,-0.68,3
28016,Medio,-0.081,2
28019,Medio,0.069,2
28007,Muy bajo,-1.263,3
28013,Medio,-0.11,2
28015,Muy bajo,-1.127,3
28017,Medio,-0.349,3
28030,Bajo,-0.658,3
28029,Medio,-0.252,3
28001,Bajo,-0.558,3
28004,Medio,-0.059,2
28011,Medio,-0.143,2
28034,Alto,0.233,0
28018,Bajo,-0.696,3
28006,Alto,1.19,0
28042,Medio,-0.045,2
28014,Muy bajo,-1.162,3
28005,Medio,-0.237,2
28024,Muy bajo,-1.098,3
28008,Alto,0.223,0
28023,Medio,-0.17,2
28026,Alto,0.743,0
28028,Medio,-0.167,2
28020,Medio,-0.342,2
28010,Medio,-0.029,2
28031,Medio,-0.024,2
28036,Alto,0.713,0
29033,Muy bajo,-1.687,3
29013,Bajo,-0.715,4
29005,Muy bajo,-1.551,3
29025,Bajo,-0.785,4
29010,Muy bajo,-1.249,3
29006,Muy bajo,-1.075,3
29044,Muy bajo,-1.298,3
29034,Medio,-0.43,2
29018,Bajo,-0.791,4
29015,Bajo,-0.914,2
29043,Muy bajo,-1.338,3
29031,Muy bajo,-1.083,3
29041,Muy bajo,-1.145,3
29024,Muy bajo,-1.088,3
29023,Bajo,-0.663,2
29028,Bajo,-0.816,4
29039,Bajo,-0.854,2
29036,Muy bajo,-1.418,3
29019,Bajo,-1.032,3
29026,Bajo,-1.011,2
29048,Muy bajo,-1.095,3
29021,Bajo,-0.891,3
29007,Medio,-0.468,4
29004,Medio,-0.012,2
29038,Muy bajo,-1.135,3
29008,Bajo,-0.548,4
29002,Muy bajo,-1.15,2
29030,Medio,-0.048,2
29014,Bajo,-0.574,2
29042,Muy bajo,-1.498,3
29032,Bajo,-0.84,2
29027,Bajo,-0.897,4
29029,Bajo,-0.969,2
29001,Muy bajo,-1.253,3
29050,Bajo,-0.904,4
29017,Bajo,-0.626,4
29040,Medio,-0.465,2
29020,Bajo,-0.536,2
29037,Medio,-0.062,0
29058,Bajo,-1.03,4
29012,Medio,-0.216,2
29056,Bajo,-1.043,3
29053,Muy bajo,-1.139,3
29059,Bajo,-0.575,2
29016,Bajo,-0.828,4
29003,Medio,-0.279,2
29045,Bajo,-1.045,4
29022,Bajo,-0.655,2
29052,Bajo,-0.733,4
29035,Muy bajo,-1.207,3
29054,Muy bajo,-1.266,3
29049,Muy bajo,-1.449,3
29009,Bajo,-0.714,2
29060,Bajo,-0.588,2
29011,Bajo,-0.686,2
29046,Medio,0.032,2
29057,Bajo,-0.748,2
29051,Bajo,-1.029,2
29055,Bajo,-0.615,2
29047,Medio,-0.383,2
30193,Muy bajo,-1.51,3
30087,Muy bajo,-1.505,3
30039,Muy bajo,-1.383,3
30044,Bajo,-1.063,3
30131,Muy bajo,-1.246,3
30141,Alto,0.125,0
30189,Bajo,-0.991,4
30124,Alto,0.547,0
30108,Bajo,-0.643,4
30028,Muy bajo,-1.722,3
30048,Bajo,-0.713,4
30118,Muy bajo,-1.538,3
30102,Bajo,-0.678,3
30174,Bajo,-0.54,3
30160,Alto,0.122,0
30155,Alto,1.183,0
30123,Medio,-0.464,3
30175,Alto,0.136,0
30038,Bajo,-1.032,3
30003,Medio,-0.263,4
30061,Alto,0.506,0
30065,Bajo,-0.858,3
30105,Bajo,-0.973,3
30128,Medio,-0.485,3
30085,Bajo,-0.725,3
30068,Bajo,-0.968,3
30010,Alto,0.393,0
30109,Medio,-0.186,4
30183,Medio,-0.041,0
30071,Medio,-0.126,4
30047,Alto,0.635,1
30133,Bajo,-0.744,4
30143,Alto,0.523,1
30045,Bajo,-0.551,3
30173,Alto,1.05,1
30040,Bajo,-0.834,3
30058,Alto,0.32,0
30083,Muy alto,1.264,1
30011,Bajo,-0.646,3
30023,Alto,0.81,1
30032,Alto,0.107,0
30204,Bajo,-0.845,4
30207,Medio,-0.082,0
30014,Medio,-0.434,2
30086,Alto,0.518,0
30201,Muy alto,1.534,1
30004,Medio,-0.181,2
30077,Medio,-0.126,3
30073,Alto,0.359,1
30030,Medio,-0.426,3
30138,Muy bajo,-1.411,3
30089,Medio,-0.446,4
30130,Alto,0.366,0
30094,Alto,0.139,0
30092,Medio,-0.211,0
30115,Bajo,-0.694,3
30181,Medio,0.029,0
30101,Medio,-0.163,4
30161,Alto,0.529,0
30149,Muy alto,1.681,1
30142,Alto,0.473,0
30015,Medio,0.073,2
30126,Bajo,-0.549,3
30144,Alto,0.425,0
30125,Medio,0.059,4
30191,Bajo,-1.056,3
30206,Muy bajo,-1.444,3
30211,Medio,-0.306,4
30210,Alto,0.675,2
30091,Alto,0.466,0
30009,Medio,-0.022,2
30013,Bajo,-0.92,3
30053,Medio,-0.477,3
30148,Medio,-0.321,3
30066,Alto,0.751,0
30016,Muy bajo,-1.198,3
30127,Muy alto,1.475,1
30034,Muy bajo,-1.196,3
30025,Muy alto,1.464,1
30159,Muy alto,3.545,1
30081,Medio,-0.134,4
30026,Muy bajo,-1.225,3
30069,Medio,-0.306,4
30208,Bajo,-0.69,4
30117,Alto,0.512,1
30021,Medio,-0.286,4
30158,Alto,0.335,0
30033,Alto,0.504,0
30100,Medio,-0.413,3
30121,Alto,0.501,0
30147,Muy alto,1.812,1
30151,Alto,0.481,0
30135,Alto,0.113,0
30080,Alto,0.255,0
30006,Alto,0.67,0
30169,Alto,0.355,0
30051,Alto,0.994,1
30134,Bajo,-0.611,3
30112,Medio,-0.358,4
30072,Alto,0.347,0
30022,Alto,0.48,0
30062,Alto,0.111,0
30049,Alto,0.153,2
30172,Alto,0.571,0
30192,Medio,-0.372,4
30157,Alto,0.417,0
30043,Alto,0.977,1
30132,Alto,0.128,0
30097,Bajo,-0.97,3
30070,Alto,0.896,0
30205,Medio,-0.474,3
30182,Medio,-0.358,3
30067,Muy alto,1.549,1
30129,Alto,0.26,0
30099,Alto,0.196,0
30196,Medio,-0.469,4
30027,Alto,0.917,1
30111,Medio,-0.223,4
30122,Alto,0.797,0
30188,Alto,0.473,1
30104,Alto,1.073,1
30075,Alto,0.621,0
30031,Alto,0.748,1
30050,Muy alto,1.695,1
30060,Alto,0.374,0
30116,Medio,-0.106,4
30093,Medio,-0.206,2
30164,Medio,-0.332,4
30145,Medio,-0.239,4
30046,Alto,0.482,1
30059,Medio,-0.175,4
30120,Medio,-0.032,4
30095,Alto,0.481,1
30024,Alto,0.519,1
30082,Bajo,-0.625,4
30209,Alto,0.745,0
30203,Muy alto,2.191,1
30168,Muy alto,1.894,1
30167,Alto,0.148,0
30202,Muy alto,1.991,1
30063,Alto,0.557,1
30057,Alto,0.995,1
30078,Alto,0.628,0
30055,Alto,0.674,1
30076,Muy alto,2.137,0
30178,Medio,-0.053,4
30200,Alto,0.093,2
30154,Alto,0.494,0
30029,Alto,1.22,1
30212,Alto,1.007,0
30054,Alto,0.103,2
30103,Muy alto,1.794,1
30152,Alto,0.319,0
30052,Medio,-0.162,2
30035,Alto,0.348,0
30197,Alto,0.505,1
30194,Alto,0.307,2
30150,Alto,0.188,0
30110,Muy alto,3.334,1
30180,Alto,1.213,1
30079,Alto,0.789,1
30177,Alto,0.568,1
30090,Medio,-0.143,2
30199,Medio,-0.054,0
30170,Muy alto,1.719,1
30020,Muy alto,1.891,1
30114,Medio,-0.12,2
30036,Alto,0.227,0
30008,Alto,0.971,1
30166,Alto,0.592,1
30001,Alto,0.138,2
30037,Muy alto,1.347,1
30165,Muy alto,1.592,0
30136,Medio,-0.39,2
30012,Alto,0.177,0
30184,Muy alto,1.411,1
30074,Bajo,-0.552,2
30198,Muy alto,1.465,1
30186,Medio,-0.306,2
30056,Alto,1.054,1
30162,Alto,0.62,1
30019,Muy alto,1.399,1
30007,Alto,0.261,2
30139,Alto,0.134,2
30137,Muy alto,1.794,1
30153,Alto,0.114,2
30084,Alto,0.464,0
30156,Alto,0.861,1
30042,Alto,0.518,1
30119,Alto,0.09,0
30187,Alto,0.489,2
30195,Muy alto,1.668,1
30005,Alto,0.358,2
30171,Muy alto,1.267,1
30185,Alto,0.394,2
30163,Alto,0.729,1
30088,Alto,0.415,1
30176,Alto,0.211,0
30106,Alto,0.348,2
30113,Alto,0.653,2
30017,Medio,-0.46,2
30064,Muy alto,1.458,1
30179,Medio,0.063,2
30146,Alto,0.227,2
30002,Medio,-0.032,2
30098,Alto,0.765,1
30140,Alto,0.958,1
30107,Alto,1.022,1
30041,Alto,1.065,1
30190,Medio,-0.075,0
30018,Muy alto,1.566,1
30096,Medio,-0.039,2
31050,Muy bajo,-1.477,3
31041,Bajo,-0.953,3
31102,Alto,0.089,4
31096,Alto,0.245,1
31059,Bajo,-1.058,3
31101,Bajo,-0.615,3
31079,Medio,-0.047,4
31089,Medio,-0.448,4
31019,Muy alto,1.523,1
31052,Medio,-0.366,4
31038,Medio,-0.083,4
31056,Alto,0.182,4
31040,Medio,-0.116,4
31058,Alto,0.267,1
31048,Alto,0.299,1
31033,Alto,0.366,1
31093,Bajo,-0.692,3
31076,Alto,0.296,1
31002,Medio,-0.308,4
31032,Alto,0.761,1
31085,Alto,0.882,1
31104,Alto,1.166,1
31098,Alto,0.357,1
31053,Medio,-0.171,4
31091,Alto,0.204,1
31003,Alto,0.233,4
31013,Bajo,-1.071,3
31080,Alto,0.152,4
31067,Medio,-0.182,4
31069,Alto,0.582,1
31006,Medio,-0.065,4
31021,Alto,0.915,1
31027,Bajo,-0.73,3
31011,Medio,-0.251,4
31057,Medio,0.069,4
31036,Alto,0.168,1
31090,Alto,0.727,1
31007,Medio,-0.397,4
31084,Alto,0.311,1
31044,Alto,0.325,1
31092,Muy alto,1.503,1
31055,Alto,0.327,1
31075,Alto,0.662,1
31001,Alto,0.659,1
31029,Medio,-0.341,4
31034,Alto,0.723,1
31035,Alto,0.643,1
31004,Medio,-0.158,2
31047,Alto,0.573,1
31042,Alto,0.478,1
31095,Medio,-0.201,2
31025,Alto,0.181,2
31037,Alto,0.493,1
31015,Alto,0.395,1
31087,Alto,0.905,1
31063,Alto,0.095,2
31073,Alto,1.07,1
31062,Alto,0.272,1
31094,Alto,0.953,1
31023,Medio,-0.179,2
31017,Alto,1.09,1
31009,Alto,0.234,2
31020,Medio,-0.342,2
31022,Muy alto,1.528,1
31039,Medio,-0.153,2
31099,Alto,1.036,1
31066,Alto,0.39,2
31008,Alto,0.625,1
31070,Medio,0.023,2
31012,Alto,0.319,1
31078,Alto,0.288,2
31030,Alto,0.967,1
31082,Medio,-0.292,2
31049,Muy alto,2.019,1
31100,Alto,0.12,2
31026,Medio,-0.164,2
31074,Alto,0.239,2
31097,Alto,0.713,1
31061,Medio,-0.129,2
31103,Alto,0.506,1
31024,Alto,1.004,1
31051,Medio,-0.31,2
31081,Alto,0.848,2
31046,Alto,0.664,1
31018,Alto,0.663,1
31043,Alto,0.688,2
31105,Medio,-0.303,2
31068,Medio,0.005,2
31016,Alto,0.725,2
31054,Medio,0.056,2
31028,Medio,-0.247,2
31077,Alto,0.612,1
31031,Alto,0.753,1
31010,Muy alto,1.262,1
31045,Alto,0.095,2
31106,Alto,0.087,2
31005,Medio,-0.065,2
31086,Alto,0.715,1
31065,Medio,-0.324,2
31088,Alto,0.272,2
31083,Medio,-0.342,2
31072,Medio,-0.289,2
31071,Alto,0.198,2
31064,Alto,0.149,2
31014,Alto,0.463,2
31060,Alto,0.279,1
32010,Bajo,-1.02,3
32017,Muy bajo,-1.658,3
32056,Muy bajo,-1.785,3
32038,Medio,-0.014,1
32039,Bajo,-0.931,3
32042,Bajo,-0.801,3
32020,Muy bajo,-1.094,3
32024,Bajo,-0.82,3
32005,Muy bajo,-1.142,3
32036,Bajo,-0.519,3
32051,Medio,-0.445,3
32049,Medio,-0.443,3
32055,Bajo,-0.746,3
32034,Bajo,-0.967,3
32048,Bajo,-0.975,3
32019,Bajo,-0.828,3
32029,Bajo,-0.97,3
32016,Medio,-0.154,2
32040,Medio,-0.355,3
32014,Medio,-0.371,3
32022,Bajo,-0.936,3
32057,Bajo,-0.915,3
32054,Medio,-0.194,2
32052,Bajo,-0.786,3
32037,Medio,-0.422,2
32026,Alto,0.113,2
32035,Medio,-0.371,2
32044,Bajo,-0.649,3
32025,Bajo,-0.71,3
32053,Bajo,-0.642,3
32007,Bajo,-1.042,3
32023,Bajo,-1.043,3
32008,Bajo,-0.523,4
32032,Muy bajo,-1.32,3
32009,Bajo,-0.62,3
32050,Bajo,-0.691,2
32031,Bajo,-0.504,3
32045,Medio,-0.463,2
32006,Bajo,-0.903,3
32012,Medio,-0.058,2
32046,Medio,-0.281,2
32013,Bajo,-0.719,3
32001,Medio,-0.322,2
32047,Bajo,-0.839,3
32002,Medio,-0.253,2
32021,Alto,0.415,1
32018,Medio,-0.462,2
32004,Bajo,-0.658,3
32033,Bajo,-0.688,2
32027,Medio,-0.164,2
32011,Bajo,-0.747,3
32058,Medio,-0.435,2
32028,Medio,-0.336,2
32041,Alto,0.269,2
32003,Medio,-0.46,2
32030,Bajo,-0.606,2
32043,Medio,-0.298,2
32015,Medio,-0.288,2
