CVE_MUN,GM,IM,k-means++,random
21204,Medio,-0.049,4,2
21057,Alto,0.683,4,2
21093,Alto,0.409,4,2
21046,Medio,0.069,4,2
21068,Muy alto,1.399,0,3
21060,Medio,-0.325,3,0
21150,Alto,0.731,4,2
21193,Alto,1.027,4,2
21181,Bajo,-0.596,3,0
21020,Medio,-0.189,4,2
21084,Muy alto,1.342,0,3
21158,Alto,0.801,4,2
21168,Alto,1.171,4,2
21012,Medio,0.047,4,2
21184,Alto,1.004,0,3
21098,Alto,0.256,4,2
21203,Alto,0.399,4,2
21070,Alto,1.137,4,2
21192,Alto,0.468,4,2
21147,Alto,0.847,4,2
21126,Medio,0.071,4,2
21103,Alto,0.497,4,2
21173,Bajo,-0.664,1,4
21066,Alto,0.673,4,2
21120,Alto,1.206,0,3
21210,Alto,0.66,4,2
21155,Alto,0.126,4,2
21079,Medio,-0.239,1,4
21187,Alto,1.207,0,3
21092,Alto,0.901,4,2
21077,Muy alto,2.09,0,3
21182,Medio,-0.075,4,2
21215,Alto,0.718,4,2
21033,Alto,0.242,4,2
21062,Alto,0.247,4,2
21014,Alto,1.179,0,3
21105,Alto,0.185,4,2
21055,Alto,0.581,4,2
21088,Alto,1.037,4,2
21206,Alto,0.728,4,2
21113,Alto,0.518,4,2
21162,Muy alto,1.52,0,3
21027,Alto,0.727,4,2
21123,Muy alto,1.532,0,3
21159,Muy alto,1.475,0,3
21018,Alto,0.425,4,2
21029,Alto,0.645,4,2
21081,Alto,1.19,0,3
21139,Alto,0.334,4,2
21171,Medio,-0.402,1,4
21127,Alto,0.452,4,2
21130,Medio,0.032,4,2
21200,Alto,0.471,4,2
21141,Alto,0.204,4,2
21201,Alto,0.478,4,2
21101,Alto,0.326,4,2
21007,Alto,0.807,4,2
21042,Alto,0.941,4,2
21160,Alto,0.3,4,2
21005,Muy alto,1.755,0,3
21031,Alto,0.686,4,2
21096,Medio,-0.165,1,4
21028,Muy alto,1.45,0,3
21080,Alto,0.854,4,2
21216,Alto,1.131,0,3
21097,Medio,-0.484,1,4
21037,Medio,0.017,1,4
21059,Alto,0.358,4,2
21009,Alto,0.394,4,2
21011,Alto,0.404,4,2
21196,Alto,0.151,4,2
21032,Alto,0.705,4,2
21056,Alto,0.382,4,2
21021,Medio,-0.003,4,2
21121,Alto,0.787,4,2
21190,Medio,0.04,4,2
21198,Alto,1.031,0,3
21052,Alto,0.95,4,2
21165,Alto,1.064,4,2
21024,Alto,0.304,4,2
21131,Alto,0.307,4,2
21030,Alto,0.703,4,2
21146,Alto,0.831,4,2
21133,Alto,0.255,4,2
21135,Alto,0.596,4,2
21095,Medio,-0.162,4,2
22014,Muy bajo,-1.765,3,0
22016,Muy bajo,-1.297,3,0
22006,Muy bajo,-1.878,3,0
22011,Bajo,-1.051,3,0
22017,Bajo,-0.98,3,0
22004,Medio,-0.007,4,2
22012,Bajo,-0.86,1,4
22005,Medio,-0.414,1,4
22001,Alto,0.101,4,2
22007,Bajo,-0.652,3,0
22008,Medio,-0.393,1,4
22018,Medio,-0.051,1,4
22009,Medio,-0.308,1,4
22002,Alto,0.509,4,2
22013,Medio,-0.003,1,4
22010,Alto,0.292,4,2
22003,Medio,-0.162,1,4
22015,Medio,-0.236,1,4
23005,Muy bajo,-1.474,3,0
23004,Muy bajo,-1.109,3,0
23008,Muy bajo,-1.477,3,0
23001,Muy bajo,-1.246,3,0
23002,Alto,0.424,4,2
23010,Alto,0.203,4,2
23006,Alto,0.304,4,2
23009,Bajo,-0.874,3,0
23007,Alto,0.302,4,2
23003,Bajo,-0.685,3,0
24028,Muy bajo,-1.704,3,0
24035,Muy bajo,-1.694,3,0
24013,Bajo,-0.827,3,0
24020,Muy bajo,-1.119,3,0
24024,Medio,-0.416,1,4
24037,Alto,0.393,4,2
24021,Medio,-0.192,1,4
24054,Alto,0.724,4,2
24050,Medio,-0.29,1,4
24003,Muy alto,2.112,0,3
24011,Bajo,-0.615,3,0
24016,Medio,-0.395,3,0
24032,Alto,0.124,4,2
24040,Medio,-0.344,1,4
24053,Medio,0.046,4,2
24049,Alto,0.228,4,2
24010,Medio,0.017,4,2
24025,Medio,-0.269,4,2
24057,Alto,0.621,4,2
24036,Alto,0.543,4,2
24017,Alto,0.965,0,3
24055,Medio,-0.262,1,4
24058,Medio,-0.485,1,4
24008,Bajo,-0.665,3,0
24029,Alto,1.015,0,3
24015,Medio,-0.454,3,0
24012,Alto,1.111,0,3
24041,Alto,0.715,4,2
24022,Alto,0.432,4,2
24007,Bajo,-0.738,3,0
24005,Bajo,-0.701,3,0
24001,Alto,0.257,4,2
24046,Alto,0.111,4,2
24018,Alto,0.819,4,2
24039,Alto,0.963,0,3
24038,Alto,0.589,4,2
24023,Alto,0.293,4,2
24056,Medio,-0.063,4,2
24014,Alto,0.564,4,2
24042,Medio,-0.166,4,2
24051,Medio,-0.293,1,4
24034,Alto,0.254,4,2
24045,Medio,0.057,4,2
24033,Alto,0.099,4,2
24031,Muy alto,2.257,0,3
24027,Medio,-0.22,4,2
24052,Alto,0.246,4,2
24006,Alto,0.344,4,2
24047,Alto,0.808,4,2
24043,Alto,0.181,4,2
24026,Alto,1.008,0,3
24002,Alto,0.598,4,2
24044,Alto,0.547,4,2
24019,Alto,0.615,4,2
24048,Bajo,-0.585,1,4
24030,Medio,-0.066,1,4
24009,Bajo,-0.54,1,4
24004,Alto,0.387,4,2
25006,Muy bajo,-1.497,3,0
25012,Muy bajo,-1.527,3,0
25001,Muy bajo,-1.223,3,0
25011,Bajo,-0.705,1,4
25018,Medio,-0.433,1,4
25010,Medio,-0.355,1,4
25017,Alto,0.13,4,2
25015,Muy bajo,-1.35,3,0
25009,Bajo,-0.748,3,0
25008,Medio,-0.43,1,4
25014,Bajo,-0.658,1,4
25002,Bajo,-0.813,1,4
25013,Medio,-0.105,4,2
25007,Alto,0.319,4,2
25003,Alto,0.676,4,2
25004,Bajo,-0.546,1,4
25016,Medio,-0.211,1,4
25005,Medio,-0.317,1,4
26030,Muy bajo,-1.728,3,0
26018,Muy bajo,-1.478,3,0
26043,Muy bajo,-1.557,3,0
26055,Muy bajo,-1.292,3,0
26042,Bajo,-1.009,3,0
26029,Muy bajo,-1.258,3,0
26017,Muy bajo,-1.169,3,0
26002,Muy bajo,-1.455,3,0
26033,Bajo,-0.542,1,4
26026,Medio,-0.148,4,2
26048,Muy bajo,-1.515,3,0
26025,Muy bajo,-1.258,3,0
26019,Muy bajo,-1.867,3,0
26036,Muy bajo,-1.604,3,0
26003,Medio,-0.034,4,2
26012,Bajo,-0.518,1,4
26071,Bajo,-0.774,3,0
26070,Bajo,-0.947,3,0
26058,Muy bajo,-1.51,3,0
26072,Medio,-0.357,4,2
26041,Muy bajo,-1.669,3,0
26035,Muy bajo,-1.145,3,0
26004,Muy bajo,-1.093,3,0
26047,Muy bajo,-1.271,3,0
26056,Medio,0.062,4,2
26066,Muy bajo,-1.179,1,4
26027,Muy bajo,-1.596,3,0
26039,Muy bajo,-1.549,3,0
26023,Muy bajo,-1.286,1,4
26069,Medio,-0.21,1,4
26052,Bajo,-0.835,1,4
26016,Muy bajo,-1.459,3,0
26051,Medio,-0.296,1,4
26038,Muy bajo,-1.399,1,4
26020,Bajo,-0.786,1,4
26014,Bajo,-1.068,1,4
26049,Alto,1.048,2,1
26001,Bajo,-1.044,1,4
26006,Muy bajo,-1.089,1,4
26045,Medio,-0.439,1,4
26021,Bajo,-0.693,1,4
26040,Medio,-0.266,1,4
26059,Muy bajo,-1.137,1,4
26013,Muy bajo,-1.232,1,4
26064,Bajo,-0.532,1,4
26060,Bajo,-0.785,1,4
26011,Muy bajo,-1.254,1,4
26067,Muy bajo,-1.41,1,4
26057,Bajo,-0.987,1,4
26015,Bajo,-0.98,1,4
26050,Bajo,-0.903,1,4
26061,Bajo,-0.649,1,4
26010,Bajo,-0.663,1,4
26037,Muy bajo,-1.154,1,4
26031,Bajo,-0.774,1,4
26063,Bajo,-1.05,1,4
26065,Bajo,-0.585,1,4
26068,Muy bajo,-1.225,1,4
26005,Medio,-0.404,1,4
26062,Bajo,-0.78,1,4
26008,Bajo,-0.75,1,4
26028,Muy bajo,-1.414,1,4
26022,Bajo,-0.855,1,4
26034,Muy bajo,-1.368,1,4
26032,Muy bajo,-1.334,1,4
26009,Bajo,-0.827,1,4
26024,Bajo,-0.976,1,4
26007,Bajo,-1.032,1,4
26054,Bajo,-0.599,1,4
26044,Bajo,-0.68,1,4
26053,Muy bajo,-1.33,1,4
26046,Bajo,-0.714,1,4
27004,Muy bajo,-1.483,3,0
27002,Bajo,-0.551,1,4
27005,Bajo,-0.807,1,4
27008,Medio,-0.225,1,4
27012,Bajo,-0.566,1,4
27006,Medio,-0.361,1,4
27013,Muy bajo,-1.087,3,0
27003,Medio,-0.107,4,2
27014,Muy bajo,-1.234,3,0
27010,Bajo,-0.791,1,4
27001,Medio,-0.045,4,2
27017,Medio,-0.325,4,2
27016,Medio,-0.319,1,4
27015,Medio,-0.076,4,2
27009,Medio,-0.416,1,4
27007,Bajo,-0.878,3,0
27011,Medio,0.009,4,2
28032,Muy bajo,-1.43,3,0
28022,Muy bajo,-1.296,3,0
28027,Muy bajo,-1.441,3,0
28041,Muy bajo,-1.558,3,0
28038,Muy bajo,-1.686,3,0
28003,Muy bajo,-1.259,3,0
28009,Muy bajo,-1.69,3,0
28033,Muy bajo,-1.117,3,0
28021,Bajo,-1.06,3,0
28040,Bajo,-1.043,3,0
28035,Bajo,-0.51,1,4
28012,Medio,-0.294,4,2
28039,Alto,0.299,4,2
28002,Medio,-0.479,1,4
28025,Muy bajo,-1.559,3,0
28037,Medio,-0.358,1,4
28043,Bajo,-0.68,1,4
28016,Medio,-0.081,4,2
28019,Medio,0.069,4,2
28007,Muy bajo,-1.263,3,0
28013,Medio,-0.11,1,4
28015,Muy bajo,-1.127,3,0
28017,Medio,-0.349,1,4
28030,Bajo,-0.658,1,4
28029,Medio,-0.252,1,4
28001,Bajo,-0.558,1,4
28004,Medio,-0.059,4,2
28011,Medio,-0.143,1,4
28034,Alto,0.233,4,2
28018,Bajo,-0.696,3,0
28006,Alto,1.19,0,3
28042,Medio,-0.045,1,4
28014,Muy bajo,-1.162,1,4
28005,Medio,-0.237,1,4
28024,Muy bajo,-1.098,1,4
28008,Alto,0.223,4,2
28023,Medio,-0.17,1,4
28026,Alto,0.743,4,2
28028,Medio,-0.167,1,4
28020,Medio,-0.342,1,4
28010,Medio,-0.029,1,4
28031,Medio,-0.024,1,4
28036,Alto,0.713,4,2
29033,Muy bajo,-1.687,3,0
29013,Bajo,-0.715,3,0
29005,Muy bajo,-1.551,3,0
29025,Bajo,-0.785,3,0
29010,Muy bajo,-1.249,3,0
29006,Muy bajo,-1.075,3,0
29044,Muy bajo,-1.298,3,0
29034,Medio,-0.43,1,4
29018,Bajo,-0.791,3,0
29015,Bajo,-0.914,1,4
29043,Muy bajo,-1.338,3,0
29031,Muy bajo,-1.083,3,0
29041,Muy bajo,-1.145,3,0
29024,Muy bajo,-1.088,1,4
29023,Bajo,-0.663,1,4
29028,Bajo,-0.816,3,0
29039,Bajo,-0.854,3,0
29036,Muy bajo,-1.418,3,0
29019,Bajo,-1.032,3,0
29026,Bajo,-1.011,1,4
29048,Muy bajo,-1.095,3,0
29021,Bajo,-0.891,3,0
29007,Medio,-0.468,3,0
29004,Medio,-0.012,4,2
29038,Muy bajo,-1.135,3,0
29008,Bajo,-0.548,3,0
29002,Muy bajo,-1.15,1,4
29030,Medio,-0.048,4,2
29014,Bajo,-0.574,1,4
29042,Muy bajo,-1.498,3,0
29032,Bajo,-0.84,1,4
29027,Bajo,-0.897,3,0
29029,Bajo,-0.969,1,4
29001,Muy bajo,-1.253,3,0
29050,Bajo,-0.904,3,0
29017,Bajo,-0.626,3,0
29040,Medio,-0.465,1,4
29020,Bajo,-0.536,1,4
29037,Medio,-0.062,4,2
29058,Bajo,-1.03,3,0
29012,Medio,-0.216,1,4
29056,Bajo,-1.043,3,0
29053,Muy bajo,-1.139,3,0
29059,Bajo,-0.575,1,4
29016,Bajo,-0.828,3,0
29003,Medio,-0.279,1,4
29045,Bajo,-1.045,3,0
29022,Bajo,-0.655,1,4
29052,Bajo,-0.733,3,0
29035,Muy bajo,-1.207,3,0
29054,Muy bajo,-1.266,3,0
29049,Muy bajo,-1.449,3,0
29009,Bajo,-0.714,1,4
29060,Bajo,-0.588,1,4
29011,Bajo,-0.686,1,4
29046,Medio,0.032,4,2
29057,Bajo,-0.748,1,4
29051,Bajo,-1.029,1,4
29055,Bajo,-0.615,1,4
29047,Medio,-0.383,1,4
30193,Muy bajo,-1.51,3,0
30087,Muy bajo,-1.505,3,0
30039,Muy bajo,-1.383,3,0
30044,Bajo,-1.063,3,0
30131,Muy bajo,-1.246,3,0
30141,Alto,0.125,4,2
30189,Bajo,-0.991,3,0
30124,Alto,0.547,4,2
30108,Bajo,-0.643,3,0
30028,Muy bajo,-1.722,3,0
30048,Bajo,-0.713,3,0
30118,Muy bajo,-1.538,3,0
30102,Bajo,-0.678,3,0
30174,Bajo,-0.54,1,4
30160,Alto,0.122,4,2
30155,Alto,1.183,0,3
30123,Medio,-0.464,3,0
30175,Alto,0.136,4,2
30038,Bajo,-1.032,3,0
30003,Medio,-0.263,4,2
30061,Alto,0.506,4,2
30065,Bajo,-0.858,1,4
30105,Bajo,-0.973,3,0
30128,Medio,-0.485,1,4
30085,Bajo,-0.725,3,0
30068,Bajo,-0.968,3,0
30010,Alto,0.393,4,2
30109,Medio,-0.186,4,2
30183,Medio,-0.041,4,2
30071,Medio,-0.126,4,2
30047,Alto,0.635,4,2
30133,Bajo,-0.744,3,0
30143,Alto,0.523,4,2
30045,Bajo,-0.551,1,4
30173,Alto,1.05,0,3
30040,Bajo,-0.834,3,0
30058,Alto,0.32,4,2
30083,Muy alto,1.264,0,3
30011,Bajo,-0.646,3,0
30023,Alto,0.81,4,2
30032,Alto,0.107,4,2
30204,Bajo,-0.845,3,0
30207,Medio,-0.082,4,2
30014,Medio,-0.434,1,4
30086,Alto,0.518,4,2
30201,Muy alto,1.534,0,3
30004,Medio,-0.181,1,4
30077,Medio,-0.126,4,2
30073,Alto,0.359,4,2
30030,Medio,-0.426,3,0
30138,Muy bajo,-1.411,3,0
30089,Medio,-0.446,3,0
30130,Alto,0.366,4,2
30094,Alto,0.139,4,2
30092,Medio,-0.211,4,2
30115,Bajo,-0.694,3,0
30181,Medio,0.029,4,2
30101,Medio,-0.163,4,2
30161,Alto,0.529,4,2
30149,Muy alto,1.681,0,3
30142,Alto,0.473,4,2
30015,Medio,0.073,4,2
30126,Bajo,-0.549,1,4
30144,Alto,0.425,4,2
30125,Medio,0.059,4,2
30191,Bajo,-1.056,3,0
30206,Muy bajo,-1.444,3,0
30211,Medio,-0.306,1,4
30210,Alto,0.675,4,2
30091,Alto,0.466,4,2
30009,Medio,-0.022,1,4
30013,Bajo,-0.92,3,0
30053,Medio,-0.477,1,4
30148,Medio,-0.321,1,4
30066,Alto,0.751,4,2
30016,Muy bajo,-1.198,3,0
30127,Muy alto,1.475,0,3
30034,Muy bajo,-1.196,3,0
30025,Muy alto,1.464,0,3
30159,Muy alto,3.545,0,3
30081,Medio,-0.134,4,2
30026,Muy bajo,-1.225,3,0
30069,Medio,-0.306,4,2
30208,Bajo,-0.69,3,0
30117,Alto,0.512,4,2
30021,Medio,-0.286,4,2
30158,Alto,0.335,4,2
30033,Alto,0.504,4,2
30100,Medio,-0.413,1,4
30121,Alto,0.501,4,2
30147,Muy alto,1.812,0,3
30151,Alto,0.481,4,2
30135,Alto,0.113,4,2
30080,Alto,0.255,4,2
30006,Alto,0.67,4,2
30169,Alto,0.355,4,2
30051,Alto,0.994,0,3
30134,Bajo,-0.611,1,4
30112,Medio,-0.358,1,4
30072,Alto,0.347,4,2
30022,Alto,0.48,4,2
30062,Alto,0.111,4,2
30049,Alto,0.153,4,2
30172,Alto,0.571,4,2
30192,Medio,-0.372,1,4
30157,Alto,0.417,4,2
30043,Alto,0.977,4,2
30132,Alto,0.128,4,2
30097,Bajo,-0.97,3,0
30070,Alto,0.896,4,2
30205,Medio,-0.474,1,4
30182,Medio,-0.358,1,4
30067,Muy alto,1.549,0,3
30129,Alto,0.26,4,2
30099,Alto,0.196,4,2
30196,Medio,-0.469,1,4
30027,Alto,0.917,0,3
30111,Medio,-0.223,1,4
30122,Alto,0.797,4,2
30188,Alto,0.473,4,2
30104,Alto,1.073,0,3
30075,Alto,0.621,4,2
30031,Alto,0.748,4,2
30050,Muy alto,1.695,0,3
30060,Alto,0.374,4,2
30116,Medio,-0.106,4,2
30093,Medio,-0.206,1,4
30164,Medio,-0.332,1,4
30145,Medio,-0.239,1,4
30046,Alto,0.482,4,2
30059,Medio,-0.175,4,2
30120,Medio,-0.032,4,2
30095,Alto,0.481,4,2
30024,Alto,0.519,4,2
30082,Bajo,-0.625,3,0
30209,Alto,0.745,4,2
30203,Muy alto,2.191,0,3
30168,Muy alto,1.894,0,3
30167,Alto,0.148,4,2
30202,Muy alto,1.991,0,3
30063,Alto,0.557,4,2
30057,Alto,0.995,4,2
30078,Alto,0.628,4,2
30055,Alto,0.674,4,2
30076,Muy alto,2.137,0,3
30178,Medio,-0.053,4,2
30200,Alto,0.093,4,2
30154,Alto,0.494,4,2
30029,Alto,1.22,0,3
30212,Alto,1.007,0,3
30054,Alto,0.103,4,2
30103,Muy alto,1.794,0,3
30152,Alto,0.319,4,2
30052,Medio,-0.162,1,4
30035,Alto,0.348,4,2
30197,Alto,0.505,4,2
30194,Alto,0.307,4,2
30150,Alto,0.188,4,2
30110,Muy alto,3.334,0,3
30180,Alto,1.213,0,3
30079,Alto,0.789,4,2
30177,Alto,0.568,4,2
30090,Medio,-0.143,1,4
30199,Medio,-0.054,4,2
30170,Muy alto,1.719,0,3
30020,Muy alto,1.891,0,3
30114,Medio,-0.12,1,4
30036,Alto,0.227,4,2
30008,Alto,0.971,0,3
30166,Alto,0.592,4,2
30001,Alto,0.138,4,2
30037,Muy alto,1.347,0,3
30165,Muy alto,1.592,0,3
30136,Medio,-0.39,1,4
30012,Alto,0.177,4,2
30184,Muy alto,1.411,0,3
30074,Bajo,-0.552,1,4
30198,Muy alto,1.465,0,3
30186,Medio,-0.306,1,4
30056,Alto,1.054,0,3
30162,Alto,0.62,4,2
30019,Muy alto,1.399,0,3
30007,Alto,0.261,4,2
30139,Alto,0.134,4,2
30137,Muy alto,1.794,0,3
30153,Alto,0.114,4,2
30084,Alto,0.464,4,2
30156,Alto,0.861,4,2
30042,Alto,0.518,4,2
30119,Alto,0.09,4,2
30187,Alto,0.489,4,2
30195,Muy alto,1.668,0,3
30005,Alto,0.358,4,2
30171,Muy alto,1.267,0,3
30185,Alto,0.394,4,2
30163,Alto,0.729,4,2
30088,Alto,0.415,4,2
30176,Alto,0.211,4,2
30106,Alto,0.348,4,2
30113,Alto,0.653,4,2
30017,Medio,-0.46,1,4
30064,Muy alto,1.458,0,3
30179,Medio,0.063,4,2
30146,Alto,0.227,4,2
30002,Medio,-0.032,4,2
30098,Alto,0.765,4,2
30140,Alto,0.958,4,2
30107,Alto,1.022,0,3
30041,Alto,1.065,0,3
30190,Medio,-0.075,1,4
30018,Muy alto,1.566,0,3
30096,Medio,-0.039,4,2
31050,Muy bajo,-1.477,3,0
31041,Bajo,-0.953,3,0
31102,Alto,0.089,4,2
31096,Alto,0.245,4,2
31059,Bajo,-1.058,3,0
31101,Bajo,-0.615,3,0
31079,Medio,-0.047,4,2
31089,Medio,-0.448,3,0
31019,Muy alto,1.523,2,1
31052,Medio,-0.366,4,2
31038,Medio,-0.083,4,2
31056,Alto,0.182,4,2
31040,Medio,-0.116,4,2
31058,Alto,0.267,4,2
31048,Alto,0.299,4,2
31033,Alto,0.366,4,2
31093,Bajo,-0.692,3,0
31076,Alto,0.296,4,2
31002,Medio,-0.308,4,2
31032,Alto,0.761,4,2
31085,Alto,0.882,4,2
31104,Alto,1.166,2,1
31098,Alto,0.357,4,2
31053,Medio,-0.171,4,2
31091,Alto,0.204,4,2
31003,Alto,0.233,4,2
31013,Bajo,-1.071,3,0
31080,Alto,0.152,4,2
31067,Medio,-0.182,4,2
31069,Alto,0.582,4,2
31006,Medio,-0.065,4,2
31021,Alto,0.915,4,2
31027,Bajo,-0.73,3,0
31011,Medio,-0.251,4,2
31057,Medio,0.069,4,2
31036,Alto,0.168,4,2
31090,Alto,0.727,4,2
31007,Medio,-0.397,3,0
31084,Alto,0.311,4,2
31044,Alto,0.325,4,2
31092,Muy alto,1.503,2,1
31055,Alto,0.327,4,2
31075,Alto,0.662,4,2
31001,Alto,0.659,4,2
31029,Medio,-0.341,4,2
31034,Alto,0.723,4,2
31035,Alto,0.643,4,2
31004,Medio,-0.158,1,4
31047,Alto,0.573,4,2
31042,Alto,0.478,4,2
31095,Medio,-0.201,1,4
31025,Alto,0.181,4,2
31037,Alto,0.493,4,2
31015,Alto,0.395,4,2
31087,Alto,0.905,4,2
31063,Alto,0.095,4,2
31073,Alto,1.07,4,2
31062,Alto,0.272,4,2
31094,Alto,0.953,4,2
31023,Medio,-0.179,1,4
31017,Alto,1.09,4,2
31009,Alto,0.234,4,2
31020,Medio,-0.342,1,4
31022,Muy alto,1.528,2,1
31039,Medio,-0.153,1,4
31099,Alto,1.036,4,2
31066,Alto,0.39,4,2
31008,Alto,0.625,4,2
31070,Medio,0.023,4,2
31012,Alto,0.319,4,2
31078,Alto,0.288,4,2
31030,Alto,0.967,4,2
31082,Medio,-0.292,1,4
31049,Muy alto,2.019,2,1
31100,Alto,0.12,4,2
31026,Medio,-0.164,1,4
31074,Alto,0.239,4,2
31097,Alto,0.713,4,2
31061,Medio,-0.129,1,4
31103,Alto,0.506,4,2
31024,Alto,1.004,4,2
31051,Medio,-0.31,1,4
31081,Alto,0.848,4,2
31046,Alto,0.664,4,2
31018,Alto,0.663,4,2
31043,Alto,0.688,4,2
31105,Medio,-0.303,1,4
31068,Medio,0.005,4,2
31016,Alto,0.725,4,2
31054,Medio,0.056,4,2
31028,Medio,-0.247,1,4
31077,Alto,0.612,4,2
31031,Alto,0.753,4,2
31010,Muy alto,1.262,2,1
31045,Alto,0.095,4,2
31106,Alto,0.087,4,2
31005,Medio,-0.065,1,4
31086,Alto,0.715,4,2
31065,Medio,-0.324,1,4
31088,Alto,0.272,4,2
31083,Medio,-0.342,1,4
31072,Medio,-0.289,1,4
31071,Alto,0.198,4,2
31064,Alto,0.149,4,2
31014,Alto,0.463,4,2
31060,Alto,0.279,4,2
32010,Bajo,-1.02,3,0
32017,Muy bajo,-1.658,3,0
32056,Muy bajo,-1.785,3,0
32038,Medio,-0.014,4,2
32039,Bajo,-0.931,3,0
32042,Bajo,-0.801,1,4
32020,Muy bajo,-1.094,3,0
32024,Bajo,-0.82,3,0
32005,Muy bajo,-1.142,3,0
32036,Bajo,-0.519,1,4
32051,Medio,-0.445,1,4
32049,Medio,-0.443,1,4
32055,Bajo,-0.746,1,4
32034,Bajo,-0.967,3,0
32048,Bajo,-0.975,3,0
32019,Bajo,-0.828,3,0
32029,Bajo,-0.97,3,0
32016,Medio,-0.154,1,4
32040,Medio,-0.355,1,4
32014,Medio,-0.371,1,4
32022,Bajo,-0.936,3,0
32057,Bajo,-0.915,3,0
32054,Medio,-0.194,1,4
32052,Bajo,-0.786,1,4
32037,Medio,-0.422,1,4
32026,Alto,0.113,4,2
32035,Medio,-0.371,1,4
32044,Bajo,-0.649,1,4
32025,Bajo,-0.71,1,4
32053,Bajo,-0.642,1,4
32007,Bajo,-1.042,3,0
32023,Bajo,-1.043,1,4
32008,Bajo,-0.523,3,0
32032,Muy bajo,-1.32,3,0
32009,Bajo,-0.62,1,4
32050,Bajo,-0.691,1,4
32031,Bajo,-0.504,1,4
32045,Medio,-0.463,1,4
32006,Bajo,-0.903,3,0
32012,Medio,-0.058,1,4
32046,Medio,-0.281,1,4
32013,Bajo,-0.719,1,4
32001,Medio,-0.322,1,4
32047,Bajo,-0.839,1,4
32002,Medio,-0.253,1,4
32021,Alto,0.415,4,2
32018,Medio,-0.462,1,4
32004,Bajo,-0.658,1,4
32033,Bajo,-0.688,1,4
32027,Medio,-0.164,1,4
32011,Bajo,-0.747,1,4
32058,Medio,-0.435,1,4
32028,Medio,-0.336,1,4
32041,Alto,0.269,4,2
32003,Medio,-0.46,1,4
32030,Bajo,-0.606,1,4
32043,Medio,-0.298,1,4
32015,Medio,-0.288,1,4
