CVE_MUN,GM,IM,k-means++
26015,Bajo,-0.98,1
26050,Bajo,-0.903,1
26061,Bajo,-0.649,1
26010,Bajo,-0.663,1
26037,Muy bajo,-1.154,1
26031,Bajo,-0.774,1
26063,Bajo,-1.05,1
26065,Bajo,-0.585,1
26068,Muy bajo,-1.225,1
26005,Medio,-0.404,1
26062,Bajo,-0.78,1
26008,Bajo,-0.75,1
26028,Muy bajo,-1.414,1
26022,Bajo,-0.855,1
26034,Muy bajo,-1.368,1
26032,Muy bajo,-1.334,1
26009,Bajo,-0.827,1
26024,Bajo,-0.976,1
26007,Bajo,-1.032,1
26054,Bajo,-0.599,1
26044,Bajo,-0.68,1
26053,Muy bajo,-1.33,1
26046,Bajo,-0.714,1
27004,Muy bajo,-1.483,3
27002,Bajo,-0.551,1
27005,Bajo,-0.807,1
27008,Medio,-0.225,1
27012,Bajo,-0.566,1
27006,Medio,-0.361,1
27013,Muy bajo,-1.087,3
27003,Medio,-0.107,4
27014,Muy bajo,-1.234,3
27010,Bajo,-0.791,1
27001,Medio,-0.045,4
27017,Medio,-0.325,4
27016,Medio,-0.319,1
27015,Medio,-0.076,4
27009,Medio,-0.416,1
27007,Bajo,-0.878,3
27011,Medio,0.009,4
28032,Muy bajo,-1.43,3
28022,Muy bajo,-1.296,3
28027,Muy bajo,-1.441,3
28041,Muy bajo,-1.558,3
28038,Muy bajo,-1.686,3
28003,Muy bajo,-1.259,3
28009,Muy bajo,-1.69,3
28033,Muy bajo,-1.117,3
28021,Bajo,-1.06,3
28040,Bajo,-1.043,3
28035,Bajo,-0.51,1
28012,Medio,-0.294,4
28039,Alto,0.299,4
28002,Medio,-0.479,1
28025,Muy bajo,-1.559,3
28037,Medio,-0.358,1
28043,Bajo,-0.68,1
28016,Medio,-0.081,4
28019,Medio,0.069,4
28007,Muy bajo,-1.263,3
28013,Medio,-0.11,1
28015,Muy bajo,-1.127,3
28017,Medio,-0.349,1
28030,Bajo,-0.658,1
28029,Medio,-0.252,1
28001,Bajo,-0.558,1
28004,Medio,-0.059,4
28011,Medio,-0.143,1
28034,Alto,0.233,4
28018,Bajo,-0.696,3
28006,Alto,1.19,0
28042,Medio,-0.045,1
28014,Muy bajo,-1.162,1
28005,Medio,-0.237,1
28024,Muy bajo,-1.098,1
28008,Alto,0.223,4
28023,Medio,-0.17,1
28026,Alto,0.743,4
28028,Medio,-0.167,1
28020,Medio,-0.342,1
28010,Medio,-0.029,1
28031,Medio,-0.024,1
28036,Alto,0.713,4
29033,Muy bajo,-1.687,3
29013,Bajo,-0.715,3
29005,Muy bajo,-1.551,3
29025,Bajo,-0.785,3
29010,Muy bajo,-1.249,3
29006,Muy bajo,-1.075,3
29044,Muy bajo,-1.298,3
29034,Medio,-0.43,1
29018,Bajo,-0.791,3
29015,Bajo,-0.914,1
29043,Muy bajo,-1.338,3
29031,Muy bajo,-1.083,3
29041,Muy bajo,-1.145,3
29024,Muy bajo,-1.088,1
29023,Bajo,-0.663,1
29028,Bajo,-0.816,3
29039,Bajo,-0.854,3
29036,Muy bajo,-1.418,3
29019,Bajo,-1.032,3
29026,Bajo,-1.011,1
29048,Muy bajo,-1.095,3
29021,Bajo,-0.891,3
29007,Medio,-0.468,3
29004,Medio,-0.012,4
29038,Muy bajo,-1.135,3
29008,Bajo,-0.548,3
29002,Muy bajo,-1.15,1
29030,Medio,-0.048,4
29014,Bajo,-0.574,1
29042,Muy bajo,-1.498,3
29032,Bajo,-0.84,1
29027,Bajo,-0.897,3
29029,Bajo,-0.969,1
29001,Muy bajo,-1.253,3
29050,Bajo,-0.904,3
29017,Bajo,-0.626,3
29040,Medio,-0.465,1
29020,Bajo,-0.536,1
29037,Medio,-0.062,4
29058,Bajo,-1.03,3
29012,Medio,-0.216,1
29056,Bajo,-1.043,3
29053,Muy bajo,-1.139,3
29059,Bajo,-0.575,1
29016,Bajo,-0.828,3
29003,Medio,-0.279,1
29045,Bajo,-1.045,3
29022,Bajo,-0.655,1
29052,Bajo,-0.733,3
29035,Muy bajo,-1.207,3
29054,Muy bajo,-1.266,3
29049,Muy bajo,-1.449,3
29009,Bajo,-0.714,1
29060,Bajo,-0.588,1
29011,Bajo,-0.686,1
29046,Medio,0.032,4
29057,Bajo,-0.748,1
29051,Bajo,-1.029,1
29055,Bajo,-0.615,1
29047,Medio,-0.383,1
30193,Muy bajo,-1.51,3
30087,Muy bajo,-1.505,3
30039,Muy bajo,-1.383,3
30044,Bajo,-1.063,3
30131,Muy bajo,-1.246,3
30141,Alto,0.125,4
30189,Bajo,-0.991,3
30124,Alto,0.547,4
30108,Bajo,-0.643,3
30028,Muy bajo,-1.722,3
30048,Bajo,-0.713,3
30118,Muy bajo,-1.538,3
30102,Bajo,-0.678,3
30174,Bajo,-0.54,1
30160,Alto,0.122,4
30155,Alto,1.183,0
30123,Medio,-0.464,3
30175,Alto,0.136,4
30038,Bajo,-1.032,3
30003,Medio,-0.263,4
30061,Alto,0.506,4
30065,Bajo,-0.858,1
30105,Bajo,-0.973,3
30128,Medio,-0.485,1
30085,Bajo,-0.725,3
30068,Bajo,-0.968,3
30010,Alto,0.393,4
30109,Medio,-0.186,4
30183,Medio,-0.041,4
30071,Medio,-0.126,4
30047,Alto,0.635,4
30133,Bajo,-0.744,3
30143,Alto,0.523,4
30045,Bajo,-0.551,1
30173,Alto,1.05,0
30040,Bajo,-0.834,3
30058,Alto,0.32,4
30083,Muy alto,1.264,0
30011,Bajo,-0.646,3
30023,Alto,0.81,4
30032,Alto,0.107,4
30204,Bajo,-0.845,3
30207,Medio,-0.082,4
30014,Medio,-0.434,1
30086,Alto,0.518,4
30201,Muy alto,1.534,0
30004,Medio,-0.181,1
30077,Medio,-0.126,4
30073,Alto,0.359,4
30030,Medio,-0.426,3
30138,Muy bajo,-1.411,3
30089,Medio,-0.446,3
30130,Alto,0.366,4
30094,Alto,0.139,4
30092,Medio,-0.211,4
30115,Bajo,-0.694,3
30181,Medio,0.029,4
30101,Medio,-0.163,4
30161,Alto,0.529,4
30149,Muy alto,1.681,0
30142,Alto,0.473,4
30015,Medio,0.073,4
30126,Bajo,-0.549,1
30144,Alto,0.425,4
30125,Medio,0.059,4
30191,Bajo,-1.056,3
30206,Muy bajo,-1.444,3
30211,Medio,-0.306,1
30210,Alto,0.675,4
30091,Alto,0.466,4
30009,Medio,-0.022,1
30013,Bajo,-0.92,3
30053,Medio,-0.477,1
30148,Medio,-0.321,1
30066,Alto,0.751,4
30016,Muy bajo,-1.198,3
30127,Muy alto,1.475,0
30034,Muy bajo,-1.196,3
30025,Muy alto,1.464,0
30159,Muy alto,3.545,0
30081,Medio,-0.134,4
30026,Muy bajo,-1.225,3
30069,Medio,-0.306,4
30208,Bajo,-0.69,3
30117,Alto,0.512,4
30021,Medio,-0.286,4
30158,Alto,0.335,4
30033,Alto,0.504,4
30100,Medio,-0.413,1
30121,Alto,0.501,4
30147,Muy alto,1.812,0
30151,Alto,0.481,4
30135,Alto,0.113,4
30080,Alto,0.255,4
30006,Alto,0.67,4
30169,Alto,0.355,4
30051,Alto,0.994,0
30134,Bajo,-0.611,1
30112,Medio,-0.358,1
30072,Alto,0.347,4
30022,Alto,0.48,4
30062,Alto,0.111,4
30049,Alto,0.153,4
30172,Alto,0.571,4
30192,Medio,-0.372,1
30157,Alto,0.417,4
30043,Alto,0.977,4
30132,Alto,0.128,4
30097,Bajo,-0.97,3
30070,Alto,0.896,4
30205,Medio,-0.474,1
30182,Medio,-0.358,1
30067,Muy alto,1.549,0
30129,Alto,0.26,4
30099,Alto,0.196,4
30196,Medio,-0.469,1
30027,Alto,0.917,0
30111,Medio,-0.223,1
30122,Alto,0.797,4
30188,Alto,0.473,4
30104,Alto,1.073,0
30075,Alto,0.621,4
30031,Alto,0.748,4
30050,Muy alto,1.695,0
30060,Alto,0.374,4
30116,Medio,-0.106,4
30093,Medio,-0.206,1
30164,Medio,-0.332,1
30145,Medio,-0.239,1
30046,Alto,0.482,4
30059,Medio,-0.175,4
30120,Medio,-0.032,4
30095,Alto,0.481,4
30024,Alto,0.519,4
30082,Bajo,-0.625,3
30209,Alto,0.745,4
30203,Muy alto,2.191,0
30168,Muy alto,1.894,0
30167,Alto,0.148,4
30202,Muy alto,1.991,0
30063,Alto,0.557,4
30057,Alto,0.995,4
30078,Alto,0.628,4
30055,Alto,0.674,4
30076,Muy alto,2.137,0
30178,Medio,-0.053,4
30200,Alto,0.093,4
30154,Alto,0.494,4
30029,Alto,1.22,0
30212,Alto,1.007,0
30054,Alto,0.103,4
30103,Muy alto,1.794,0
30152,Alto,0.319,4
30052,Medio,-0.162,1
30035,Alto,0.348,4
30197,Alto,0.505,4
30194,Alto,0.307,4
30150,Alto,0.188,4
30110,Muy alto,3.334,0
30180,Alto,1.213,0
30079,Alto,0.789,4
30177,Alto,0.568,4
30090,Medio,-0.143,1
30199,Medio,-0.054,4
30170,Muy alto,1.719,0
30020,Muy alto,1.891,0
30114,Medio,-0.12,1
30036,Alto,0.227,4
30008,Alto,0.971,0
30166,Alto,0.592,4
30001,Alto,0.138,4
30037,Muy alto,1.347,0
30165,Muy alto,1.592,0
30136,Medio,-0.39,1
30012,Alto,0.177,4
30184,Muy alto,1.411,0
30074,Bajo,-0.552,1
30198,Muy alto,1.465,0
30186,Medio,-0.306,1
30056,Alto,1.054,0
30162,Alto,0.62,4
30019,Muy alto,1.399,0
30007,Alto,0.261,4
30139,Alto,0.134,4
30137,Muy alto,1.794,0
30153,Alto,0.114,4
30084,Alto,0.464,4
30156,Alto,0.861,4
30042,Alto,0.518,4
30119,Alto,0.09,4
30187,Alto,0.489,4
30195,Muy alto,1.668,0
30005,Alto,0.358,4
30171,Muy alto,1.267,0
30185,Alto,0.394,4
30163,Alto,0.729,4
30088,Alto,0.415,4
30176,Alto,0.211,4
30106,Alto,0.348,4
30113,Alto,0.653,4
30017,Medio,-0.46,1
30064,Muy alto,1.458,0
30179,Medio,0.063,4
30146,Alto,0.227,4
30002,Medio,-0.032,4
30098,Alto,0.765,4
30140,Alto,0.958,4
30107,Alto,1.022,0
30041,Alto,1.065,0
30190,Medio,-0.075,1
30018,Muy alto,1.566,0
30096,Medio,-0.039,4
31050,Muy bajo,-1.477,3
31041,Bajo,-0.953,3
31102,Alto,0.089,4
31096,Alto,0.245,4
31059,Bajo,-1.058,3
31101,Bajo,-0.615,3
31079,Medio,-0.047,4
31089,Medio,-0.448,3
31019,Muy alto,1.523,2
31052,Medio,-0.366,4
31038,Medio,-0.083,4
31056,Alto,0.182,4
31040,Medio,-0.116,4
31058,Alto,0.267,4
31048,Alto,0.299,4
31033,Alto,0.366,4
31093,Bajo,-0.692,3
31076,Alto,0.296,4
31002,Medio,-0.308,4
31032,Alto,0.761,4
31085,Alto,0.882,4
31104,Alto,1.166,2
31098,Alto,0.357,4
31053,Medio,-0.171,4
31091,Alto,0.204,4
31003,Alto,0.233,4
31013,Bajo,-1.071,3
31080,Alto,0.152,4
31067,Medio,-0.182,4
31069,Alto,0.582,4
31006,Medio,-0.065,4
31021,Alto,0.915,4
31027,Bajo,-0.73,3
31011,Medio,-0.251,4
31057,Medio,0.069,4
31036,Alto,0.168,4
31090,Alto,0.727,4
31007,Medio,-0.397,3
31084,Alto,0.311,4
31044,Alto,0.325,4
31092,Muy alto,1.503,2
31055,Alto,0.327,4
31075,Alto,0.662,4
31001,Alto,0.659,4
31029,Medio,-0.341,4
31034,Alto,0.723,4
31035,Alto,0.643,4
31004,Medio,-0.158,1
31047,Alto,0.573,4
31042,Alto,0.478,4
31095,Medio,-0.201,1
31025,Alto,0.181,4
31037,Alto,0.493,4
31015,Alto,0.395,4
31087,Alto,0.905,4
31063,Alto,0.095,4
31073,Alto,1.07,4
31062,Alto,0.272,4
31094,Alto,0.953,4
31023,Medio,-0.179,1
31017,Alto,1.09,4
31009,Alto,0.234,4
31020,Medio,-0.342,1
31022,Muy alto,1.528,2
31039,Medio,-0.153,1
31099,Alto,1.036,4
31066,Alto,0.39,4
31008,Alto,0.625,4
31070,Medio,0.023,4
31012,Alto,0.319,4
31078,Alto,0.288,4
31030,Alto,0.967,4
31082,Medio,-0.292,1
31049,Muy alto,2.019,2
31100,Alto,0.12,4
31026,Medio,-0.164,1
31074,Alto,0.239,4
31097,Alto,0.713,4
31061,Medio,-0.129,1
31103,Alto,0.506,4
31024,Alto,1.004,4
31051,Medio,-0.31,1
31081,Alto,0.848,4
31046,Alto,0.664,4
31018,Alto,0.663,4
31043,Alto,0.688,4
31105,Medio,-0.303,1
31068,Medio,0.005,4
31016,Alto,0.725,4
31054,Medio,0.056,4
31028,Medio,-0.247,1
31077,Alto,0.612,4
31031,Alto,0.753,4
31010,Muy alto,1.262,2
31045,Alto,0.095,4
31106,Alto,0.087,4
31005,Medio,-0.065,1
31086,Alto,0.715,4
31065,Medio,-0.324,1
31088,Alto,0.272,4
31083,Medio,-0.342,1
31072,Medio,-0.289,1
31071,Alto,0.198,4
31064,Alto,0.149,4
31014,Alto,0.463,4
31060,Alto,0.279,4
32010,Bajo,-1.02,3
32017,Muy bajo,-1.658,3
32056,Muy bajo,-1.785,3
32038,Medio,-0.014,4
32039,Bajo,-0.931,3
32042,Bajo,-0.801,1
32020,Muy bajo,-1.094,3
32024,Bajo,-0.82,3
32005,Muy bajo,-1.142,3
32036,Bajo,-0.519,1
32051,Medio,-0.445,1
32049,Medio,-0.443,1
32055,Bajo,-0.746,1
32034,Bajo,-0.967,3
32048,Bajo,-0.975,3
32019,Bajo,-0.828,3
32029,Bajo,-0.97,3
32016,Medio,-0.154,1
32040,Medio,-0.355,1
32014,Medio,-0.371,1
32022,Bajo,-0.936,3
32057,Bajo,-0.915,3
32054,Medio,-0.194,1
32052,Bajo,-0.786,1
32037,Medio,-0.422,1
32026,Alto,0.113,4
32035,Medio,-0.371,1
32044,Bajo,-0.649,1
32025,Bajo,-0.71,1
32053,Bajo,-0.642,1
32007,Bajo,-1.042,3
32023,Bajo,-1.043,1
32008,Bajo,-0.523,3
32032,Muy bajo,-1.32,3
32009,Bajo,-0.62,1
32050,Bajo,-0.691,1
32031,Bajo,-0.504,1
32045,Medio,-0.463,1
32006,Bajo,-0.903,3
32012,Medio,-0.058,1
32046,Medio,-0.281,1
32013,Bajo,-0.719,1
32001,Medio,-0.322,1
32047,Bajo,-0.839,1
32002,Medio,-0.253,1
32021,Alto,0.415,4
32018,Medio,-0.462,1
32004,Bajo,-0.658,1
32033,Bajo,-0.688,1
32027,Medio,-0.164,1
32011,Bajo,-0.747,1
32058,Medio,-0.435,1
32028,Medio,-0.336,1
32041,Alto,0.269,4
32003,Medio,-0.46,1
32030,Bajo,-0.606,1
32043,Medio,-0.298,1
32015,Medio,-0.288,1
