CVE_MUN,GM,IM,Neighbors 8 Component 1,Neighbors 8 Component 2,Neighbors 8 Component 3,Neighbors 10 Component 1,Neighbors 10 Component 2,Neighbors 10 Component 3,Neighbors 12 Component 1,Neighbors 12 Component 2,Neighbors 12 Component 3,Neighbors 14 Component 1,Neighbors 14 Component 2,Neighbors 14 Component 3
01001,Muy bajo,-1.676,-5.590231957432578,-0.3501853099714119,0.4561845507940596,-5.282879747927087,-0.6690521991676096,0.30236529220317737,-5.1383117176496205,-0.7993715876717442,0.2860507215788035,-4.944625109745465,-0.7945712120059307,0.3869858077974148
01005,Muy bajo,-1.256,-4.2240489427972285,0.5379163327426956,0.421964826098737,-4.101452148215956,0.5466932860382805,0.31033148528763843,-3.9766829234065155,0.47419028972891664,0.2440712954671173,-3.807812154982885,0.3430077452793733,0.3031237585903803
01003,Bajo,-0.698,-2.3699584170100914,-0.28073945528637806,-0.3134618033950266,-2.154101867299769,-0.24304969174383934,-0.02806599859233526,-1.98663574211507,-0.2583482797834398,-0.0838358110174842,-1.9460912994766595,-0.2837668835324916,-0.08265731190238187
01007,Bajo,-1.045,-3.4931548706483233,-0.12089985203029466,0.5597514334747479,-3.426156235039471,0.05605119518432629,0.6232344659284875,-3.2675749325019483,0.11302276825832133,0.6979718493979196,-3.2264727826438784,0.13567160749128793,0.5993080223290177
01006,Muy bajo,-1.129,-3.8488962290393673,-0.3690633132142689,0.6167571017732607,-3.6087070051824583,-0.28304517856280226,0.7152692621016621,-3.4475378005937,-0.26632652662170003,0.7759166286478474,-3.4232549899275924,-0.19861689092936152,0.7410034366131855
01002,Bajo,-0.565,-1.151333139175503,1.9443234585522997,-1.2807201972249378,-1.0103051108804944,1.6865045302867352,-1.0242461036456332,-1.0257422333010286,1.542517707681052,-1.081217031257147,-1.0225617955719428,1.446172590434952,-1.1042794769933495
01011,Muy bajo,-1.156,-3.6943730110549318,0.6213064239902801,0.47947982141555173,-3.639454874975174,0.6841593944736621,0.3951243946082058,-3.494131234152834,0.6534124671244166,0.35444724594061733,-3.45188966529731,0.69572036863709,0.36229449782622997
01009,Bajo,-0.595,-1.2068314173921058,1.3674565245911363,-1.5431431969769902,-1.193934214318991,1.3568576997936022,-1.3982147227128117,-1.2050166537715443,1.1713763751886428,-1.458750548679127,-1.2429321033402434,1.1566028419563252,-1.461889749487303
01010,Bajo,-0.614,-2.226448112186703,0.6846502815237461,-0.1572598325700399,-2.19049870152974,0.6600392700590038,0.09188256553229117,-2.199336212954017,0.6188601145223805,0.05716776520549488,-2.1022079128423954,0.8720797857535869,0.11884891222018319
01004,Bajo,-0.674,-1.453982152433379,1.1040021376485307,-1.5587213507601723,-1.432320966693653,1.201572823708551,-1.3200312449890266,-1.4398880712447484,1.0841110939827336,-1.3160722494270982,-1.4308124548845726,1.025108451036874,-1.306135439961293
01008,Bajo,-0.735,-1.7694631227157498,1.2341585154111978,-1.7427817088090216,-1.7523269889805528,1.267975155035463,-1.5546566004896218,-1.8056429294302503,1.0390752593898267,-1.166855632245962,-1.8005557850588758,1.1036213007528322,-1.1206201753270426
02004,Muy bajo,-1.708,-5.806476248574588,-0.4026292657395696,0.6559558992627909,-5.583996049275838,-0.6426117942267364,0.46389352577148246,-5.485883488063723,-0.6501687737523725,0.5666968714657642,-5.353922664334621,-0.6548198986028899,0.5027933634847126
02002,Muy bajo,-1.648,-5.541778276953946,-0.34351021150728483,0.6553515185028246,-5.329570954639171,-0.515829939861465,0.404656590945531,-5.20212833090665,-0.5402935278594436,0.47035294679701,-5.115214371406302,-0.4740093441697697,0.45692482640430887
02001,Muy bajo,-1.323,-4.620095008602995,0.04410447683422486,0.9992887274855033,-4.473495256985829,-0.18983987574542047,0.851130259938897,-4.274670400759061,-0.3161208347363256,0.9074114921292705,-4.238645653023442,-0.30950509232988643,0.8973488823645224
02003,Muy bajo,-1.408,-5.09500525705554,0.2165788954564241,0.5697562584035085,-4.886602127711631,-0.04625283702820773,0.37173558990248434,-4.757066523776032,-0.14240314105482663,0.41467890130713814,-4.6943462007451595,-0.17323262751148621,0.4636826606707875
02005,Muy bajo,-1.463,-5.074756574881446,-0.0006361577405749053,0.9135430512060384,-4.910233330622691,-0.2110207432278413,0.6341699469175787,-4.733822653356305,-0.36560948560230566,0.7518991138291403,-4.660634779350853,-0.4358339941403897,0.8208427302175991
