CVE_MUN,GM,IM,linear Component 1,linear Component 2,linear Component 3,rbf Component 1,rbf Component 2,rbf Component 3,cosine Component 1,cosine Component 2,cosine Component 3,sigmoid Component 1,sigmoid Component 2,sigmoid Component 3
05037,Muy bajo,-1.186,-0.023931539775694906,0.00572069183863836,-0.002899870140473923,0.0333608531061967,-0.012074573400947664,-0.02049476053626711,-0.02647658040834112,0.014775852363069615,-0.013782480348283879,-0.02536143511905949,0.005304056483125903,-0.02285205548839511
05026,Bajo,-0.819,-0.01653533900104794,-0.004785674219106096,0.010403381362054551,0.01685545214921233,0.020986010517967876,0.04015183184385452,-0.01946648263435693,-0.02717836188775027,0.012518301882788385,-0.01755885967945477,-0.023283286977611797,0.009639689984355002
05008,Bajo,-0.773,-0.015591061422344068,0.0008718440291686868,-0.002102493902086642,0.015591529470541318,0.017486432604506635,0.030656678737680094,-0.01857768901020573,-0.018882794005598898,0.021188594540383677,-0.016472013252378036,-0.005007777664231137,0.02309118160688151
05029,Muy bajo,-1.077,-0.02173577563580807,-0.0033929716806791444,0.008505154719355451,0.020420767389514597,0.011482337275996875,0.04450032411749089,-0.021794849621866855,-0.02427884678574806,0.01156904929716334,-0.02376976432060499,-0.024793651563433005,0.012790717485351702
05016,Bajo,-1.012,-0.020407605192001584,-0.00687060820825685,0.007366647060948553,0.019385810699964787,0.016696602222394684,0.04146189667534828,-0.021252388599703815,-0.027154247434274442,0.006442992763382709,-0.02239585637756259,-0.027575856155463912,0.009980549930815092
05005,Bajo,-0.647,-0.013066283729915768,-0.009619236757801162,0.012187715062086922,0.012178946325746225,0.031018987471600593,0.035695127793259715,-0.017091027194844417,-0.03621126759377989,0.0055683693766749665,-0.013592901897519317,-0.02925382781756573,0.006967166430316144
05012,Bajo,-0.673,-0.013589359362684848,-0.009328037916857866,0.009039587575538754,0.012581364015814694,0.028453242988383125,0.04062929425337072,-0.016878556527756276,-0.03529384714799822,0.011590555149765827,-0.014150645669113534,-0.03038819755135301,0.013688594502023015
05015,Bajo,-0.958,-0.019335103628630695,-0.0008117858509394252,0.006368429396162321,0.019347033983071568,0.016152777762440028,0.044267534141753065,-0.021100502211594933,-0.02558438847376933,0.015637105835666673,-0.021059374715429832,-0.020602746507508304,0.020886102794974964
05013,Bajo,-0.796,-0.016068739367687084,0.00018167258341658394,0.009914457434109084,0.01493997482877056,0.012831498132818454,0.04094696398403003,-0.01751594497491605,-0.02154678607255775,0.02115430752674037,-0.01662286715860496,-0.018309902507562828,0.016827219807063455
05001,Muy bajo,-1.184,-0.023883715770298502,-0.009339627470466868,0.006987001411934538,0.017042966558142716,0.009153943929401399,0.04627090710842159,-0.020680252798310633,-0.028684320231077316,0.0077194463536105875,-0.026622535383189757,-0.03712892120242892,0.018773644740608466
06007,Muy bajo,-1.509,-0.03045104960863785,0.016479606987887287,-0.008460712631275399,0.03383326445017472,-0.028523633483320324,0.002106363554405126,-0.027374379935550166,0.013692724144496543,0.006380716409307887,-0.032167607646901554,0.013747048863732785,-0.0007572913737932119
06002,Muy bajo,-1.595,-0.03219716422222097,0.016390203124872736,-0.009585855033367436,0.033253425440526146,-0.03028758798070632,0.00449761179024529,-0.027617937230845487,0.01122642264001529,0.006318474358698253,-0.03417245908915593,0.007992853615809838,0.0059131965266207495
06010,Muy bajo,-1.801,-0.03634399780938285,0.01850730556406408,-0.010427306811747541,0.029884260602946435,-0.0349411422746019,0.00828295732169339,-0.027798577911364118,0.010742800387397179,0.00653335109409972,-0.0382794093419,0.00992451339774022,0.007209243182020222
06009,Bajo,-0.716,-0.014441330863246189,0.001503386549810305,-0.008610981289527728,0.022058018251214683,-0.0031165537260485297,-0.03760923984952606,-0.019891788849859,0.028900056657460146,-0.019460799058359637,-0.0135310242559829,0.013322759991114548,-0.02935998463139066
06005,Muy bajo,-1.285,-0.025936439347429775,0.00468208927982009,-0.0029170991502968273,0.03576459280113458,-0.009270789248603875,0.006865541169056007,-0.028325774975936968,0.0018111333503761163,0.0015345428859219858,-0.027767323640388145,-0.0056356761001521444,-0.002579318679937905
06001,Medio,-0.481,-0.009716031096316195,-0.003684545248630845,-0.0053815291293154805,0.013741740958438815,0.007768977405529595,-0.04268044523653807,-0.015811959328849514,0.028350334884833444,-0.03008290724417613,-0.008453828418492184,0.010229481171055387,-0.02950325768751244
06003,Bajo,-0.873,-0.017612219363351538,0.0009292234220667305,0.0014962637941265374,0.02781959499742471,0.012182985449268005,-0.005741660636755076,-0.027241475841964055,0.0002790695513227481,-0.008585992679588716,-0.01828769458721012,-0.001493170910712241,-0.011869195463677849
06004,Bajo,-0.952,-0.01921224206343313,0.002631225282876731,-0.0033005608244192795,0.03117166477309267,-0.0001409883423022306,-0.015497277222087363,-0.02672327200007375,0.01200306992896856,-0.007659498245052616,-0.01963669357577235,0.0016071986897427057,-0.016011611460292424
06008,Bajo,-0.762,-0.015373208269258835,-0.0029706198924798703,0.0059781859092609265,0.016774837622323135,0.022133592521325615,0.04031053906190103,-0.01947324832264566,-0.027204634804343337,0.018689116472982936,-0.015968627465174315,-0.01918259546104941,0.017500498294448375
06006,Medio,-0.261,-0.005253746723370276,-0.02070027017632842,0.00916994035285239,-0.002940192506903396,0.036231919434448936,0.011565571858134603,-0.004119598536057529,-0.04105348843056874,-0.02094916677329487,-0.004468885165071499,-0.029923738335174515,-0.007330146824640526
07101,Muy bajo,-1.29,-0.02603786791872326,0.016117536962050674,-0.017887071989232953,0.033400780064471426,-0.02533435659575504,-0.01573992192022902,-0.02593327876962186,0.023099625965191828,0.0035729128457971616,-0.02705353193899677,0.025092774237350415,-0.0014374501659241944
07089,Bajo,-0.577,-0.011647992595624743,0.0063559066529996,-0.01211568471122572,0.01990020778520976,0.0062203258685531995,-0.039604004446384816,-0.021452781375150054,0.031362312008403,-0.010161361918923867,-0.010543142757378483,0.023672380430183545,-0.00969483259073546
07059,Muy alto,1.417,0.028583823047586703,0.016639076885702892,-0.017720685192603794,-0.020705794497904308,-0.03062101347692763,0.007680884375472907,0.025782231470486895,0.023871417442396275,0.011994334138050693,0.02630536017040526,0.025966728409245687,-0.005848006819794388
07078,Bajo,-0.729,-0.014706456505116455,-0.0014034455860609623,-0.012245297148948446,0.021437142861491256,-0.0017730547641367593,-0.0336680412414616,-0.01958475099470432,0.02392422919235792,-0.019560801973516676,-0.01390953483833535,0.00865831520031689,-0.02534076939569085
07019,Medio,-0.235,-0.0047401710617286765,-0.0013271855811336133,-0.018187745009884716,0.004749407874891899,0.008310299733512563,-0.04454924459035682,-0.0077736273311984445,0.03838001351618133,-0.016778022568184194,-0.0031460439088376235,0.022975139557547417,-0.014329362224303352
07031,Muy alto,2.238,0.04516903560467088,0.01253239393493335,-0.0004530706629688752,-0.015282553705728195,-0.03414634907585567,0.017751577978728367,0.029997006172865513,0.019429294003775962,0.0067541853979716255,0.04349414456200971,0.018844180469518503,-0.019561544033251003
07052,Muy alto,1.393,0.028115785368436508,0.012699464793591558,-0.026732579798976152,-0.021244732624306158,-0.027681509003725457,0.006299539084633489,0.026375095381388755,0.01885037226716342,0.014606861682162997,0.02757332910981269,0.018218108601394188,-0.0003286026541045803
07065,Alto,0.475,0.009578022220894362,-0.0021336430144874136,0.008272645091557342,-0.020057388708862384,0.001652209416816672,-0.03295483279838699,0.02017174127616162,0.026195730931835096,-0.02185655292682267,0.010433658423256807,0.02023513323041678,-0.021037065745182507
07108,Alto,0.205,0.004129784136541585,-0.010462839705169485,-0.004169101507921515,-0.014582476782163943,0.011232678715521782,-0.043425053112661864,0.013602281470519425,0.02695340993520489,-0.04046441159326543,0.005694973074588235,0.0159933332593244,-0.025351721185273426
07027,Medio,-0.198,-0.003992958612408182,0.0013034818634089394,-0.006821884278222973,0.004411339616894804,0.015336629357686638,-0.04016728682367148,-0.011011526873283915,0.04012043632046712,-0.019747348193906528,-0.002308276713551897,0.021256592748570335,-0.011324649916520728
07061,Alto,0.379,0.007641595622658376,-0.001981815108813171,-0.017234663684933118,-0.016993301069997566,0.00042919690527681826,-0.03846400236641078,0.017349726693616018,0.03943186340700803,-0.01311064680519732,0.008532475706772713,0.02933780136505296,-0.013753408521937474
07097,Medio,-0.028,-0.0005727819020405271,-0.0012545179737992282,-0.010448078449779657,-0.0048250393519505075,0.013869714866203937,-0.04010060497680862,0.001649677681613736,0.030346063245302392,-0.01549931673625865,0.000903264576113191,0.02197169579693063,-0.010239235604690809
07023,Muy alto,1.993,0.040218770996501396,-0.024080247701698254,-0.022260410590744427,-0.018677308647644428,-0.03546305281401489,0.016434705241119993,0.030528655820280748,0.013547510926192559,0.0009433463715129981,0.04133229650177474,-0.0010975828854436786,-0.01842698688240907
07017,Medio,0.004,6.943196304785814e-05,-0.0016722422185152567,0.003215392274584004,-0.005399897431207963,0.01621919239036196,-0.04397835971238391,0.0027860868756129573,0.0318678211497721,-0.03899069674502824,0.001694849388643003,0.01734262726778577,-0.01881011388422546
07107,Alto,0.772,0.015574038949910952,0.002532213328910485,-0.0020255174108627697,-0.022913668657099137,-0.010441392121227628,-0.026584435897062546,0.023021807737108928,0.029350860129224665,-0.014981251147359802,0.01615667296659512,0.02802521522434884,-0.024989491342376637
07096,Muy alto,1.589,0.03206323659428301,-0.012322314200045611,-0.02205803714802475,-0.024334884259939803,-0.03447609162703814,0.005245630074833086,0.029506848518793413,0.021399500910508677,-0.00865830036638996,0.032665548748862905,0.01764399663811894,-0.029793804297687864
07099,Alto,0.681,0.013743196597494664,-0.010697999902279905,-0.021367449722644687,-0.026049219985418284,-0.004152865789478071,-0.013721117584371794,0.024948840490676073,0.010651981690323787,0.007101296195807369,0.014863438584335082,0.006927707789989782,0.003330554713700971
07034,Alto,0.336,0.006787023829590185,-0.016200628299014794,-0.006953703051525608,-0.02088880092389605,0.013577606620261327,-0.030916149396361482,0.02001398076381839,0.007591139539333755,-0.03317675306706616,0.008549886815982963,0.0038702694306310343,-0.015560555496933911
07057,Alto,0.258,0.0051989119727470605,-0.016149190915182493,-0.0023074937957682368,-0.01634010354154192,0.00623417653195347,-0.03362158301141539,0.013741326569265924,0.017724806556184344,-0.039327135492620846,0.006524217971618409,0.009591944127981209,-0.03076191792105389
07106,Alto,0.851,0.017181423092132848,-0.02010422855094466,0.0044373718808707555,-0.027877556805540302,-0.011722740493839121,-0.020475251683286403,0.026181243766911368,0.014726205733905179,-0.02968391175667585,0.01884908883621078,0.004382369364787052,-0.03342003751876515
07077,Muy alto,1.484,0.029951653773599773,-0.014341441221325987,0.002227630227916475,-0.027026871304116528,-0.03007698092929085,8.931795262853156e-05,0.030433425276647764,0.014644527398691405,-0.01437944178824345,0.03156457387449282,0.005852139612676011,-0.03137950056305043
07040,Alto,0.141,0.002831452332615111,0.002771309794808681,-0.017597827669978347,-0.00836951866664743,0.003989331998223022,-0.046694726263628854,0.00757613898087469,0.046340312164150695,-0.0172374465087959,0.004184649017780183,0.03424271463462048,-0.014039542284753037
